id,code,stock_name
243,SH.601225,陕西煤业
244,SH.601228,广州港
245,SH.601229,上海银行
246,SH.601288,农业银行
247,SH.601318,中国平安
248,SH.601328,交通银行
249,SH.601333,广深铁路
250,SH.601336,新华保险
251,SH.601375,中原证券
252,SH.601377,兴业证券
253,SH.601390,中国中铁
254,SH.601398,工商银行
255,SH.601555,东吴证券
256,SH.601600,中国铝业
257,SH.601601,中国太保
258,SH.601607,上海医药
259,SH.601608,中信重工
260,SH.601611,中国核建
261,SH.601618,中国中冶
262,SH.601628,中国人寿
263,SH.601633,长城汽车
264,SH.601668,中国建筑
265,SH.601669,中国电建
266,SH.601688,华泰证券
267,SH.601718,际华集团
268,SH.601727,上海电气
269,SH.601766,中国中车
270,SH.601788,光大证券
271,SH.601800,中国交建
272,SH.601818,光大银行
273,SH.601857,中国石油
274,SH.601866,中远海发
275,SH.601872,招商轮船
276,SH.601877,正泰电器
277,SH.601878,浙商证券
278,SH.601881,中国银河
279,SH.601888,中国国旅
280,SH.601898,中煤能源
281,SH.601899,紫金矿业
282,SH.601901,方正证券
283,SH.601919,中远海控
284,SH.601933,永辉超市
285,SH.601939,建设银行
286,SH.601958,金钼股份
287,SH.601966,玲珑轮胎
288,SH.601985,中国核电
289,SH.601988,中国银行
290,SH.601989,中国重工
291,SH.601991,大唐发电
292,SH.601992,金隅集团
293,SH.601997,贵阳银行
294,SH.601998,中信银行
295,SH.603160,汇顶科技
296,SH.603799,华友钴业
297,SH.603833,欧派家居
298,SH.603858,步长制药
299,SH.603993,洛阳钼业
