,code,stock_name
0,US.AAPL,苹果
1,US.AXP,美国运通
2,US.BA,波音
3,US.CAT,卡特彼勒
4,US.CSCO,思科
5,US.CVX,雪佛龙
6,US.DIS,迪士尼
7,US.DWDP,陶氏杜邦公司
8,US.GE,通用电气
9,US.GS,高盛
10,US.HD,家得宝
11,US.IBM,IBM Corp
12,US.INTC,英特尔
13,US.JNJ,强生
14,US.JPM,摩根大通
15,US.KO,可口可乐
16,US.MCD,麦当劳
17,US.MMM,3M
18,US.MRK,默沙东
19,US.MSFT,微软
20,US.NKE,耐克
21,US.PFE,辉瑞
22,US.PG,宝洁
23,US.TRV,旅行者财产险集团
24,US.UNH,联合健康
25,US.UTX,联合技术
26,US.V,维萨卡公司
27,US.VZ,威瑞森
28,US.WMT,沃尔玛
29,US.XOM,埃克森美孚
