,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,arturnover_2015q1,arturndays_2015q1,inventory_turnover_2015q1,inventory_days_2015q1,currentasset_turnover_2015q1,currentasset_days_2015q1,Unnamed: 0_y,name_x,arturnover_2015q2,arturndays_2015q2,inventory_turnover_2015q2,inventory_days_2015q2,currentasset_turnover_2015q2,currentasset_days_2015q2,Unnamed: 0_x,name_y,arturnover_2015q3,arturndays_2015q3,inventory_turnover_2015q3,inventory_days_2015q3,currentasset_turnover_2015q3,currentasset_days_2015q3,Unnamed: 0_y,name_x,arturnover_2015q4,arturndays_2015q4,inventory_turnover_2015q4,inventory_days_2015q4,currentasset_turnover_2015q4,currentasset_days_2015q4,Unnamed: 0_x,name_y,arturnover_2016q1,arturndays_2016q1,inventory_turnover_2016q1,inventory_days_2016q1,currentasset_turnover_2016q1,currentasset_days_2016q1,Unnamed: 0_y,name_x,arturnover_2016q2,arturndays_2016q2,inventory_turnover_2016q2,inventory_days_2016q2,currentasset_turnover_2016q2,currentasset_days_2016q2,Unnamed: 0_x,name_y,arturnover_2016q3,arturndays_2016q3,inventory_turnover_2016q3,inventory_days_2016q3,currentasset_turnover_2016q3,currentasset_days_2016q3,Unnamed: 0_y,name_x,arturnover_2016q4,arturndays_2016q4,inventory_turnover_2016q4,inventory_days_2016q4,currentasset_turnover_2016q4,currentasset_days_2016q4,Unnamed: 0_x,name_y,arturnover_2017q1,arturndays_2017q1,inventory_turnover_2017q1,inventory_days_2017q1,currentasset_turnover_2017q1,currentasset_days_2017q1,Unnamed: 0_y,name_x,arturnover_2017q2,arturndays_2017q2,inventory_turnover_2017q2,inventory_days_2017q2,currentasset_turnover_2017q2,currentasset_days_2017q2,Unnamed: 0_x,name_y,arturnover_2017q3,arturndays_2017q3,inventory_turnover_2017q3,inventory_days_2017q3,currentasset_turnover_2017q3,currentasset_days_2017q3,Unnamed: 0_y,name_x,arturnover_2017q4,arturndays_2017q4,inventory_turnover_2017q4,inventory_days_2017q4,currentasset_turnover_2017q4,currentasset_days_2017q4,Unnamed: 0,name_y,arturnover_2018q1,arturndays_2018q1,inventory_turnover_2018q1,inventory_days_2018q1,currentasset_turnover_2018q1,currentasset_days_2018q1
594,300386,飞天诚信,软件服务,北京,774.45,2.05,4.18,193147.41,174620.47,3463.37,36365.85,0.87,0.005,3.96,3.96,20140626,77279.13,1.85,-18.74,-80.47,41.44,1.39,35397.0,2011.0,飞天诚信,1.5431,58.3242,0.3609,249.3766,0.1016,885.8268,2029.0,飞天诚信,3.4783,51.7494,0.9467,190.1342,0.2592,694.4444,1931.0,飞天诚信,5.1524,52.4028,1.4103,191.4486,0.4033,669.4768,2414.0,飞天诚信,13.7787,26.1273,2.1288,169.1094,0.5739,627.2869999999998,2269.0,飞天诚信,2.1954,40.9948,0.2758,326.3234,0.0925,972.973,2548.0,飞天诚信,3.92,45.9184,0.6293,286.0321,0.2161,832.9477,2406.0,飞天诚信,6.41,42.1217,0.9764,276.526,0.3409,792.0211,2698.0,飞天诚信,19.9286,18.0645,1.6701,215.556,0.5351,672.7714,2605.0,飞天诚信,2.1241,42.3709,0.2928,307.377,0.1108,812.2744,2884.0,飞天诚信,5.5241,32.5845,0.5779,311.4726,0.2462,731.1129,2775.0,飞天诚信,6.4726,41.7143,0.9943,271.5478,0.4106,657.5743,2690.0,飞天诚信,20.2127,17.8106,1.7816,202.0656,0.6362,565.8598,3011.0,飞天诚信,1.5077,59.6936,0.1978,455.0051,0.0863,1042.8737
595,603335,迪生力,汽车配件,广东,233.34,0.63,2.53,90027.4,68740.21,11466.98,19358.0,0.76,0.012,2.19,5.33,20170620,9010.85,0.36,-8.52,-78.6,31.92,1.54,20397.0,,,,,,,,,,,,,,,,,,,,,,,,,2659.0,迪生力,16.2606,22.1394,1.6894,213.0934,1.7088,210.6742,2971.0,迪生力,,,,,,,,,,,,,,,3063.0,迪生力,,,,,,,2815.0,迪生力,15.2,23.6842,1.4692,245.0313,1.7151,209.9003,2364.0,迪生力,3.3991,26.4776,0.3955,227.5601,0.4766,188.8376,2652.0,迪生力,7.2842,24.711,0.7805,230.6214,0.7885,228.2815,2701.0,迪生力,10.9844,24.5803,1.0801,249.9769,1.1171,241.6973,2891.0,迪生力,13.8733,25.9491,1.3831,260.2849,1.3969999999999998,257.6951,2607.0,迪生力,3.0016,29.984,0.3742,240.5131,0.304,296.0526
596,603955,大千生态,环境保护,江苏,361.16,0.55,0.87,218492.41,132121.97,1666.09,58355.85,6.71,0.024,12.02,2.88,20170310,33274.45,3.82,44.6,34.55,27.44,2.3,12320.0,,,,,,,,,,,,,,,,,,,,,,,,,2466.0,大千生态,1.622,221.9482,2.0432,176.1942,0.525,685.7143,2941.0,大千生态,,,,,,,2345.0,大千生态,0.6731,267.4194,0.8423,213.7006,0.2413,745.9594,2151.0,大千生态,1.0457,258.2002,1.3952,193.5206,0.3937,685.8014,2443.0,大千生态,1.8301,196.7106,2.1702,165.8833,0.5568,646.5517,2774.0,大千生态,0.2199,409.2769,0.2154,417.8273,0.0537,1675.9777,2597.0,大千生态,0.9527,188.9367,0.8370000000000001,215.0538,0.2506,718.2761,2642.0,大千生态,1.6308,165.5629,1.1808,228.6585,0.4096,659.1797,2754.0,大千生态,2.2418,160.5852,1.6511,218.0365,0.5371,670.2662,3014.0,大千生态,0.2897,310.6662,0.1968,457.3171,0.0681,1321.5859
597,300001,特锐德,电气设备,山东,56.43,8.69,9.98,1249848.63,926596.81,147622.63,85170.4,0.85,0.057,3.04,4.24,20091030,105156.95,1.05,26.93,2.37,21.73,4.76,45339.0,952.0,特锐德,0.3232,278.4653,1.0872,82.7815,0.2151,418.41,1189.0,特锐德,0.6856,262.5438,2.041,88.1921,0.4438,405.5881,1292.0,特锐德,0.9765,276.4977,2.6622,101.4199,0.6067,445.0305,1505.0,特锐德,1.5948,225.7336,4.1903,85.9127,0.8908,404.1311,1125.0,特锐德,0.3599,250.0695,0.9845,91.417,0.1968,457.3171,1142.0,特锐德,0.8001,224.9719,2.3594,76.2906,0.4694,383.4683,1351.0,特锐德,1.1883,227.2153,2.8299,95.4097,0.5757,468.9943,973.0,特锐德,1.8935,190.1241,6.2804,57.3212,0.9697,371.2488,1322.0,特锐德,0.2537,354.7497,0.9865,91.2316,0.1342,670.6408,1424.0,特锐德,0.6886,261.3999,2.1427,84.0062,0.3527,510.3487,1420.0,特锐德,1.009,267.5917,3.2392,83.3539,0.4813,560.9807,1753.0,特锐德,1.2593,285.8731,3.7433,96.1718,0.6081,592.0079,1745.0,特锐德,0.2638,341.1676,0.7925,113.5647,0.1326,678.7330000000002
598,300243,瑞丰高材,化工原料,山东,34.25,1.63,2.07,97512.43,62523.26,22888.02,4455.12,0.22,0.085,2.55,4.57,20110712,25099.53,1.21,16.93,277.33,25.68,6.04,9521.0,826.0,瑞丰高材,0.9938,90.5615,1.2419,72.4696,0.3378,266.4298,796.0,瑞丰高材,2.1521,83.6392,2.8811,62.4761,0.7586,237.2792,699.0,瑞丰高材,3.2825,82.2544,4.8049,56.1926,1.1154,242.0656,854.0,瑞丰高材,4.3885,82.0326,6.7902,53.0176,1.2718,283.0634,658.0,瑞丰高材,0.9298,96.795,1.6155,55.7103,0.2567,350.6038,692.0,瑞丰高材,1.9763,91.0793,3.6149,49.7939,0.5926,303.7462,604.0,瑞丰高材,2.9825,90.5281,6.0652,44.5163,0.9134,295.5989,699.0,瑞丰高材,4.6064,78.1521,8.2167,43.8132,1.4225,253.0756,676.0,瑞丰高材,1.2033,74.7943,1.8593,48.4053,0.4661,193.0916,556.0,瑞丰高材,2.6232,68.6185,5.0172,35.8766,0.9609,187.3244,511.0,瑞丰高材,4.0553,66.5795,8.2882,32.5764,1.5648,172.546,561.0,瑞丰高材,6.0631,59.3756,10.7947,33.3497,2.1076,170.8104,782.0,瑞丰高材,1.5698,57.3321,1.7153,52.469,0.5016,179.4258
599,600297,广汇汽车,汽车服务,辽宁,13.24,23.92,81.44,12570087.0,6835043.0,1260679.5,1350990.75,1.66,0.13699999999999998,4.36,1.67,20001116,1339134.63,1.64,20.32,15.06,10.48,2.83,31366.0,1456.0,广汇汽车,0.3586,250.976,0.6776,132.8217,0.1487,605.2455,377.0,广汇汽车,52.6029,3.4219,5.4409,33.0828,2.1002,85.7061,318.0,广汇汽车,77.7234,3.4739,9.2122,29.309,2.94,91.8367,419.0,广汇汽车,104.7184,3.4378,12.1788,29.5596,3.9264,91.687,625.0,广汇汽车,16.2368,5.542999999999998,1.6981,53.0004,0.5585,161.1459,818.0,广汇汽车,28.5087,6.3139,3.1181,57.7275,0.9996,180.072,722.0,广汇汽车,47.106,5.7318,5.2024,51.8991,1.6313,165.5122,679.0,广汇汽车,56.88800000000001,6.3282,8.4085,42.8138,2.4383,147.6439,718.0,广汇汽车,11.6607,7.7182,1.7524,51.3581,0.5146,174.8931,763.0,广汇汽车,21.7287,8.283999999999999,3.7473,48.0346,1.1012,163.458,721.0,广汇汽车,39.5136,6.8331,6.0909,44.3284,1.7199,156.9859,672.0,广汇汽车,52.4757,6.8603,8.942,40.2594,2.2030000000000003,163.4135,673.0,广汇汽车,13.5341,6.6499,1.9414,46.3583,0.5241,171.72299999999996
600,2888,惠威科技,元器件,广东,143.59,0.31,1.25,49265.35,35681.81,12168.49,18065.27,1.45,0.048,3.53,7.8,20170721,16065.8,1.29,17.99,-4.82,35.34,9.3,8998.0,,,,,,,,,,,,,,,,,1876.0,惠威科技,38.4495,7.0222,1.5075,179.1045,1.2075,223.6025,2324.0,惠威科技,60.9663,5.9049,2.3166,155.4002,1.6877,213.3081,,,,,,,,,,,,,,,,,,,,,,,,,2165.0,惠威科技,30.3032,11.8799,2.7018,133.2445,1.5309,235.1558,2093.0,惠威科技,5.255,17.1265,0.5295,169.9717,0.3097,290.6038,2388.0,惠威科技,9.6354,18.6811,1.0621,169.4756,0.6789,265.1348,2433.0,惠威科技,22.3246,12.0943,1.4989,180.1321,0.7078,381.4637,2488.0,惠威科技,32.2176,11.174,2.2022,163.4729,1.0208,352.6646,2489.0,惠威科技,5.4949,16.3788,0.4243,212.1141,0.1824,493.4211
601,300050,世纪鼎利,软件服务,广东,90.62,3.65,5.61,346388.78,133466.45,10309.82,174408.0,3.11,0.021,5.0,1.54,20100120,52409.56,0.93,18.51,-62.1,39.97,5.97,30268.0,1058.0,世纪鼎利,0.4002,224.8876,0.9898,90.9275,0.0982,916.4969,1134.0,世纪鼎利,0.7819,230.2085,2.1237,84.7577,0.2134,843.4864,1138.0,世纪鼎利,1.1692,230.9271,3.0473,88.603,0.3296,819.1748,1466.0,世纪鼎利,1.6218,221.9756,4.2876,83.9631,0.4378,822.2933,1038.0,世纪鼎利,0.3508,256.5564,1.0771,83.5577,0.1127,798.5803,1366.0,世纪鼎利,0.6356,283.197,1.9567,91.9916,0.2141,840.7286,1357.0,世纪鼎利,0.9628,280.4321,2.8258,95.5482,0.3205,842.4337,1268.0,世纪鼎利,1.4915,241.3678,5.0111,71.8405,0.4956,726.3923,1022.0,世纪鼎利,0.3308,272.0677,1.3168,68.3475,0.1231,731.1129,1069.0,世纪鼎利,0.6262,287.4481,2.818,63.8751,0.2432,740.1316,1174.0,世纪鼎利,0.8863,304.6373,3.9466,68.4133,0.3629,744.0066,675.0,世纪鼎利,1.7796,202.2927,8.9191,40.3628,0.6401,562.4121,598.0,世纪鼎利,0.3696,243.5065,2.2248,40.4531,0.1447,621.9765
602,300046,台基股份,半导体,湖北,32.56,2.13,2.13,103656.0,56466.78,14073.0,56347.88,2.64,0.109,4.04,3.51,20100120,10512.78,0.49,78.93,82.55,32.52,20.48,10000.0,2102.0,台基股份,0.8362,107.6298,0.3127,287.8158,0.0572,1573.4266,2183.0,台基股份,1.7834,100.9308,0.7925,227.1293,0.132,1363.6364,2021.0,台基股份,2.5029,107.8749,1.2604,214.2177,0.1977,1365.7056,2634.0,台基股份,3.9906,90.212,1.7367,207.2897,0.2515,1431.4115,1963.0,台基股份,0.6545,137.5095,0.4326,208.0444,0.0544,1654.4118,2139.0,台基股份,1.3457,133.7594,1.0371,173.5609,0.1466,1227.8308,1900.0,台基股份,2.4972,108.1211,1.7945,150.4597,0.2857,945.0473,2331.0,台基股份,4.8302,74.5311,2.3814,151.1716,0.4177,861.8626,2114.0,台基股份,0.9647,93.2933,0.517,174.0812,0.1243,724.0547,2248.0,台基股份,2.0319,88.587,1.1977,150.2881,0.2774,648.8825,1993.0,台基股份,2.9469,91.6217,2.1792,123.8987,0.4717,572.3977,2571.0,台基股份,4.9927,72.1053,2.0318,177.1828,0.5208,691.2442,1615.0,台基股份,1.6268,55.3233,0.8608,104.5539,0.203,443.3498
603,2649,博彦科技,软件服务,北京,49.25,4.17,5.26,294319.0,175702.91,22372.99,89086.38,1.69,0.06,4.05,2.9,20120106,79397.43,1.51,19.47,4.9,25.26,5.32,44057.0,1.0,博彦科技,1.0266,87.66799999999998,13337.5862,0.0067,0.3728,241.4163,1.0,博彦科技,1.9955,90.203,28708.8737,0.0063,0.748,240.6417,2.0,博彦科技,3.0289,89.1413,46156.0129,0.0058,1.1244,240.1281,0.0,博彦科技,4.4641,80.6434,61423.472,0.0059,1.4228,253.0222,0.0,博彦科技,1.0766,83.5965,18094.5706,0.005,0.3294,273.224,0.0,博彦科技,2.1028,85.6002,37771.0194,0.0048,0.6994,257.3635,1.0,博彦科技,3.132,86.2069,56335.1633,0.0048,1.0269,262.9273,1.0,博彦科技,4.6886,76.782,61592.09099999999,0.0058,1.3914,258.7322,1.0,博彦科技,1.1067,81.3229,12977.2657,0.0069,0.3338,269.6225,4.0,博彦科技,2.1478,83.8067,6377.2265,0.0282,0.6918,260.1908,3.0,博彦科技,3.3077,81.6277,22023.7963,0.0123,1.0833,249.2384,1.0,博彦科技,4.5331,79.4159,59618.8019,0.006,1.4177,253.9324,11.0,博彦科技,0.9946,90.4886,848.8398,0.106,0.3419,263.2349
604,2262,恩华药业,化学制药,江苏,46.22,8.84,10.09,344914.69,235217.3,75158.5,1107.8,0.01,0.101,2.53,7.35,20080723,135163.25,1.34,10.49,19.27,53.91,10.99,19755.0,611.0,恩华药业,1.1433,78.7195,1.6396,54.8914,0.5201,173.0436,638.0,恩华药业,2.2406,80.3356,3.45,52.1739,0.8602,209.2537,688.0,恩华药业,3.3284,81.1201,4.8522,55.6449,1.3348,202.2775,877.0,恩华药业,4.7617,75.6033,6.6214,54.3692,1.8863,190.8498,696.0,恩华药业,1.1786,76.3618,1.5365,58.5747,0.4335,207.6125,828.0,恩华药业,2.2827,78.854,3.094,58.1771,0.8524,211.1685,838.0,恩华药业,3.2754,82.4327,4.5958,58.7493,1.2341,218.7829,1091.0,恩华药业,4.5716,78.747,5.7325,62.7998,1.6262,221.375,1046.0,恩华药业,1.1113,80.9862,1.2726,70.7214,0.3973,226.5291,1228.0,恩华药业,2.2635,79.5229,2.5317,71.0985,0.8043,223.7971,1280.0,恩华药业,3.4917,77.3262,3.6236,74.5115,1.1639,231.9787,1240.0,恩华药业,4.9697,72.439,5.3629,67.1279,1.5876,226.7574,1191.0,恩华药业,1.3383,67.2495,1.1696,76.9494,0.4018,223.992
605,2212,南洋股份,电气设备,广东,0.0,6.48,11.47,954554.38,349923.78,65145.73,561379.0,4.89,-0.015,6.94,1.93,20080201,110926.38,0.97,43.45,44.37,12.32,-1.73,10547.0,1381.0,南洋股份,0.5513,163.2505,0.7362,122.2494,0.2433,369.9137,1410.0,南洋股份,1.2793,140.7019,1.7155,104.9257,0.5947,302.6736,1146.0,南洋股份,2.2057,122.4101,3.029,89.1383,0.9854,274.0004,1496.0,南洋股份,3.3174,108.5187,4.2143,85.4234,1.1563,311.3379,1342.0,南洋股份,0.5953,151.1843,0.8002,112.4719,0.1714,525.0875,1139.0,南洋股份,1.524,118.1102,2.3613,76.2292,0.4941,364.2987,1201.0,南洋股份,2.4292,111.1477,3.2396,83.3436,0.7589,355.7781,1289.0,南洋股份,3.3129,108.6661,4.9133,73.2705,1.0268,350.6038,1453.0,南洋股份,0.7106,126.6535,0.8976,100.2674,0.2253,399.4674,1320.0,南洋股份,1.7278,104.1787,2.3159,77.7236,0.5973,301.3561,1328.0,南洋股份,2.8797,93.7598,3.4745,77.709,0.9836,274.5018,1124.0,南洋股份,4.4003,81.8126,5.8679,61.3507,1.5146,237.6865,1408.0,南洋股份,0.8248,109.1174,0.9957,90.3887,0.2753,326.9161
606,600,建投能源,火力发电,河北,14.54,10.9,17.92,3155515.0,594893.56,1817631.38,440347.16,2.46,0.112,6.07,1.07,19960606,398807.0,2.23,39.47,-11.14,15.93,5.13,92650.0,184.0,建投能源,3.0893,29.1328,5.19,17.340999999999998,0.5977,150.5772,189.0,建投能源,5.7276,31.4268,10.8815,16.5418,1.2201,147.5289,196.0,建投能源,10.0111,26.9701,15.0219,17.9738,1.7461,154.6303,246.0,建投能源,10.2226,35.2161,20.3852,17.6599,2.3903,150.6087,168.0,建投能源,2.2371,40.2307,6.585,13.6674,0.7195,125.0869,201.0,建投能源,4.5487,39.5717,12.4086,14.5061,1.5317,117.5165,221.0,建投能源,6.5233,41.3901,16.2622,16.6029,1.8604,145.1301,308.0,建投能源,8.1364,44.2456,17.7666,20.2627,2.3157,155.4606,228.0,建投能源,2.3493,38.3093,5.7361,15.6901,0.574,156.7944,267.0,建投能源,4.7208,38.1291,10.5215,17.1078,1.0526,171.0051,308.0,建投能源,6.8476,39.4299,13.6927,19.7185,1.5303,176.43599999999995,307.0,建投能源,7.4215,48.5077,20.4079,17.6402,2.0053,179.5243,198.0,建投能源,2.3663,38.0341,7.798999999999999,11.5399,0.6701,134.3083
607,300629,新劲刚,矿物制品,广东,276.62,0.43,1.0,47685.14,34812.84,8532.24,14686.15,1.47,0.028,3.52,8.67,20170324,12566.46,1.26,3.59,-5.91,34.41,6.32,7385.0,,,,,,,,,,,,,,,,,,,,,,,,,2215.0,新劲刚,1.9337,186.1716,2.5552,140.8892,0.9742,369.534,2879.0,新劲刚,,,,,,,1954.0,新劲刚,0.7438,242.0005,1.2273,146.6634,0.3907,460.7115,3470.0,新劲刚,,,,,,,1801.0,新劲刚,1.769,203.5048,3.4755,103.5822,0.9255,388.9789,1828.0,新劲刚,0.2946,305.499,0.6678,134.7709,0.1289,698.2157,1829.0,新劲刚,0.7011,256.7394,1.6215,111.0083,0.3454,521.1349,1771.0,新劲刚,1.1174,241.6324,2.5403,106.2867,0.5336,505.997,1684.0,新劲刚,1.7105,210.4648,3.8925,92.4855,0.7891,456.2159,2216.0,新劲刚,0.2956,304.4655,0.5468,164.59400000000005,0.1232,730.5195
608,300343,联创互联,互联网,山东,58.94,3.75,5.9,592159.69,236407.27,15143.05,307553.91,5.21,0.048,7.4,1.55,20120801,68246.11,1.16,44.84,22.95,18.3,4.89,25249.0,760.0,联创互联,1.1338,79.3791,1.3553,66.406,0.3332,270.108,669.0,联创互联,0.8765,205.3622,3.3112,54.361,0.4944,364.0777,355.0,联创互联,2.0984,128.6695,8.588,31.4392,1.0474,257.7812,413.0,联创互联,3.0737,117.1227,12.2697,29.3406,1.6935,212.5775,264.0,联创互联,0.3459,260.1908,3.8425,23.4223,0.2524,356.5769,205.0,联创互联,1.0456,172.15,11.9455,15.0684,0.6732,267.3797,191.0,联创互联,1.68,160.7143,19.3796,13.9322,1.1315,238.6213,177.0,联创互联,2.3133,155.6218,35.9905,10.0026,1.622,221.9482,223.0,联创互联,0.3138,286.8069,5.865,15.3453,0.2032,442.9134,198.0,联创互联,0.8116,221.7841,15.5955,11.5418,0.5223,344.6295,188.0,联创互联,1.2475,216.4329,24.272,11.1239,0.8108,333.0044,167.0,联创互联,1.7153,209.8758,41.3946,8.6968,1.1986,300.3504,216.0,联创互联,0.3555,253.1646,7.2071,12.4877,0.2402,374.6878
609,603533,掌阅科技,互联网,北京,124.89,0.41,4.01,144092.56,132702.44,2911.56,36951.85,0.92,0.08900000000000001,2.55,17.44,20170921,23243.8,0.58,23.25,0.1,30.51,7.66,31601.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,掌阅科技,9.9258,36.2691,83.1066,4.3318,1.3301,270.6563,,,,,,,,,3274.0,掌阅科技,,,,,,,3179.0,掌阅科技,,,,,,,56.0,掌阅科技,12.2043,29.4978,170.2584,2.1144,1.4392,250.139,44.0,掌阅科技,2.5907,34.7396,61.4549,1.4645,0.4062,221.5657,62.0,掌阅科技,5.9236,30.3869,84.6632,2.1261,0.8181,220.022,63.0,掌阅科技,9.0332,29.8897,129.1222,2.091,1.1465,235.4993,84.0,掌阅科技,11.7305,30.6892,90.831,3.9634,1.5471,232.6934,123.0,掌阅科技,2.5061,35.9124,14.6951,6.1245,0.362,248.6188
610,300582,英飞特,半导体,浙江,56.8,1.21,2.03,158994.98,63533.8,50390.82,56109.4,2.77,0.07200000000000001,4.66,3.52,20161228,21612.53,1.07,46.97,93.18,30.25,6.64,18366.0,,,,,,,,,,,,,,,,,,,,,,,,,858.0,英飞特,6.0138,59.8623,6.7612,53.245,2.7666,130.1236,2858.0,英飞特,,,,,,,734.0,英飞特,2.9855,60.2914,3.4197,52.6362,1.4265,126.183,826.0,英飞特,4.6948,57.5104,4.6627,57.9064,2.057,131.2591,1020.0,英飞特,5.0367,71.4754,6.0809,59.2018,1.3081,275.2083,1270.0,英飞特,1.0238,87.9078,1.0304,87.3447,0.2548,353.2182,1309.0,英飞特,2.1995,81.8368,2.3349,77.0911,0.565,318.5841,1321.0,英飞特,3.702,72.9335,3.4896,77.3728,0.8408,321.1227,1552.0,英飞特,4.4615,80.6904,4.2912,83.8926,1.1449,314.4379,1340.0,英飞特,1.2973,69.3749,1.0519,85.5595,0.3778,238.2213
611,603677,奇精机械,机械基件,浙江,47.53,0.55,1.96,145033.69,96149.15,29003.98,54205.23,2.76,0.095,4.64,3.89,20170206,25350.5,1.29,3.3,0.83,19.67,6.37,6010.0,,,,,,,,,,,,,,,,,3035.0,奇精机械,,,,,,,1207.0,奇精机械,4.6173,77.9676,5.0548,71.2194,2.1313,168.91099999999997,2871.0,奇精机械,,,,,,,1108.0,奇精机械,2.1628,83.2254,2.4106,74.6702,0.9492,189.6334,1096.0,奇精机械,3.4429,78.4223,3.6131,74.7281,1.4059,192.0478,1348.0,奇精机械,4.1596,86.5468,4.7308,76.0971,1.9009,189.384,1290.0,奇精机械,1.0539,85.3971,1.0102,89.0913,0.3817,235.7873,1413.0,奇精机械,2.2642,79.4983,2.1624,83.2408,0.8335,215.9568,1568.0,奇精机械,3.6665,73.6397,2.9165,92.5767,1.2485,216.2595,1608.0,奇精机械,4.5208,79.6319,4.1243,87.2875,1.6866,213.4472,1833.0,奇精机械,1.0969,82.0494,0.7438,121.0003,0.306,294.1176
612,603166,福达股份,汽车配件,广西,30.12,5.92,5.98,313097.88,123336.9,152433.27,105657.97,1.77,0.065,3.6,2.17,20141127,44618.95,0.75,12.41,10.28,25.02,10.19,28873.0,1560.0,福达股份,0.6359,141.5317,0.6153,146.2701,0.2102,428.1637,1699.0,福达股份,1.3976,128.7922,1.3428,134.0483,0.4736,380.0676,1675.0,福达股份,1.9827,136.1779,1.8676,144.5706,0.6491,415.9606,2187.0,福达股份,2.7317,131.7861,2.6234,137.2265,0.6461,557.1893,1351.0,福达股份,0.7084,127.0469,0.7951,113.1933,0.1426,631.136,1708.0,福达股份,1.4348,125.453,1.5041,119.6729,0.2758,652.6468,1761.0,福达股份,2.1815,123.768,2.0035,134.7642,0.4069,663.5537,2076.0,福达股份,2.9264,123.018,2.8749,125.2217,0.5878,612.4532,1538.0,福达股份,0.9013,99.8558,0.8467,106.295,0.1937,464.636,1694.0,福达股份,1.8216,98.8142,1.7791,101.1748,0.4209,427.655,1887.0,福达股份,2.7639,97.688,2.3299,115.8848,0.6262,431.1721,2009.0,福达股份,3.5645,100.9959,3.1157,115.5439,0.893,403.1355,1843.0,福达股份,0.9974,90.2346,0.7408,121.4903,0.3032,296.8338
613,300722,新余国科,专用机械,江西,152.02,0.2,0.8,54992.1,31868.55,18553.14,20440.96,2.56,0.067,4.88,8.4,20171110,8626.12,1.08,0.0,0.0,40.67,13.62,12556.0,,,,,,,,,,,,,,,,,,,,,,,,,2689.0,新余国科,7.192,50.0556,1.6447,218.8849,1.2938,278.2501,,,,,,,,,,,,,,,,,2201.0,新余国科,3.7564,71.8773,1.3228,204.1125,0.8351,323.3146,2605.0,新余国科,7.1243,50.5313,1.8505,194.542,1.2192,295.2756,3400.0,新余国科,,,,,,,2537.0,新余国科,2.0401,88.23100000000002,0.906,198.6755,0.4745,379.3467,2475.0,新余国科,2.6805,100.7275,1.4405,187.4349,0.7385,365.606,2474.0,新余国科,5.4033,66.626,2.2288,161.5219,0.7891,456.2159,2329.0,新余国科,0.7801,115.3698,0.4970000000000001,181.0865,0.1225,734.6939
614,603987,康德莱,医疗保健,上海,41.04,1.9,3.15,160388.56,78035.68,67866.96,49706.67,1.58,0.077,3.98,3.2,20161121,39860.28,1.26,19.17,2.22,32.24,7.67,26020.0,,,,,,,,,1076.0,康德莱,2.5377,70.9304,2.2116,81.389,0.9348,192.5546,,,,,,,,,1477.0,康德莱,5.4901,65.5726,4.2514,84.678,1.8614,193.4028,,,,,,,,,1486.0,康德莱,2.5316,71.1013,1.7898,100.5699,0.8613,208.9864,1330.0,康德莱,3.8719,69.7332,2.8915,93.3771,1.3556,199.1738,1589.0,康德莱,5.6028,64.2536,4.0211,89.5277,1.6602,216.8413,1401.0,康德莱,1.3366,67.335,0.9315,96.6184,0.3546,253.8071,1453.0,康德莱,2.9308,61.4167,2.0868,86.2565,0.7977,225.6487,1409.0,康德莱,4.5412,59.4557,3.2651,82.6927,1.226,220.2284,1623.0,康德莱,6.4262,56.0207,4.0796,88.2439,1.6222,221.9208,1377.0,康德莱,1.5633,57.5705,1.026,87.7193,0.4082,220.4802
615,300668,杰恩设计,装修装饰,深圳,55.29,0.11,0.42,44065.01,33981.07,8372.05,20433.65,4.85,0.407,9.53,9.45,20170619,14809.85,3.51,27.42,65.39,52.9,27.5,8609.0,,,,,,,,,,,,,,,,,,,,,,,,,3429.0,杰恩设计,3.1615,113.87,,,1.4762,243.8694,2892.0,杰恩设计,,,,,,,3307.0,杰恩设计,,,,,,,,,,,,,,,3487.0,杰恩设计,2.8911,124.5201,,,1.4923,241.2384,3209.0,杰恩设计,0.5727,157.1503,,,0.3889,231.422,3398.0,杰恩设计,1.266,142.1801,,,0.4884,368.5504,3398.0,杰恩设计,1.9804,136.3361,,,0.8452,319.451,3451.0,杰恩设计,2.4735,145.5428,,,1.0952,328.7071,3392.0,杰恩设计,0.4753,189.3541,,,0.1869,481.5409
