,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,year,quanter
0,002649,博彦科技,4.4641,80.6434,61423.472,0.0059,1.4228,253.0222,2015,4
1,300467,迅游科技,50.9443,7.0665,20578.2375,0.0175,0.7274,494.9134,2015,4
2,002707,众信旅游,27.1804,13.2448,18932.6456,0.019,5.355,67.2269,2015,4
3,603888,新华网,3.8101,94.4857,11238.5077,0.032,0.8071,446.0414,2015,4
4,002400,省广集团,4.9944,72.0807,7382.9796,0.0488,2.1396,168.2557,2015,4
5,603569,长久物流,3.8243,94.1349,5230.6522,0.0688,2.1606,166.6204,2015,4
6,000712,锦龙股份,,,3980.4243,0.0904,0.002,180000.0,2015,4
7,600897,厦门空港,7.636,47.1451,3886.6848,0.0926,1.6264,221.3478,2015,4
8,603357,设计总院,1.189,302.7754,3269.2996,0.1101,0.8809,408.6729,2015,4
9,600605,汇通能源,6.02,59.8007,2526.2612,0.1425,4.1361,87.0385,2015,4
10,000415,渤海金控,10.7619,33.4513,2522.7885,0.1427,0.3506,1026.8112,2015,4
11,603056,德邦股份,30.9033,11.6492,2199.3329,0.1637,7.0896,50.7786,2015,4
12,300518,盛讯达,4.1964,85.7878,1894.5353,0.19,0.59,610.1695,2015,4
13,002039,黔源电力,24.3842,14.7637,1809.2577,0.19899999999999998,2.344,153.5836,2015,4
14,300347,泰格医药,2.8022,128.4705,1459.6386,0.2466,1.2971,277.5422,2015,4
15,000429,粤高速A,43.0685,8.3588,1083.6296,0.3322,1.8083,199.082,2015,4
16,603506,南都物业,8.9476,40.2343,1056.6261,0.3407,1.5811,227.6896,2015,4
17,600270,外运发展,5.4135,66.5004,987.2331,0.3647,1.1752,306.3308,2015,4
18,600452,涪陵电力,350.3896,1.0274,982.0484,0.3666,3.4575,104.1215,2015,4
19,601519,大智慧,6.6859,53.8447,889.1558,0.4049,0.3249,1108.0332,2015,4
20,600131,岷江水电,89.60600000000001,4.0176,771.6893,0.4665,6.409,56.17100000000001,2015,4
21,601518,吉林高速,,,767.6019,0.469,1.5201,236.8265,2015,4
22,601619,嘉泽新能,3.4474,104.4265,763.5989,0.4715,0.4025,894.4099,2015,4
23,300170,汉得信息,2.5083,143.5235,694.4758,0.5184,0.8294,434.0487,2015,4
24,600221,海航控股,48.7836,7.3795,521.6123,0.6902,1.3459999999999999,267.4591,2015,4
25,300058,蓝色光标,2.8928,124.4469,504.9341,0.713,1.3068,275.4821,2015,4
26,600865,百大集团,77.191,4.6638,487.717,0.7381,1.2315,292.3264,2015,4
27,000089,深圳机场,8.3656,43.0334,471.1951,0.764,1.2835,280.4831,2015,4
28,300012,华测检测,5.587000000000001,64.4353,461.9369,0.7793,1.7108,210.4279,2015,4
29,001965,招商公路,11.5139,31.2666,425.8348,0.8454,0.5509,653.4761,2015,4
30,300288,朗玛信息,5.2620000000000005,68.4151,362.0478,0.9943,0.6574,547.6118,2015,4
31,000796,凯撒旅游,18.8169,19.1317,334.0597,1.0777,2.617,137.5621,2015,4
32,000791,甘肃电投,22.1898,16.2237,330.7053,1.0886,2.0443,176.0994,2015,4
33,600168,武汉控股,2.1087,170.7213,325.1359,1.1072,0.8477,424.6785,2015,4
34,300383,光环新网,9.2172,39.0574,323.1667,1.114,1.7626,204.2437,2015,4
35,600556,ST慧球,6.5327,55.1074,319.8876,1.1254,1.0491,343.1513,2015,4
36,002210,飞马国际,28.8801,12.4653,299.4051,1.2024,2.5734,139.8927,2015,4
37,600035,楚天高速,23.8096,15.12,289.9492,1.2416,2.6017,138.3711,2015,4
38,600995,文山电力,36.6749,9.816,254.1434,1.4165,5.3601,67.1629,2015,4
39,601595,上海电影,4.5791,78.6181,248.1794,1.4506,1.1074,325.0858,2015,4
40,600012,皖通高速,,,245.606,1.4658,2.4537,146.7172,2015,4
41,002280,联络互动,1.4646,245.8009,242.9429,1.4818,0.5796,621.118,2015,4
42,300144,宋城演艺,159.9951,2.2501,240.8856,1.4945,1.2139,296.5648,2015,4
43,000503,国新健康,64.8585,5.5505,215.2832,1.6722,0.1658,2171.2907,2015,4
44,603648,畅联股份,6.4437,55.8685,212.9316,1.6907,1.8706,192.4516,2015,4
45,000504,南华生物,1.8099,198.90599999999998,189.0707,1.9040000000000001,0.2762,1303.4033,2015,4
46,603000,人民网,3.3146,108.6104,187.59400000000002,1.919,0.6559,548.8642,2015,4
47,603813,原尚股份,4.1927,85.8635,174.3276,2.0651,2.4208,148.7112,2015,4
48,600009,上海机场,7.1685,50.2197,173.9188,2.0699,0.5816,618.9821,2015,4
49,300215,电科院,29.8886,12.0447,166.1095,2.1672,0.6892,522.3447,2015,4
50,300348,长亮科技,2.6835,134.1532,159.8608,2.252,0.8825,407.93199999999996,2015,4
51,300675,建科院,1.9084,188.6397,158.1082,2.2769,1.1139,323.1888,2015,4
52,600025,华能水电,8.3281,43.2271,153.3938,2.3469,3.5383,101.7438,2015,4
53,002357,富临运业,36.0196,9.9946,150.8231,2.3869,2.8806,124.97399999999999,2015,4
54,603885,吉祥航空,46.5881,7.7273,149.4782,2.4084,3.4659,103.8691,2015,4
55,002195,二三四五,13.9578,25.791999999999998,148.579,2.423,0.7811,460.8885,2015,4
56,002325,洪涛股份,0.8797,409.2304,147.1918,2.4458,0.5865,613.8107,2015,4
57,600247,*ST成城,72.859,4.9411,146.7525,2.4531,1.2809,281.0524,2015,4
58,300598,诚迈科技,2.9447,122.2535,146.2187,2.4621,1.8980000000000001,189.6733,2015,4
59,603223,恒通股份,36.6487,9.823,142.6601,2.5235,8.142999999999999,44.2098,2015,4
60,603689,皖天然气,53.2821,6.7565,134.2447,2.6817,5.0079,71.8864,2015,4
61,601021,春秋航空,92.4758,3.8929,132.2317,2.7225,2.2525,159.8224,2015,4
62,603032,德新交运,24.5137,14.6857,126.9034,2.8368,1.8117,198.7084,2015,4
63,603909,合诚股份,1.5288,235.4788,119.7216,3.0069999999999997,1.1024,326.5602,2015,4
64,002081,金螳螂,1.185,303.7975,117.3192,3.0686,0.9254,389.02099999999996,2015,4
65,600751,海航科技,4.4074,81.6808,113.7576,3.1646,0.0574,6271.776999999999,2015,4
66,000096,广聚能源,405.745,0.8873,112.0154,3.2138,0.8751,411.3816,2015,4
67,603117,万林股份,6.7406,53.4077,107.6221,3.345,0.1468,2452.3161,2015,4
68,600033,福建高速,4.6032,78.2065,105.9315,3.3984,2.0686,174.0307,2015,4
69,000669,金鸿控股,8.3479,43.1246,103.7375,3.4703,1.1907,302.3432,2015,4
70,002095,生意宝,32.6677,11.0201,102.4187,3.515,0.3932,915.5646,2015,4
71,603003,龙宇燃油,15.1163,23.8154,101.6034,3.5432,5.6207,64.04899999999999,2015,4
72,600640,号百控股,13.0202,27.6493,100.4201,3.5849,1.3214,272.4383,2015,4
73,603103,横店影视,58.8297,6.1194,94.014,3.8292,4.0843,88.1424,2015,4
74,600617,国新能源,19.3651,18.5901,93.2016,3.8626,2.34,153.8462,2015,4
75,300240,飞力达,6.1338,58.6912,92.9402,3.8735,2.2471,160.2065,2015,4
76,002905,金逸影视,22.6719,15.8787,90.7191,3.9683,3.2152,111.9682,2015,4
77,603069,海汽集团,37.37,9.6334,88.5614,4.065,2.8085,128.1823,2015,4
78,002739,万达电影,34.0724,10.5657,86.1647,4.178,2.3055,156.1483,2015,4
79,603300,华铁科技,1.1698,307.7449,84.7542,4.2476,0.5889,611.3092,2015,4
80,603533,掌阅科技,9.9258,36.2691,83.1066,4.3318,1.3301,270.6563,2015,4
81,300226,上海钢联,13125.5799,0.0274,81.436,4.4206,15.3393,23.4691,2015,4
82,600705,中航资本,25.0389,14.3776,80.9554,4.4469,0.0401,8977.5561,2015,4
83,300494,盛天网络,4.598,78.2949,79.1904,4.546,0.4661,772.3664,2015,4
84,603128,华贸物流,6.6735,53.9447,78.3551,4.5945,3.2293,111.4793,2015,4
85,000430,张家界,242.8693,1.4823,77.3802,4.6524,6.2926,57.2101,2015,4
86,600505,西昌电力,26.5885,13.5397,77.0314,4.6734,4.0535,88.8121,2015,4
87,002492,恒基达鑫,3.3577,107.2162,76.6058,4.6994,0.4161,865.1766,2015,4
88,600593,大连圣亚,134.8027,2.6706,75.4925,4.7687,2.2153,162.5062,2015,4
89,601228,广州港,12.9292,27.844,75.2964,4.7811,3.5808,100.5362,2015,4
90,601008,连云港,11.444,31.4575,73.9727,4.8667,2.0722,173.7284,2015,4
91,600093,易见股份,21.9102,16.4307,72.5009,4.9655,1.0926,329.4893,2015,4
92,002267,陕天然气,15.1112,23.8234,70.9804,5.0718,3.5685,100.8827,2015,4
93,600515,海航基础,25.8816,13.9095,68.7857,5.2336,1.111,324.0324,2015,4
94,000516,国际医学,88.6722,4.0599,66.7198,5.3957,1.9488,184.7291,2015,4
95,002889,东方嘉盛,3.7139,96.9331,64.2625,5.602,0.3828,940.4389,2015,4
96,600814,杭州解百,159.8205,2.2525,64.0989,5.6163,2.1043,171.0783,2015,4
97,300036,超图软件,3.0696,117.2791,62.9402,5.7197,0.8578,419.6782,2015,4
98,002769,普路通,4.4719999999999995,80.5009,62.1264,5.7946,0.1443,2494.8025,2015,4
99,600588,用友网络,2.9716,121.1469,61.6891,5.8357,0.7709,466.9866,2015,4
100,601828,美凯龙,12.2771,29.3229,60.9009,5.9112,1.4111,255.1201,2015,4
101,601111,中国国航,32.7825,10.9815,59.1291,6.0884,5.4441,66.1266,2015,4
102,002238,天威视讯,38.6319,9.3187,58.1285,6.1932,1.145,314.4105,2015,4
103,600874,创业环保,1.0176,353.7736,57.8651,6.2214,0.5998,600.2001,2015,4
104,300284,苏交科,1.1004,327.1538,57.2908,6.2837,0.7093,507.5426,2015,4
105,600695,绿庭投资,6.5775,54.732,56.9092,6.3259,0.6726,535.2364,2015,4
106,600547,山东黄金,721.1035,0.4992,56.7054,6.3486,21.5278,16.7226,2015,4
107,002561,徐家汇,95.3972,3.7737,56.165,6.4097,1.5373,234.1768,2015,4
108,600029,南方航空,42.0868,8.5538,55.9425,6.4352,5.2755,68.24,2015,4
109,300496,中科创达,3.4565,104.1516,55.6402,6.4701,0.9168,392.6702,2015,4
110,000022,深赤湾A,9.5381,37.7434,55.1087,6.5325,2.2312,161.3482,2015,4
111,002315,焦点科技,23.1175,15.5726,54.1388,6.6496,0.261,1379.3103,2015,4
112,600780,通宝能源,19.4926,18.4685,54.1121,6.6529,3.1491,114.3184,2015,4
113,600969,郴电国际,12.5935,28.5862,53.8144,6.6897,0.7623,472.255,2015,4
114,603871,嘉友国际,8.3395,43.1681,53.753,6.6973,2.8696,125.45299999999999,2015,4
115,002586,围海股份,2.2047,163.2875,53.2813,6.7566,0.8973,401.2036,2015,4
116,603828,柯利达,1.113,323.4501,52.4948,6.8578,0.8557,420.7082,2015,4
117,600830,香溢融通,34.2689,10.5052,52.0147,6.9211,1.1084,324.7925,2015,4
118,603393,新天然气,32.7898,10.979000000000001,51.593,6.9777,3.7158,96.8836,2015,4
119,002018,*ST华信,4.3008,83.7054,51.5787,6.9796,2.7621,130.3356,2015,4
120,300017,网宿科技,5.9664,60.3379,51.1655,7.0360000000000005,1.3428,268.0965,2015,4
121,600774,汉商集团,162.4285,2.2164,50.6335,7.1099,6.3038,57.1084,2015,4
122,600050,中国联通,16.5683,21.7282,49.9028,7.2139999999999995,4.7612,75.6112,2015,4
123,600004,白云机场,8.9957,40.0191,48.707,7.3911,1.8058,199.3576,2015,4
124,603060,国检集团,11.5686,31.1187,48.2882,7.4552,2.8457,126.5067,2015,4
125,002040,南京港,14.4833,24.8562,48.1409,7.478,1.3688,263.0041,2015,4
126,600917,重庆燃气,24.5419,14.6688,47.7115,7.5454,2.0633,174.4778,2015,4
127,601018,宁波港,9.3645,38.4431,47.3672,7.6002,2.0835,172.7862,2015,4
128,000900,现代投资,24.129,14.9198,46.945,7.6685,1.5835,227.3445,2015,4
129,600804,鹏博士,31.386999999999997,11.4697,46.5915,7.7267,2.1412,168.13,2015,4
130,600642,申能股份,16.317,22.0629,46.3101,7.7737,2.9196,123.3046,2015,4
131,603329,上海雅仕,18.4238,19.5399,45.8961,7.8438,3.3482,107.5205,2015,4
132,600007,中国国贸,15.9273,22.6027,44.783,8.0388,2.7455,131.1237,2015,4
133,002800,天顺股份,3.3163,108.5547,43.7662,8.2255,1.3284,271.0027,2015,4
134,002467,二六三,12.5888,28.5968,43.0382,8.3647,0.7279,494.5734,2015,4
135,300735,光弘科技,4.7565,75.6859,41.8769,8.5966,2.104,171.1027,2015,4
136,002320,海峡股份,18.8544,19.0937,41.1011,8.7589,1.0661,337.6794,2015,4
137,600317,营口港,12.7555,28.2231,41.0678,8.766,1.2118,297.0787,2015,4
138,300231,银信科技,3.1507,114.2603,40.304,8.9321,1.4166,254.1296,2015,4
139,300364,中文在线,3.0323,118.7218,40.2527,8.9435,1.1813,304.749,2015,4
140,000819,岳阳兴长,558.3483,0.6448,40.0666,8.985,3.1571,114.0287,2015,4
141,603123,翠微股份,160.5507,2.2423,39.9893,9.0024,3.0208,119.1737,2015,4
142,002911,佛燃股份,16.9411,21.2501,39.3443,9.15,4.4102,81.62899999999999,2015,4
143,002928,华夏航空,7.8982,45.58,39.0755,9.2129,2.5109,143.3749,2015,4
144,000554,泰山石油,122.0319,2.95,39.0213,9.2257,19.2181,18.7323,2015,4
145,601333,广深铁路,6.0488,59.5159,38.8663,9.2625,3.0431,118.3004,2015,4
146,600121,郑州煤电,12.0208,29.9481,38.8202,9.2735,3.0156,119.3792,2015,4
147,002930,宏川智慧,5.9526,60.4778,38.7731,9.2848,2.7153,132.582,2015,4
148,000875,吉电股份,5.1214,70.2933,38.4873,9.3537,1.8927,190.2045,2015,4
149,300468,四方精创,4.1913,85.8922,38.0844,9.4527,0.63,571.4286,2015,4
150,600880,博瑞传播,3.9896,90.2346,38.0389,9.464,0.7416,485.4369,2015,4
151,600633,浙数文化,11.1246,32.3607,37.5476,9.5878,1.4022,256.7394,2015,4
152,002811,亚泰国际,1.7571,204.88299999999998,37.0791,9.709,1.3808,260.7184,2015,4
153,603167,渤海轮渡,76.48899999999999,4.7066,36.9311,9.7479,4.0606,88.6568,2015,4
154,600821,津劝业,638.5867,0.5637,36.2927,9.9194,2.1819,164.9938,2015,4
155,603773,沃格光电,2.3465,153.42,36.0986,9.9727,1.0738,335.25800000000004,2015,4
156,000543,皖能电力,9.6556,37.2841,35.9676,10.009,4.6298,77.7571,2015,4
157,600115,东方航空,27.8924,12.9067,35.7571,10.0679,4.5422,79.2567,2015,4
158,000156,华数传媒,7.2061,49.9577,35.6857,10.0881,0.6287,572.6101,2015,4
159,002822,中装建设,1.9713,182.6206,35.4361,10.1591,1.3128,274.223,2015,4
160,600711,盛屯矿业,13.9146,25.8721,35.144,10.2436,2.4036,149.7753,2015,4
161,600017,日照港,6.4366,55.9301,34.3435,10.4823,1.6649,216.2292,2015,4
162,600859,王府井,225.0569,1.5996,34.0953,10.5586,2.4104,149.3528,2015,4
163,600021,上海电力,6.6584,54.067,34.0723,10.5658,2.1389,168.3108,2015,4
164,002082,万邦德,117.0888,3.0746,34.0683,10.567,10.9167,32.977,2015,4
165,000520,长航凤凰,4.3965,81.8833,34.0313,10.5785,2.0685,174.0392,2015,4
166,600717,天津港,9.85,36.5482,33.8408,10.638,1.5549,231.5261,2015,4
167,000626,远大控股,138.7431,2.5947,33.2765,10.8184,7.1547,50.3166,2015,4
168,600822,上海物贸,244.6435,1.4715,33.2679,10.8212,9.2956,38.728,2015,4
169,603817,海峡环保,2.8432,126.6179,33.1968,10.8444,1.6495,218.248,2015,4
170,600188,兖州煤业,31.1345,11.5627,33.0484,10.8931,1.6249,221.5521,2015,4
171,000715,中兴商业,17970.6247,0.02,33.0138,10.9045,2.8596,125.8917,2015,4
172,300736,百华悦邦,10.5665,34.0699,32.7935,10.9778,4.126,87.2516,2015,4
173,002302,西部建设,2.4808,145.1145,32.5055,11.075,1.1719,307.1934,2015,4
174,300051,三五互联,3.7486,96.0359,31.7904,11.3242,0.7195,500.3475,2015,4
175,601866,中远海发,16.2554,22.1465,31.4399,11.4504,2.2888,157.2877,2015,4
176,000017,深中华A,21.3921,16.8286,31.1675,11.5505,3.9221,91.7876,2015,4
177,000665,湖北广电,35.305,10.1969,30.9268,11.6404,2.1029,171.1922,2015,4
178,300113,顺网科技,7.1663,50.2351,30.4811,11.8106,1.2781,281.6681,2015,4
179,600826,兰生股份,27.2844,13.1944,30.3872,11.8471,2.3471,153.3808,2015,4
180,600278,东方创业,21.1667,17.0078,30.3066,11.8786,3.6365,98.9963,2015,4
181,601919,中远海控,16.1656,22.2695,30.0394,11.9843,1.2404,290.22900000000004,2015,4
182,002555,三七互娱,13.1189,27.4413,30.0239,11.9904,2.7891,129.0739,2015,4
183,603101,汇嘉时代,135.2887,2.661,29.4637,12.2184,7.507000000000001,47.9552,2015,4
184,300399,京天利,10.5315,34.1832,29.3845,12.2514,0.4491,801.6032,2015,4
185,000544,中原环保,2.3304,154.4799,29.2515,12.3071,0.8396,428.7756,2015,4
186,000607,华媒控股,3.6015,99.9584,29.2036,12.3272,1.0367,347.2557,2015,4
187,600561,江西长运,23.7897,15.1326,29.1342,12.3566,1.8085,199.06,2015,4
188,000711,京蓝科技,78.3448,4.5951,29.0585,12.3888,0.3983,903.8413,2015,4
189,603199,九华旅游,185.5452,1.9402,28.8266,12.4885,3.5321,101.9224,2015,4
190,300640,德艺文创,6.8688,52.4109,28.789,12.5048,2.8862,124.7315,2015,4
191,000068,华控赛格,1.9138,188.1074,28.5032,12.6302,0.6156,584.7953,2015,4
192,002187,广百股份,113.7453,3.165,28.4453,12.6559,2.5555,140.8726,2015,4
193,600798,宁波海运,19.8922,18.0975,28.0426,12.8376,3.2294,111.4758,2015,4
194,600689,上海三毛,30.6283,11.7538,27.9285,12.8901,3.1222,115.3033,2015,4
195,600701,*ST工新,22.9671,15.6746,27.9191,12.8944,2.4379,147.6681,2015,4
196,603866,桃李面包,12.0732,29.8181,27.8071,12.9463,3.562,101.0668,2015,4
197,000958,东方能源,10.6632,33.760999999999996,27.6529,13.0185,3.7042,97.18700000000001,2015,4
198,600250,南纺股份,10.5722,34.0516,27.2052,13.2328,1.4594,246.6767,2015,4
199,000524,岭南控股,21.029,17.1192,26.7383,13.4638,1.5878,226.7288,2015,4
200,600715,文投控股,17.2469,20.8733,26.6638,13.5015,0.7170000000000001,502.0921,2015,4
201,600418,江淮汽车,37.3491,9.6388,26.1473,13.7682,2.5716,139.9907,2015,4
202,600236,桂冠电力,14.7237,24.4504,26.1102,13.7877,2.6076,138.058,2015,4
203,300295,三六五网,18.4269,19.5367,25.9822,13.8556,0.6666,540.054,2015,4
204,600856,中天能源,22.4159,16.06,25.3633,14.1937,2.1180000000000003,169.9717,2015,4
205,002789,建艺集团,1.9985,180.1351,24.8499,14.487,1.2441,289.3658,2015,4
206,600723,首商股份,202.5412,1.7774,24.74,14.5513,2.4265,148.3618,2015,4
207,002044,美年健康,7.0808,50.8417,24.695,14.5778,1.8708,192.43099999999998,2015,4
208,002148,北纬科技,3.0628,117.5395,24.6415,14.6095,0.3661,983.3379,2015,4
209,600428,中远海特,16.7268,21.5223,24.601,14.6336,2.1554,167.0224,2015,4
210,300378,鼎捷软件,3.6492,98.6518,24.4266,14.738,0.9039,398.2741,2015,4
211,600395,盘江股份,3.775,95.3642,24.4071,14.7498,1.0759,334.6036,2015,4
212,600396,金山股份,16.0872,22.378,24.3215,14.8017,5.1403,70.0348,2015,4
213,000637,茂化实华,50.2978,7.1574,24.2071,14.8717,4.0728,88.3913,2015,4
214,600746,江苏索普,22.6682,15.8813,24.1023,14.9363,5.7676,62.4176,2015,4
215,002479,富春环保,8.4737,42.4844,23.9565,15.0272,2.175,165.5172,2015,4
216,601086,国芳集团,1388.9418,0.2592,23.9451,15.0344,6.1843,58.2119,2015,4
217,603322,超讯通信,1.8292,196.8073,23.8904,15.0688,1.2646,284.675,2015,4
218,002781,奇信股份,1.8336,196.3351,23.855,15.0912,1.1381,316.3167,2015,4
219,603797,联泰环保,10.9432,32.8971,23.6879,15.1976,2.8481,126.4001,2015,4
220,600426,华鲁恒升,280.3682,1.284,23.6193,15.2418,4.1456,86.8391,2015,4
221,600900,长江电力,13.9932,25.7268,23.6139,15.2453,4.0568,88.7399,2015,4
222,603225,新凤鸣,84.484,4.2612,23.4876,15.3272,7.728,46.5839,2015,4
223,600747,ST大控,148.9351,2.4172,23.4459,15.3545,0.8366,430.3132,2015,4
224,000693,*ST华泽,32.1589,11.1944,23.3369,15.4262,2.0639,174.4271,2015,4
225,002711,欧浦智网,15.7303,22.8858,23.2149,15.5073,1.3019,276.5189,2015,4
226,600982,宁波热电,22.557,15.9596,23.0704,15.6044,0.5261,684.2806,2015,4
227,600694,大商股份,134.7482,2.6716,23.0494,15.6186,3.6905,97.5478,2015,4
228,002061,浙江交科,24.0741,14.9538,22.5387,15.9725,3.3351,107.9428,2015,4
229,300556,丝路视觉,2.6967,133.4965,22.3332,16.1195,1.2633,284.9679,2015,4
230,002661,克明面业,7.5412,47.7378,21.8794,16.4538,1.7358,207.3972,2015,4
231,000564,供销大集,373.9333,0.9627,21.8529,16.4738,1.4036,256.4833,2015,4
232,603882,金域医学,4.6893,76.7705,21.8196,16.4989,2.5267,142.4783,2015,4
233,601006,大秦铁路,20.8995,17.2253,21.7839,16.526,3.2507,110.7454,2015,4
234,600461,洪城水业,5.402,66.642,21.6711,16.612000000000002,2.001,179.91,2015,4
235,600763,通策医疗,79.2713,4.5414,21.549,16.7061,2.2552,159.6311,2015,4
236,600654,ST中安,1.4515,248.0193,21.4147,16.8109,0.5415,664.8199,2015,4
237,300538,同益股份,5.4367,66.2166,21.2919,16.9078,2.6229,137.2527,2015,4
238,300352,北信源,1.1523,312.4186,21.1865,16.992,0.6659999999999999,540.5405,2015,4
239,600271,航天信息,20.601,17.4749,20.9889,17.1519,2.1231,169.5634,2015,4
240,603099,长白山,859.1572,0.419,20.8071,17.3018,0.6811,528.5567,2015,4
241,000683,远兴能源,74.945,4.8035,20.7761,17.3276,1.8462,194.9951,2015,4
242,000582,北部湾港,7.3591,48.919,20.7738,17.3295,1.7149,209.9248,2015,4
243,601326,秦港股份,35.6675,10.0932,20.5548,17.5142,1.983,181.5431,2015,4
244,000780,平庄能源,2.6563,135.5269,20.4595,17.5957,0.5484,656.4551,2015,4
245,000690,宝新能源,11.5587,31.1454,20.3959,17.6506,1.6046,224.355,2015,4
246,000600,建投能源,10.2226,35.2161,20.3852,17.6599,2.3903,150.6087,2015,4
247,601168,西部矿业,73.3416,4.9085,20.2808,17.7508,2.7659,130.1565,2015,4
248,600857,宁波中百,704.9592,0.5107,20.2176,17.8063,2.8522,126.2184,2015,4
249,000507,珠海港,7.6888,46.8214,20.1494,17.8665,1.892,190.2748,2015,4
250,002386,天原集团,53.0957,6.7802,20.128,17.8855,2.4587,146.4188,2015,4
251,002047,宝鹰股份,1.8558,193.9864,20.1185,17.894000000000002,1.3373,269.1991,2015,4
252,603527,众源新材,14.3763,25.0412,19.9477,18.0472,5.5745,64.5798,2015,4
253,300621,维业股份,1.0137,355.1347,19.8855,18.1036,0.8794,409.37,2015,4
254,600348,阳泉煤业,5.2625,68.4086,19.7148,18.2604,1.5895,226.4863,2015,4
255,600626,申达股份,14.0609,25.6029,19.5884,18.3782,2.8657,125.6238,2015,4
256,600323,瀚蓝环境,14.7474,24.4111,19.5224,18.4404,1.9254,186.9741,2015,4
257,000905,厦门港务,9.9001,36.3633,19.2514,18.6999,3.1618,113.8592,2015,4
258,603898,好莱客,195.0146,1.8459999999999999,19.2457,18.7055,2.3031,156.3111,2015,4
259,000021,深科技,8.0083,44.9534,19.2358,18.7151,1.3922,258.5835,2015,4
260,000698,沈阳化工,325.0039,1.1077,19.224,18.7266,4.3823,82.1486,2015,4
261,000681,视觉中国,2.4677,145.8848,19.1354,18.8133,0.7029,512.1639,2015,4
262,000703,恒逸石化,32.3369,11.1328,19.134,18.8147,2.9188,123.3384,2015,4
263,300664,鹏鹞环保,3.4410000000000003,104.6207,19.1128,18.8355,1.0449,344.5306,2015,4
264,000018,神州长城,3.409,105.6028,18.8245,19.124000000000002,2.0783,173.2185,2015,4
265,000688,建新矿业,4.4778,80.3966,18.7931,19.156,1.9549,184.1526,2015,4
266,300135,宝利国际,2.5585,140.7074,18.7156,19.2353,0.9297,387.2217,2015,4
267,600119,长江投资,4.4538,80.8299,18.6097,19.3448,1.8623,193.3093,2015,4
268,300379,东方通,0.9683,371.7856,18.5927,19.3624,0.4769,754.8752,2015,4
269,601678,滨化股份,25.6585,14.0304,18.4875,19.4726,3.2173,111.8951,2015,4
270,600863,内蒙华电,10.7721,33.4197,18.451,19.5111,5.7401,62.7167,2015,4
271,000695,滨海能源,3.1683,113.6256,18.4472,19.5152,1.7165,209.7291,2015,4
272,002416,爱施德,47.0253,7.6555,18.4326,19.5306,5.6187,64.0718,2015,4
273,601139,深圳燃气,26.2141,13.7331,18.2866,19.6865,2.0267,177.6287,2015,4
274,000818,航锦科技,73.0705,4.9267,18.2368,19.7403,5.065,71.07600000000001,2015,4
275,002207,*ST准油,1.4353,250.8186,18.1061,19.8828,0.535,672.8972,2015,4
276,300624,万兴科技,30.6909,11.7299,18.1034,19.8858,3.3909,106.1665,2015,4
277,002830,名雕股份,196.2656,1.8342,18.0545,19.9396,1.6956,212.3142,2015,4
278,300242,佳云科技,4.3377,82.9933,18.031,19.9656,1.6813,214.12,2015,4
279,000906,浙商中拓,20.0961,17.9139,17.9845,20.0172,4.4233,81.3872,2015,4
280,002748,世龙实业,16.948,21.2414,17.967,20.0367,2.5896,139.0176,2015,4
281,600795,国电电力,8.42,42.7553,17.9278,20.0805,3.4441,104.5266,2015,4
282,600027,华电国际,9.222999999999999,39.0329,17.7637,20.266,3.1816,113.1506,2015,4
283,600971,恒源煤电,7.8188,46.0429,17.6985,20.3407,1.0361,347.4568,2015,4
284,600397,*ST安煤,4.2987,83.7462,17.685,20.3562,1.0458,344.2341,2015,4
285,300359,全通教育,4.2223,85.2616,17.6468,20.4003,0.7263,495.6629,2015,4
286,000755,*ST三维,63.2715,5.6898,17.6421,20.4057,4.8833,73.7206,2015,4
287,603136,天目湖,80.2855,4.484,17.5044,20.5663,7.4173,48.5352,2015,4
288,601225,陕西煤业,6.2225,57.8546,17.4814,20.5933,1.7532,205.3388,2015,4
289,000987,越秀金控,5972.5243,0.0603,17.3198,20.7855,1.0676,337.2049,2015,4
290,600310,桂东电力,11.7417,30.66,17.2666,20.8495,1.5806,227.7616,2015,4
291,600066,宇通客车,3.3681,106.8852,17.2197,20.9063,1.5525,231.8841,2015,4
292,600128,弘业股份,8.7947,40.9337,17.2141,20.9131,1.8459999999999999,195.0163,2015,4
293,002398,建研集团,1.3501,266.6469,17.1737,20.9623,0.8322,432.5883,2015,4
294,000883,湖北能源,11.0115,32.6931,16.9186,21.2784,1.419,253.6998,2015,4
295,603165,荣晟环保,6.7791,53.1044,16.8716,21.3376,3.2073,112.2439,2015,4
296,000605,渤海股份,7.3199,49.181000000000004,16.8164,21.4077,1.7122,210.2558,2015,4
297,603766,隆鑫通用,8.5348,42.1803,16.8095,21.4165,1.8159999999999998,198.2379,2015,4
298,601330,绿色动力,4.6511,77.40100000000001,16.7957,21.4341,0.5269,683.2416,2015,4
299,002221,东华能源,38.2907,9.4018,16.7471,21.4963,2.7381,131.47799999999998,2015,4
300,601368,绿城水务,9.1697,39.2597,16.7197,21.5315,1.0751,334.8526,2015,4
301,000893,*ST东凌,203.7501,1.7669,16.6293,21.6485,2.5166,143.0501,2015,4
302,600741,华域汽车,5.9697,60.3045,16.5663,21.7309,2.1818,165.0014,2015,4
303,600644,乐山电力,69.3206,5.1933,16.5085,21.8069,2.2205,162.1256,2015,4
