,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,year,quanter
972,002030,达安基因,2.3612,152.4648,6.1804,58.2487,0.8853,406.6418,2015,4
973,603501,韦尔股份,4.0138,89.6906,6.1765,58.2854,1.9621,183.4769,2015,4
974,002247,帝龙文化,7.8766,45.705,6.175,58.2996,1.0909,330.0028,2015,4
975,002870,香山股份,20.8423,17.2726,6.1505,58.5318,2.3625,152.381,2015,4
976,300616,尚品宅配,934.2532,0.3853,6.146,58.5747,3.8038,94.6422,2015,4
977,002156,通富微电,5.1988,69.2467,6.1351,58.6788,1.0881,330.8519,2015,4
978,002669,康达新材,3.2219,111.7353,6.1346,58.6835,1.2889,279.3079,2015,4
979,002429,兆驰股份,3.9355,91.475,6.1289,58.7381,1.1093,324.529,2015,4
980,600308,华泰股份,6.4308,55.9806,6.1186,58.836999999999996,1.6068,224.0478,2015,4
981,300269,联建光电,3.3532,107.3601,6.1111,58.9092,1.3336,269.94599999999997,2015,4
982,300727,润禾材料,2.5813,139.4646,6.1081,58.9381,1.7035,211.3296,2015,4
983,603515,欧普照明,21.0392,17.1109,6.1041,58.9768,2.5022,143.8734,2015,4
984,002048,宁波华翔,6.095,59.0648,6.095,59.0648,2.0263,177.6637,2015,4
985,000919,金陵药业,7.3366,49.0691,6.0949,59.0658,1.3980000000000001,257.5107,2015,4
986,603288,海天味业,,,6.0881,59.1317,1.5899,226.4293,2015,4
987,000050,深天马A,4.7362,76.0103,6.087000000000001,59.1424,1.2871,279.6985,2015,4
988,600345,长江通信,2.4353,147.8257,6.0844,59.1677,0.7433,484.3267,2015,4
989,300151,昌红科技,5.0145,71.7918,6.0836,59.1755,0.883,407.70099999999996,2015,4
990,600269,赣粤高速,16.4703,21.8575,6.0829,59.1823,1.2251,293.8536,2015,4
991,300737,科顺股份,3.7809,95.2154,6.082000000000001,59.1911,1.3771,261.4189,2015,4
992,600127,金健米业,28.6678,12.5576,6.0808,59.2027,3.1359,114.7996,2015,4
993,000030,富奥股份,3.8877,92.5997,6.0763,59.2466,1.2391,290.5335,2015,4
994,603818,曲美家居,50.8032,7.0862,6.0649,59.3579,2.0565,175.0547,2015,4
995,000027,深圳能源,4.1962,85.7919,6.0411,59.5918,0.7853,458.4235,2015,4
996,600206,有研新材,18.456,19.5059,6.0213,59.7878,0.9935,362.3553,2015,4
997,600410,华胜天成,2.7172,132.4893,6.0209,59.7917,1.0009,359.6763,2015,4
998,002838,道恩股份,4.5574,78.9924,6.0143,59.8573,1.8255,197.2062,2015,4
999,600171,上海贝岭,4.3091,83.5441,6.0112,59.8882,0.413,871.6707,2015,4
1000,002430,杭氧股份,3.3302,108.1016,6.0056,59.9441,1.3608,264.5503,2015,4
1001,002182,云海金属,7.1347,50.4576,5.9985,60.015,2.3679,152.0334,2015,4
1002,002106,莱宝高科,3.4088,105.609,5.9985,60.015,0.9265,388.5591,2015,4
1003,603536,惠发股份,17.4051,20.6836,5.9815,60.1856,2.4287,148.2274,2015,4
1004,603156,养元饮品,1282.5936,0.2807,5.9737,60.2642,1.2403,290.2524,2015,4
1005,300721,怡达股份,10.8193,33.2739,5.9729,60.2722,2.3229,154.9787,2015,4
1006,600358,国旅联合,12.4,29.0323,5.9677,60.3247,0.5949,605.1437,2015,4
1007,600489,中金黄金,298.5022,1.206,5.9673,60.3288,3.5239999999999996,102.1566,2015,4
1008,603918,金桥信息,2.5031,143.8217,5.9662,60.3399,1.0476,343.6426,2015,4
1009,002463,沪电股份,4.4222,81.4074,5.9639,60.3632,1.5777,228.1803,2015,4
1010,600449,宁夏建材,3.6439999999999997,98.7925,5.956,60.4433,1.4125,254.8673,2015,4
1011,000555,神州信息,2.89,124.5675,5.9509,60.4951,1.2403,290.2524,2015,4
1012,300131,英唐智控,4.5575,78.9907,5.9462,60.5429,1.7289,208.2249,2015,4
1013,300310,宜通世纪,3.1796,113.2218,5.9414,60.5918,1.3959,257.8981,2015,4
1014,600071,凤凰光学,3.1155,115.5513,5.9404,60.602,1.3137,274.0352,2015,4
1015,600019,宝钢股份,17.0551,21.1081,5.9311,60.696999999999996,2.2703,158.5694,2015,4
1016,300019,硅宝科技,4.6575,77.2947,5.9252,60.7574,1.4318,251.4318,2015,4
1017,002415,海康威视,4.0736,88.3739,5.9237,60.7728,1.1038,326.14599999999996,2015,4
1018,600522,中天科技,4.5963,78.3239,5.9209,60.8016,1.7481,205.9379,2015,4
1019,600873,梅花生物,33.45,10.7623,5.916,60.8519,2.1575,166.8598,2015,4
1020,300676,华大基因,3.2401,111.1077,5.9075,60.9395,0.619,581.5832,2015,4
1021,601360,三六零,3.5182,102.3251,5.9055,60.9601,1.2789,281.4919,2015,4
1022,600725,ST云维,4.1995,85.7245,5.9047,60.9684,0.8001,449.9438,2015,4
1023,002685,华东重机,5.6191,64.0672,5.8873,61.1486,1.7773,202.5544,2015,4
1024,600601,方正科技,4.5747,78.6937,5.8825,61.1985,1.431,251.5723,2015,4
1025,300373,扬杰科技,3.0592,117.6778,5.8806,61.2182,1.2369,291.0502,2015,4
1026,600018,上港集团,12.9127,27.8795,5.8753,61.2735,1.6127,223.2281,2015,4
1027,603168,莎普爱思,64.0655,5.6192,5.8673,61.357,2.0243,177.8393,2015,4
1028,600469,风神股份,7.7976,46.1681,5.8663,61.3675,1.9655,183.1595,2015,4
1029,002652,扬子新材,17.8388,20.1807,5.8607,61.4261,1.625,221.5385,2015,4
1030,002597,金禾实业,27.4815,13.0997,5.86,61.4334,1.7448,206.3274,2015,4
1031,002475,立讯精密,3.9438,91.2825,5.8579,61.4555,1.5581,231.0506,2015,4
1032,002824,和胜股份,6.53,55.1302,5.8555,61.4807,2.7722,129.8608,2015,4
1033,002015,霞客环保,6.1694,58.3525,5.8457,61.5837,1.808,199.115,2015,4
1034,002660,茂硕电源,2.3449,153.5247,5.8447,61.5943,1.0623,338.8873,2015,4
1035,300174,元力股份,9.962,36.1373,5.8351,61.6956,2.0756,173.4438,2015,4
1036,002117,东港股份,8.5637,42.0379,5.8337,61.7104,1.1437,314.7679,2015,4
1037,000928,中钢国际,1.6551,217.5095,5.8306,61.7432,0.853,422.0399,2015,4
1038,600422,昆药集团,10.1516,35.4624,5.8276,61.775,2.0053,179.5243,2015,4
1039,601038,一拖股份,10.7765,33.406,5.8229999999999995,61.8238,1.4699,244.9146,2015,4
1040,300659,中孚信息,6.6451,54.1753,5.8211,61.843999999999994,1.325,271.6981,2015,4
1041,600151,航天机电,2.9858,120.5707,5.8202,61.8535,0.9633,373.7154,2015,4
1042,603041,美思德,6.3724,56.4936,5.8185,61.8716,1.008,357.1429,2015,4
1043,002379,宏创控股,6.5663,54.8254,5.8082,61.9813,0.7093,507.5426,2015,4
1044,002866,传艺科技,2.71,132.8413,5.7979,62.0914,1.6489,218.3274,2015,4
1045,002709,天赐材料,4.1943,85.8308,5.7931,62.1429,1.4496,248.3444,2015,4
1046,300658,延江股份,4.0137,89.6928,5.7809,62.273999999999994,2.2262,161.7105,2015,4
1047,002746,仙坛股份,49.0911,7.3333,5.7756,62.3312,3.0575,117.7433,2015,4
1048,000639,西王食品,18.6986,19.2528,5.7728,62.3614,2.1712,165.8069,2015,4
1049,002330,得利斯,9.3497,38.5039,5.7606,62.4935,2.5325,142.15200000000002,2015,4
1050,002268,卫士通,2.204,163.3394,5.7575,62.5271,0.9594,375.2345,2015,4
1051,600256,广汇能源,6.9617,51.7115,5.7418,62.6981,0.8893,404.8128,2015,4
1052,000793,华闻传媒,6.1529,58.50899999999999,5.7358,62.7637,0.9195,391.5171,2015,4
1053,000807,云铝股份,74.2896,4.8459,5.7354,62.7681,2.2708,158.5344,2015,4
1054,300643,万通智控,5.6868,63.3045,5.7352,62.7703,2.1397,168.2479,2015,4
1055,002390,信邦制药,3.3059,108.8962,5.7245,62.8876,1.1689,307.9819,2015,4
1056,002045,国光电器,3.5721,100.7811,5.721,62.9261,1.5252,236.0346,2015,4
1057,603333,明星电缆,1.1844,303.9514,5.7178,62.9613,0.6885,522.8758,2015,4
1058,601366,利群股份,104.3416,3.4502,5.7114,63.0318,4.4414,81.0555,2015,4
1059,601311,骆驼股份,8.0415,44.7678,5.7062,63.0893,1.5274,235.6946,2015,4
1060,603876,鼎胜新材,7.1893,50.0744,5.7062,63.0893,1.3119999999999998,274.3902,2015,4
1061,002672,东江环保,4.0215,89.5188,5.7033,63.1214,1.0401,346.1206,2015,4
1062,002094,青岛金王,5.5284,65.1183,5.7015,63.1413,1.5553,231.4666,2015,4
1063,603937,丽岛新材,6.0409,59.5938,5.7009,63.1479,1.8393,195.7266,2015,4
1064,000593,大通燃气,35.8845,10.0322,5.6998,63.1601,1.442,249.6533,2015,4
1065,600551,时代出版,5.5409,64.9714,5.695,63.2133,1.3213,272.4589,2015,4
1066,300143,星普医科,8.2829,43.463,5.6883,63.2878,1.3414,268.3763,2015,4
1067,603727,博迈科,9.7438,36.9466,5.688,63.2911,2.6432,136.1985,2015,4
1068,603936,博敏电子,4.0131,89.7062,5.6865,63.3078,1.6096,223.6581,2015,4
1069,600858,银座股份,632.5467,0.5691,5.6865,63.3078,3.9657,90.7784,2015,4
1070,603725,天安新材,5.6253,63.9966,5.684,63.3357,2.2287,161.5291,2015,4
1071,002546,新联电子,2.0159,178.5803,5.6794,63.387,0.5639,638.4111,2015,4
1072,002243,通产丽星,3.1372,114.75200000000001,5.6782,63.4004,1.5201,236.8265,2015,4
1073,300218,安利股份,15.0031,23.995,5.6733,63.4551,2.0743,173.5525,2015,4
1074,002170,芭田股份,42.5055,8.4695,5.6692,63.501000000000005,1.9701,182.7318,2015,4
1075,002143,印纪传媒,1.5338,234.7112,5.6624,63.5773,0.877,410.4903,2015,4
1076,300328,宜安科技,3.4530000000000003,104.2572,5.6615,63.5874,1.1649,309.0394,2015,4
1077,002776,柏堡龙,8.8585,40.6389,5.6582,63.6245,0.8028,448.4305,2015,4
1078,600281,太化股份,9.5882,37.5462,5.6555,63.6548,1.7144,209.986,2015,4
1079,603555,贵人鸟,1.5698,229.3286,5.6545,63.6661,0.5848,615.5951,2015,4
1080,603386,广东骏亚,3.9701,90.6778,5.6539,63.6729,2.0041,179.6318,2015,4
1081,000800,一汽轿车,894.6376,0.4024,5.6404,63.8253,2.6476,135.9722,2015,4
1082,600855,航天长峰,3.1455,114.4492,5.6404,63.8253,0.6875,523.6364,2015,4
1083,002103,广博股份,6.1857,58.1987,5.6244,64.0068,1.8971,189.7633,2015,4
1084,002219,恒康医疗,2.471,145.69,5.6213,64.0421,0.7515,479.0419,2015,4
1085,603716,塞力斯,2.0607,174.6979,5.6209,64.0467,1.1617,309.8907,2015,4
1086,603685,晨丰科技,5.5455,64.9175,5.6176,64.0843,2.0401,176.4619,2015,4
1087,603933,睿能科技,8.3025,43.3604,5.6038,64.2421,2.5668,140.2525,2015,4
1088,300655,晶瑞股份,2.1298,169.03,5.5988,64.2995,0.862,417.6334,2015,4
1089,002014,永新股份,6.0069,59.9311,5.5979,64.3098,1.4333,251.1686,2015,4
1090,000553,沙隆达A,11.5396,31.1969,5.5935,64.3604,2.231,161.3626,2015,4
1091,601600,中国铝业,35.9686,10.0087,5.5918,64.38,1.9342,186.1235,2015,4
1092,002279,久其软件,5.6866,63.3067,5.5881,64.4226,0.8714,413.1283,2015,4
1093,603159,上海亚虹,5.5345,65.0465,5.587999999999999,64.4238,2.5696,140.0996,2015,4
1094,000925,众合科技,1.6472,218.5527,5.585,64.4584,0.8167,440.7983,2015,4
1095,000409,山东地矿,15.6205,23.0466,5.5795,64.5219,1.9205,187.4512,2015,4
1096,603611,诺力股份,9.5092,37.8581,5.5779,64.5404,1.4947,240.851,2015,4
1097,300149,量子高科,7.1754,50.1714,5.5774,64.5462,0.7233,497.7188,2015,4
1098,600423,*ST柳化,11.7651,30.599,5.5716,64.6134,1.6682,215.8015,2015,4
1099,600990,四创电子,3.7468,96.08200000000001,5.5632,64.711,1.1883,302.9538,2015,4
1100,000032,深桑达A,13.2097,27.2527,5.5611,64.7354,1.6317,220.6288,2015,4
1101,000823,超声电子,3.6618,98.3123,5.5608,64.7389,1.3503,266.6074,2015,4
1102,603868,飞科电器,30.0049,11.998,5.5477,64.8918,3.0261,118.965,2015,4
1103,002245,澳洋顺昌,4.461,80.6994,5.5457,64.9152,1.0091,356.7535,2015,4
1104,603585,苏利股份,6.5233,55.1868,5.5387,64.9972,2.1516,167.3173,2015,4
1105,002003,伟星股份,10.5096,34.2544,5.5327,65.0677,2.0077,179.3097,2015,4
1106,600272,开开实业,7.4021,48.6348,5.5264,65.1419,2.3608,152.4907,2015,4
1107,002823,凯中精密,4.3339,83.0661,5.5164,65.26,2.1963,163.912,2015,4
1108,002752,昇兴股份,5.5774,64.5462,5.5128,65.3026,1.794,200.6689,2015,4
1109,600538,国发股份,3.6539,98.5249,5.5084,65.3547,0.853,422.0399,2015,4
1110,600811,东方集团,40.3786,8.9156,5.5079,65.3607,1.3194,272.8513,2015,4
1111,000687,华讯方舟,14.0068,25.7018,5.5039,65.4082,0.72,500.0,2015,4
1112,300043,星辉娱乐,9.915,36.3086,5.5,65.4545,1.5039,239.3776,2015,4
1113,002150,通润装备,4.7324,76.0713,5.4985,65.4724,1.6395,219.5791,2015,4
1114,300107,建新股份,7.2667,49.5411,5.4836,65.6503,1.0197,353.045,2015,4
1115,000619,海螺型材,37.7848,9.5276,5.4804,65.6886,1.6559,217.4044,2015,4
1116,002089,新海宜,3.1091,115.7891,5.4765,65.7354,0.7627,472.0073,2015,4
1117,603788,宁波高发,5.8891,61.1299,5.4762,65.73899999999999,1.045,344.4976,2015,4
1118,000672,上峰水泥,11.8224,30.4507,5.472,65.7895,1.6265,221.3342,2015,4
1119,002336,人人乐,2884.1822,0.1248,5.4669,65.8508,2.5913,138.9264,2015,4
1120,600750,江中药业,42.1483,8.5413,5.4586,65.95100000000001,1.5019999999999998,239.6804,2015,4
1121,002241,歌尔股份,3.458,104.1064,5.4557,65.986,1.2753,282.2865,2015,4
1122,300709,精研科技,3.86,93.2642,5.4534,66.0139,2.4148,149.0807,2015,4
1123,002289,宇顺电子,3.6868,97.6457,5.4481,66.0781,1.3264,271.4113,2015,4
1124,601718,际华集团,14.6489,24.5752,5.4459,66.1048,1.7554,205.0815,2015,4
1125,002228,合兴包装,4.1419999999999995,86.9145,5.4447,66.1193,1.943,185.2805,2015,4
1126,600329,中新药业,5.4361,66.2239,5.4416,66.157,1.9187,187.627,2015,4
1127,300225,金力泰,3.0565,117.7818,5.4397,66.1801,1.0768,334.3239,2015,4
1128,600230,沧州大化,270.0716,1.3330000000000002,5.435,66.2374,1.821,197.6936,2015,4
1129,300256,星星科技,3.6187,99.4832,5.4307,66.2898,1.6929,212.6528,2015,4
1130,600110,诺德股份,2.7987,128.6312,5.4198,66.4231,0.5527,651.3479,2015,4
1131,002697,红旗连锁,535.7408,0.672,5.4053,66.6013,2.5418,141.6319,2015,4
1132,300322,硕贝德,4.3592,82.584,5.4045,66.6112,1.3593,264.8422,2015,4
1133,002653,海思科,49.0937,7.3329,5.4045,66.6112,0.6921,520.156,2015,4
1134,600184,光电股份,5.0839,70.8118,5.402,66.642,1.0659999999999998,337.7111,2015,4
1135,002753,永东股份,5.6708,63.4831,5.3948,66.7309,1.6791,214.4006,2015,4
1136,002719,麦趣尔,7.8666,45.7631,5.3907,66.7817,0.6921,520.156,2015,4
1137,300697,电工合金,3.1219,115.3144,5.3883,66.8114,1.297,277.5636,2015,4
1138,002588,史丹利,33.9202,10.6131,5.3816,66.8946,2.1848,164.7748,2015,4
1139,601020,华钰矿业,7.8788,45.6922,5.3788,66.9294,2.0213,178.1032,2015,4
1140,603298,杭叉集团,10.9001,33.0272,5.3727,67.0054,2.0635,174.4609,2015,4
1141,601098,中南传媒,11.204,32.1314,5.3685,67.0578,0.7409,485.8955,2015,4
1142,002922,伊戈尔,5.2369,68.743,5.3661,67.0878,1.8463,194.9846,2015,4
1143,000705,浙江震元,5.5355,65.0348,5.3644,67.1091,1.905,188.9764,2015,4
1144,300511,雪榕生物,49.1125,7.3301,5.3629,67.1279,3.6161,99.5548,2015,4
1145,603035,常熟汽饰,3.6717,98.0472,5.361000000000001,67.1517,1.5538,231.6901,2015,4
1146,603218,日月股份,3.7043,97.1844,5.3264,67.5879,1.2494,288.1383,2015,4
1147,000552,靖远煤电,3.4524,104.2753,5.3256,67.598,0.8361,430.5705,2015,4
1148,000533,万家乐,3.5643,101.0016,5.3239,67.6196,1.3461,267.4393,2015,4
1149,300233,金城医药,3.9304,91.5937,5.3219,67.645,1.2863,279.8725,2015,4
1150,603131,上海沪工,8.86,40.6321,5.3199,67.6704,1.5606,230.6805,2015,4
1151,000407,胜利股份,8.1687,44.0707,5.3167,67.7112,1.4336,251.1161,2015,4
1152,600720,祁连山,8.8824,40.5296,5.3136,67.7507,2.0914,172.1335,2015,4
1153,002650,加加食品,40.9193,8.7978,5.2998,67.9271,2.1164,170.1002,2015,4
1154,603990,麦迪科技,2.2762,158.1583,5.2958,67.9784,0.9284,387.7639,2015,4
1155,000902,新洋丰,275.6138,1.3062,5.2935,68.0079,2.8487,126.3734,2015,4
1156,002733,雄韬股份,4.2844,84.0258,5.2927,68.0182,1.4903,241.5621,2015,4
1157,600532,宏达矿业,8.7624,41.0846,5.2896,68.0581,0.6166,583.8469,2015,4
1158,300695,兆丰股份,3.3745,106.6825,5.2871,68.0903,0.8741,411.8522,2015,4
1159,002734,利民股份,7.9201,45.45399999999999,5.2822,68.1534,2.3987,150.0813,2015,4
1160,002579,中京电子,3.608,99.7783,5.2821,68.1547,1.6280000000000001,221.1302,2015,4
1161,603969,银龙股份,2.9237,123.1316,5.2689,68.3255,1.3009,276.7315,2015,4
1162,601898,中煤能源,6.6218,54.3659,5.2689,68.3255,1.0063,357.7462,2015,4
1163,300213,佳讯飞鸿,2.5205,142.8288,5.2632,68.3995,1.033,348.4995,2015,4
1164,002394,联发股份,9.7153,37.055,5.2471,68.6093,1.2507,287.8388,2015,4
1165,603022,新通联,4.6169,77.9744,5.2454,68.6316,1.3855,259.834,2015,4
1166,000898,鞍钢股份,35.6721,10.0919,5.2423,68.6721,2.1012,171.3307,2015,4
1167,603601,再升科技,5.3086,67.8145,5.2410000000000005,68.6892,1.5019,239.6964,2015,4
1168,300390,天华超净,3.6292,99.1954,5.2374,68.7364,1.3188,272.9754,2015,4
1169,000155,川化股份,9.0518,39.7711,5.2282,68.8574,0.8198,439.1315,2015,4
1170,002169,智光电气,1.7257,208.611,5.221,68.9523,0.9961,361.4095,2015,4
1171,000697,炼石有色,,,5.2007,69.2215,0.1598,2252.8160000000003,2015,4
1172,002284,亚太股份,4.6933,76.7051,5.1983,69.2534,1.1552,311.6343,2015,4
1173,002388,新亚制程,3.8761,92.8769,5.1965,69.2774,1.4674,245.3319,2015,4
1174,002670,国盛金控,3.201,112.4649,5.1897,69.3682,1.2478,288.5078,2015,4
1175,000401,冀东水泥,6.8429,52.6093,5.1863,69.4136,1.159,310.6126,2015,4
1176,300644,南京聚隆,4.1877,85.96600000000001,5.1854,69.4257,2.0546,175.2166,2015,4
1177,300723,一品红,17.9889,20.0123,5.1834,69.4525,3.0923,116.4182,2015,4
1178,603676,卫信康,35.899,10.0281,5.1825,69.4645,2.2948,156.8764,2015,4
1179,002230,科大讯飞,1.9077,188.7089,5.1813,69.4806,0.6822,527.7045,2015,4
1180,002456,欧菲科技,4.4688,80.5585,5.181,69.4847,1.8259,197.16299999999998,2015,4
1181,603100,川仪股份,2.2036,163.369,5.1807,69.4887,1.0251,351.1853,2015,4
1182,002032,苏泊尔,10.5847,34.0114,5.1744,69.5733,1.9283,186.6929,2015,4
1183,300422,博世科,1.7026,211.4413,5.1719,69.6069,0.8267,435.4663,2015,4
1184,002594,比亚迪,4.5368,79.3511,5.1703,69.6285,1.6818,214.0564,2015,4
1185,300750,宁德时代,4.1243,87.2875,5.1699,69.6338,1.5419,233.4782,2015,4
1186,600122,宏图高科,20.6879,17.4015,5.1698,69.6352,1.4186,253.7713,2015,4
1187,002741,光华科技,4.0679,88.4978,5.1698,69.6352,1.6261,221.3886,2015,4
1188,600218,全柴动力,8.2119,43.8388,5.1677,69.6635,1.6479,218.4599,2015,4
1189,002892,科力尔,6.6517,54.1215,5.1658,69.6891,2.2,163.6364,2015,4
1190,600537,亿晶光电,5.3068,67.8375,5.1558,69.8243,1.6811,214.1455,2015,4
1191,002592,八菱科技,8.2185,43.8036,5.1496,69.9083,0.5629,639.5452,2015,4
1192,600936,广西广电,20.978,17.1608,5.1467,69.9477,1.7169,209.6802,2015,4
1193,600977,中国电影,5.3474,67.3224,5.1456,69.9627,1.1841,304.0284,2015,4
1194,300679,电连技术,4.2474,84.7577,5.1389,70.0539,1.7719,203.1717,2015,4
1195,603505,金石资源,17.4966,20.5754,5.1218,70.2878,2.0139,178.7576,2015,4
1196,300118,东方日升,2.5315,142.2082,5.1163,70.3633,1.089,330.5785,2015,4
1197,603993,洛阳钼业,5.2605,68.4346,5.1157,70.3716,0.2752,1308.1395,2015,4
1198,603313,梦百合,9.0685,39.6979,5.1084,70.4722,3.0105,119.5815,2015,4
1199,002602,世纪华通,5.6311,63.9307,5.103,70.5467,1.861,193.4444,2015,4
1200,300235,方直科技,4.8855,73.6874,5.1022,70.5578,0.3904,922.1311,2015,4
1201,300595,欧普康视,11.885,30.2903,5.0989,70.6035,0.8237,437.0523,2015,4
1202,603266,天龙股份,3.6541,98.5195,5.0978,70.6187,1.8979,189.6833,2015,4
1203,300252,金信诺,2.4505,146.9088,5.095,70.6575,1.1404,315.6787,2015,4
1204,600479,千金药业,22.114,16.2793,5.0885,70.7478,1.4515,248.0193,2015,4
1205,002105,信隆健康,4.2407,84.8916,5.0741,70.9485,1.7418,206.6827,2015,4
1206,601113,华鼎股份,7.2389,49.7313,5.0687,71.0241,0.7629,471.8836,2015,4
1207,300610,晨化股份,10.4107,34.5798,5.0636,71.0957,1.7075,210.8346,2015,4
1208,000801,四川九洲,2.2944,156.9038,5.0616,71.1238,1.0531,341.8479,2015,4
1209,603226,菲林格尔,789.803,0.4558,5.0569999999999995,71.1885,4.7994,75.0094,2015,4
1210,603677,奇精机械,4.6173,77.9676,5.0548,71.2194,2.1313,168.91099999999997,2015,4
1211,300121,阳谷华泰,3.3723,106.7521,5.0531,71.2434,1.2621,285.2389,2015,4
1212,000932,华菱钢铁,19.0578,18.8899,5.0529,71.2462,1.6292,220.9673,2015,4
1213,603578,三星新材,2.6207,137.3679,5.0519,71.2603,1.4217,253.218,2015,4
1214,002885,京泉华,4.2275,85.1567,5.0508,71.2758,1.4891,241.7568,2015,4
1215,300405,科隆股份,2.3519,153.0677,5.0502,71.2843,0.8125,443.0769,2015,4
1216,002239,奥特佳,4.5542,79.0479,5.0488,71.3041,1.3307,270.5343,2015,4
1217,601777,力帆股份,4.1685,86.36200000000001,5.0468,71.3323,1.0206,352.7337,2015,4
1218,002604,*ST龙力,10.957,32.8557,5.0421,71.3988,0.6349,567.0184,2015,4
1219,603668,天马科技,4.7410000000000005,75.9333,5.0418,71.4031,1.6105,223.5331,2015,4
1220,002101,广东鸿图,3.1862,112.9873,5.0388,71.4456,1.7293,208.1767,2015,4
1221,601118,海南橡胶,9.1081,39.5253,5.0361,71.4839,1.5934,225.93200000000002,2015,4
1222,600980,北矿科技,4.0144,89.6772,5.0348,71.5023,1.2853,280.0903,2015,4
1223,300408,三环集团,3.5354,101.8272,5.0286,71.5905,0.6998,514.4327,2015,4
1224,600183,生益科技,2.9636,121.4739,5.0277,71.6033,1.5166,237.3731,2015,4
1225,000521,美菱电器,8.3459,43.135,5.0273,71.609,1.5107,238.3001,2015,4
1226,600490,鹏欣资源,16.2316,22.179000000000002,5.0257,71.6318,1.1005,327.124,2015,4
1227,300211,亿通科技,1.6277,221.171,5.0249,71.6432,0.6495,554.2725,2015,4
1228,600877,ST嘉陵,13.7258,26.228,5.0125,71.8204,1.0324,348.7021,2015,4
1229,300259,新天科技,3.3949,106.0414,5.0085,71.8778,0.5956,604.4325,2015,4
1230,300398,飞凯材料,3.3923,106.1227,5.0081,71.8835,0.7685,468.445,2015,4
1231,600535,天士力,3.2239999999999998,111.6625,5.0004,71.9942,1.4952,240.7705,2015,4
1232,002629,仁智股份,0.5459,659.4614,4.9996,72.0058,0.3584,1004.4643,2015,4
1233,601058,赛轮金宇,7.047999999999999,51.0783,4.9963,72.0533,1.5687,229.4894,2015,4
1234,601258,庞大集团,62.0228,5.8043,4.9928,72.1038,1.1979,300.5259,2015,4
1235,002409,雅克科技,5.8172,61.8854,4.9909,72.1313,0.8475,424.7788,2015,4
1236,002260,*ST德奥,6.0841,59.1706,4.9895,72.1515,1.5098,238.4422,2015,4
1237,002580,圣阳股份,2.5234,142.6647,4.982,72.2601,1.2064,298.4085,2015,4
1238,300479,神思电子,6.7842,53.0645,4.9794,72.2979,1.1558,311.4726,2015,4
1239,002011,盾安环境,5.0724,70.9723,4.978,72.3182,1.4152,254.38099999999997,2015,4
1240,002271,东方雨虹,2.9267,123.0054,4.9775,72.3255,1.4115,255.0478,2015,4
1241,300356,光一科技,1.0321,348.8034,4.9774,72.3269,0.584,616.4384,2015,4
1242,000762,西藏矿业,4.46,80.7175,4.9748,72.3647,0.5751,625.9781,2015,4
1243,600630,龙头股份,14.4211,24.9634,4.9746,72.3676,2.3225,155.0054,2015,4
1244,002402,和而泰,3.6417,98.8549,4.9743,72.372,1.1269,319.4605,2015,4
1245,002451,摩恩电气,1.5821,227.5457,4.9722,72.4026,0.8806,408.8122,2015,4
1246,600844,丹化科技,57.4917,6.2618,4.9696,72.4404,1.959,183.7672,2015,4
1247,002211,宏达新材,5.657,63.638000000000005,4.9641,72.5207,1.1558,311.4726,2015,4
1248,600513,联环药业,4.0282,89.3699,4.9592,72.5924,1.1335,317.6004,2015,4
1249,600363,联创光电,3.6889999999999996,97.5874,4.9521,72.6964,1.374,262.0087,2015,4
1250,002053,云南能投,25.1605,14.3081,4.9494,72.7361,2.3595,152.5747,2015,4
1251,300663,科蓝软件,1.7263,208.5385,4.9494,72.7361,0.8742,411.8051,2015,4
1252,600419,天润乳业,26.1247,13.7801,4.9465,72.7787,2.0905,172.2076,2015,4
1253,002114,罗平锌电,16.7468,21.4966,4.9465,72.7787,2.2224,161.987,2015,4
1254,002420,毅昌股份,3.4594,104.0643,4.9462,72.7831,1.4478,248.6531,2015,4
1255,002614,奥佳华,8.9197,40.3601,4.9444,72.8096,1.0817,332.8095,2015,4
1256,300615,欣天科技,3.1101,115.7519,4.9356,72.9395,1.1459,314.1635,2015,4
1257,002299,圣农发展,26.2917,13.6925,4.9345,72.9557,2.9278,122.9592,2015,4
1258,603232,格尔软件,2.3917,150.5206,4.9341,72.9616,1.0418,345.5558,2015,4
1259,603488,展鹏科技,3.6945,97.4421,4.9292,73.0342,1.0375,346.98800000000006,2015,4
1260,002668,奥马电器,9.3103,38.6669,4.918,73.2005,1.9718,182.5743,2015,4
1261,000559,万向钱潮,5.3792,66.9244,4.9168,73.2184,1.2568,286.4418,2015,4
1262,603559,中通国脉,1.2729,282.8188,4.897,73.5144,0.9068,397.0004,2015,4
1263,002616,长青集团,6.0636,59.3707,4.8942,73.5565,1.5336,234.7418,2015,4
1264,300475,聚隆科技,4.6857,76.8295,4.8801,73.76899999999999,0.3911,920.4807,2015,4
1265,002401,中远海科,5.7562,62.5413,4.8795,73.7781,0.7239,497.3063,2015,4
1266,600458,时代新材,5.2583,68.4632,4.879,73.7856,1.5129,237.9536,2015,4
1267,002360,同德化工,10.3664,34.7276,4.8773,73.8113,1.2119,297.0542,2015,4
1268,002635,安洁科技,3.8465,93.5916,4.8762,73.828,1.2798,281.29400000000004,2015,4
