,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,year,quanter
72,601933,永辉超市,0.15,50.0,,7.23,,139239.15,70.74,,10-31,2017,3
73,600030,中信证券,0.65,-1.52,,5.45,,792702.67,-0.18,,10-31,2017,3
74,603730,岱美股份,1.18,29.67,,23.14,,43617.49,33.84,,10-31,2017,3
75,600787,中储股份,0.55,180.87,,12.13,,120894.26,180.87,,10-31,2017,3
76,600432,退市吉恩,-0.59,55.26,,-58.99,,-94575.22,56.24,,10-31,2017,3
77,603825,华扬联众,0.29,625.0,,5.11,,3697.31,718.4,,10-31,2017,3
78,600822,上海物贸,0.05,39.1,,4.27,,2312.24,39.36,,10-31,2017,3
79,603066,音飞储存,0.21,-64.34,,7.59,,6240.3,6.83,,10-31,2017,3
80,600502,安徽水利,0.35,84.21,,9.17,,43170.18,146.34,,10-31,2017,3
81,603098,森特股份,0.35,-16.67,,8.83,,14108.5,0.72,,10-31,2017,3
82,600146,商赢环球,0.15,-287.5,,2.47,,7152.97,-528.29,,10-31,2017,3
83,603976,正川股份,0.6,-15.49,,10.18,,6441.49,11.96,,10-31,2017,3
84,600892,大晟文化,0.17,-63.04,,5.46,,9373.16,47.04,,10-31,2017,3
85,002160,常铝股份,0.15,48.06,,3.41,,11046.55,56.07,,10-31,2017,3
86,600165,新日恒力,-0.0,-99.16,,-0.1,,-78.53,-99.04,,10-31,2017,3
87,000799,酒鬼酒,0.36,77.73,,6.05,,11640.59,77.67,,10-31,2017,3
88,603203,快克股份,0.78,-22.0,,14.26,,9385.52,36.26,,10-31,2017,3
89,600183,生益科技,0.56,60.0,,15.44,,80663.89,61.32,,10-31,2017,3
90,600577,精达股份,0.13,52.27,,8.78,,26169.96,52.18,,10-31,2017,3
91,600995,文山电力,0.46,48.39,,13.24,,22238.28,50.77,,10-31,2017,3
92,603308,应流股份,0.16,23.08,,2.4,,6728.6,30.75,,10-31,2017,3
93,600611,大众交通,0.24,33.54,,6.09,,56824.74,30.94,,10-31,2017,3
94,002863,今飞凯达,0.2,-20.0,,1.88,,4010.31,-5.21,,10-31,2017,3
95,601012,隆基股份,1.12,80.65,,20.12,,224095.38,103.99,,10-31,2017,3
96,600236,桂冠电力,0.3,-25.8,,13.1,,184358.55,-24.79,,10-31,2017,3
97,600629,华建集团,0.35,-6.89,,7.6,,14392.78,5.77,,10-31,2017,3
98,000899,赣能股份,0.17,-58.78,,3.43,,16185.91,-58.79,,10-31,2017,3
99,300284,苏交科,0.54,24.4,,9.51,,30459.47,26.1,,10-31,2017,3
100,000919,金陵药业,0.28,-6.7,,5.52,,14308.72,-6.7,,10-31,2017,3
101,002578,闽发铝业,0.02,-23.33,,1.56,,2271.44,108.22,,10-31,2017,3
102,000426,兴业矿业,0.21,164.73,,7.93,,40114.02,314.48,,10-31,2017,3
103,000532,华金资本,0.08,-8.42,,3.76,,2735.95,-8.42,,10-31,2017,3
104,000981,银亿股份,0.18,-14.29,,6.54,,54832.67,3.71,,10-31,2017,3
105,600329,中新药业,0.47,4.44,,8.35,,35950.48,2.93,,10-31,2017,3
106,001979,招商蛇口,0.47,-33.8,,6.59,,371810.16,-33.73,,10-31,2017,3
107,600735,新华锦,0.14,17.23,,6.7,,5090.56,17.17,,10-31,2017,3
108,002016,世荣兆业,0.49,324.83,,21.32,,39462.04,324.75,,10-31,2017,3
109,600018,上港集团,0.21,20.32,,7.75,,476329.42,20.35,,10-31,2017,3
110,600775,南京熊猫,0.06,-35.33,,1.52,,5119.07,-35.3,,10-31,2017,3
111,600416,湘电股份,0.06,-53.85,,0.84,,5425.29,-44.36,,10-31,2017,3
112,600793,宜宾纸业,0.96,-315.85,,97.19,,10064.84,-315.86,,10-31,2017,3
113,000670,盈方微,-0.02,-220.59,,-2.88,,-2006.42,-220.15,,10-31,2017,3
114,600079,人福医药,1.46,204.17,,19.78,,193961.18,211.3,,10-31,2017,3
115,600827,百联股份,0.38,-11.63,,4.05,,67979.16,-8.92,,10-31,2017,3
116,600489,中金黄金,0.09,-26.67,,2.29,,30412.62,-25.55,,10-31,2017,3
117,600846,同济科技,0.16,14.29,,5.2,,10086.38,14.8,,10-31,2017,3
118,600114,东睦股份,0.5,72.41,,8.93,,20990.45,92.71,,10-31,2017,3
119,000729,燕京啤酒,0.22,-0.91,,4.68,,61037.99,-1.28,,10-31,2017,3
120,600073,上海梅林,0.32,2.9,,8.97,,29957.23,3.12,,10-31,2017,3
121,600460,士兰微,0.11,120.0,,5.33,,13504.85,122.71,,10-31,2017,3
122,002416,爱施德,0.26,84.36,,5.02,,26794.15,90.32,,10-31,2017,3
123,002111,威海广泰,0.42,16.67,,5.86,,15921.74,21.53,,10-31,2017,3
124,002432,九安医疗,-0.2,-20.0,,-5.91,,-8743.21,-11.28,,10-31,2017,3
125,300494,盛天网络,0.26,-8.71,,6.76,,6338.54,-8.71,,10-31,2017,3
126,603926,铁流股份,0.86,-4.44,,11.24,,8908.44,9.78,,10-31,2017,3
127,600182,S佳通,0.12,-65.71,,4.48,,4056.29,-66.06,,10-31,2017,3
128,600975,新五丰,0.08,-74.19,,4.28,,5259.98,-74.42,,10-31,2017,3
129,000036,华联控股,0.95,123.82,,28.4,,108098.25,127.12,,10-31,2017,3
130,000839,中信国安,0.06,13.06,,3.68,,24786.07,13.2,,10-31,2017,3
131,600218,全柴动力,0.18,-24.64,,3.53,,6706.07,-24.68,,10-31,2017,3
132,600628,新世界,0.65,712.5,,4.0,,42014.52,922.82,,10-31,2017,3
133,000898,鞍钢股份,0.45,236.3,,7.08,,328500.0,236.23,,10-31,2017,3
134,601100,恒立液压,0.44,633.33,,7.67,,27629.49,572.79,,10-31,2017,3
135,600255,梦舟股份,0.02,-140.0,,1.15,,3839.7,-148.1,,10-31,2017,3
136,002577,雷柏科技,0.06,-4.76,,1.38,,1617.93,-9.27,,10-31,2017,3
137,000425,徐工机械,0.11,362.5,,3.73,,77785.2,370.39,,10-31,2017,3
138,000936,华西股份,0.15,-75.41,,2.7,,12977.56,-75.79,,10-31,2017,3
139,600291,西水股份,2.28,6065.31,,20.62,,248670.97,6340.41,,10-31,2017,3
140,000511,烯碳退,-0.11,57.14,,-11.8,,-12588.76,55.46,,10-31,2017,3
141,001896,豫能控股,0.08,-87.03,,1.53,,9370.25,-82.93,,10-31,2017,3
142,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31,2017,3
143,600734,实达集团,0.13,-51.11,,3.06,,8378.52,-33.6,,10-31,2017,3
144,000593,大通燃气,0.01,-6.67,,0.45,,498.23,8.5,,10-31,2017,3
145,000599,青岛双星,0.16,33.33,,3.9,,10504.31,29.56,,10-31,2017,3
146,600774,汉商集团,0.04,12.82,,1.34,,770.83,12.13,,10-31,2017,3
147,000638,万方发展,0.08,198.15,,10.67,,2491.95,197.57,,10-31,2017,3
148,600792,云煤能源,-0.1,300.0,,-3.38,,-9874.35,291.34,,10-31,2017,3
149,002084,海鸥住工,0.14,2.99,,5.39,,6448.02,2.98,,10-31,2017,3
150,600078,澄星股份,0.06,5.35,,2.27,,4182.85,5.6,,10-31,2017,3
151,002421,达实智能,0.11,-59.74,,7.16,,20742.67,22.66,,10-31,2017,3
152,600488,天药股份,0.09,78.85,,2.99,,9342.41,85.62,,10-31,2017,3
153,603077,和邦生物,0.04,-33.33,,3.25,,34419.94,85.64,,10-31,2017,3
154,600130,波导股份,-0.09,-400.0,,-7.57,,-7259.47,-434.04,,10-31,2017,3
155,600880,博瑞传播,-0.04,-165.17,,-1.19,,-4270.5,-167.74,,10-31,2017,3
156,603136,天目湖,1.3,20.37,,15.41,,7828.24,21.01,,10-31,2017,3
157,600169,太原重工,0.01,-101.68,,0.42,,1733.17,-101.77,,10-31,2017,3
158,000005,世纪星源,-0.02,-111.9,,-1.27,,-1621.33,-112.12,,10-31,2017,3
159,600960,渤海汽车,0.17,144.86,,3.73,,16292.73,334.97,,10-31,2017,3
160,002180,纳思达,-0.51,-295.96,,-35.11,,-50702.2,-297.12,,10-31,2017,3
161,000066,中国长城,0.1,400.49,,4.71,,29916.54,1013.0,,10-31,2017,3
162,000157,中联重科,0.17,-270.0,,3.42,,128233.27,-259.84,,10-31,2017,3
163,600635,大众公用,0.12,-31.92,,4.93,,35578.97,-18.54,,10-31,2017,3
164,000903,云内动力,0.1,-45.79,,3.99,,18167.81,19.6,,10-31,2017,3
165,000923,河北宣工,0.62,-491.31,,6.09,,29988.66,-1060.79,,10-31,2017,3
166,603458,勘设股份,2.64,109.52,,24.99,,25463.45,117.72,,10-31,2017,3
167,600689,上海三毛,0.18,-865.22,,7.86,,3541.64,-861.91,,10-31,2017,3
168,603578,三星新材,0.51,,,10.35,,4277.6,,,10-31,2017,3
169,000537,广宇发展,0.26,-46.94,,5.57,,13132.01,-47.61,,10-31,2017,3
170,603607,京华激光,0.94,56.67,,19.71,,6399.51,58.42,,10-31,2017,3
171,600333,长春燃气,-0.02,-140.0,,-0.77,,-1360.64,-148.0,,10-31,2017,3
172,601669,中国电建,0.37,0.33,,8.37,,568949.37,6.23,,10-31,2017,3
173,600355,精伦电子,-0.02,-300.0,,-2.77,,-1118.25,-501.33,,10-31,2017,3
174,601800,中国交建,0.67,4.69,,7.34,,1172855.33,4.04,,10-31,2017,3
175,603686,龙马环卫,0.72,28.57,,14.98,,19148.49,26.03,,10-31,2017,3
176,600761,安徽合力,0.47,-4.08,,7.81,,34466.93,13.66,,10-31,2017,3
177,000626,远大控股,0.41,-46.93,,8.23,,24334.41,-35.31,,10-31,2017,3
178,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31,2017,3
179,603008,喜临门,0.52,13.04,,7.9,,20439.09,40.23,,10-31,2017,3
180,603813,原尚股份,0.57,54.05,,11.1,,3794.99,56.92,,10-31,2017,3
181,000676,智度股份,0.34,37.43,,6.96,,33008.89,119.79,,10-31,2017,3
182,002458,益生股份,-0.55,-135.71,,-13.28,,-18514.28,-136.67,,10-31,2017,3
183,600885,宏发股份,1.1,22.22,,12.08,,58336.99,21.95,,10-31,2017,3
184,603158,腾龙股份,0.42,13.51,,10.17,,9248.64,15.33,,10-31,2017,3
185,600157,永泰能源,0.03,-12.89,,1.72,,41160.2,-10.75,,10-31,2017,3
186,603989,艾华集团,0.75,11.66,,12.54,,22402.42,11.66,,10-31,2017,3
187,603229,奥翔药业,0.23,-17.86,,8.36,,3164.03,-6.19,,10-31,2017,3
188,600985,雷鸣科化,0.28,-15.15,,5.24,,7820.28,-10.15,,10-31,2017,3
189,002522,浙江众成,0.07,-12.5,,3.88,,6593.64,-11.36,,10-31,2017,3
190,000049,德赛电池,0.91,39.66,,15.26,,18626.7,39.67,,10-31,2017,3
191,601005,重庆钢铁,-0.2,-71.45,,,,-88207.5,-71.47,,10-31,2017,3
192,600247,*ST成城,-1.1,491.4,,,,-36847.76,488.23,,10-31,2017,3
193,002555,三七互娱,0.57,59.0,,22.35,,121133.93,61.04,,10-31,2017,3
194,000333,美的集团,2.31,15.5,,22.61,,1499817.5,17.1,,10-31,2017,3
195,600267,海正药业,0.01,-83.33,,0.08,,511.06,-83.52,,10-31,2017,3
196,600658,电子城,0.25,19.05,,3.31,,19982.24,55.75,,10-31,2017,3
197,000504,南华生物,-0.07,29.78,,,,-2049.08,29.61,,10-31,2017,3
198,600678,四川金顶,-0.0,-97.45,,-37.45,,-57.74,-97.52,,10-31,2017,3
199,601288,农业银行,0.49,4.26,4.08,12.26,,16001000.0,3.79,,10-31,2017,3
200,000524,岭南控股,0.21,94.44,,7.6,,14118.41,384.99,,10-31,2017,3
201,600321,*ST正源,0.0,-106.67,,0.22,,588.73,-106.18,,10-31,2017,3
202,002619,艾格拉斯,0.15,0.0,,6.65,,23573.32,91.31,,10-31,2017,3
203,000543,皖能电力,0.06,-86.98,,0.92,,10055.09,-86.99,,10-31,2017,3
204,000995,*ST皇台,-0.38,-37.7,,,,-6740.36,-37.74,,10-31,2017,3
205,601607,上海医药,1.0,9.42,,8.25,,268860.16,9.42,,10-31,2017,3
206,600339,中油工程,0.1,-113.06,,2.4,,52107.53,-222.52,,10-31,2017,3
207,000561,烽火电子,0.01,-91.55,,0.53,,609.67,-91.35,,10-31,2017,3
208,600728,佳都科技,0.03,4700.0,,1.81,,5352.03,4877.07,,10-31,2017,3
209,601828,美凯龙,0.78,,10.75,7.45,1.14,283975.17,-13.41,,10-31,2017,3
210,000611,天首发展,-0.03,-60.78,,-2.69,,-972.72,-60.67,,10-31,2017,3
211,600767,ST运盛,0.01,-109.3,,1.87,,420.66,-109.55,,10-31,2017,3
212,601928,凤凰传媒,0.34,2.63,,7.24,,87324.83,2.64,,10-31,2017,3
213,600028,中国石化,0.32,31.54,,5.37,,3837300.0,31.57,,10-31,2017,3
214,600072,中船科技,0.02,-117.16,,0.46,,1666.44,-126.08,,10-31,2017,3
215,000681,视觉中国,0.23,32.1,,6.84,,16263.33,32.12,,10-31,2017,3
216,603032,德新交运,0.16,-61.9,,5.02,,2135.2,-49.72,,10-31,2017,3
217,002415,海康威视,0.67,-17.16,,22.38,,615281.42,26.86,,10-31,2017,3
218,600107,美尔雅,-0.02,-39.66,,-1.17,,-630.39,-40.54,,10-31,2017,3
219,002431,棕榈股份,0.13,116.67,,3.86,,18011.29,112.14,,10-31,2017,3
220,600500,中化国际,0.18,63.64,,3.43,,38516.34,71.15,,10-31,2017,3
221,603922,金鸿顺,0.76,-11.63,,13.38,,7271.59,-12.38,,10-31,2017,3
222,600143,金发科技,0.17,-30.05,,4.68,,45781.35,-25.76,,10-31,2017,3
223,000777,中核科技,0.01,-89.85,,0.38,,479.78,-89.83,,10-31,2017,3
224,600162,香江控股,0.14,-30.0,,7.43,,45319.98,-5.04,,10-31,2017,3
225,002174,游族网络,0.53,26.19,,15.57,,45934.4,27.29,,10-31,2017,3
226,600973,宝胜股份,0.09,-57.11,,2.63,,10042.54,-43.63,,10-31,2017,3
227,002190,成飞集成,0.0,-99.31,,0.03,,60.84,-99.32,,10-31,2017,3
228,002511,中顺洁柔,0.33,-10.24,,8.81,,24660.4,36.15,,10-31,2017,3
229,000035,中国天楹,0.11,1.74,,6.5,,14032.71,3.83,,10-31,2017,3
230,000876,新希望,0.46,-9.8,,8.93,,193961.33,-8.23,,10-31,2017,3
231,601010,文峰股份,0.12,20.0,,5.08,,21498.59,16.34,,10-31,2017,3
232,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31,2017,3
233,600626,申达股份,0.17,-21.48,,4.78,,12018.5,-21.46,,10-31,2017,3
234,000897,津滨发展,-0.03,-192.57,,-3.8,,-4841.99,-192.82,,10-31,2017,3
235,600645,中源协和,0.01,0.0,,0.2,,309.1,-44.06,,10-31,2017,3
236,603399,吉翔股份,0.18,-250.0,,4.87,,9325.57,-255.61,,10-31,2017,3
237,000423,东阿阿胶,1.91,1.68,,14.36,,124659.6,1.69,,10-31,2017,3
238,000935,四川双马,0.12,100.0,,3.39,,9368.63,102.0,,10-31,2017,3
239,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31,2017,3
240,601818,光大银行,0.51,2.0,5.22,10.25,,2543300.0,4.08,,10-31,2017,3
241,601866,中远海发,0.1,-279.56,,8.26,,113947.46,-279.47,,10-31,2017,3
242,600383,金地集团,0.5,31.58,,6.13,,226883.3,32.32,,10-31,2017,3
243,601919,中远海控,0.27,-130.0,,13.89,,273587.66,-129.67,,10-31,2017,3
244,600401,*ST海润,-0.19,-2047.92,,-26.47,,-88353.82,-2051.03,,10-31,2017,3
245,000630,铜陵有色,0.04,280.0,,2.35,,39530.52,315.39,,10-31,2017,3
246,600783,鲁信创投,0.33,-26.67,,6.53,,24602.39,-25.91,,10-31,2017,3
247,603861,白云电器,0.21,18.08,,4.37,,8578.61,25.38,,10-31,2017,3
248,300152,科融环境,0.01,-132.5,,0.7,,937.21,-131.23,,10-31,2017,3
249,600499,科达洁能,0.29,12.55,,9.77,,40455.9,12.61,,10-31,2017,3
250,000720,*ST新能,-0.45,789.7,,-51.32,,-57941.59,1227.58,,10-31,2017,3
251,600856,中天能源,0.35,91.07,,10.79,,41373.89,25.16,,10-31,2017,3
252,600122,宏图高科,0.4,55.94,,5.5,,46643.65,56.49,,10-31,2017,3
253,002790,瑞尔特,0.76,-0.14,,8.76,,12143.05,-0.35,,10-31,2017,3
254,600161,天坛生物,1.56,333.33,,37.4,,104574.63,468.66,,10-31,2017,3
255,603996,中新科技,0.23,14.98,,4.97,,7001.0,14.95,,10-31,2017,3
256,600556,ST慧球,-0.02,-46.29,,-13.94,,-970.03,-46.39,,10-31,2017,3
257,600919,江苏银行,0.8,2.56,7.69,10.73,,918575.6,10.94,,10-31,2017,3
258,002173,创新医疗,0.21,5.0,,2.68,,9569.02,41.63,,10-31,2017,3
259,603198,迎驾贡酒,0.53,-10.17,,11.03,,42776.62,-9.67,,10-31,2017,3
260,000837,秦川机床,0.01,-140.7,,0.35,,971.83,-140.74,,10-31,2017,3
261,000058,深赛格,0.06,3.7,,3.31,,6919.31,63.66,,10-31,2017,3
262,600608,ST沪科,-0.07,-0.0,,,,-2308.16,7.55,,10-31,2017,3
263,000099,中信海直,0.14,10.79,,2.92,,8398.33,10.73,,10-31,2017,3
264,000895,双汇发展,0.96,-3.85,,23.16,,315103.87,-3.85,,10-31,2017,3
265,600644,乐山电力,0.19,-58.08,,8.12,,10341.34,-58.02,,10-31,2017,3
266,600271,航天信息,0.61,19.61,,11.8,,112231.44,18.88,,10-31,2017,3
267,601212,白银有色,0.03,-5.56,,1.89,,22928.56,1.71,,10-31,2017,3
268,600289,*ST信通,-0.1,-377.14,,-1.92,,-6124.09,-408.99,,10-31,2017,3
269,000509,华塑控股,-0.02,-53.94,,-55.07,,-1545.16,-53.85,,10-31,2017,3
270,600682,南京新百,0.35,-164.81,,10.27,,37478.29,-184.28,,10-31,2017,3
271,600308,华泰股份,0.41,305.88,,7.16,,48289.56,305.1,,10-31,2017,3
272,601618,中国中冶,0.16,0.0,,5.26,,354888.6,5.71,,10-31,2017,3
273,600346,恒力股份,0.42,61.54,,17.84,,110188.27,65.24,,10-31,2017,3
274,000566,海南海药,0.13,-12.13,,3.23,,17609.6,4.13,,10-31,2017,3
275,601727,上海电气,0.14,6.15,,3.82,,187744.7,6.15,,10-31,2017,3
276,600748,上实发展,0.19,-13.64,,3.82,,35375.16,11.91,,10-31,2017,3
277,600754,锦江股份,0.74,23.22,,5.54,,71172.01,40.75,,10-31,2017,3
278,601881,中国银河,0.34,-8.11,,5.27,,338344.06,-4.68,,10-31,2017,3
279,600015,华夏银行,1.04,-24.09,11.16,9.7,-7.85,1422700.0,-2.67,,10-31,2017,3
280,603707,健友股份,0.6,5.06,,14.71,,22366.4,9.16,,10-31,2017,3
281,601949,中国出版,0.1,-9.09,,3.4,,14942.36,-7.85,,10-31,2017,3
282,600033,福建高速,0.21,9.59,,8.53,,58980.4,9.61,,10-31,2017,3
283,603000,人民网,0.01,-85.71,,0.59,,1612.01,-78.54,,10-31,2017,3
284,600807,*ST天业,0.11,10.0,,4.85,,9415.03,8.1,,10-31,2017,3
285,603877,太平鸟,0.36,-36.84,,5.78,,16998.3,-28.73,,10-31,2017,3
286,600843,上工申贝,0.35,20.47,,9.42,,18949.09,20.47,,10-31,2017,3
287,603900,莱绅通灵,0.72,-25.0,,11.54,,24605.62,40.76,,10-31,2017,3
288,002130,沃尔核材,0.09,-43.75,,4.06,,10878.78,19.21,,10-31,2017,3
289,603100,川仪股份,0.28,16.67,,5.77,,11076.55,16.08,,10-31,2017,3
290,600877,ST嘉陵,0.05,-125.77,,,,3174.56,-125.76,,10-31,2017,3
291,603131,上海沪工,0.31,-48.33,,9.72,,6191.84,22.98,,10-31,2017,3
292,600149,ST坊展,-0.01,-64.52,,-3.0,,-542.98,-64.53,,10-31,2017,3
293,000782,美达股份,0.04,-157.14,,1.66,,1958.44,-156.36,,10-31,2017,3
294,000801,四川九洲,-0.02,-123.39,,-0.7,,-1635.88,-123.37,,10-31,2017,3
295,600185,格力地产,0.2,-4.76,,5.76,,41649.65,14.05,,10-31,2017,3
296,000021,深科技,0.32,54.53,,8.58,,46900.63,54.52,,10-31,2017,3
297,600978,宜华生活,0.47,14.63,5.37,9.17,0.77,70293.07,15.23,,10-31,2017,3
298,600202,*ST哈空,-0.11,-50.63,,-6.14,,-4070.1,-50.64,,10-31,2017,3
299,600596,新安股份,0.34,-1910.75,,5.58,,23166.57,-1935.53,,10-31,2017,3
300,600026,中远海能,0.31,-43.91,,4.53,,124761.21,-43.9,,10-31,2017,3
301,600400,红豆股份,0.31,342.86,,13.11,,56712.48,486.97,,10-31,2017,3
302,600782,新钢股份,0.49,145.0,,14.9,,137523.73,398.36,,10-31,2017,3
303,601991,大唐发电,0.14,-160.69,,4.69,,190929.8,-160.7,,10-31,2017,3
304,002381,双箭股份,0.2,42.86,,5.14,,8479.23,41.34,,10-31,2017,3
305,000659,珠海中富,0.03,-152.1,,8.28,,4157.61,-152.53,,10-31,2017,3
