,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,year,quanter
0,603680,今创集团,0.58,,4.56,13.58,-0.29,21900.96,,,01-31,2017,2
1,002927,泰永长征,0.3,,4.55,6.36,-0.21,2083.15,,,01-30,2017,2
2,603712,七一二,0.08,82.79,2.25,3.55,-0.16,5282.2,82.63,,01-30,2017,2
3,603709,中源家居,0.66,,2.81,26.81,0.8,3988.31,,,01-25,2017,2
4,603876,鼎胜新材,0.26,,,4.39,-0.87,9471.25,,,01-23,2017,2
5,603871,嘉友国际,1.89,58.74,8.01,26.72,-0.01,11334.28,58.76,,01-23,2017,2
6,603156,养元饮品,2.02,-23.08,12.09,16.73,1.18,100029.05,-23.08,,01-22,2017,2
7,603214,爱婴室,0.45,,4.46,10.53,0.98,3350.17,,,01-19,2017,2
8,300634,彩讯股份,0.12,20.0,2.17,5.81,-0.23,4260.94,43.3,,01-17,2017,2
9,300739,明阳电路,0.64,,5.11,12.56,0.71,5918.01,,,01-15,2017,2
10,603516,淳中科技,0.67,-48.06,3.53,18.77,-0.74,4719.15,10.11,,01-15,2017,2
11,603773,沃格光电,1.41,1181.82,8.82,17.33,1.46,9976.6,1190.22,,01-12,2017,2
12,603596,伯特利,0.33,-40.0,,14.01,0.07,12297.64,40.47,,01-09,2017,2
13,300738,奥飞数据,0.67,28.85,4.9,14.61,0.75,3269.87,35.74,10派2.1,01-08,2017,2
14,603895,天永智能,0.66,,4.62,15.3,0.22,3805.7,,,01-08,2017,2
15,300737,科顺股份,0.24,-73.63,2.91,8.28,-0.06,10815.37,-40.14,,01-08,2017,2
16,603301,振德医疗,0.62,,,10.05,0.98,4629.95,,,01-05,2017,2
17,002931,锋龙股份,0.35,,2.96,12.64,0.65,2344.93,,,01-03,2017,2
18,603356,华菱精工,0.32,-15.79,3.05,10.54,0.49,3181.03,-15.56,,01-03,2017,2
19,603059,倍加洁,0.72,-14.29,,15.42,0.55,4334.09,-13.74,,12-29,2017,2
20,300746,汉嘉设计,0.14,,3.55,3.96,0.06,2174.71,,,12-27,2017,2
21,600929,湖南盐业,0.11,,,4.94,0.04,8389.64,,,12-27,2017,2
22,300736,百华悦邦,0.51,-8.93,4.52,10.73,0.34,2095.09,-8.25,,12-26,2017,2
23,002925,盈趣科技,1.16,,2.99,44.83,1.19,44018.56,,,12-26,2017,2
24,300741,华宝股份,0.83,,8.88,9.84,0.98,46230.29,,,12-26,2017,2
25,002929,润建通信,0.61,27.08,,10.21,-2.85,10174.8,34.14,,12-26,2017,2
26,603486,科沃斯,0.45,,2.93,16.79,0.34,16191.76,,,12-22,2017,2
27,300742,越博动力,0.57,850.0,10.67,5.34,-2.31,3367.38,881.0,,12-20,2017,2
28,601838,成都银行,0.51,,,7.4,4.19,165226.5,,,12-19,2017,2
29,300664,鹏鹞环保,0.3,,5.31,5.82,0.09,12005.04,,,12-18,2017,2
30,002923,润都股份,0.62,,5.93,10.98,0.6,4627.48,,,12-18,2017,2
31,002921,联诚精密,0.39,,,5.59,0.07,2366.92,,,12-13,2017,2
32,300624,万兴科技,0.58,,3.57,14.47,0.51,3466.78,,,12-13,2017,2
33,002922,伊戈尔,0.39,,4.82,8.36,0.47,3836.01,,,12-12,2017,2
34,603329,上海雅仕,0.36,,,9.55,-0.26,3565.92,,,12-12,2017,2
35,603080,新疆火炬,0.35,-38.6,4.53,7.99,0.31,3687.89,-38.93,,12-12,2017,2
36,603655,朗博科技,0.21,,3.76,5.73,0.14,1673.81,,,12-11,2017,2
37,300735,光弘科技,0.31,29.17,2.6,13.0,0.67,8200.0,46.0,,12-11,2017,2
38,300733,西菱动力,0.36,0.0,4.66,7.99,0.37,4294.21,-1.25,,12-06,2017,2
