,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0,name_y,eps_2015q1,eps_yoy_2015q1,bvps_2015q1,roe_2015q1,epcf_2015q1,net_profits_2015q1,profits_yoy_2015q1,distrib_2015q1,report_date_2015q1
903,2033,丽江旅游,旅游景点,云南,24.93,5.49,5.49,270535.38,135660.31,81123.36,55826.8,1.02,0.084,4.31,1.94,20040825,108667.57,1.98,-4.76,-1.62,70.64,33.91,46382.0,1176,丽江旅游,0.15,30.43,,2.19,,4209.23,41.24,,04-28
904,2225,濮耐股份,其他建材,河南,18.83,6.5,8.86,503957.66,375451.75,58084.32,99215.61,1.12,0.062,2.73,1.71,20080425,46735.53,0.53,54.62,58.61,28.17,6.16,42752.0,2752,濮耐股份,0.05,0.0,,1.97,,4733.6,12.8,,04-18
905,300042,朗科科技,电脑设备,深圳,54.42,1.12,1.34,95440.65,70850.36,4661.87,60245.71,4.51,0.111,6.89,3.52,20100108,16590.23,1.24,1.2,0.07,12.77,7.18,5723.0,1625,朗科科技,0.04,-39.47,6.27,0.62,-0.04,517.83,-39.53,,04-27
906,2614,奥佳华,医疗保健,福建,119.76,3.03,5.61,500564.94,346244.84,60465.05,118465.52,2.11,0.051,5.21,4.66,20110909,117765.76,2.1,33.37,50.23,36.39,2.75,15572.0,1891,奥佳华,0.0,-111.76,,0.08,,160.88,-119.49,,04-25
907,600600,青岛啤酒,啤酒,山东,26.54,6.96,13.51,3269860.25,1589740.13,1081916.38,344418.47,2.55,0.494,13.19,3.97,19930827,1147005.88,8.49,3.01,15.16,40.1,9.2,33320.0,608,青岛啤酒,0.39,-11.06,,3.34,,52097.09,-11.05,,04-30
908,2783,凯龙股份,化工原料,湖北,95.44,1.07,2.09,295035.13,119982.8,76363.59,40428.28,1.94,0.049,6.74,2.78,20151209,60748.63,2.91,34.15,-45.09,28.01,3.29,20427.0,76,凯龙股份,0.17,,,1.55,,1080.62,,,04-27
909,600611,大众交通,公共交通,上海,17.8,15.63,23.64,1575669.88,666649.88,190815.61,747.96,0.0,0.066,3.83,1.23,19920807,355393.69,1.5,58.56,-15.75,41.2,19.9,160187.0,284,大众交通,0.08,70.83,,1.98,,12852.28,71.15,,04-30
910,300379,东方通,软件服务,北京,296.41,1.99,2.77,154370.8,93377.43,367.04,118137.47,4.26,0.012,5.24,2.69,20140128,-3399.59,-0.12,14.78,5.78,88.42,5.46,24684.0,1843,东方通,-0.1,-64.47,13.46,-0.76,0.09,-589.68,-60.22,,04-25
911,300368,汇金股份,专用机械,河北,443.8,2.61,5.5,196761.16,100949.46,22903.6,29557.43,0.54,0.004,1.66,4.52,20140123,9054.96,0.16,105.94,118.67,35.13,1.44,34399.0,2131,汇金股份,-0.06,-400.0,4.18,-1.48,-0.66,-774.34,-774.82,,04-24
912,300418,昆仑万维,互联网,北京,32.88,6.17,11.52,1147215.13,212707.8,2429.63,46973.76,0.41,0.172,6.5,3.48,20150121,236645.05,2.05,4.0,3.39,87.19,22.37,76916.0,1326,昆仑万维,0.28,-60.86,8.59,7.45,-0.5,7834.44,-47.82,,04-28
913,603806,福斯特,塑料,浙江,40.18,4.02,4.02,610487.63,487945.5,87737.0,151180.56,3.76,0.253,12.76,3.18,20140905,299931.13,7.46,5.79,1.29,19.63,9.59,14095.0,440,福斯特,0.27,-10.0,,2.81,,10831.14,5.62,,04-30
914,701,厦门信达,综合类,福建,28.4,3.78,4.07,2121633.5,1746630.38,165766.66,199549.84,4.91,0.075,7.8,1.09,19970226,64994.83,1.6,8.37,-25.91,2.16,0.28,44960.0,2612,厦门信达,0.12,-46.74,,2.08,,3809.6,-31.07,,04-22
915,2100,天康生物,饲料,新疆,28.94,7.09,9.63,601430.94,370053.19,152711.09,56607.32,0.59,0.057,3.16,2.1,20061226,130082.8,1.35,-4.14,-48.51,20.77,5.55,53219.0,1344,天康生物,0.12,9.09,,2.86,,5373.97,11.4,,04-28
916,600702,舍得酒业,白酒,四川,42.57,3.37,3.37,473356.09,372997.69,53637.63,84139.8,2.49,0.245,7.61,5.49,19960524,114234.9,3.39,21.95,102.55,69.46,15.9,29614.0,2636,舍得酒业,0.01,-45.38,,0.19,,437.15,-45.61,,04-21
917,600808,马钢股份,普钢,安徽,5.16,59.68,77.01,7088926.5,3142195.75,3218011.0,835228.75,1.08,0.184,3.29,1.16,19940106,506140.5,0.66,5.6,57.25,13.37,7.75,240466.0,911,马钢股份,-0.08,33.51,,-2.59,,-59541.91,33.51,,04-29
918,2621,三垒股份,专用机械,辽宁,696.1,2.55,3.38,131572.31,88367.65,5751.4,39545.21,1.17,0.005,3.4,4.2,20110929,36844.39,1.09,145.07,-59.91,27.06,4.46,9145.0,2440,三垒股份,0.06,-45.45,,1.16,,1268.16,-26.29,,04-23
919,498,山东路桥,建筑施工,山东,49.66,4.41,11.2,1818272.63,1446253.5,62741.83,-55661.53,-0.5,0.029,3.61,1.58,19970609,254251.02,2.27,52.18,20.25,8.35,1.63,51067.0,1270,山东路桥,0.03,37.04,,1.24,,3312.1,37.18,,04-28
920,2245,澳洋顺昌,仓储物流,江苏,23.6,9.14,9.87,683806.19,363055.63,197140.38,34153.37,0.35,0.091,2.49,3.45,20080605,105521.4,1.07,39.99,40.7,23.83,9.87,67819.0,824,澳洋顺昌,0.05,-36.18,,3.61,,5163.18,64.75,,04-29
921,1696,宗申动力,摩托车,重庆,27.43,8.92,11.45,816934.44,420443.25,75409.47,55122.06,0.48,0.052000000000000005,3.34,1.72,19970306,177249.48,1.55,0.13,-23.13,14.79,4.5,97108.0,1807,宗申动力,0.08,4.84,,2.75,,9187.6,4.87,,04-25
922,600118,中国卫星,航空,北京,113.13,11.82,11.82,1018605.88,768848.06,122772.51,163995.98,1.39,0.051,4.44,5.18,19970908,229546.52,1.94,13.63,3.27,14.63,4.72,147378.0,2546,中国卫星,0.05,25.0,,1.4,,6079.6,18.15,,04-22
923,300113,顺网科技,互联网,浙江,21.83,4.77,6.94,412140.78,213163.42,6640.85,69527.61,1.0,0.23,4.65,4.33,20100827,153890.88,2.22,66.26,21.4,64.44,27.81,42496.0,2868,顺网科技,0.12,34.44,3.69,3.35,0.15,3514.61,202.77,,04-15
924,2250,联化科技,化工原料,浙江,32.45,8.89,9.26,844005.81,306955.19,325296.25,216853.05,2.34,0.066,6.14,1.4,20080619,254768.52,2.75,18.12,-24.87,30.08,6.2,27173.0,2163,联化科技,0.18,-21.74,,4.12,,15064.18,25.57,,04-24
925,600233,圆通速递,仓储物流,辽宁,34.42,7.83,28.25,1364814.25,568004.0,332909.41,607676.75,2.15,0.112,3.4,4.52,20000608,312907.94,1.11,52.88,13.0,12.31,5.91,52229.0,417,圆通速递,0.07,-28.93,,1.04,,1083.18,-28.87,,04-30
926,300395,菲利华,玻璃,湖北,58.09,2.66,2.99,120957.22,68371.25,35031.15,15018.62,0.5,0.07,3.11,5.25,20140910,45910.6,1.53,41.94,38.4,43.6,15.93,10558.0,2701,菲利华,0.19,-28.51,10.23,1.85,0.28,1208.88,-4.56,,04-21
927,600854,春兰股份,家用电器,江苏,23.82,5.19,5.19,243655.47,120260.97,27821.69,153388.38,2.95,0.05,3.81,1.26,19940425,-59583.17,-1.15,446.92,442.32,31.86,9.87,35055.0,636,春兰股份,0.08,-23.84,,2.12,,4085.14,-23.83,,04-30
928,778,新兴铸管,钢加工,河北,12.71,39.21,39.91,4900349.5,2352662.75,1609122.5,868762.13,2.18,0.095,4.97,0.97,19970606,655314.5,1.64,-21.57,63.75,14.21,4.0,212595.0,1315,新兴铸管,0.01,-87.86,,0.28,,4610.05,-81.86,,04-28
929,2067,景兴纸业,造纸,浙江,13.16,9.6,11.28,621614.63,277751.56,272288.66,168547.91,1.49,0.092,3.51,1.37,20060915,114926.61,1.02,34.56,-20.48,12.95,7.88,98750.0,1499,景兴纸业,,,,0.09,,255.5,-12.07,,04-28
930,600962,国投中鲁,软饮料,北京,335.36,2.54,2.62,155285.25,85866.31,55432.51,52681.81,2.01,0.009000000000000001,3.15,3.67,20040622,-19.05,0.0,-6.35,1.3,22.81,1.14,25654.0,733,国投中鲁,-0.01,-65.63,,-0.36,,-282.87,-66.3,,04-29
931,906,浙商中拓,批发业,湖南,17.25,4.3,5.11,1167103.88,1002717.88,23031.0,74106.46,1.45,0.09,5.2,1.49,19990707,58637.23,1.15,47.1,26.55,2.19,0.42,24152.0,2074,浙商中拓,0.07,16.67,,1.97,,2176.93,8.18,,04-24
932,600732,ST新梅,区域地产,上海,1687.76,4.46,4.46,52493.66,22469.1,422.46,1219.71,0.03,0.001,1.0,5.78,19960816,-3706.06,-0.08,43.3,-98.53,-22.92,4.08,20364.0,1537,ST新梅,-0.02,-183.91,,-2.0,-0.04,-859.32,-182.5,,04-28
933,2015,霞客环保,化纤,江苏,0.0,4.01,4.01,32594.95,22558.35,6395.81,100817.06,2.52,-0.008,0.73,7.92,20040708,-113276.32,-2.83,50.98,46.32,1.62,-3.46,20643.0,368,霞客环保,-0.06,-82.86,,,,-1475.4,-82.44,,04-30
934,2406,远东传动,汽车配件,河南,20.98,4.16,5.61,277216.03,173587.61,74835.96,89304.5,1.59,0.081,4.26,1.59,20100518,80361.56,1.43,21.98,34.63,30.06,12.39,51483.0,1655,远东传动,0.1,-23.08,,1.31,,2834.31,-19.45,,04-27
935,600291,西水股份,保险,内蒙,19.84,9.79,10.93,15513888.0,0.0,90417.07,589512.69,5.39,0.195,11.75,1.32,20000731,316142.81,2.89,-30.78,-89.92,0.0,3.25,105774.0,596,西水股份,0.2,-29.53,,2.23,,7632.27,-29.54,,04-30
936,543,皖能电力,火力发电,安徽,25.31,17.9,17.9,2664310.75,305731.34,1359133.38,199882.17,1.12,0.048,5.55,0.87,19931220,316129.84,1.77,15.5,314.25,5.3,2.85,73788.0,533,皖能电力,0.32,45.45,,3.72,,33924.51,46.64,,04-30
937,600267,海正药业,化学制药,浙江,369.77,9.66,9.66,2174704.25,688371.63,689196.56,364976.28,3.78,0.011,6.98,2.37,20000725,177605.06,1.84,3.06,57.94,35.18,0.38,28438.0,2667,海正药业,0.01,-88.89,,0.07,,505.81,-93.31,,04-21
938,600375,华菱星马,汽车整车,安徽,69.53,5.56,5.56,1127295.25,602662.75,293637.69,266488.34,4.8,0.018000000000000002,4.97,0.98,20030401,-56411.88,-1.02,6.46,12.01,14.35,0.66,31582.0,1174,华菱星马,-0.17,-288.89,,-2.72,,-9581.3,-301.74,,04-28
939,2280,联络互动,软件服务,浙江,35.74,18.5,21.77,1364459.63,632395.5,91952.56,308688.38,1.42,0.048,3.14,2.17,20090821,80791.07,0.37,2018.24,46.13,15.8,2.71,141231.0,1987,联络互动,0.21,-625.0,,6.84,,5975.79,-1488.32,,04-25
940,600187,国中水务,水务,黑龙江,0.0,14.56,16.54,551171.5,228424.59,73692.56,206331.25,1.25,-0.001,2.12,1.84,19981111,-24782.53,-0.15,1.12,54.42,31.47,-2.41,153887.0,798,国中水务,0.01,-24.06,,0.55,,1472.02,-23.81,,04-29
941,2272,川润股份,机械基件,四川,0.0,3.18,4.3,156246.66,101593.25,43809.17,63770.71,1.48,-0.01,2.79,1.75,20080919,8756.37,0.2,-31.98,-264.91,18.44,-4.79,29447.0,931,川润股份,0.01,-43.0,,0.2,,241.07,-46.64,,04-29
942,603015,弘讯科技,电气设备,浙江,34.74,4.0,4.07,159228.8,116044.47,23087.3,46443.76,1.14,0.063,3.01,2.92,20150303,33941.55,0.83,8.62,17.26,37.86,13.42,25351.0,2679,弘讯科技,0.12,-14.29,,3.65,,2048.17,0.36,,04-21
943,600997,开滦股份,煤炭开采,河北,9.14,12.35,15.88,2307110.75,939470.38,1024516.31,256677.59,1.62,0.16,6.03,0.97,20040602,419598.81,2.64,3.27,72.15,14.33,5.24,71184.0,561,开滦股份,-0.05,-225.0,,-0.83,,-5769.77,-215.18,,04-30
944,600690,青岛海尔,家用电器,山东,14.3,60.97,60.97,15452950.0,9149540.0,1558893.25,82759.85,0.14,0.325,5.56,3.34,19931119,2469768.75,4.05,13.01,14.02,28.62,4.64,202628.0,540,青岛海尔,0.32,0.94,,4.36,,97933.22,12.9,,04-30
945,166,申万宏源,证券,新疆,27.74,200.28,225.36,32623274.0,0.0,129581.97,1393971.0,0.62,0.05,3.02,1.62,20150126,1950543.63,0.87,1.93,2.18,0.0,34.48,305542.0,254,申万宏源,0.19,137.5,2.77,6.23,2.27,256655.05,352.58,,04-30
946,300351,永贵电器,元器件,浙江,30.63,2.38,3.85,335304.53,169093.45,60424.2,181301.09,4.71,0.128,7.47,2.1,20120920,63291.0,1.65,35.33,102.04,40.31,17.68,19441.0,2130,永贵电器,0.06,,3.01,2.07,-0.05,2082.68,12.74,,04-24
947,937,冀中能源,煤炭开采,河北,15.07,29.07,35.34,4524773.0,1750607.25,1416824.0,415692.88,1.18,0.081,5.59,0.88,19990909,999649.13,2.83,5.46,0.81,26.61,5.36,109497.0,805,冀中能源,0.0,-94.36,,0.05,,501.03,-93.21,,04-29
948,2543,万和电气,家用电器,广东,16.96,3.73,4.4,678810.63,384199.03,110754.0,124905.4,2.84,0.332,7.19,3.14,20110128,132805.02,3.02,49.59,16.1,26.69,6.74,12271.0,2311,万和电气,0.23,9.52,,3.92,,10316.71,25.42,,04-24
949,2775,文科园林,建筑施工,深圳,83.89,1.59,3.21,294141.66,223585.91,2441.17,53582.7,1.67,0.06,6.15,2.71,20150629,68807.77,2.15,43.41,48.61,16.96,3.85,21510.0,137,文科园林,0.08,,,1.28,,695.68,,,04-15
950,518,四环生物,生物制药,江苏,427.38,10.3,10.3,92177.63,75996.46,7318.4,3557.26,0.03,0.003,0.61,9.64,19930908,-47166.03,-0.46,-19.64,-66.7,81.69,4.14,72851.0,396,四环生物,0.01,-21.6,,1.23,,1009.8,-21.31,,04-30
951,600419,天润乳业,乳制品,新疆,44.81,0.89,1.04,143731.97,44177.98,56334.86,60704.55,5.86,0.271,8.35,5.81,20010628,13336.87,1.29,23.28,19.02,26.75,9.36,9378.0,2363,天润乳业,0.06,50.0,,2.18,,494.12,30.17,,04-23
952,600873,梅花生物,食品,西藏,15.61,31.08,31.08,1774041.0,507889.69,1031730.81,224245.16,0.72,0.08,3.01,1.65,19950217,375132.28,1.21,17.07,-27.39,23.95,7.73,165371.0,2553,梅花生物,0.06,200.0,,2.18,,18130.12,141.39,,04-22
953,600106,重庆路桥,路桥,重庆,19.02,9.99,9.99,680043.63,140227.47,18558.65,5429.05,0.05,0.052000000000000005,3.59,1.11,19970618,162217.05,1.62,-0.16,9.0,91.18,87.9,62436.0,409,重庆路桥,0.04,-21.62,,1.32,,3948.56,-21.56,,04-30
954,563,陕国投Ａ,多元金融,陕西,25.2,28.62,30.9,942666.13,0.0,7416.02,274413.09,0.89,0.04,2.6,1.54,19940110,183990.11,0.6,11.85,3.52,0.0,45.17,96215.0,832,陕国投A,0.06,0.49,,1.91,,7522.6,0.61,,04-29
955,600543,莫高股份,红黄药酒,甘肃,50.72,3.21,3.21,127800.97,45370.15,73471.71,46593.48,1.45,0.044,3.55,2.54,20040324,23714.75,0.74,4.57,6.26,60.48,20.28,21200.0,1795,莫高股份,0.05,0.0,,1.39,,1496.18,-11.66,,04-25
956,600035,楚天高速,路桥,湖北,10.36,14.91,17.31,1075760.88,157070.02,61064.92,136261.86,0.79,0.097,3.57,1.12,20040310,215202.05,1.24,25.48,-3.52,44.59,25.43,68530.0,1302,楚天高速,0.18,125.0,,5.62,,21649.72,191.34,,04-28
957,300128,锦富技术,元器件,江苏,471.26,8.2,8.42,405016.03,213833.16,44998.55,66553.55,0.79,0.005,2.43,3.71,20101013,47301.9,0.56,6.82,50.72,10.11,0.59,26415.0,2453,锦富技术,-0.02,-121.36,5.21,-0.49,-0.04,-1172.68,-127.17,,04-23
958,2800,天顺股份,仓储物流,新疆,0.0,0.35,0.75,73685.92,56821.81,3670.51,15270.51,2.04,-0.115,5.85,4.62,20160530,19029.57,2.55,-24.45,-216.18,8.5,-6.15,12407.0,28,天顺股份,0.04,,,0.88,,215.02,,,05-17
959,600665,天地源,全国地产,上海,10.08,8.64,8.64,2175536.25,2088391.0,13684.47,20109.34,0.23,0.1,3.62,1.11,19930709,174814.2,2.02,36.02,898.41,18.72,6.61,46554.0,846,天地源,0.0,-99.72,2.99,,-0.77,8.11,-99.74,,04-29
960,718,苏宁环球,区域地产,吉林,11.22,22.89,30.35,1925086.38,1668777.88,12772.76,103756.95,0.34,0.09,2.76,1.46,19970408,391764.13,1.29,42.69,544.28,63.32,34.29,89300.0,2538,苏宁环球,0.01,0.0,,0.39,,1892.74,-17.48,,04-22
961,592,平潭发展,林业,福建,0.0,19.13,19.32,429775.41,310052.94,20823.73,142591.97,0.74,-0.003,1.64,2.46,19960327,-22983.84,-0.12,57.18,61.05,9.75,-2.94,95512.0,538,平潭发展,0.0,233.33,,0.07,,83.81,249.4,,04-30
962,600491,龙元建设,建筑施工,浙江,16.03,9.48,15.3,3856493.25,2788031.0,54523.98,147842.81,0.97,0.17,4.86,1.87,20040524,266471.81,1.74,36.11,80.91,9.64,4.0,40991.0,2142,龙元建设,0.04,-20.8,,1.13,,3752.42,-20.83,,04-24
963,2373,千方科技,软件服务,北京,54.66,8.39,14.68,1174842.38,689490.56,18920.38,428075.09,2.92,0.09,5.03,3.0,20100318,156480.98,1.07,84.01,48.69,32.12,7.81,45874.0,1340,千方科技,0.09,-250.0,,4.67,,4576.63,-692.63,,04-28
964,2594,比亚迪,汽车整车,深圳,363.18,11.38,27.28,18209554.0,10461975.0,4420535.0,2447442.0,8.97,0.02,18.75,2.91,20110630,2051002.0,7.52,17.54,-83.09,17.14,0.41,118420.0,1244,比亚迪,0.05,400.0,,0.48,,12094.6,910.75,,04-28
965,903,云内动力,机械基件,云南,11.83,17.41,19.71,1211811.5,749665.0,265834.16,234262.2,1.19,0.064,2.82,1.07,19990415,93074.17,0.47,10.7,5.84,16.39,7.11,75034.0,2195,云内动力,0.09,-2.17,,2.01,,7178.78,14.34,,04-24
966,2657,中科金财,软件服务,北京,57.95,2.76,3.38,392355.13,278247.69,2593.17,177320.19,5.25,0.087,7.54,2.68,20120228,37299.85,1.1,7.03,-15.19,36.19,13.07,65172.0,909,中科金财,0.06,50.0,,1.26,,1904.0,361.33,,04-29
967,600116,三峡水利,水力发电,重庆,74.39,9.93,9.93,501384.59,108260.15,270286.0,77162.86,0.78,0.027000000000000003,2.79,2.9,19970804,89184.7,0.9,5.85,-44.61,16.32,10.32,61557.0,1813,三峡水利,0.15,1400.0,,2.65,,4586.7,1175.34,,04-25
968,923,河北宣工,铜,河北,88.93,1.98,6.53,1358926.38,641956.31,108563.61,475586.91,7.29,0.051,10.06,1.82,19990714,142618.45,2.18,-11.25,-80.68,59.71,2.93,34992.0,1886,河北宣工,-0.13,-2853.06,,-6.12,,-2671.15,-2854.22,,04-25
969,601336,新华保险,保险,北京,13.96,20.85,31.2,72215000.0,0.0,617100.0,2393400.0,7.67,0.836,20.99,2.23,20111216,2980900.0,9.56,3.51,42.03,0.0,5.65,78081.0,595,新华保险,1.16,132.0,17.29,7.09,1.85,362400.0,132.31,,04-30
970,417,合肥百货,百货,安徽,12.22,7.79,7.8,1019390.5,563773.06,172597.23,30882.48,0.4,0.145,4.84,1.47,19960812,190022.7,2.44,4.24,1.21,18.32,3.52,29851.0,2702,合肥百货,0.14,-24.49,,3.29,,10868.69,-24.49,,04-21
971,300037,新宙邦,化工原料,深圳,41.01,2.3,3.79,396679.13,199779.13,65590.93,120265.92,3.17,0.13699999999999998,6.7,3.35,20100108,95012.13,2.5,15.84,-23.33,32.33,11.53,26624.0,2843,新宙邦,0.07,-61.11,7.92,0.9,0.17,1210.55,-61.06,,04-16
972,2302,西部建设,水泥,新疆,0.0,10.32,12.62,1752643.63,1435096.88,228331.41,280816.16,2.22,-0.097,4.9,2.92,20091103,199586.06,1.58,31.72,6.62,3.85,-4.08,79615.0,2317,西部建设,-0.18,-30.77,,-2.58,,-9453.03,-28.36,,04-24
973,300267,尔康制药,化学制药,湖南,30.6,11.05,20.63,578285.19,283641.16,172948.41,95633.38,0.46,0.05,2.63,2.33,20110927,234735.63,1.14,-36.82,-52.87,47.4,21.09,27787.0,1656,尔康制药,0.1,-23.69,1.84,5.44,0.02,9013.79,53.58,,04-27
974,2572,索菲亚,家居用品,广东,77.8,6.2,9.23,675709.56,321340.5,217211.05,147521.2,1.6,0.112,4.95,7.02,20110412,193054.72,2.09,30.32,33.48,34.75,8.29,22473.0,900,索菲亚,0.08,44.58,,1.83,,3590.28,44.64,,04-29
975,600586,金晶科技,玻璃,山东,24.9,14.44,14.58,955053.31,324887.41,484529.41,196885.31,1.35,0.041,2.92,1.41,20020815,77937.55,0.53,35.91,27.5,19.58,5.21,90240.0,320,金晶科技,-0.03,-250.0,,-1.21,,-4725.52,-255.03,,04-30
976,600173,卧龙地产,全国地产,浙江,7.74,7.25,7.28,563009.44,478544.69,1174.47,2202.96,0.03,0.166,2.81,1.83,19990415,109706.55,1.51,348.48,305.68,29.38,11.66,33322.0,1347,卧龙地产,0.03,-21.41,,1.25,,2025.76,-21.23,,04-28
977,300403,地尔汉宇,家用电器,广东,44.71,3.81,6.03,168224.75,99837.56,24432.98,44645.9,0.74,0.04,2.48,2.91,20141030,62220.31,1.03,2.25,-42.57,36.32,13.66,17987.0,2452,地尔汉宇,0.24,-9.81,8.76,2.75,0.23,3226.97,20.86,,04-23
978,2175,东方网络,电器仪表,广西,0.0,5.29,7.54,205353.81,85774.9,36010.73,38431.69,0.51,-0.054000000000000006,1.34,3.86,20071012,-15470.97,-0.21,-76.55,-228.54,-3.82,-91.15,82169.0,923,东方网络,0.0,-71.21,,0.07,,55.16,-64.53,,04-29
979,300284,苏交科,建筑施工,江苏,29.41,4.89,8.1,1043201.5,653737.69,93645.36,141073.17,1.74,0.08800000000000001,4.62,2.23,20120110,164184.92,2.03,10.94,25.51,26.14,6.17,26212.0,2651,苏交科,0.08,-38.46,4.01,2.08,-0.28,4163.32,36.05,,04-21
980,300495,美尚生态,环境保护,江苏,183.55,2.43,6.01,673873.44,450180.41,6820.25,152786.44,2.54,0.02,4.84,2.98,20151222,79483.38,1.32,51.47,259.46,26.89,4.73,16102.0,84,美尚生态,0.09,,,1.1,,465.82,,,04-27
981,300078,思创医惠,元器件,浙江,101.68,5.17,8.08,288230.41,132777.47,34352.15,79509.56,0.98,0.028,2.57,4.41,20100430,40732.98,0.5,11.01,-33.79,42.85,9.55,55068.0,1804,思创医惠,0.13,8.33,7.0,1.82,0.01,2115.03,7.06,,04-25
982,600814,杭州解百,百货,浙江,20.85,7.15,7.15,514564.31,282658.69,93660.68,1428.49,0.02,0.087,3.33,2.17,19940114,144961.06,2.03,8.25,43.89,22.47,3.91,34449.0,939,杭州解百,0.11,120.0,,4.28,,8116.62,417.27,,04-29
983,603101,汇嘉时代,百货,新疆,18.09,0.72,2.4,282011.5,92571.65,82229.46,43718.01,1.82,0.18600000000000005,5.57,2.41,20160506,62267.41,2.59,26.62,35.11,17.09,4.58,21250.0,35,汇嘉时代,0.12,,,3.79,0.37,2148.13,,,05-05
984,601218,吉鑫科技,机械基件,江苏,0.0,9.92,9.92,413433.31,272040.88,82260.36,58928.88,0.59,-0.056,2.52,1.24,20110506,78500.65,0.79,-42.58,-426.28,-8.07,-29.39,55168.0,2310,吉鑫科技,0.02,562.5,,0.67,,1575.72,573.0,,04-24
985,600089,特变电工,电气设备,新疆,15.39,37.14,37.15,8745548.0,5015133.0,2251952.5,1111733.13,2.99,0.135,7.63,1.09,19970618,1231725.0,3.32,-1.97,-18.41,23.15,6.26,270930.0,2873,特变电工,0.17,15.86,,2.77,,54922.38,25.61,,04-15
986,300051,三五互联,互联网,福建,83.4,2.45,3.68,149308.27,25420.32,51410.48,53906.01,1.47,0.031,2.69,3.86,20100211,8100.06,0.22,-23.65,-22.54,73.59,19.47,47367.0,2194,三五互联,-0.01,-650.0,1.54,-0.71,-0.04,-353.71,-751.41,,04-24
987,2199,东晶电子,元器件,浙江,0.0,2.16,2.43,55311.06,18805.26,26150.34,51555.8,2.12,-0.027000000000000003,1.86,5.57,20071221,-32390.4,-1.33,-0.33,-742.1,11.78,-13.32,8604.0,1982,东晶电子,-0.08,-27.69,,-2.7,,-1913.46,-7.06,,04-25
988,761,本钢板材,普钢,辽宁,11.49,27.36,38.75,5675497.0,2926260.75,2342381.25,1234321.0,3.19,0.09,4.81,0.86,19980115,145379.2,0.38,4.57,15.85,7.44,3.01,68592.0,2608,本钢板材,0.02,-37.84,,0.46,,7170.79,-38.16,,04-22
989,685,中山公用,水务,广东,18.24,12.53,14.75,1601154.13,196697.3,162068.77,206077.38,1.4,0.128,8.22,1.14,19970123,717019.63,4.86,11.56,-22.29,28.67,51.52,47726.0,1157,中山公用,0.44,158.82,,4.44,,34221.29,153.12,,04-28
990,2777,久远银海,软件服务,四川,172.5,0.6,1.73,169011.81,144552.02,8193.36,54537.51,3.16,0.048,5.54,6.01,20151231,19304.7,1.12,30.65,21.11,36.46,6.85,10036.0,110,久远银海,0.08,,,2.14,,505.01,,,04-25
991,300008,天海防务,船舶,上海,230.92,6.02,9.6,430154.06,207773.27,43287.65,116249.07,1.21,0.006999999999999999,2.76,2.26,20091030,48868.4,0.51,46.93,-72.66,10.79,1.49,53314.0,2111,天海防务,0.03,78.57,3.37,0.74,-0.28,618.4,96.65,,04-24
992,601677,明泰铝业,铝,河南,12.97,4.98,5.9,895101.13,528908.81,190637.31,348668.44,5.91,0.23,9.51,1.21,20110919,151553.95,2.57,30.29,78.2,9.22,4.73,19880.0,1207,明泰铝业,0.1,400.0,,1.49,,4155.76,416.63,,04-28
993,2069,獐子岛,渔业,辽宁,0.0,6.87,7.11,368689.28,210122.92,103206.3,97369.46,1.37,-0.013,0.47,8.87,20060928,-158188.06,-2.22,5.94,-344.18,13.71,-1.26,56647.0,313,獐子岛,-0.01,-125.0,,-0.84,,-942.16,-133.69,,04-30
994,531,穗恒运Ａ,火力发电,广东,140.28,6.85,6.85,974700.0,270496.16,297507.31,89725.56,1.31,0.011,5.71,1.1,19940106,199392.63,2.91,-6.85,-91.18,14.68,1.12,32087.0,1785,穗恒运A,0.17,-47.0,,3.62,,11571.75,6.01,,04-25
995,601208,东材科技,化工原料,四川,120.21,6.27,6.27,299634.66,111724.7,148067.09,122188.0,1.95,0.011,3.72,1.41,20110520,40024.4,0.64,-9.22,-85.29,15.96,1.74,39958.0,1779,东材科技,0.04,-20.0,,1.06,,2368.12,-28.14,,04-25
996,300018,中元股份,电气设备,湖北,142.07,3.46,4.87,172756.41,98784.88,5425.33,63171.76,1.3,0.011,3.09,2.03,20091030,38260.93,0.79,18.45,-48.87,61.86,7.76,25710.0,2369,中元股份,0.02,0.0,3.85,0.51,0.02,379.55,-9.26,,04-23
997,300057,万顺股份,广告包装,广东,54.27,2.94,4.4,553074.81,280519.31,202272.77,123146.82,2.8,0.039,5.46,1.54,20100226,67294.97,1.53,48.37,3.12,10.53,1.86,12516.0,1781,万顺股份,0.05,-22.45,4.24,1.19,0.31,2114.19,-22.42,,04-25
998,300407,凯发电气,电气设备,天津,0.0,1.65,2.76,195056.81,165728.38,17436.47,16511.45,0.6,-0.151,3.39,3.09,20141203,47560.89,1.72,-5.1,-13.92,12.7,-17.52,19335.0,2196,凯发电气,-0.02,-80.0,10.74,-0.23,-0.43,-169.6,-67.59,,04-24
