,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0,name_y,eps_2015q1,eps_yoy_2015q1,bvps_2015q1,roe_2015q1,epcf_2015q1,net_profits_2015q1,profits_yoy_2015q1,distrib_2015q1,report_date_2015q1
267,600717,天津港,港口,天津,17.07,16.75,16.75,3583292.75,915597.63,1436437.25,286201.09,1.71,0.138,9.43,1.0,19960614,897383.81,5.36,-20.66,-12.92,19.02,8.39,118200.0,425,天津港,0.16,6.67,,1.97,,27048.71,5.96,,04-30
268,300451,创业软件,软件服务,浙江,45.9,1.3,2.43,275677.44,98289.09,30669.3,143055.16,5.89,0.19,8.78,3.8,20150514,47950.23,1.97,6.08,112.88,52.75,17.37,27049.0,2181,创业软件,0.04,100.0,,0.64,,222.37,110.25,,04-24
269,2079,苏州固锝,半导体,江苏,141.81,7.26,7.28,194149.27,129799.61,50186.2,30917.72,0.42,0.013,2.13,3.5,20061116,42258.93,0.58,39.57,-49.02,17.49,2.07,70542.0,1311,苏州固锝,0.0,33.33,,0.24,,303.99,21.14,,04-28
270,300109,新开源,化工原料,河南,66.7,0.86,1.7,200779.19,49461.87,34437.03,84660.71,4.99,0.14300000000000002,7.81,4.89,20100825,28045.49,1.65,31.49,0.92,44.64,17.45,13515.0,1697,新开源,0.11,130.61,3.59,3.21,0.02,1303.87,137.35,,04-27
271,300200,高盟新材,化工原料,北京,30.79,2.03,2.61,173973.27,73507.3,27441.64,104295.36,4.0,0.084,5.67,1.82,20110407,14054.79,0.54,75.23,369.23,27.01,8.72,12575.0,2493,高盟新材,0.05,,3.6,1.49,0.04,1138.87,17.59,,04-23
272,300465,高伟达,软件服务,北京,904.5,2.69,4.5,221760.45,101517.75,10958.71,35530.01,0.79,0.003,2.39,4.31,20150528,28235.99,0.63,29.66,108.84,22.08,0.44,52698.0,198,高伟达,0.04,-200.0,3.59,1.05,-1.1,375.77,-188.68,,05-27
273,2423,中原特钢,特种钢,河南,0.0,5.03,5.03,349536.19,127061.22,196759.06,106785.57,2.12,-0.066,3.06,4.02,20100603,-7664.92,-0.15,-6.27,13.09,2.44,-18.53,17539.0,778,中原特钢,-0.02,4.35,,-0.6,,-1213.94,13.8,,04-29
274,2694,顾地科技,塑料,湖北,0.0,4.97,5.97,262294.72,130928.51,74616.45,32987.15,0.55,-0.032,1.89,3.99,20120816,30351.5,0.51,15.06,-3.64,17.94,-5.41,56212.0,940,顾地科技,0.01,-83.33,,0.17,,181.15,-83.82,,04-29
275,530,大冷股份,机械基件,辽宁,39.88,5.99,8.56,543087.69,210246.3,88232.5,75728.0,0.88,0.03,3.98,1.2,19931208,77599.11,0.91,2.09,-26.83,17.72,4.97,41308.0,2137,大冷股份,0.06,0.0,,1.13,,2243.59,8.69,,04-24
276,600604,市北高新,园区开发,上海,1391.5,10.43,18.73,1197332.0,692139.25,2821.8,308326.44,1.65,0.001,3.14,2.04,19920327,89013.25,0.48,54.18,113.89,45.61,1.7,92428.0,563,市北高新,-0.02,-705.88,2.25,-0.91,-0.93,-1166.0,-700.6,,04-30
277,2769,普路通,仓储物流,深圳,36.71,1.9,3.77,1538414.25,1501681.88,774.62,29538.44,0.78,0.109,3.47,4.62,20150629,59588.85,1.58,48.22,1.84,7.91,3.77,44041.0,113,普路通,0.39,,,9.84,,4321.01,,,04-25
278,987,越秀金控,多元金融,广东,46.2,5.38,22.24,8059853.0,0.0,23257.51,889535.38,4.0,0.05,5.86,1.58,20000718,126690.1,0.57,85.52,-38.61,0.0,8.67,41791.0,400,越秀金控,0.18,-14.29,,2.91,,6428.5,-14.71,,04-30
279,600119,长江投资,仓储物流,上海,1335.08,3.07,3.07,188338.06,107047.92,34919.9,33174.71,1.08,0.002,2.06,5.46,19980115,11261.37,0.37,-63.87,-93.57,13.01,0.23,43158.0,1179,长江投资,0.04,0.0,,1.63,,1276.55,2.33,,04-28
280,300386,飞天诚信,软件服务,北京,774.45,2.05,4.18,193147.41,174620.47,3463.37,36365.85,0.87,0.005,3.96,3.96,20140626,77279.13,1.85,-18.74,-80.47,41.44,1.39,35397.0,1868,飞天诚信,0.22,,14.85,1.5,-1.06,2095.02,-40.14,,04-25
281,300001,特锐德,电气设备,山东,56.43,8.69,9.98,1249848.63,926596.81,147622.63,85170.4,0.85,0.057,3.04,4.24,20091030,105156.95,1.05,26.93,2.37,21.73,4.76,45339.0,2783,特锐德,0.11,-35.29,3.64,2.79,-0.19,4425.02,32.17,,04-18
282,300243,瑞丰高材,化工原料,山东,34.25,1.63,2.07,97512.43,62523.26,22888.02,4455.12,0.22,0.085,2.55,4.57,20110712,25099.53,1.21,16.93,277.33,25.68,6.04,9521.0,2329,瑞丰高材,0.04,0.0,2.08,1.86,0.17,792.95,70.2,,04-24
283,600297,广汇汽车,汽车服务,辽宁,13.24,23.92,81.44,12570087.0,6835043.0,1260679.5,1350990.75,1.66,0.13699999999999998,4.36,1.67,20001116,1339134.63,1.64,20.32,15.06,10.48,2.83,31366.0,361,广汇汽车,0.01,,,0.38,,369.16,16.39,,04-30
284,300050,世纪鼎利,软件服务,广东,90.62,3.65,5.61,346388.78,133466.45,10309.82,174408.0,3.11,0.021,5.0,1.54,20100120,52409.56,0.93,18.51,-62.1,39.97,5.97,30268.0,2370,世纪鼎利,0.08,300.0,7.93,0.97,-0.13,1903.38,476.33,,04-23
285,300046,台基股份,半导体,湖北,32.56,2.13,2.13,103656.0,56466.78,14073.0,56347.88,2.64,0.109,4.04,3.51,20100120,10512.78,0.49,78.93,82.55,32.52,20.48,10000.0,2855,台基股份,0.04,-18.67,5.8,0.76,-0.01,624.57,-18.74,,04-16
286,2262,恩华药业,化学制药,江苏,46.22,8.84,10.09,344914.69,235217.3,75158.5,1107.8,0.01,0.101,2.53,7.35,20080723,135163.25,1.34,10.49,19.27,53.91,10.99,19755.0,1269,恩华药业,0.15,3.56,,5.59,,6004.28,25.46,,04-28
287,2212,南洋股份,电气设备,广东,0.0,6.48,11.47,954554.38,349923.78,65145.73,561379.0,4.89,-0.015,6.94,1.93,20080201,110926.38,0.97,43.45,44.37,12.32,-1.73,10547.0,954,南洋股份,0.02,0.0,,0.55,,965.69,5.61,,04-29
288,600,建投能源,火力发电,河北,14.54,10.9,17.92,3155515.0,594893.56,1817631.38,440347.16,2.46,0.112,6.07,1.07,19960606,398807.0,2.23,39.47,-11.14,15.93,5.13,92650.0,307,建投能源,0.3,-23.29,,5.87,,54368.11,11.35,,04-30
289,300343,联创互联,互联网,山东,58.94,3.75,5.9,592159.69,236407.27,15143.05,307553.91,5.21,0.048,7.4,1.55,20120801,68246.11,1.16,44.84,22.95,18.3,4.89,25249.0,2642,联创互联,0.01,-84.5,5.85,0.09,0.31,49.25,-70.98,,04-21
290,603166,福达股份,汽车配件,广西,30.12,5.92,5.98,313097.88,123336.9,152433.27,105657.97,1.77,0.065,3.6,2.17,20141127,44618.95,0.75,12.41,10.28,25.02,10.19,28873.0,1601,福达股份,0.02,-56.76,,0.68,,692.85,-51.46,,04-27
291,2269,美邦服饰,服饰,上海,41.0,25.13,25.13,641731.5,380864.34,141433.17,16147.35,0.06,0.02,1.15,2.86,20080828,-29143.95,-0.12,30.12,74.21,44.22,2.31,74592.0,293,美邦服饰,0.04,-63.64,,1.06,,3880.64,-63.58,,04-30
292,600231,凌钢股份,普钢,辽宁,9.17,16.08,25.19,1509628.38,530407.88,844638.19,45192.5,0.18,0.101,2.64,1.41,20000511,296003.5,1.18,14.2,53.01,11.84,5.74,84164.0,249,凌钢股份,-0.19,-20.83,3.66,-5.03,-0.7,-15142.82,-21.32,,04-30
293,603789,星光农机,农用机械,浙江,0.0,2.6,2.6,142320.77,73271.53,34107.87,54234.17,2.09,-0.07,4.11,3.03,20150427,22156.34,0.85,-70.32,-198.19,2.93,-29.73,24101.0,43,星光农机,0.16,,,4.49,,2443.73,,,04-29
294,300346,南大光电,元器件,江苏,104.95,2.36,2.73,135718.81,95698.06,21505.65,66062.65,2.42,0.039,4.47,3.62,20120807,35702.65,1.31,139.38,321.19,48.85,18.34,9202.0,2569,南大光电,0.09,-0.11,11.75,0.77,0.12,903.41,2.12,,04-22
295,300327,中颖电子,半导体,上海,44.08,2.08,2.1,98612.3,92576.9,2744.04,35239.37,1.68,0.165,3.89,7.48,20120613,22399.55,1.07,24.14,30.27,41.98,17.75,28000.0,2069,中颖电子,0.05,41.61,3.78,1.21,0.02,706.19,55.76,,04-24
296,2416,爱施德,电器连锁,深圳,23.39,9.75,10.33,1224771.63,1019832.0,1543.4,182836.97,1.77,0.08900000000000001,5.3,1.58,20100528,218833.72,2.12,30.71,5.81,2.66,0.62,49624.0,2681,爱施德,0.05,0.0,,1.24,,5363.52,5.14,,04-21
297,603566,普莱柯,生物制药,河南,42.2,3.21,3.24,183692.56,117857.02,33626.85,47937.05,1.48,0.119,4.97,4.05,20150518,73082.72,2.26,8.77,15.52,68.39,26.81,9352.0,39,普莱柯,0.39,,,6.61,,4674.54,,,04-30
298,600213,亚星客车,汽车整车,江苏,175.56,2.2,2.2,439027.75,408245.84,23035.47,34209.4,1.55,0.014,0.81,12.4,19990831,-43186.46,-1.96,-10.09,-41.5,19.05,1.2,26590.0,1579,亚星客车,-0.04,-69.23,,-24.27,,-979.82,-64.58,,04-28
299,2900,哈三联,化学制药,黑龙江,27.84,0.53,2.11,230793.2,146929.77,68658.24,116598.36,5.52,0.294,8.99,3.64,20170922,44667.6,2.12,0.0,0.0,83.84,13.14,35224.0,163,哈三联,0.35,,4.19,8.61,0.21,5480.53,,,11-13
300,2189,利达光电,元器件,河南,120.85,1.99,1.99,95702.22,57958.56,31953.0,18514.51,0.93,0.034,2.82,5.82,20071203,15320.2,0.77,11.11,148.15,15.23,2.94,34628.0,1859,利达光电,-0.01,-78.26,,-0.18,,-91.85,-79.54,,04-25
301,300383,光环新网,电信运营,北京,44.23,13.88,14.46,1077621.75,303860.09,381745.44,409161.66,2.83,0.095,4.54,3.72,20140129,96993.77,0.67,54.33,60.8,20.02,10.32,65662.0,2635,光环新网,0.2,-44.44,6.59,3.12,-0.39,2207.7,19.16,,04-21
302,2737,葵花药业,中成药,黑龙江,23.19,5.17,5.84,463521.06,281983.25,118206.82,119421.92,2.04,0.251,5.4,4.31,20141230,145776.48,2.5,30.58,48.96,59.81,13.43,27920.0,2629,葵花药业,0.58,-13.43,,3.73,,8413.42,14.94,,04-21
303,300088,长信科技,元器件,安徽,27.44,22.63,22.99,850986.69,378887.72,268509.22,24043.3,0.1,0.062,1.96,3.46,20100526,177572.91,0.77,-46.92,34.92,14.14,8.2,84857.0,2293,长信科技,0.07,-22.22,5.9,1.25,0.11,4236.72,-10.71,,04-24
304,949,新乡化纤,化纤,河南,521.41,12.2,12.58,680567.31,229303.66,313446.56,169223.42,1.35,0.002,2.83,1.35,19991021,40270.71,0.32,14.88,-94.99,8.39,0.21,54429.0,1003,新乡化纤,0.02,-3.45,,0.83,,2012.12,19.43,,04-29
305,601369,陕鼓动力,机械基件,陕西,39.32,16.39,16.39,1626965.88,1242524.5,153573.02,186039.67,1.14,0.049,3.76,2.03,20100428,159219.75,0.97,35.9,39.6,25.69,7.45,31317.0,360,陕鼓动力,0.06,20.0,,1.66,,10210.25,16.04,,04-30
306,882,华联股份,百货,北京,345.48,24.82,27.37,1390672.5,378342.25,6213.68,465406.19,1.7,0.002,2.84,1.05,19980616,17199.09,0.06,36.3,-42.08,45.03,1.89,139398.0,1484,华联股份,0.01,75.0,,0.21,,1247.38,76.57,,04-28
307,300112,万讯自控,电器仪表,深圳,161.26,1.74,2.86,116792.01,62207.85,19582.59,48048.18,1.68,0.016,3.28,3.12,20100827,18040.05,0.63,11.42,37.18,53.47,4.91,17500.0,2663,万讯自控,0.01,-50.0,1.96,0.68,-0.07,329.23,-6.62,,04-21
308,300085,银之杰,软件服务,深圳,0.0,3.92,7.07,220424.97,126487.45,1294.95,37557.14,0.53,-0.023,1.85,7.91,20100526,20333.82,0.29,30.08,-332.58,33.76,-5.69,46942.0,1648,银之杰,0.02,58.68,3.19,0.6,-0.13,503.44,244.21,,04-27
309,600626,申达股份,纺织,上海,30.45,7.1,7.1,1068686.63,512844.44,262949.34,16489.59,0.23,0.053,3.51,1.85,19930107,105435.55,1.48,90.7,-1.51,9.83,0.93,60578.0,354,申达股份,0.04,-17.37,,1.1,,2499.75,-17.44,,04-30
310,868,安凯客车,汽车整车,安徽,0.0,6.96,6.96,799275.63,639021.88,97899.68,38361.35,0.55,-0.118,1.45,4.16,19970725,-12584.0,-0.18,-33.4,-252.39,2.41,-12.48,93270.0,1204,安凯客车,0.01,42.86,,0.32,,398.45,-17.69,,04-28
311,600728,佳都科技,软件服务,广东,114.24,13.79,16.17,587710.06,463711.31,9279.01,143912.73,0.89,0.018000000000000002,2.0,4.12,19960716,16942.0,0.1,8.33,128.38,14.83,4.33,105434.0,337,佳都科技,-0.03,-25.91,,-1.12,,-1331.1,-25.72,,04-30
312,603778,乾景园林,建筑施工,北京,312.92,2.26,5.0,172806.88,161861.38,581.68,2432.06,0.05,0.005,2.04,3.2,20151231,44973.62,0.9,-24.71,-62.83,23.74,5.45,41190.0,40,乾景园林,0.09,,,1.2,,545.03,,,04-30
313,887,中鼎股份,橡胶,安徽,14.28,12.19,12.34,1551403.75,821673.25,277235.28,244992.75,1.98,0.305,6.42,2.71,19981203,399986.03,3.24,25.24,20.24,28.56,12.39,38585.0,253,中鼎股份,0.16,33.33,,5.94,,17861.58,32.93,,04-30
314,68,华控赛格,元器件,深圳,0.0,10.07,10.07,262821.19,92148.88,17567.0,119427.15,1.19,-0.014,0.64,6.83,19970611,-171641.05,-1.71,89.41,0.82,30.07,-37.74,31274.0,822,华控赛格,-0.01,-15.79,,-2.51,,-1083.15,-9.21,,04-29
315,2135,东南网架,建筑施工,浙江,31.58,6.71,10.34,996296.38,774638.63,188332.2,209194.0,2.02,0.052000000000000005,3.8,1.72,20070530,71983.46,0.7,-1.82,65.4,11.7,3.57,47148.0,1575,东南网架,0.02,-33.33,,0.95,,1779.8,-6.12,,04-28
316,300607,拓斯达,专用机械,广东,66.9,0.57,1.3,118308.57,88163.03,13660.2,36956.67,2.83,0.258,6.12,11.29,20170209,26400.1,2.02,30.14,58.18,40.03,18.85,8437.0,166,拓斯达,0.07,,4.63,1.52,0.08,379.57,,,07-03
317,2731,萃华珠宝,服饰,辽宁,92.87,1.28,1.51,281976.34,233117.25,36003.26,40195.59,2.67,0.043,7.86,2.01,20141104,59667.03,3.96,15.24,163.66,6.75,1.02,14423.0,2027,萃华珠宝,0.19,-1050.0,,2.72,,2881.6,-1498.16,,04-25
318,603377,东方时尚,汽车服务,北京,250.44,1.65,5.88,371737.03,163310.27,56218.23,75599.93,1.29,0.024,2.98,7.98,20160205,40175.28,0.68,-8.78,-29.7,44.89,6.53,5630.0,56,东方时尚,0.15,,,7.37,,5714.85,,,04-29
319,600778,*ST友好,百货,新疆,10.44,3.11,3.11,510324.0,120305.56,191506.0,40360.45,1.3,0.127,2.42,2.19,19961203,-6939.85,-0.22,6.82,349.28,23.36,2.47,24109.0,402,*ST友好,0.12,-8.69,,2.13,,3695.89,-9.0,,04-30
320,300356,光一科技,电气设备,江苏,0.0,3.69,4.15,175337.22,89957.05,43595.26,76919.9,1.85,-0.047,2.45,2.89,20121009,-13620.9,-0.33,-46.46,-421.81,31.23,-43.82,23013.0,1822,光一科技,0.01,-89.78,8.05,0.14,-0.36,179.54,-87.28,,04-25
321,601002,晋亿实业,机械基件,浙江,75.34,7.93,7.93,472835.41,322038.59,121355.76,110050.32,1.39,0.026,3.14,2.54,20070126,41623.51,0.53,36.94,-6.14,18.05,2.89,86911.0,1201,晋亿实业,-0.01,-126.42,,-0.49,,-1149.21,-127.12,,04-28
322,600470,六国化工,农药化肥,安徽,0.0,5.22,5.22,581395.81,202853.92,269638.0,126267.7,2.42,-0.042,3.93,1.24,20040305,11033.11,0.21,-21.92,-4.36,11.76,-3.16,41192.0,1832,六国化工,-0.01,-75.0,,-0.32,,-638.74,-69.84,,04-25
323,2568,百润股份,红黄药酒,上海,99.32,3.8,7.12,238111.52,93983.8,92536.38,102970.18,1.45,0.036000000000000004,2.67,5.36,20110325,4863.83,0.07,-9.67,25.1,68.31,10.36,24140.0,2039,百润股份,0.08,0.0,,2.06,,1351.48,1.12,,04-25
324,2372,伟星新材,其他建材,浙江,55.67,8.93,10.08,423460.5,279817.22,84392.03,70830.86,0.7,0.107,3.29,7.21,20100318,136753.45,1.36,20.16,29.21,44.39,16.22,17497.0,1497,伟星新材,0.13,-13.33,,2.66,,5819.43,19.29,,04-28
325,505,京粮控股,食品,海南,44.57,3.6,6.86,576836.75,357168.5,132274.06,159254.16,2.32,0.045,3.11,2.6,19921221,-26806.97,-0.39,20.78,4.63,7.35,1.66,33650.0,359,京粮控股,0.16,-300.0,,,,6994.07,-296.8,,04-30
326,600558,大西洋,钢加工,四川,128.64,8.98,8.98,299023.28,138193.81,111653.22,44795.98,0.5,0.01,2.1,2.35,20010227,45088.21,0.5,15.4,-44.06,14.67,1.55,46534.0,584,大西洋,0.04,-38.33,,0.82,,1471.98,13.55,,04-30
327,300313,天山生物,农业综合,新疆,0.0,1.82,1.97,67408.15,16621.21,33708.23,27668.71,1.4,-0.027000000000000003,1.8,6.27,20120425,-12200.41,-0.62,-11.05,-8.67,24.43,-19.63,11359.0,2609,天山生物,-0.09,-11225.0,4.21,-2.08,-1.02,-809.53,-10973.6,,04-22
328,300398,飞凯材料,染料涂料,上海,32.1,3.64,4.27,302228.47,117173.15,60783.66,103471.96,2.42,0.172,4.67,4.73,20141009,51247.71,1.2,226.64,398.28,46.67,20.4,14569.0,1627,飞凯材料,0.3,15.38,8.15,3.67,0.25,2410.43,51.84,,04-27
329,555,神州信息,软件服务,深圳,117.91,9.41,9.63,954241.38,643072.88,59958.76,222871.02,2.31,0.031,5.11,2.83,19940408,163300.72,1.69,37.24,59.53,19.84,1.33,79727.0,1333,神州信息,0.05,-32.95,,0.82,,2408.51,-28.68,,04-28
330,880,潍柴重机,机械基件,山东,37.39,1.35,2.76,375493.59,163001.77,118031.76,59921.86,2.17,0.063,4.88,1.94,19980402,39255.05,1.42,41.22,365.0,16.01,3.16,18725.0,761,潍柴重机,0.04,-33.33,,0.77,,974.69,-44.68,,04-29
331,401,冀东水泥,水泥,河北,0.0,13.47,13.48,3954896.5,1028481.38,2318822.0,492144.56,3.65,-0.361,6.99,1.62,19960614,208033.84,1.54,13.02,-31.82,26.13,-24.47,136921.0,2001,冀东水泥,-0.45,40.38,,-5.22,,-59952.44,40.56,,04-25
332,300381,溢多利,饲料,广东,99.86,3.3,4.07,405059.22,186931.66,109768.7,102767.81,2.53,0.028,4.79,2.36,20140128,47515.51,1.17,9.51,4.58,43.26,3.44,16666.0,1782,溢多利,0.07,-67.06,7.09,1.07,-0.32,731.59,-23.89,,04-25
333,2214,大立科技,电器仪表,浙江,380.72,3.55,4.59,135597.5,104231.53,8946.69,19816.56,0.43,0.004,2.17,3.14,20080218,29301.35,0.64,8.91,18.21,51.48,3.87,45124.0,2532,大立科技,0.01,60.0,,0.19,,175.6,82.95,,04-22
334,300141,和顺电气,电气设备,江苏,150.1,1.63,2.55,121706.6,108104.67,8419.26,23611.15,0.93,0.017,2.74,3.66,20101112,20795.23,0.81,11.46,2.94,23.43,3.16,22235.0,2295,和顺电气,0.07,-30.0,4.19,1.78,-0.31,1234.19,-28.7,,04-24
335,300344,太空智造,其他建材,北京,33.84,2.05,3.54,110894.9,49439.82,4169.35,19945.07,0.56,0.07,1.74,5.51,20120801,3978.4,0.11,93.67,1211.03,36.17,22.29,37703.0,1981,太空智造,-0.06,45.61,2.82,-2.15,0.15,-1480.02,118.59,,04-25
336,683,远兴能源,化工原料,内蒙,10.19,28.33,39.67,2236336.75,633034.56,909473.88,174413.34,0.44,0.079,2.3,1.39,19970131,323037.16,0.81,1.44,87.81,41.15,13.77,147538.0,1221,远兴能源,0.02,-150.0,,0.5,,3007.5,-204.83,,04-28
337,2808,苏州恒久,元器件,江苏,185.64,0.88,1.92,62647.88,44876.94,10709.07,13162.6,0.69,0.017,2.83,4.53,20160812,18819.75,0.98,-5.65,-48.72,25.18,5.45,16374.0,5,苏州恒久,0.09,,,3.08,,827.07,,,07-25
338,600184,光电股份,专用机械,湖北,687.07,4.19,5.09,387852.47,271312.88,56920.15,135505.34,2.66,0.006,4.49,3.88,20031106,36558.53,0.72,142.67,229.66,7.36,0.59,23255.0,2382,光电股份,0.01,,4.73,0.23,-1.73,230.94,291.87,,04-23
339,2491,通鼎互联,通信设备,江苏,28.19,11.87,12.62,968134.88,529916.94,153084.88,129604.25,1.03,0.122,3.75,3.66,20101021,202340.25,1.6,22.53,75.22,27.76,14.11,73112.0,351,通鼎互联,0.07,-20.78,,1.17,,2549.37,5.7,,04-30
340,603729,龙韵股份,广告包装,上海,87.63,0.67,0.67,159759.81,74814.15,7002.75,26724.35,4.01,0.152,12.97,4.1,20150324,50439.0,7.57,91.14,2254.7,10.91,4.03,6063.0,318,龙韵股份,-0.05,-50.0,,-1.81,,-329.52,-31.47,,04-30
341,300271,华宇软件,软件服务,北京,70.5,5.08,7.61,490712.75,243974.05,25542.17,191579.13,2.52,0.067,4.94,3.8,20111026,128137.67,1.68,26.79,33.27,41.91,14.41,22652.0,2876,华宇软件,0.13,44.44,7.98,1.65,-1.1,1934.03,45.54,,04-15
342,600620,天宸股份,综合类,上海,0.0,6.87,6.87,299262.94,55199.08,6506.12,785.12,0.01,-0.006,3.6,2.3,19921117,11584.74,0.17,-1.45,24.47,40.39,-34.25,23351.0,326,天宸股份,0.13,13.81,,6.63,,5737.31,13.88,,04-30
343,603300,华铁科技,钢加工,浙江,48.67,2.78,4.55,597707.5,260638.75,91016.05,66099.24,1.45,0.035,3.34,2.06,20150529,37243.48,0.82,16.16,-29.69,70.19,9.31,60588.0,197,华铁科技,0.14,-6.67,,,,2115.66,-5.43,,05-28
344,600449,宁夏建材,水泥,宁夏,0.0,4.78,4.78,714617.38,242239.45,408612.53,203367.38,4.25,-0.182,9.3,1.04,20030829,172708.5,3.61,-34.77,-49.06,21.91,-25.15,35962.0,2670,宁夏建材,-0.17,38.21,,-1.93,,-8082.12,37.32,,04-21
345,638,万方发展,批发业,辽宁,0.0,3.09,3.09,87327.71,51781.28,566.9,12007.28,0.39,-0.026,0.83,10.04,19961126,-17878.77,-0.58,-28.02,-100.86,39.93,-37.63,46363.0,941,万方发展,-0.02,36.89,,-2.23,,-516.79,37.14,,04-29
346,300397,天和防务,通信设备,陕西,0.0,1.55,2.4,156812.27,88593.0,36118.0,52742.46,2.2,-0.054000000000000006,5.05,3.1,20140910,40236.8,1.68,-68.73,-198.43,35.75,-36.17,24290.0,1657,天和防务,-0.06,-57.14,10.74,-0.48,-0.21,-624.31,-49.01,,04-27
347,2088,鲁阳节能,矿物制品,山东,28.11,2.08,3.51,238750.8,146145.98,61867.57,42096.57,1.2,0.152,5.49,3.1,20061130,99704.61,2.84,15.24,212.69,40.19,17.26,14532.0,2611,鲁阳节能,0.03,-40.0,,0.43,,679.44,-45.78,,04-22
348,2802,洪汇新材,化工原料,江苏,52.22,0.36,1.08,67052.55,44509.28,14066.62,24347.14,2.25,0.139,5.73,5.07,20160629,24431.52,2.25,47.89,14.14,26.41,13.64,17362.0,20,洪汇新材,0.11,,,,,893.69,,,06-07
349,2230,科大讯飞,软件服务,安徽,241.16,18.15,20.82,1311806.88,670958.0,149400.44,527893.5,2.53,0.039,3.76,10.11,20080512,189204.55,0.91,63.25,10.83,47.9,5.87,236246.0,2644,科大讯飞,0.08,-27.27,,1.76,,6658.66,30.83,,04-21
350,300435,中泰股份,机械基件,浙江,38.4,0.98,2.49,145013.48,111701.11,7483.35,19436.47,0.78,0.08199999999999999,3.15,3.98,20150326,34063.4,1.37,-11.71,30.26,30.28,20.04,9857.0,2664,中泰股份,0.2,11.11,7.17,2.72,0.14,1560.23,48.53,,04-21
351,300481,濮阳惠成,化工原料,河南,45.48,0.73,1.71,88079.86,57991.42,15134.37,28360.64,1.65,0.125,4.25,5.35,20150630,25827.32,1.51,68.64,56.52,34.83,14.04,20621.0,192,濮阳惠成,,,,,,1146.02,11.63,,06-10
352,300323,华灿光电,半导体,湖北,33.4,6.9,10.81,1001905.38,362026.25,471409.09,222242.97,2.06,0.17,4.85,3.64,20120601,100373.82,0.93,40.17,76.84,32.87,20.12,21141.0,2392,华灿光电,-0.03,-160.0,3.9,-0.8,0.17,-1406.82,-196.73,,04-23
353,601007,金陵饭店,酒店餐饮,江苏,48.63,3.0,3.0,303614.06,88178.45,130677.76,40387.53,1.35,0.053,4.94,2.07,20070406,68013.1,2.27,20.94,72.18,60.31,5.91,20680.0,448,金陵饭店,0.01,-52.17,,0.23,,316.98,-54.69,,04-30
354,2743,富煌钢构,钢加工,安徽,72.06,3.32,3.37,600287.19,391809.5,76737.61,120442.47,3.57,0.031,5.92,1.5,20150217,44656.93,1.32,41.57,46.57,8.05,1.51,32627.0,2330,富煌钢构,0.02,-33.33,,0.41,,251.49,9.75,,04-24
355,300299,富春股份,通信设备,福建,55.28,4.2,5.7,226098.52,66603.78,2540.68,64911.11,1.14,0.034,2.23,3.36,20120319,3882.03,0.07,-18.81,-69.05,62.92,13.76,35038.0,1771,富春股份,-0.01,-75.0,2.23,-0.3,0.02,-122.79,-75.5,,04-25
356,969,安泰科技,钢加工,北京,210.7,9.06,10.26,1040969.13,493051.16,309855.75,269088.09,2.62,0.009000000000000001,4.46,1.79,20000529,55230.78,0.54,19.67,-19.14,16.68,0.8,64477.0,829,安泰科技,0.01,-27.63,,0.15,,470.63,-27.89,,04-29
357,2796,世嘉科技,专用机械,江苏,107.86,0.3,1.03,188930.38,93798.78,25113.23,96351.6,9.4,0.07,11.49,2.33,20160510,12069.17,1.18,144.89,30.2,15.46,2.35,15288.0,33,世嘉科技,0.11,,,2.86,0.06,676.14,,,05-09
358,600980,北矿科技,元器件,北京,148.32,1.43,1.52,73922.81,48697.3,18369.23,27358.99,1.8,0.025,3.73,4.03,20040512,10451.96,0.69,11.51,-4.26,27.04,4.49,26757.0,1901,北矿科技,0.01,5.26,,0.69,,155.76,4.73,,04-25
359,600157,永泰能源,煤炭开采,山西,14.3,124.26,124.26,10722621.0,1902436.63,2722371.75,931778.0,0.75,0.041,1.99,1.18,19980513,284216.69,0.23,-12.19,378.51,24.87,10.94,222235.0,1258,永泰能源,0.01,-77.12,,0.28,,3679.65,-31.92,,04-28
360,600787,中储股份,仓储物流,天津,277.38,18.6,22.0,2012042.75,1031973.13,245345.13,350923.81,1.6,0.008,4.81,1.86,19970121,317757.69,1.44,1.23,-40.32,1.62,0.32,64825.0,268,中储股份,0.01,-85.78,3.29,0.36,0.08,2215.9,-71.52,,04-30
361,600783,鲁信创投,矿物制品,山东,80.38,7.44,7.44,599731.38,128392.36,13598.55,110538.42,1.49,0.037000000000000005,4.82,2.45,19961225,154534.5,2.08,5.42,63.57,25.87,59.86,39509.0,507,鲁信创投,0.1,0.0,,2.21,,7322.3,-4.08,,04-30
362,600995,文山电力,水力发电,云南,5.44,4.79,4.79,279647.97,54999.38,192374.59,15560.57,0.33,0.391,3.95,2.16,20040615,107890.63,2.25,-4.92,97.51,47.15,33.58,50466.0,321,文山电力,0.2,53.85,,6.75,,9741.16,57.59,,04-30
363,600072,中船科技,船舶,上海,196.8,6.01,7.36,1097635.13,572118.75,39530.2,243876.0,3.31,0.015,4.98,2.38,19970603,27739.28,0.38,-11.38,245.58,11.74,1.91,86545.0,342,中船科技,0.01,-113.73,2.38,0.3,,345.96,-114.16,,04-30
