,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,mbrg_2015q1,nprg_2015q1,nav_2015q1,targ_2015q1,epsg_2015q1,seg_2015q1,Unnamed: 0_y,name_x,mbrg_2015q2,nprg_2015q2,nav_2015q2,targ_2015q2,epsg_2015q2,seg_2015q2,Unnamed: 0_x,name_y,mbrg_2015q3,nprg_2015q3,nav_2015q3,targ_2015q3,epsg_2015q3,seg_2015q3,Unnamed: 0_y,name_x,mbrg_2015q4,nprg_2015q4,nav_2015q4,targ_2015q4,epsg_2015q4,seg_2015q4,Unnamed: 0_x,name_y,mbrg_2016q1,nprg_2016q1,nav_2016q1,targ_2016q1,epsg_2016q1,seg_2016q1,Unnamed: 0_y,name_x,mbrg_2016q2,nprg_2016q2,nav_2016q2,targ_2016q2,epsg_2016q2,seg_2016q2,Unnamed: 0_x,name_y,mbrg_2016q3,nprg_2016q3,nav_2016q3,targ_2016q3,epsg_2016q3,seg_2016q3,Unnamed: 0_y,name_x,mbrg_2016q4,nprg_2016q4,nav_2016q4,targ_2016q4,epsg_2016q4,seg_2016q4,Unnamed: 0_x,name_y,mbrg_2017q1,nprg_2017q1,nav_2017q1,targ_2017q1,epsg_2017q1,seg_2017q1,Unnamed: 0_y,name_x,mbrg_2017q2,nprg_2017q2,nav_2017q2,targ_2017q2,epsg_2017q2,seg_2017q2,Unnamed: 0_x,name_y,mbrg_2017q3,nprg_2017q3,nav_2017q3,targ_2017q3,epsg_2017q3,seg_2017q3,Unnamed: 0_y,name_x,mbrg_2017q4,nprg_2017q4,nav_2017q4,targ_2017q4,epsg_2017q4,seg_2017q4,Unnamed: 0,name_y,mbrg_2018q1,nprg_2018q1,nav_2018q1,targ_2018q1,epsg_2018q1,seg_2018q1
1303,2435,长江润发,机械基件,江苏,27.16,1.84,4.91,676912.25,344947.0,100392.36,416148.59,8.48,0.161,11.01,1.59,20100618,71736.9,1.46,95.32,17.24,64.59,7.77,8802.0,1786,长江润发,-17.3726,-48.5172,2.766,5.8569,-40.0,2.766,1678,长江润发,-10.1637,-19.0171,2.91,10.2389,-18.1818,2.91,1038,长江润发,-11.4861,11.4872,3.8222,19.2867,11.7647,3.8222,2131,长江润发,-13.289,-9.254,2.7851,3.8517,-8.3333,2.7851,1162,长江润发,-4.5757,7.1727,2.8127,3.8662,0.0,2.8127,1809,长江润发,-7.2476,-16.3198,1.297,-5.9252,-22.2222,1.297,2290,长江润发,-8.6923,-49.8799,-0.5558,-10.0312,-47.3684,-0.5558,72,长江润发,98.6463,585.2237,474.7901,313.8092,118.1818,469.2132,75,长江润发,178.8302,1048.8118,478.5418,312.1434,366.6667,473.0643,77,长江润发,152.8948,921.1161,502.0617,365.3773,342.8571,496.55800000000005,46,长江润发,165.3494,1177.2412,503.9534,366.2148,400.0,498.609,1741,长江润发,41.2266,10.4763,5.5002,15.8036,41.6667,6.1629999999999985,1318,长江润发,95.3164,17.8611,5.6487,13.064,14.2857,6.2973
1304,600269,赣粤高速,路桥,江西,11.8,23.35,23.35,3324856.0,520888.09,2184619.75,183827.36,0.79,0.099,6.28,0.74,20000518,835587.88,3.58,-7.04,-47.07,49.19,21.28,96364.0,808,赣粤高速,44.1473,16.613,7.067,7.2579,11.1111,9.0559,1305,赣粤高速,30.9575,2.067,6.5615,9.8442,-5.2632,8.2905,1659,赣粤高速,29.7171,-19.9,3.0015,-1.9179,-19.2308,4.0262,1744,赣粤高速,34.8264,4.8975,1.6952,0.7725,0.0,3.9527,1656,赣粤高速,-0.8923,-21.1188,-0.3947,0.8129,-20.0,1.5281,419,赣粤高速,-1.202,78.9468,4.4687,0.6603,77.7778,7.132999999999999,379,赣粤高速,-6.9664,100.9073,7.9415,5.3676,85.7143,11.0916,663,赣粤高速,-17.2102,56.8141,8.7873,3.0878,46.6667,10.635,351,赣粤高速,7.0759,161.5257,7.1127,0.445,137.5,8.6013,2354,赣粤高速,-5.8958,-18.1747,2.7396,0.6294,-21.875,3.6985,2249,赣粤高速,0.0858,-8.1152,4.0403,2.5864,-10.2564,5.0445,2206,赣粤高速,-4.9830000000000005,-1.9858,2.1891,6.4609,-4.5455,2.9410000000000003,2563,赣粤高速,-7.0359,-48.5425,3.7004,5.1325,-47.3684,4.6445
1305,786,北新建材,其他建材,北京,21.25,14.14,17.89,1635958.13,575198.13,725343.13,304205.53,1.7,0.274,7.22,3.23,19970606,752261.19,4.21,40.36,227.71,35.48,19.64,61500.0,1429,北新建材,-7.5933,-12.4109,55.3088,24.2603,-26.9231,67.9475,1461,北新建材,-4.6798,-6.6986,54.1894,18.5384,-62.7235,64.8943,1480,北新建材,-8.0703,-10.0641,11.2364,4.6169,-64.4068,10.4981,2301,北新建材,-8.9675,-17.2446,8.6365,1.7334,-65.1265,8.2241,894,北新建材,1.7667,19.7629,8.7567,-0.397,-37.7193,8.4105,1073,北新建材,-0.4714,15.4857,12.0093,-3.434,19.9262,9.9123,1069,北新建材,4.6773,21.117,12.707,2.6704,25.3968,10.6902,1373,北新建材,8.0107,20.5313,12.9762,5.4759,25.0789,33.0047,1555,北新建材,23.9257,9.678,12.9572,4.5682,18.3099,33.2025,1597,北新建材,26.021,12.6019,12.7479,9.8051,17.2308,34.2057,799,北新建材,37.9964,51.57100000000001,16.7086,15.2942,58.2278,39.5928,687,北新建材,36.8837,60.7003,19.4249,12.2748,65.3216,19.6582,205,北新建材,40.3559,224.9775,22.3598,11.8814,226.1905,22.6166
1306,2202,金风科技,电气设备,新疆,64.97,28.05,35.56,7131609.0,3146158.75,1887520.38,817481.38,2.3,0.067,6.01,2.92,20071226,853307.81,2.4,7.7,32.72,36.03,6.21,98999.0,106,金风科技,77.9193,342.0869,11.3088,32.5764,388.3598,11.3859,141,金风科技,110.8997,266.8002,10.8919,30.5252,276.6911,10.3247,336,金风科技,74.6087,76.2707,13.5412,24.6732,76.0992,12.8597,575,金风科技,69.8019,55.1319,14.2089,14.8438,54.9632,13.5,486,金风科技,56.1201,52.9527,15.6657,20.7011,46.6956,15.0179,997,金风科技,15.8184,19.1723,21.4295,22.6831,14.6906,21.3538,1558,金风科技,-8.5179,3.68,19.5457,15.4657,0.2049,19.3085,1833,金风科技,-12.1957,8.0108,19.0229,22.5684,3.0317,19.1792,2357,金风科技,-10.0329,-46.0857,17.3336,18.1956,-55.9823,17.6599,2401,金风科技,-9.8999,-21.1794,14.1404,9.2508,-41.7657,14.4307,1801,金风科技,0.2476,6.8486,12.9776,10.2876,-19.4097,13.3201,2106,金风科技,-4.7976,1.3869,13.4124,12.9594,-22.6086,13.5689,913,金风科技,7.6953,36.3835,13.7564,15.3746,4.8658,13.4177
1307,600223,鲁商置业,区域地产,山东,40.63,10.01,10.01,4457494.0,4378290.5,40736.75,29683.64,0.3,0.022,2.35,1.49,20000113,95470.06,0.95,1.16,10.66,20.16,2.82,29857.0,1398,鲁商置业,40.8695,-9.7775,11.7328,11.062,0.0,11.226,1705,鲁商置业,51.739,-20.9114,11.0929,9.6279,-20.0,11.002,1960,鲁商置业,-19.1309,-45.3969,7.9979,12.9001,-33.3333,8.5332,2684,鲁商置业,3.2132,-42.227,7.0365,12.7955,-47.619,5.5587,1882,鲁商置业,32.4875,-45.81399999999999,6.2537,29.2358,-33.3333,5.0032,2134,鲁商置业,0.3015,-45.0539,7.2129,23.1459,-25.0,4.871,1793,鲁商置业,53.1525,-6.1392,7.6235,27.4671,0.0,5.0901,2447,鲁商置业,30.3778,-16.585,5.7492,22.3367,-18.1818,4.2125,1425,鲁商置业,-26.6674,14.4213,5.9101,10.0916,0.0,4.2406,1012,鲁商置业,13.0689,36.5854,4.8706,10.3157,33.3333,4.4195,2009,鲁商置业,-1.8806,2.2867,4.4274,4.8686,12.5,4.4982,2195,鲁商置业,-1.2706,-1.4038,2.7954,2.0448,22.2222,4.7328,1163,鲁商置业,1.1562,23.6897,2.9317,2.388,0.0,4.7844
1308,600025,华能水电,水力发电,云南,46.6,18.0,180.0,16523018.0,569186.06,10500894.0,1889239.75,1.05,0.019,2.21,1.59,20171215,229678.8,0.13,0.0,0.0,44.76,11.43,360719.0,1808,华能水电,-15.4655,-52.2106,1.4378,6.8175,,0.6538,1588,华能水电,-2.3565,-14.3245,12.1375,3.1923,,12.1845,1600,华能水电,-3.1383,-16.3309,7.7691,3.5414,,7.5379999999999985,2743,华能水电,-16.9626,-47.3241,15.3339,3.5482,-53.3333,15.6147,1545,华能水电,-17.4323,-13.0936,13.5846,3.6115,,13.8263,2344,华能水电,-35.0675,-83.8434,-0.3209,3.1104,,-1.154,2386,华能水电,-26.2249,-72.2896,1.8287,3.9787,,1.3307,2923,华能水电,-10.8698,-70.97800000000002,2.1706,3.5042,-78.5714,1.9144,719,华能水电,13.654000000000002,54.1997,3.111,4.0967,,2.9019,192,华能水电,19.0266,327.529,11.7967,4.0002,,12.1648,435,华能水电,5.5644,113.2261,4.6096,3.8409,,4.7119,216,华能水电,11.2149,223.5825,16.1903,3.6479,366.6667,17.1275,2591,华能水电,-9.4287,-54.1207,13.6402,0.41,,15.1252
1309,2735,王子新材,塑料,深圳,105.84,0.42,0.84,74823.93,59888.03,9913.71,24189.71,2.87,0.077,6.29,5.21,20141203,27041.18,3.21,12.39,-20.07,23.2,4.89,9042.0,645,王子新材,2.0153,26.3836,,,0.0,,1430,王子新材,-1.6091,-4.5909,65.9674,32.7834,-30.0,66.2296,1624,王子新材,-4.5342,-18.0993,62.3988,31.0688,,61.4923,2294,王子新材,-8.1042,-16.9845,4.6729,-1.0774,-37.7358,4.5175,1516,王子新材,-11.5334,-10.7337,4.4795,4.5758,-14.2857,4.2679,1193,王子新材,-2.3111,11.0512,4.9065,13.2714,7.1429,4.68,864,王子新材,-0.5821,31.3424,5.8439999999999985,12.3561,33.3333,5.5303,867,王子新材,7.3638,42.1313,7.0194,9.0218,39.3939,6.6672,598,王子新材,27.6892,72.3812,7.7147,13.1962,66.6667,7.3457,714,王子新材,28.4063,57.9041,7.8591,10.4967,60.0,7.4647,986,王子新材,29.3433,38.5702,24.5581,24.1047,35.7143,24.2187,2159,王子新材,26.332,0.1208,8.7661,29.0494,4.3478,7.2856,2351,王子新材,12.3926,-29.462,8.2322,18.381,-20.0,6.5655
1310,300314,戴维医疗,医疗保健,浙江,62.07,1.89,2.88,86474.68,53966.86,23527.14,17553.43,0.61,0.052000000000000005,2.75,4.68,20120508,28282.78,0.98,-11.29,-25.82,48.88,22.12,26101.0,1061,戴维医疗,4.3114,6.2761,6.2034,5.0781,10.0,6.2034,1402,戴维医疗,-3.7332,-2.6544,5.733,5.5722,-47.0588,5.733,1368,戴维医疗,-1.5279,-2.481,5.6283,5.8588,-47.8261,5.6283,2281,戴维医疗,-3.4131,-16.1778,4.3252,4.7336,-52.9412,4.3252,1164,戴维医疗,2.146,7.1261,4.3941,5.5338,-43.0,4.3941,1077,戴维医疗,2.7532,15.4476,5.5278,6.6701,20.3333,5.5278,848,戴维医疗,10.9029,32.4388,6.5352,7.478,37.0,6.5352,930,戴维医疗,20.7455,38.3488,7.2569,11.4587,37.5,7.2569,1499,戴维医疗,22.176,11.5961,7.3664,9.1037,11.6427,7.3664,1328,戴维医疗,27.465,21.2984,7.1811,7.8718,21.3296,7.1811,1842,戴维医疗,21.9484,6.1174,6.5123,7.9076,6.0827,6.5123,2614,戴维医疗,14.7035,-24.3425,3.9748,3.3717,-27.2727,3.9748,2302,戴维医疗,-11.2911,-25.8191,3.1936,3.1591,-28.5714,3.1936
1311,300193,佳士科技,专用机械,深圳,38.77,4.56,5.07,265083.19,222104.72,34426.75,127903.71,2.52,0.045,4.53,1.55,20110322,45383.55,0.89,-0.63,22.64,34.25,13.12,36511.0,1389,佳士科技,-13.3,-9.2812,-0.6535,-0.4519,0.0,-0.2551,1014,佳士科技,-8.74,12.4533,6.2824,2.0316,12.5,6.2335,867,佳士科技,-5.109,19.7055,6.5036,4.432,18.5185,6.7313,596,佳士科技,6.227,52.2017,4.2346,8.0187,-32.9954,4.3736,938,佳士科技,14.0282,17.3837,5.5057,10.3876,-50.0,5.4481,1011,佳士科技,8.9854,18.5471,2.9606,6.9068,-47.5441,2.8169,1086,佳士科技,11.9625,20.6156,3.0,7.1202,-46.875,2.8099,940,佳士科技,12.9086,37.9214,6.7422,8.4885,29.5082,6.5929,833,佳士科技,36.4419,43.9689,6.7439,6.7096,33.3333,6.6965,1004,佳士科技,23.9752,36.8628,6.4856,6.9637,27.2727,6.4445,1106,佳士科技,15.461,31.7323,6.6878,6.4978,23.5294,6.601,897,佳士科技,14.3133,42.363,7.3887,6.1445,41.1879,7.2141,1169,佳士科技,-0.6327,23.5689,7.2943,5.9728,25.0,7.1086
1312,2397,梦洁股份,纺织,湖南,22.01,4.13,7.63,331113.84,210427.45,73163.71,72963.35,0.96,0.067,2.67,2.2,20100429,44817.4,0.59,46.54,40.85,46.53,9.81,36049.0,875,梦洁股份,-17.7373,13.0022,9.2309,9.6559,-47.3684,9.1794,1201,梦洁股份,-16.0702,5.6238,10.8667,4.4873,-53.3889,10.8231,1128,梦洁股份,-10.4469,7.4025,10.9766,4.427,-51.8129,10.9423,1731,梦洁股份,-3.1037,5.1322,9.7156,5.3686,-53.0612,9.2307,1323,梦洁股份,2.0492,1.1236,9.4439,8.5123,-52.0,9.0011,1529,梦洁股份,-8.6472,-0.7937,8.4833,15.9856,-4.6484,8.0227,1786,梦洁股份,-5.1127,-5.8445,7.8006,15.8112,-8.2879,7.2571,2702,梦洁股份,-4.6697,-36.4561,9.2393,26.1982,-39.1304,3.2572,1080,梦洁股份,32.4124,29.5575,9.5923,25.9156,10.4167,3.3851,916,梦洁股份,43.2102,41.8658,10.6925,28.8752,25.0,4.194,740,梦洁股份,42.0824,57.5038,11.9602,37.0408,25.0892,4.8226,2532,梦洁股份,33.6887,-18.6245,37.7083,32.2848,-50.0,38.0938,875,梦洁股份,46.5417,38.5981,37.1128,34.5727,26.4151,37.2028
1313,300039,上海凯宝,中成药,上海,18.99,7.19,10.71,285055.88,227983.3,32129.86,862.45,0.01,0.093,2.3,3.07,20100108,116907.27,1.09,13.88,9.8,84.64,19.12,38089.0,917,上海凯宝,10.1408,11.4787,17.2961,22.558000000000003,-7.2,17.2961,1271,上海凯宝,9.9941,3.2230000000000003,18.5871,33.5421,-21.6552,18.5871,1433,上海凯宝,1.5548,-7.2905,16.1305,24.66,-29.8068,16.1305,2338,上海凯宝,-5.7585,-19.3797,6.4131,14.6078,-38.8276,6.4131,1450,上海凯宝,2.9264,-6.7651,5.6096,10.0534,-28.3764,5.6096,1477,上海凯宝,0.2165,1.0973,7.8862,1.3229,1.5845,7.8862,1606,上海凯宝,4.1655,2.1532,7.7498,3.9565,2.4574,7.7498,2127,上海凯宝,7.262,0.3403,9.7133,4.1723,0.4732,9.7133,1567,上海凯宝,6.1872,9.121,9.6897,4.7052,10.331,9.6897,1970,上海凯宝,5.4874,1.5937,13.2542,8.7158,-21.3605,13.2542,2025,上海凯宝,5.0237,1.7611,8.0511,5.1052,-21.0425,8.0511,2251,上海凯宝,4.8602,-3.6454,7.506,6.0053,-25.287,7.506,1546,上海凯宝,13.8816,9.7975,7.5967,7.3757,-15.5455,7.5967
1314,899,赣能股份,火力发电,江西,50.81,6.47,9.76,738810.5,155140.63,341545.44,243353.95,2.49,0.023,4.6,1.02,19971126,76235.27,0.78,-15.94,-68.9,7.83,4.02,42631.0,369,赣能股份,-4.0845,59.6466,22.3203,-4.2364,59.6229,22.4279,466,赣能股份,-10.5852,51.6762,22.99,-4.0913,51.67100000000001,23.5796,432,赣能股份,-3.5235,54.4952,23.3585,-5.3153,52.9545,23.9132,639,赣能股份,-4.3615,48.1514,24.1341,0.3893,48.3333,24.6649,1431,赣能股份,-20.1757,-5.7401,114.4205,29.338,-37.5153,115.2649,1582,赣能股份,-19.4886,-4.1713,99.7787,29.7834,-36.4891,99.7787,1849,赣能股份,-16.7366,-9.7607,92.831,27.6131,-40.1932,92.831,2672,赣能股份,-14.7327,-34.1694,81.7589,26.6752,-55.0562,81.7589,2396,赣能股份,20.5465,-51.4158,-1.7265,-0.1851,-51.4342,-1.7265,2743,赣能股份,12.9744,-64.1995,-1.7244,0.3286,-64.2013,-1.7244,2824,赣能股份,0.8867,-58.7892,-3.3371,-0.4512,-58.7826,-3.3371,3083,赣能股份,-2.3107,-95.6508,-6.2933,-3.2799,-95.775,-6.2933,2680,赣能股份,-15.9365,-68.9009,-7.104,-3.9355,-68.8591,-7.104
1315,2495,佳隆股份,食品,广东,73.67,6.82,9.36,124332.45,27355.08,38452.6,5495.26,0.06,0.012,1.23,2.89,20101102,11180.71,0.12,40.61,84.44,44.38,12.98,64572.0,1196,佳隆股份,-12.3348,1.6756,-1.8098,-1.1687,-57.1809,-1.8098,938,佳隆股份,1.8245,15.6019,1.0045,2.6195,-51.2093,1.0045,939,佳隆股份,5.942,15.8659,1.1135,3.4475,-51.1934,1.1135,1587,佳隆股份,8.8854,8.6822,0.9004,5.7552,-54.257,0.9004,1232,佳隆股份,10.1775,4.315,3.6039,6.1572,4.3478,3.6039,1900,佳隆股份,-14.4278,-21.8566,2.4154,1.3539,-21.7672,2.4154,2041,佳隆股份,-16.4418,-24.166,2.1379,0.9976,-45.6998,2.1379,2474,佳隆股份,-10.6918,-18.3871,2.3512,0.0435,-41.6244,2.3512,2354,佳隆股份,-5.1928,-45.8702,1.8577,1.4766,-61.3095,1.8577,2458,佳隆股份,-6.2267,-25.6181,2.3567,4.0693,-46.832,2.3567,2547,佳隆股份,-2.7432,-27.2174,2.166,3.6765,-27.3292,2.166,2730,佳隆股份,-3.7587,-33.6586,1.9219,4.3326,-33.6232,1.9219,478,佳隆股份,40.6114,84.4382,2.3708,4.149,84.6154,2.3708
1316,2363,隆基机械,汽车配件,山东,36.76,3.86,4.16,325096.59,199268.5,101197.27,137767.5,3.31,0.048,5.41,1.31,20100305,41075.28,0.99,-1.04,-19.27,17.36,4.35,31468.0,751,隆基机械,-3.2132,19.9446,3.8596,-4.8679,-38.4615,2.7953,906,隆基机械,17.0393,16.958,3.3175,4.7517,20.0,2.8592,858,隆基机械,21.2722,19.977,2.7863,1.5037,21.4286,3.0566,1204,隆基机械,11.992,19.2664,2.7407,-5.2662,26.6667,3.1037,1277,隆基机械,43.382,2.7148,34.9673,12.6356,-12.5,37.3159,1316,隆基机械,6.7462,6.1548,35.6479,5.5494,-8.3333,37.9349,1522,隆基机械,-2.1316,5.1832,35.3285,10.3891,-17.6471,37.5661,1714,隆基机械,6.1496,10.9954,35.4755,23.5637,-15.7895,37.6585,1812,隆基机械,11.6004,1.1779,2.1929,7.7212,-14.2857,2.4738,1709,隆基机械,20.5209,9.7416,2.7687,5.367000000000001,0.0,3.0891,1778,隆基机械,21.8946,7.4723,2.7582,7.6753,7.1429,3.0947,2374,隆基机械,17.1808,-9.3615,19.215,21.9711,-12.5,20.27,2209,隆基机械,-1.0425,-19.2777,19.3217,19.7923,-16.6667,20.2416
1317,300279,和晶科技,元器件,江苏,48.76,3.1,4.49,316535.0,143667.25,34623.73,100003.78,2.23,0.061,3.8,3.11,20111229,23995.4,0.53,-12.72,-12.87,23.79,7.88,10417.0,890,和晶科技,42.9052,12.3388,63.7558,87.7268,0.5660000000000001,63.7558,792,和晶科技,16.1584,23.723000000000006,60.8777,84.5533,11.4859,60.8777,1064,和晶科技,13.8364,10.5751,59.136,61.8622,1.4667,59.136,1863,和晶科技,15.4967,1.4844,1.7348,25.6648,-7.6726,1.7348,153,和晶科技,46.7261,223.7223,85.4779,89.1033,184.4278,79.7172,253,和晶科技,68.5688,158.6488,178.5511,105.2884,141.7867,172.9908,121,和晶科技,70.2661,344.1859,182.7425,114.0292,210.5125,173.9993,151,和晶科技,68.3868,287.6787,181.0866,107.6445,151.2465,171.5217,543,和晶科技,50.2787,83.1921,55.9056,37.1569,28.3641,54.6298,1088,和晶科技,26.5465,31.3713,4.8828,29.305,-66.329,2.7341,1591,和晶科技,12.2993,12.9631,5.6593,24.6339,-58.7601,4.6314,2281,和晶科技,7.8133,-5.1149,4.6563,17.0922,-62.2712,4.0618,2273,和晶科技,-12.7225,-24.1864,4.1257,9.0474,-68.8592,3.8648
1318,603993,洛阳钼业,小金属,河南,28.81,129.54,215.99,9819974.0,4138073.5,2291331.5,2758279.5,1.28,0.07200000000000001,1.8,4.59,20121009,706744.31,0.33,28.53,159.54,44.9,20.86,269387.0,1528,洛阳钼业,-27.4559,-21.3351,14.5232,31.3512,-14.2857,16.9863,2015,洛阳钼业,-38.7724,-55.9572,11.6576,44.131,-54.5455,12.4421,2049,洛阳钼业,-39.0956,-58.6188,30.5989,35.3811,-57.3458,32.0895,2837,洛阳钼业,-37.0069,-60.9428,17.6444,10.0719,-86.1111,18.5868,1936,洛阳钼业,-2.278,-53.83,17.6078,12.3838,-83.3333,18.4769,1097,洛阳钼业,-0.4145,14.6439,20.9364,5.7344,-66.3333,21.8808,1774,洛阳钼业,10.123,-5.0374,2.7604,48.4759,-71.8928,3.013,815,洛阳钼业,65.5906,44.9618,92.7234,185.4447,20.0,7.9787,115,洛阳钼业,399.6429,641.6055,93.6928,167.0988,300.0,10.0058,320,洛阳钼业,415.7392,173.0364,48.545,156.2457,65.0165,8.0208,171,洛阳钼业,406.4745,301.4508,145.5071,123.7292,160.1156,109.0365,186,洛阳钼业,247.4683,252.7747,33.7019,10.9935,133.3333,103.6347,470,洛阳钼业,28.5274,85.8354,33.6922,11.4787,75.0,101.3049
1319,600079,人福医药,化学制药,湖北,29.31,12.86,13.54,3674044.0,1614300.63,414815.88,493746.09,3.65,0.11,8.63,1.78,19970606,507153.56,3.75,33.28,-10.21,41.02,4.0,66861.0,575,人福医药,32.8094,32.2577,64.5611,58.2997,44.4444,66.3016,843,人福医药,35.0242,20.0701,65.8534,47.6142,18.6047,66.4941,720,人福医药,37.4564,27.6957,66.048,59.7482,-43.5484,65.8106,837,人福医药,42.5767,34.2112,60.3054,49.1872,-38.8235,66.8668,992,人福医药,25.6829,14.9727,12.7693,26.0057,-53.8462,7.5527,650,人福医药,27.6994,41.3539,14.5218,68.9655,-35.2941,8.679,778,人福医药,26.5969,35.9018,30.0857,43.3067,37.1429,28.4731,1198,人福医药,22.6475,26.5959,30.5004,45.5918,21.1538,27.4123,1056,人福医药,24.1584,30.4511,28.4692,37.7405,16.6667,29.2996,2168,人福医药,20.068,-7.731,25.1083,11.613,-21.2121,29.0525,290,人福医药,21.7526,164.0751,29.3571,39.4576,204.1667,24.1731,391,人福医药,25.2595,114.622,38.5895,33.9741,142.8571,34.684,1792,人福医药,33.2847,3.5996,37.0629,32.7043,-21.4286,33.3978
1320,777,中核科技,机械基件,江苏,0.0,3.83,3.83,206074.55,138724.34,27203.24,24948.74,0.65,-0.041,3.29,3.95,19970710,46815.76,1.22,50.27,-17.47,16.07,-9.75,81860.0,1115,中核科技,-5.7861,4.2407,4.6881,-2.2353,-41.7431,4.9522,1423,中核科技,-2.9432,-4.117,4.7062,-4.141,-3.5941,4.9589,1365,中核科技,-5.6757,-2.1753,4.669,-7.8221,-2.2744,4.8987,1263,中核科技,-0.5541,17.6618,5.8176,4.3554,20.4691,6.2994,1842,中核科技,-19.3589,-40.5877,5.1137,-1.1151,-37.0079,5.5817,1760,中核科技,-14.7628,-14.0835,5.1298,0.2468,-13.5965,5.5606,1829,中核科技,-14.3331,-8.3449,9.1675,-1.3526,-7.5826,11.3428,1320,中核科技,-6.5471,22.2089,9.6793,1.1979,21.6814,11.8007,2600,中核科技,-52.8774,-226.2585,7.6449,3.2713,-208.75,9.5929,2855,中核科技,-24.2758,-98.8392,6.3423,5.5266,-92.3858,8.3258,2956,中核科技,-16.8719,-96.4414,0.6741,9.4467,-89.8457,0.9882,2949,中核科技,-9.646,-60.8419,-0.1346,7.3809,-57.7455,0.212,3015,中核科技,50.274,,-0.5117,10.6879,17.5287,-0.1987
1323,2709,天赐材料,化工原料,广东,9.29,1.79,3.4,416979.31,243847.47,80558.32,107275.47,3.16,1.211,8.33,5.41,20140123,135901.66,4.0,14.95,543.43,24.98,94.35,34073.0,1034,天赐材料,13.4767,7.2991,2.1144,15.1188,11.1111,4.3039999999999985,1485,天赐材料,16.8259,-8.0261,2.1352,29.7459,-4.0,4.5383,1405,天赐材料,25.4647,-5.3226,5.5397,39.2381,-2.3256,5.5397,573,天赐材料,34.0261,55.5296,40.6926,58.50899999999999,57.6923,39.6765,74,天赐材料,122.8573,482.6386,46.9289,54.1521,450.0,45.9619,90,天赐材料,117.4854,555.0136,57.8334,44.6086,151.0417,56.8949,83,天赐材料,108.5094,529.5613,69.6648,53.1027,135.7143,68.7728,144,天赐材料,94.2522,297.6182,37.135,43.6053,50.0,37.5741,1970,天赐材料,9.9167,-9.3634,42.3557,44.676,-63.6364,34.8924,2194,天赐材料,16.7579,-8.8533,35.5203,48.7009,-8.7137,28.8937,2342,天赐材料,13.9587,-12.5636,69.9814,69.8346,-14.1414,64.1224,2602,天赐材料,11.9775,-23.8062,61.8651,58.0778,-25.2033,55.909,76,天赐材料,14.9531,540.2955,62.551,62.5879,505.0,67.2997
1324,541,佛山照明,家用电器,广东,25.91,10.72,13.99,583289.13,333501.25,48193.23,28582.14,0.2,0.069,3.48,2.06,19931123,182815.34,1.31,2.72,-19.46,22.16,8.59,90239.0,525,佛山照明,9.601,38.6525,6.0829,8.1028,45.7143,5.67,1975,佛山照明,-1.2116,-48.4504,47.2427,44.6872,-59.1921,48.1012,2125,佛山照明,-5.2474,-77.475,49.3362,49.493,-81.2052,50.3156,2941,佛山照明,-6.2563,-85.8682,63.4429,61.8618,-84.4444,64.9994,1102,佛山照明,17.8515,9.6231,61.7262,60.3841,-16.9608,63.1484,317,佛山照明,15.1741,114.0714,23.4102,22.3572,106.4721,23.8012,130,佛山照明,15.3508,315.3303,10.0919,11.2408,281.6291,10.2565,12,佛山照明,17.0266,2747.9878,-1.0334,0.8576,1906.9048,-0.6585,1448,佛山照明,20.9374,13.4143,1.3914,1.4571,11.2161,1.7315,1613,佛山照明,15.2793,12.232,-12.3981,-11.2179,10.3872,-12.0862,340,佛山照明,14.5649,143.2106,-2.6316,-4.713,142.2343,-2.2205,2697,佛山照明,12.884,-30.5087,-4.1123,-6.9565,-30.9645,-4.2351,2201,佛山照明,2.7181,-18.5972,-6.0758,-6.5201,-19.4268,-6.2147
