,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,year,quanter
27,000886,海南高速,1.2401,0.0438,4.1801,0.2449,27.0435,2018,1
28,300216,千山药机,1.2091,0.0192,,0.0226,2.6959,2018,1
29,600784,鲁银投资,1.2016,0.1133,5.5604,0.1912,19.5705,2018,1
30,000831,五矿稀土,1.192,0.0582,4.4306,1.6724,176.1633,2018,1
31,000752,西藏发展,1.1693,0.0838,11.3779,0.6779999999999999,70.0634,2018,1
32,600077,宋都股份,1.1633,0.0309,33.5696,0.04,5.386,2018,1
33,600962,国投中鲁,1.1616,0.1479,62.7008,0.396,40.5729,2018,1
34,000014,沙河股份,1.1287,0.0482,23.9285,0.0978,10.9573,2018,1
35,600217,中再资环,1.095,0.1086,8.4032,0.175,24.0695,2018,1
36,300402,宝色股份,1.0905,0.023,,0.0384,3.9486,2018,1
37,000655,*ST金岭,1.0898,0.1005,19.8371,0.7798,93.3693,2018,1
38,000667,美好置业,1.087,0.0103,,0.0164,2.0536,2018,1
39,000909,数源科技,1.0746,0.0886,61.5843,0.1323,22.198,2018,1
40,600988,赤峰黄金,1.0743,0.1006,14.9262,0.23199999999999998,36.6315,2018,1
41,603959,百利科技,0.9711,0.0799,6.1978,0.1462,15.6055,2018,1
42,300056,三维丝,0.9576,0.0411,,0.0869,9.5988,2018,1
43,000548,湖南投资,0.9193,0.0253,55.6371,0.1217,12.2293,2018,1
44,000611,天首发展,0.9145,0.0025,,0.0041,0.4655,2018,1
45,600251,冠农股份,0.8983,0.1076,7.9028,0.2209,26.6822,2018,1
46,000018,神州长城,0.8768,0.0686,3.7008,0.0868,10.2421,2018,1
47,600368,五洲交通,0.8656,0.0257,1.7916,0.0376,16.2253,2018,1
48,600674,川投能源,0.8459,0.0059,0.217,0.0243,3.7332,2018,1
49,600025,华能水电,0.8128,0.0146,5.9005,0.0194,6.7544,2018,1
50,000573,粤宏远A,0.81,0.0158,,0.0329,6.0291,2018,1
51,600236,桂冠电力,0.8004,0.0439,2.3307,0.0783,38.8088,2018,1
52,300101,振芯科技,0.7905,0.0561,2.5122,0.2375,39.34,2018,1
53,600967,内蒙一机,0.7889,0.0609,19.9505,0.1012,10.7125,2018,1
54,603797,联泰环保,0.7588,0.0129,2.1371,0.0197,4.5884,2018,1
55,600900,长江电力,0.7414,0.0203,2.133,0.038,9.8711,2018,1
56,000415,渤海金控,0.7398,0.0188,9.2939,0.0214,9.0617,2018,1
57,000958,东方能源,0.7332,0.0678,6.7026,0.0948,19.1238,2018,1
58,300536,农尚环境,0.7199,0.0587,12.7956,0.1231,12.3131,2018,1
59,600864,哈投股份,0.7190000000000001,0.0075,10.4273,0.011000000000000001,1.5522,2018,1
60,600548,深高速,0.7127,0.0214,2.2,0.0336,10.8848,2018,1
61,600202,*ST哈空,0.7122,0.0286,,0.0437,4.4305,2018,1
62,000838,财信发展,0.7076,0.0225,22.433000000000003,0.0279,3.8928,2018,1
63,000720,*ST新能,0.7024,0.0518,0.4966,0.0757,13.4922,2018,1
64,300097,智云股份,0.6970000000000001,0.0468,3.8854,0.1944,19.5463,2018,1
65,600033,福建高速,0.6939,0.0243,1.7964,0.0616,12.0522,2018,1
66,002695,煌上煌,0.6924,0.1254,5.7757,0.59,87.0908,2018,1
67,300684,中石科技,0.6918,0.0947,5.4319,0.3715,40.1603,2018,1
68,600012,皖通高速,0.6886,0.0349,1.8975,0.1235,48.4925,2018,1
69,002681,奋达科技,0.6783,0.0504,8.0033,0.184,26.9785,2018,1
70,000758,中色股份,0.6744,0.1146,14.3854,0.168,21.0122,2018,1
71,600640,号百控股,0.6667,0.0896,11.7949,0.41700000000000004,42.403,2018,1
72,300144,宋城演艺,0.6573,0.0514,1.4644,0.3494,35.3633,2018,1
73,002451,摩恩电气,0.6542,0.0484,6.3839999999999995,0.0851,9.7915,2018,1
74,300404,博济医药,0.6504,0.0352,4.3346,0.1237,13.0879,2018,1
75,300741,华宝股份,0.6489,0.0369,1.1308,0.7987,81.0077,2018,1
76,600777,新潮能源,0.6462,0.03,7.3382,0.0825,28.1541,2018,1
77,600110,诺德股份,0.6417,0.0504,10.4515,0.0786,10.0655,2018,1
78,600020,中原高速,0.6377,0.0148,2.87,0.0197,5.6693,2018,1
79,300069,金利华电,0.634,0.0376,4.2615,0.1123,11.4473,2018,1
80,600977,中国电影,0.6301,0.08199999999999999,3.5836,0.2528,27.3028,2018,1
81,000671,阳光城,0.6291,0.0119,13.7376,0.0138,2.1866,2018,1
82,300152,科融环境,0.6269,0.0151,,0.0283,3.4601,2018,1
83,300214,日科化学,0.6191,0.0674,3.3849,0.8949,92.3557,2018,1
84,600870,*ST厦华,0.6046,0.1954,,0.1901,19.0083,2018,1
85,000792,盐湖股份,0.598,0.0202,,0.0278,5.7974,2018,1
86,300612,宣亚国际,0.5965,0.0872,16.143,0.4666,46.6629,2018,1
87,603637,镇海股份,0.5942,0.0449,8.5431,0.1832,19.1798,2018,1
88,000885,同力水泥,0.591,0.0313,1.9206,0.0428,11.1385,2018,1
89,300215,电科院,0.5833,0.0208,7.851,0.0427,6.6182,2018,1
90,300631,久吾高科,0.5811,0.0341,6.4173,0.1372,17.0655,2018,1
91,002466,天齐锂业,0.5792,0.0538,1.2167,0.1327,41.305,2018,1
92,300562,乐心医疗,0.5768,0.1061,36.4269,0.3138,31.4012,2018,1
93,300548,博创科技,0.5751,0.0598,2.968,0.6406,79.1392,2018,1
94,000036,华联控股,0.5684,0.0261,2.2183,0.0549,8.4765,2018,1
95,600565,迪马股份,0.568,0.0172,6.7577,0.0212,2.9041,2018,1
96,601985,中国核电,0.5603,0.0149,2.1191,0.0201,11.5371,2018,1
97,600250,南纺股份,0.5577,0.0647,,0.084,8.4217,2018,1
98,002492,恒基达鑫,0.5513,0.0199,3.1039,0.1008,15.6287,2018,1
99,002506,协鑫集成,0.5482,0.0533,,0.0663,7.449,2018,1
100,600371,万向德农,0.5479999999999999,0.0443,2.5849,0.1251,15.603,2018,1
101,300227,光韵达,0.5466,0.0602,6.6975,0.1855,21.1405,2018,1
102,601368,绿城水务,0.5458,0.0187,2.1878,0.0302,14.1007,2018,1
103,601518,吉林高速,0.5445,0.0142,1.619,0.0292,13.7989,2018,1
104,600178,东安动力,0.5413,0.0479,45.0921,0.1021,10.6806,2018,1
105,601918,新集能源,0.5374,0.0386,3.0752,0.0474,9.9591,2018,1
106,300357,我武生物,0.5369,0.0636,1.1052,1.1466,126.9676,2018,1
107,002883,中设股份,0.536,0.0698,2.6279,0.6125,61.2946,2018,1
108,002622,融钰集团,0.535,0.0084,,0.0306,7.5105,2018,1
109,601101,昊华能源,0.5331,0.037000000000000005,2.5763,0.08900000000000001,21.346999999999998,2018,1
110,002034,旺能环境,0.5321,0.0189,1.8844,0.0562,15.1462,2018,1
111,002319,乐通股份,0.5318,0.0576,,0.1088,10.8962,2018,1
112,002320,海峡股份,0.5304,0.0443,1.6687,0.4401,56.0272,2018,1
113,002836,新宏泽,0.5269,0.0413,2.7099,0.2845,29.109,2018,1
114,300568,星源材质,0.5245,0.0316,1.0603,0.0606,15.5074,2018,1
115,300204,舒泰神,0.5238,0.055,2.5751,0.3037,35.6536,2018,1
116,002581,未名医药,0.5208,0.0176,0.9323,0.0565,14.3632,2018,1
117,600844,丹化科技,0.5197,0.0533,19.7265,0.2469,26.1597,2018,1
118,000779,三毛派神,0.5194,0.0545,62.1593,0.1042,14.254000000000001,2018,1
119,603758,秦安股份,0.516,0.0403,45.1903,0.7818,78.1784,2018,1
120,600007,中国国贸,0.5134,0.0353,1.9787,0.0859,20.9387,2018,1
121,601326,秦港股份,0.5083,0.0348,2.9931,0.0825,23.7625,2018,1
122,002405,四维图新,0.5066,0.0238,4.3048,0.0844,8.7328,2018,1
123,000685,中山公用,0.496,0.0114,0.9321,0.0495,7.0366,2018,1
124,603773,沃格光电,0.4948,0.0798,1.4724,0.3467,49.2177,2018,1
125,600665,天地源,0.4939,0.0296,7.5520000000000005,0.0347,5.7706,2018,1
126,300027,华谊兄弟,0.4881,0.0333,2.021,0.0701,9.6577,2018,1
127,300595,欧普康视,0.4871,0.0378,1.0634,0.3069,32.0299,2018,1
128,000616,海航投资,0.4868,0.0007,,0.0012,0.3249,2018,1
129,300613,富瀚微,0.4864,0.0389,2.8794,0.3592,38.6452,2018,1
130,300455,康拓红外,0.4858,0.0251,1.5515,0.2298,34.0822,2018,1
131,600703,三安光电,0.4857,0.0352,0.9756,0.155,51.8345,2018,1
132,603168,莎普爱思,0.4831,0.0479,2.2015,0.4986,49.857,2018,1
133,002604,*ST龙力,0.4793,0.0287,,0.0267,3.6258,2018,1
134,600766,园城黄金,0.4788,0.0083,1.1933,0.0127,1.273,2018,1
135,600702,舍得酒业,0.4773,0.0525,2.8747,0.1246,12.8217,2018,1
136,002323,雅百特,0.4749,0.0261,19.2278,0.0391,4.0271,2018,1
137,002287,奇正藏药,0.4727,0.0441,1.3961,0.2327,26.927,2018,1
138,601188,龙江交通,0.4724,0.0136,0.7705,0.0879,8.823,2018,1
139,000150,宜华健康,0.4702,0.0352,2.4885,0.0523,7.0463,2018,1
140,002930,宏川智慧,0.4651,0.0192,1.6696,0.0697,33.8084,2018,1
141,300519,新光药业,0.4518,0.0478,1.1563,0.6444,79.6726,2018,1
142,002818,富森美,0.4482,0.0267,0.8271,0.1361,13.9557,2018,1
143,000429,粤高速A,0.4481,0.0197,0.8428,0.0474,12.8565,2018,1
144,600886,国投电力,0.444,0.0196,2.112,0.0279,12.6012,2018,1
145,002541,鸿路钢构,0.4425,0.0544,9.5339,0.0985,10.1452,2018,1
146,002231,奥维通信,0.4379,0.0241,7.1652,0.1041,10.9027,2018,1
147,600163,中闽能源,0.4379,0.0187,0.9587,0.0378,13.3917,2018,1
148,600506,香梨股份,0.4375,0.0218,,0.4155,149.1552,2018,1
149,002477,雏鹰农牧,0.4339,0.0222,1.1291,0.0324,4.8129,2018,1
150,603896,寿仙谷,0.4301,0.0551,1.5041,0.6666,74.1001,2018,1
151,600896,*ST海投,0.4285,0.0013,,0.0027,0.3201,2018,1
152,600377,宁沪高速,0.4266,0.0266,1.1606,0.0713,16.3734,2018,1
153,000544,中原环保,0.4244,0.0155,2.0745,0.0792,13.7186,2018,1
154,002256,兆新股份,0.4228,0.0185,2.3145,0.0465,5.2485,2018,1
155,002411,必康股份,0.4217,0.0402,3.477,0.0804,17.223,2018,1
156,300187,永清环保,0.4213,0.0168,3.7425,0.0318,3.4793,2018,1
157,300309,吉艾科技,0.4185,0.0133,1.1998,0.0209,5.5395,2018,1
158,300401,花园生物,0.4145,0.063,0.8009,0.6702,68.8543,2018,1
159,600338,西藏珠峰,0.4135,0.0573,1.0256,0.1075,16.9131,2018,1
160,000506,中润资源,0.4085,0.0159,,0.0265,2.8069,2018,1
161,600834,申通地铁,0.4073,0.0268,3.3193,0.0613,9.8886,2018,1
162,600995,文山电力,0.4053,0.0808,1.2069,0.2491,52.1568,2018,1
163,300653,正海生物,0.4022,0.0344,0.8672,0.4006,61.0269,2018,1
164,002138,顺络电子,0.4012,0.0408,1.9167,0.23399999999999999,25.4387,2018,1
165,002925,盈趣科技,0.4012,0.0652,1.5719999999999998,0.4164,45.3478,2018,1
166,300589,江龙船艇,0.3997,0.0311,,0.055,5.6778,2018,1
167,300179,四方达,0.3974,0.0291,2.9263,0.1204,13.5674,2018,1
168,600508,上海能源,0.3948,0.0464,2.0929,0.1295,18.5716,2018,1
169,603712,七一二,0.3943,0.0219,26.5634,0.0474,4.9247,2018,1
170,600759,洲际油气,0.3919,0.0203,3.1705,0.0317,5.8322,2018,1
171,600157,永泰能源,0.3916,0.017,3.452,0.0234,4.7103,2018,1
172,300591,万里马,0.3894,0.0372,,0.0698,6.9754,2018,1
173,300344,太空智造,0.3862,0.0393,1.5384,0.0887,10.8763,2018,1
174,002106,莱宝高科,0.3854,0.0689,,0.3824,50.3133,2018,1
175,000532,华金资本,0.3844,0.0123,5.405,0.019,2.4247,2018,1
176,002661,克明面业,0.3844,0.0894,3.4846,0.36200000000000004,37.9777,2018,1
177,600037,歌华有线,0.384,0.0132,1.1917,0.0787,13.2644,2018,1
178,002821,凯莱英,0.38299999999999995,0.0516,2.6566,0.2829,36.1892,2018,1
179,300467,迅游科技,0.3827,0.0185,1.1964,0.1259,13.0014,2018,1
180,002521,齐峰新材,0.3821,0.0766,14.9416,0.3712,37.9749,2018,1
181,000973,佛塑科技,0.3806,0.0364,12.2495,0.0654,8.0052,2018,1
182,601016,节能风电,0.3802,0.0113,1.0318,0.018000000000000002,6.5868,2018,1
183,600671,天目药业,0.3793,0.0711,0.9703,0.0981,13.9243,2018,1
184,603306,华懋科技,0.3791,0.0414,1.2647,0.5442,61.6252,2018,1
185,601107,四川成渝,0.3788,0.0161,1.3689,0.0279,13.6296,2018,1
186,002625,光启技术,0.3778,0.0043,2.8758,0.0469,6.9098,2018,1
187,000639,西王食品,0.376,0.0606,5.5728,0.129,39.505,2018,1
188,000929,兰州黄河,0.3748,0.0386,,0.1774,18.06,2018,1
189,600184,光电股份,0.3742,0.0525,63.1664,0.1284,12.944,2018,1
190,002213,特尔佳,0.3715,0.0159,,0.1107,11.0688,2018,1
191,600004,白云机场,0.3693,0.0271,1.4585,0.0803,10.8006,2018,1
192,601158,重庆水务,0.3671,0.0191,1.121,0.0859,16.4225,2018,1
193,300199,翰宇药业,0.3664,0.0168,1.0019,0.0514,9.802999999999999,2018,1
194,002453,天马精化,0.3649,0.0391,18.2274,0.0663,6.7748,2018,1
195,000651,格力电器,0.363,0.0658,2.5612,0.0982,9.8684,2018,1
196,600658,电子城,0.3618,0.0124,1.422,0.0284,4.7778,2018,1
197,603283,赛腾股份,0.3615,0.078,3.7035,0.2484,28.1008,2018,1
198,603508,思维列控,0.3608,0.0204,0.9263,0.325,33.2062,2018,1
199,603817,海峡环保,0.3602,0.0142,1.3138,0.0416,8.297,2018,1
200,000505,京粮控股,0.3597,0.1164,18.1214,0.2139,22.6235,2018,1
201,603444,吉比特,0.3592,0.0413,0.7265,0.2075,24.351,2018,1
202,601020,华钰矿业,0.3577,0.027000000000000003,2.1779,0.0704,15.8608,2018,1
203,002611,东方精工,0.3569,0.0241,23.831,0.0621,6.9464,2018,1
204,000688,建新矿业,0.3556,0.0446,1.014,0.5984,73.3709,2018,1
205,300267,尔康制药,0.3552,0.0301,1.719,0.5523,68.9405,2018,1
206,002038,双鹭药业,0.354,0.0327,0.8606,0.5522,63.5609,2018,1
207,002618,丹邦科技,0.3533,0.0101,5.9035,0.0307,4.5495,2018,1
208,300055,万邦达,0.3528,0.0128,1.1193,0.0552,6.825,2018,1
209,603838,四通股份,0.3523,0.0392,1.5285,0.3264,91.4828,2018,1
210,002508,老板电器,0.35100000000000003,0.0663,1.85,0.1966,20.1604,2018,1
211,300502,新易盛,0.3499,0.0461,,0.2422,24.5605,2018,1
212,601666,平煤股份,0.3471,0.036000000000000004,15.2786,0.0527,8.142999999999999,2018,1
213,600350,山东高速,0.3467,0.0077,0.8445,0.0166,6.7769,2018,1
214,000526,紫光学大,0.3463,0.0648,83.4021,0.066,6.6259,2018,1
215,603993,洛阳钼业,0.34600000000000003,0.0262,1.3857,0.0499,17.4465,2018,1
216,300701,森霸传感,0.3458,0.0279,1.0783,0.6365,67.9435,2018,1
217,002475,立讯精密,0.3445,0.0702,5.8021,0.1546,17.7533,2018,1
218,300107,建新股份,0.3444,0.0779,0.8273,0.8605,89.3168,2018,1
219,300628,亿联网络,0.3437,0.0448,0.7219,1.2312,123.1207,2018,1
220,000899,赣能股份,0.3432,0.0261,8.533,0.0666,9.8625,2018,1
221,603776,永安行,0.3412,0.0257,2.2767,0.0852,11.3332,2018,1
222,300408,三环集团,0.3411,0.0361,1.0883,0.1942,37.7921,2018,1
223,603729,龙韵股份,0.3402,0.0535,9.0419,0.1177,16.1887,2018,1
224,600050,中国联通,0.3397,0.0443,8.5284,0.0965,10.7848,2018,1
225,002555,三七互娱,0.3384,0.0623,1.2366,0.2019,22.9947,2018,1
226,002772,众兴菌业,0.3355,0.0215,1.0012,0.063,35.0525,2018,1
227,300322,硕贝德,0.3338,0.0643,6.9544,0.1047,11.9605,2018,1
228,000725,京东方A,0.3338,0.0274,3.7164,0.046,14.5228,2018,1
229,603555,贵人鸟,0.3317,0.0357,2.7255,0.0552,7.6467,2018,1
230,002702,海欣食品,0.3309,0.0855,7.0728,0.3689,37.5265,2018,1
231,603960,克来机电,0.3308,0.0344,1.8283,0.0825,8.4761,2018,1
232,600197,伊力特,0.3297,0.0533,1.4141,0.2016,20.5617,2018,1
233,300111,向日葵,0.3286,0.0252,,0.0514,6.6358,2018,1
234,002325,洪涛股份,0.3285,0.027999999999999997,5.2714,0.0452,5.8914,2018,1
235,002770,科迪乳业,0.3264,0.0307,3.8084,0.073,7.4598,2018,1
236,000979,中弘股份,0.3243,0.0082,,0.01,1.8027,2018,1
237,300192,科斯伍德,0.3239,0.0437,3.4143,0.0874,15.3799,2018,1
238,002425,凯撒文化,0.3235,0.0102,0.804,0.0526,8.1134,2018,1
239,300016,北陆药业,0.3232,0.0336,1.3689,0.5475,79.0782,2018,1
240,002600,领益智造,0.3231,0.0583,3.3943,0.1107,12.4324,2018,1
241,603703,盛洋科技,0.32299999999999995,0.0519,,0.1028,10.315,2018,1
242,300488,恒锋工具,0.3227,0.0223,1.0617,0.1512,23.7113,2018,1
243,002113,天润数娱,0.3227,0.0155,2.0267,0.0943,9.458,2018,1
244,601360,三六零,0.3218,0.0387,1.8379,0.1975,20.8147,2018,1
245,600600,青岛啤酒,0.3202,0.071,3.2988,0.1634,20.4886,2018,1
246,603178,圣龙股份,0.3199,0.0553,4.9248,0.0988,13.0862,2018,1
247,002023,海特高新,0.3188,0.0051,1.0966,0.0133,4.7776,2018,1
248,002606,大连电瓷,0.3147,0.0415,7.17,0.1161,14.5227,2018,1
249,300132,青松股份,0.3134,0.0761,1.3086,0.3086,31.8771,2018,1
250,002019,亿帆医药,0.3132,0.0432,1.2444,0.1975,24.723000000000003,2018,1
251,603103,横店影视,0.3105,0.0914,1.5321,0.2891,36.9117,2018,1
252,002071,长城影视,0.3098,0.0194,2.5429,0.0257,2.9878,2018,1
253,300433,蓝思科技,0.3094,0.0399,14.5435,0.0778,12.3652,2018,1
254,601872,招商轮船,0.3072,0.0115,68.5772,0.0232,6.0182,2018,1
255,603166,福达股份,0.3057,0.037000000000000005,3.0001,0.1181,14.919,2018,1
256,300135,宝利国际,0.3045,0.0206,20.8386,0.0339,3.5155,2018,1
257,603477,振静股份,0.3041,0.0298,3.5589999999999997,0.0835,8.3932,2018,1
258,601991,大唐发电,0.3038,0.0209,6.3937,0.0297,8.0546,2018,1
259,300283,温州宏丰,0.3036,0.0546,6.3039,0.0937,11.4712,2018,1
260,600744,华银电力,0.3018,0.0398,24.7168,0.0471,10.2939,2018,1
261,600684,珠江实业,0.2995,0.016,1.0414,0.0222,5.7555,2018,1
262,600119,长江投资,0.2993,0.044000000000000004,22.9497,0.0746,7.6298,2018,1
263,601001,大同煤业,0.2992,0.0289,1.9597,0.0494,8.7541,2018,1
264,600798,宁波海运,0.299,0.0214,4.523,0.0472,17.1122,2018,1
265,300709,精研科技,0.298,0.0281,16.7792,0.1763,18.5502,2018,1
266,603167,渤海轮渡,0.2967,0.0238,0.6409999999999999,0.1069,29.5277,2018,1
267,002549,凯美特气,0.2967,0.027999999999999997,1.6891,0.1146,15.4998,2018,1
268,603585,苏利股份,0.2962,0.0526,1.3607,0.6505,69.3869,2018,1
269,002495,佳隆股份,0.2943,0.0205,2.2677,0.2642,47.4511,2018,1
270,603136,天目湖,0.294,0.0242,1.4323,0.1007,19.6074,2018,1
271,300511,雪榕生物,0.2932,0.042,1.4169,0.0706,11.7496,2018,1
272,600317,营口港,0.2919,0.0208,1.6488,0.0762,18.7137,2018,1
273,601018,宁波港,0.2917,0.0235,1.8023,0.0654,9.3187,2018,1
274,603605,珀莱雅,0.2911,0.0608,2.0947,0.1661,18.8955,2018,1
275,603069,海汽集团,0.2905,0.0475,5.7673,0.1113,12.7398,2018,1
276,000519,中兵红箭,0.2884,0.0274,3.1076,0.1316,15.4451,2018,1
277,601566,九牧王,0.2878,0.0345,1.1131,0.2266,29.4177,2018,1
278,300051,三五互联,0.2878,0.0113,2.8097,0.0386,14.4553,2018,1
279,002265,西仪股份,0.2876,0.0417,19.0425,0.1161,15.4144,2018,1
280,002409,雅克科技,0.2875,0.0476,5.2368,0.3095,33.4638,2018,1
281,600256,广汇能源,0.287,0.0209,1.8714,0.0309,5.7422,2018,1
282,000598,兴蓉环境,0.2869,0.0136,1.0925,0.0309,6.0886,2018,1
283,601199,江南水务,0.2854,0.0118,1.5557,0.027000000000000003,5.5064,2018,1
284,300398,飞凯材料,0.2834,0.0337,1.3627,0.1043,12.7237,2018,1
285,300033,同花顺,0.2831,0.0178,0.8939,0.0647,6.5111,2018,1
286,600519,贵州茅台,0.2826,0.0367,0.5405,0.1687,16.8795,2018,1
287,002562,兄弟科技,0.2818,0.0327,1.6292,0.0944,17.5123,2018,1
288,600103,青山纸业,0.2817,0.0391,3.3211,0.1475,18.2937,2018,1
289,000908,景峰医药,0.2812,0.0234,6.9911,0.0548,11.4053,2018,1
290,000869,张裕A,0.2812,0.0386,1.0601,0.1463,17.3038,2018,1
291,600780,通宝能源,0.2811,0.0353,5.1213,0.0602,17.7109,2018,1
292,002132,恒星科技,0.2778,0.0272,49.9523,0.0534,6.1164,2018,1
293,002582,好想你,0.2774,0.0964,4.2389,0.2816,37.6992,2018,1
294,603328,依顿电子,0.27399999999999997,0.0362,2.3485,0.2399,24.4414,2018,1
295,002294,信立泰,0.2737,0.043,0.7492,0.5119,64.417,2018,1
296,600971,恒源煤电,0.2733,0.0287,2.061,0.0573,7.9767,2018,1
297,603658,安图生物,0.2732,0.0489,1.1585,0.2123,24.5729,2018,1
298,601969,海南矿业,0.2731,0.0176,,0.0466,5.5196,2018,1
299,300679,电连技术,0.2729,0.0218,1.1487,0.3008,31.3438,2018,1
300,600295,鄂尔多斯,0.2727,0.0257,3.2938,0.0358,4.1454,2018,1
301,603881,数据港,0.2719,0.0242,1.2181,0.0536,9.5412,2018,1
302,600331,宏达股份,0.2718,0.027000000000000003,8.7192,0.0683,7.3558,2018,1
303,600211,西藏药业,0.2709,0.0249,0.8344,0.2289,24.901999999999997,2018,1
304,000983,西山煤电,0.2697,0.0334,3.2924,0.0533,8.3346,2018,1
305,603798,康普顿,0.2682,0.0659,1.5601,0.2922,31.7201,2018,1
306,002626,金达威,0.2677,0.0574,0.5986,0.2785,59.4384,2018,1
307,600449,宁夏建材,0.2676,0.0129,,0.0382,5.1207,2018,1
308,600283,钱江水利,0.267,0.0137,1.6325,0.0252,4.8905,2018,1
309,300116,坚瑞沃能,0.2662,0.0101,,0.0116,1.3301,2018,1
310,002381,双箭股份,0.2661,0.0388,4.7945,0.2139,21.4216,2018,1
311,600488,天药股份,0.2661,0.0376,4.341,0.1308,13.3399,2018,1
312,000669,金鸿控股,0.2661,0.0203,2.8805,0.0318,6.2028,2018,1
313,002878,元隆雅图,0.2652,0.0737,2.67,0.2909,29.4391,2018,1
314,000539,粤电力A,0.265,0.0217,24.1098,0.0373,7.8753,2018,1
315,002099,海翔药业,0.2644,0.0226,3.6076,0.0823,8.8603,2018,1
316,002275,桂林三金,0.2641,0.0279,1.0929,0.1697,21.4017,2018,1
317,000613,大东海A,0.264,0.0293,1.3230000000000002,0.2648,31.1882,2018,1
318,600309,万华化学,0.2639,0.054000000000000006,0.8684,0.1007,12.6964,2018,1
319,002799,环球印务,0.2636,0.0402,4.7546,0.1258,12.5773,2018,1
320,002706,良信电器,0.2628,0.0402,2.1314,0.2185,22.1845,2018,1
321,000632,三木集团,0.2625,0.0535,35.833,0.0674,9.6649,2018,1
322,000061,农产品,0.2616,0.0073,8.4956,0.0109,1.9125,2018,1
323,600305,恒顺醋业,0.261,0.0395,1.7722,0.1476,17.8673,2018,1
324,300529,健帆生物,0.2608,0.0299,0.5991,0.1693,19.3654,2018,1
325,300503,昊志机电,0.26,0.0213,1.9586,0.0645,9.8883,2018,1
326,002635,安洁科技,0.2597,0.0184,1.5513,0.0949,10.0049,2018,1
327,600486,扬农化工,0.2596,0.0609,1.4529,0.1661,16.7806,2018,1
328,600566,济川药业,0.2584,0.0741,1.1774,0.21600000000000003,31.1848,2018,1
329,300558,贝达药业,0.2579,0.0263,1.7628,0.1065,14.6692,2018,1
330,601200,上海环境,0.2569,0.0125,0.8974,0.0276,6.8255,2018,1
331,601225,陕西煤业,0.2565,0.0296,0.7528,0.0707,11.6819,2018,1
332,600252,中恒集团,0.2565,0.0247,1.4546,0.1345,15.6306,2018,1
333,600403,大有能源,0.255,0.0304,1.7784,0.0526,5.746,2018,1
334,300394,天孚通信,0.2544,0.027000000000000003,0.9194,0.2624,32.2027,2018,1
335,300276,三丰智能,0.2541,0.0151,2.1396,0.0312,3.2076,2018,1
336,002442,龙星化工,0.2539,0.0633,5.415,0.1104,11.2322,2018,1
337,000088,盐田港,0.2537,0.0024,0.3572,0.0101,5.919,2018,1
338,002191,劲嘉股份,0.253,0.0249,0.8788,0.145,14.8988,2018,1
339,600637,东方明珠,0.2527,0.019,1.4648,0.0988,10.1445,2018,1
340,002680,长生生物,0.2523,0.0187,0.5541,0.1343,15.167,2018,1
341,300387,富邦股份,0.2522,0.0257,2.2472,0.0568,5.7087,2018,1
