,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,year,quanter
0,000815,美利云,424.76,26.59,5.4245,148.0793,0.4674,556.7114,1.7572,2015,4
1,002306,*ST云网,338.65,17.41,56.4558,65.574,0.0819,376.6359,0.4707,2015,4
2,600608,ST沪科,328.63,18.39,7.5907,34.9916,0.1064,190.1716,0.5782,2015,4
3,002517,恺英网络,85.23,27.99,61.185,654.7989,0.9674,2339.3045,3.4564,2015,4
4,603709,中源家居,80.34,13.88,30.9563,59.1177,0.9852,425.8667,7.0977,2015,4
5,603506,南都物业,78.02,11.53,29.7747,54.2872,,470.7624,,2015,4
6,300750,宁德时代,74.23,16.31,38.6415,930.6464,0.4759,5702.8849,2.9167,2015,4
7,002027,分众传媒,73.69,39.28,70.5617,3389.1420000000003,0.8234,8627.4116,2.0961,2015,4
8,600870,*ST厦华,71.82,6.45,6.0729999999999995,13.9903,0.0267,216.7728,0.4143,2015,4
9,600155,宝硕股份,63.78,64.76,2.3226,225.7168,0.4735,348.5158,0.7312,2015,4
10,603890,春秋电子,58.49,6.83,19.3847,87.0937,0.8476,1275.147,12.4101,2015,4
11,002917,金奥博,57.33,18.17,34.6016,72.5265,0.8553,398.957,4.7052,2015,4
12,600734,实达集团,56.92,49.88,24.3921,154.8191,0.4403,310.33799999999997,0.8827,2015,4
13,300590,移为通信,56.72,34.83,55.123000000000005,101.5217,1.692,291.4489,4.8574,2015,4
14,300628,亿联网络,56.0,37.4,58.6328,247.6205,4.4217,661.9126,11.8198,2015,4
15,002928,华夏航空,53.78,13.49,27.7469,241.7375,0.6714,1791.8618,4.9773,2015,4
16,603258,电魂网络,52.23,46.42,95.0561,217.4987,1.2083,468.4699,2.6026,2015,4
17,600876,洛阳玻璃,51.9,21.82,4.3046,144.483,0.2805,662.1566,1.2856,2015,4
18,603103,横店影视,51.0,16.29,28.7352,344.3716,0.8609,2113.1257,5.2828,2015,4
19,603283,赛腾股份,50.32,25.98,54.2386,127.0465,1.0587,488.9477,4.0745,2015,4
20,002568,百润股份,50.2,21.27,76.336,500.1977,0.5582,2351.1977,2.6241,2015,4
21,603858,步长制药,49.45,30.34,82.7929,3536.7644,5.779,11655.6274,19.0451,2015,4
22,603661,恒林股份,49.43,12.4,28.6231,189.7454,2.5299,1530.1670000000001,20.4022,2015,4
23,603816,顾家家居,48.42,13.52,41.1293,498.3119,1.51,3684.8459999999995,11.1662,2015,4
24,603528,多伦科技,47.98,41.6,65.2578,304.9599,1.9674,733.0401,4.7292,2015,4
25,000520,长航凤凰,47.86,15.92,14.0048,122.5947,0.1211,769.9897,0.7607,2015,4
26,603626,科森科技,47.49,18.63,38.0577,198.2373,1.2546,1064.0147,6.7342,2015,4
27,300745,欣锐科技,46.69,26.59,44.288999999999994,91.9038,1.0701,345.5989,4.024,2015,4
28,603156,养元饮品,46.46,28.73,46.2992,2619.9646,5.2928,9117.2535,18.4186,2015,4
29,300709,精研科技,46.18,26.35,52.3739,119.7029,1.8136,454.1813,6.8815,2015,4
30,603579,荣泰健康,46.09,13.93,32.4045,142.7024,2.7181,1023.9781,19.5043,2015,4
31,300681,英搏尔,45.78,21.65,35.7849,92.2841,1.6275,426.1115,7.5151,2015,4
32,603868,飞科电器,45.42,18.03,36.5932,501.7114,1.2798,2782.6268,7.0985,2015,4
33,300033,同花顺,44.99,66.38,88.26,957.2228,1.7805,1441.9449,2.6821,2015,4
34,002841,视源股份,43.79,5.91,19.3021,354.4635,0.9764,5996.0575,16.518,2015,4
35,603377,东方时尚,43.67,24.8,57.2893,329.08,0.8894,1326.8751,3.5861,2015,4
36,002323,雅百特,43.63,28.75,43.2438,266.1905,1.0708,925.6355,3.7237,2015,4
37,002901,大博医疗,42.93,48.11,81.0328,188.5072,0.5236,391.8252,1.0884,2015,4
38,603277,银都股份,42.13,17.85,40.5823,167.968,2.2395,940.6757,12.5423,2015,4
39,300713,英可瑞,42.08,23.68,46.5164,60.5815,1.4254,255.8253,6.0194,2015,4
40,002920,德赛西威,41.22,9.78,26.9619,358.8745,0.7974,3668.2484,8.1516,2015,4
41,002869,金溢科技,40.0,18.57,49.3043,139.6981,1.5824,752.0645,8.519,2015,4
42,603387,基蛋生物,39.42,38.0,82.8139,105.0668,1.0612,276.4203,2.7921,2015,4
43,603380,易德龙,39.32,10.83,25.1656,65.2677,0.5438,602.467,5.0205,2015,4
44,300583,赛托生物,39.08,27.99,44.2462,187.0446,2.338,668.1668,8.352,2015,4
45,300558,贝达药业,38.87,37.75,96.945,345.2981,0.9591,914.6639,2.5407,2015,4
46,603233,大参林,38.72,7.5,41.0284,395.4341,1.0984,5265.4819,14.6263,2015,4
47,002925,盈趣科技,38.7,16.8,33.2911,164.7877,0.4334,980.4484,2.5789999999999997,2015,4
48,603658,安图生物,38.69,38.8,72.7674,278.0268,0.7355,716.4886,1.8954,2015,4
49,600315,上海家化,38.57,37.8,59.1796,2209.9610000000002,3.2787,5845.8653,8.6729,2015,4
50,300519,新光药业,38.39,38.13,65.8219,118.7842,1.9797,311.4782,5.1913,2015,4
51,002852,道道全,38.27,8.36,16.8804,182.9483,2.4393,2186.1739,29.1489,2015,4
52,603680,今创集团,38.01,27.19,39.5921,672.6032,1.7793,2473.4822,6.5436,2015,4
53,300612,宣亚国际,37.96,13.7,47.498999999999995,53.5501,0.9916,390.5962,7.2332,2015,4
54,300656,民德电子,37.9,36.25,50.1015,45.5292,1.0117,125.57700000000001,2.7906,2015,4
55,300668,杰恩设计,37.01,22.29,49.4377,33.0948,1.0479,148.4585,4.7010000000000005,2015,4
56,000963,华东医药,36.91,5.04,23.9771,1096.9124,2.5269999999999997,21727.3835,50.0561,2015,4
57,002905,金逸影视,36.84,10.59,26.3545,246.2671,1.9545,2325.275,18.4545,2015,4
58,300658,延江股份,36.42,13.76,37.2569,63.9733,0.8529,464.6938,6.1959,2015,4
59,603895,天永智能,36.29,20.51,40.3191,60.4743,1.0444,294.8391,5.0922,2015,4
60,300533,冰川网络,36.27,46.37,92.552,171.5492,2.2873,369.8822,4.9317,2015,4
61,603444,吉比特,36.24,58.31,96.4357,174.9777,3.2785,300.0454,5.6219,2015,4
62,002143,印纪传媒,35.98,30.52,47.2397,574.3366,0.5192,1881.5242,1.7009,2015,4
63,300743,天地数码,35.66,11.16,33.9286,34.8556,0.7122,312.0733,6.3769,2015,4
64,603303,得邦照明,35.65,10.56,20.0453,341.1918,1.8955,3230.1267,17.9451,2015,4
65,002931,锋龙股份,35.64,14.91,36.8767,37.7847,0.5668,253.36900000000003,3.8009,2015,4
66,600398,海澜之家,35.62,18.65,40.2716,2953.1317,0.6573,15830.1096,3.5234,2015,4
67,300529,健帆生物,35.53,39.38,84.5503,200.44099999999997,0.5417,508.9052,1.3754,2015,4
68,600340,华夏幸福,35.49,12.52,34.5153,4800.773,1.8145,38334.6897,14.4891,2015,4
69,603605,珀莱雅,35.32,8.73,63.8602,143.7496,0.9583,1645.2104,10.968,2015,4
70,603596,伯特利,35.23,11.28,23.3736,165.9246,1.1061,1470.9223,9.8061,2015,4
71,300595,欧普康视,35.14,50.33,76.9629,88.7048,1.7393,176.2367,3.4556,2015,4
72,600185,格力地产,35.1,53.86,41.1502,1370.765,2.3728,2544.9238,4.4054,2015,4
73,603871,嘉友国际,34.53,16.34,27.4262,102.4569,1.7076,626.6678,10.4444,2015,4
74,300642,透景生命,34.2,38.83,81.4281,65.7786,1.4617,169.382,3.764,2015,4
75,603569,长久物流,34.19,9.01,16.0892,306.0634,25.5052,3394.8699,282.9058,2015,4
76,603980,吉华集团,34.12,22.91,41.5364,668.3658,1.6709,2916.4947,7.2912,2015,4
77,300659,中孚信息,33.79,23.61,65.5717,49.0283,0.8011,207.5811,3.3918,2015,4
78,300641,正丹股份,33.79,12.53,24.7802,138.0068,0.6389,1101.2145,5.0982,2015,4
79,002130,沃尔核材,33.68,35.14,30.5768,569.8733,1.0008,1621.4221,2.8476,2015,4
80,600894,广日股份,33.38,44.44,22.0754,2144.723,2.494,4825.9514,5.6119,2015,4
81,300017,网宿科技,33.21,28.35,44.7623,831.3481,1.1742,2931.6615,4.1408,2015,4
82,603516,淳中科技,33.09,28.45,67.3289,48.1802,1.4455,169.2913,5.0792,2015,4
83,002015,霞客环保,33.05,27.69,8.0653,108.882,0.2717,393.1816,0.9812,2015,4
84,600889,南京化纤,32.75,30.12,13.5467,457.5064,1.4899,1518.4734,4.945,2015,4
85,002868,绿康生化,32.68,20.25,36.9784,78.1046,0.8678,385.6133,4.2845,2015,4
86,603229,奥翔药业,32.36,23.17,51.6138,60.8651,0.5072,262.666,2.1888,2015,4
87,300640,德艺文创,32.32,9.46,24.2109,31.8767,0.5312,336.8898,5.6148,2015,4
88,603160,汇顶科技,32.28,33.79,57.8552,378.3531,0.9458,1119.6013,2.799,2015,4
89,300577,开润股份,32.19,13.4,30.3622,66.2433,1.3248,494.1295,9.8825,2015,4
90,000626,远大控股,32.03,0.55,0.8718,308.0815,1.5213,55366.238,273.4135,2015,4
91,002892,科力尔,31.98,13.14,27.4033,59.6939,0.9044,454.1739,6.8814,2015,4
92,300661,圣邦股份,31.96,17.83,40.6508,70.3584,1.5635,394.45300000000003,8.7656,2015,4
93,002880,卫光生物,31.71,24.92,46.4993,124.8551,1.5414,500.9443,6.1844,2015,4
94,603203,快克股份,31.71,35.48,57.0824,81.624,1.1829,230.0375,3.3338,2015,4
95,603908,牧高笛,31.65,11.92,33.0925,54.243,1.0848,454.9723,9.0994,2015,4
96,300679,电连技术,31.54,24.86,46.1416,225.9399,2.5104,908.7251,10.0969,2015,4
97,300567,精测电子,31.52,18.38,57.5553,76.7504,1.2791,417.5429,6.959,2015,4
98,300690,双一科技,31.47,21.31,45.6958,102.3356,1.9679,480.0942,9.2325,2015,4
99,002837,英维克,31.46,16.09,36.5814,67.8039,1.13,421.3031,7.0217,2015,4
100,603429,集友股份,31.25,26.77,52.5166,46.8712,0.919,175.0716,3.4327,2015,4
101,603486,科沃斯,31.23,6.63,31.7149,178.7733,0.4965,2694.8398,7.4856,2015,4
102,300638,广和通,31.17,10.7,27.7645,34.9183,0.5819,326.1407,5.4356,2015,4
103,603218,日月股份,31.15,22.52,37.5512,423.569,1.1765,1880.5005,5.2236,2015,4
104,002795,永和智控,31.13,13.81,29.6207,66.0018,0.88,477.9147,6.3721,2015,4
105,603885,吉祥航空,31.12,12.83,25.9794,1047.2876,0.9219,8158.2381,7.1815,2015,4
106,600766,园城黄金,31.04,87.07,64.8807,14.7131,0.0656,16.898,0.0753,2015,4
107,300740,御家汇,30.87,6.91,55.11,53.1477,0.4428,768.7225,6.406000000000001,2015,4
108,300570,太辰光,30.86,23.18,36.704,116.4443,1.215,502.1577,5.2399,2015,4
109,603228,景旺电子,30.84,15.77,31.0748,422.4534,1.1734,2677.3097,7.4369,2015,4
110,300723,一品红,30.84,5.87,53.4407,60.4202,0.5035,1028.2975,8.5691,2015,4
111,600213,亚星客车,30.64,1.0,15.2938,20.1963,0.0918,2015.4397,9.161,2015,4
112,603500,祥和实业,30.58,28.33,52.4628,89.2849,0.9448,315.1031,3.3344,2015,4
113,603301,振德医疗,30.56,7.74,29.8971,79.0595,1.0541,1021.0124,13.6134,2015,4
114,002415,海康威视,30.48,23.22,40.103,5869.0496,1.4424,25271.3903,6.211,2015,4
115,000892,欢瑞世纪,30.41,9.67,50.7304,1.3003,0.0031,13.4358,0.0324,2015,4
116,002831,裕同科技,30.34,15.34,31.0212,658.1993,4.3879,4289.6306,28.5975,2015,4
117,300516,久之洋,30.29,31.01,47.6769,119.8102,1.3312,386.3395,4.2926,2015,4
118,603080,新疆火炬,30.26,32.25,48.3195,98.6065,0.9302,305.7198,2.8841,2015,4
119,600550,保变电气,30.18,2.25,18.0584,90.6511,0.059000000000000004,4027.433,2.6244,2015,4
120,603877,太平鸟,30.12,9.07,54.2386,535.9035,1.2759,5903.3367,14.0555,2015,4
121,603595,东尼电子,30.04,19.37,35.5281,56.5866,0.7544,292.0955,3.8946,2015,4
122,603386,广东骏亚,30.0,10.63,23.1821,62.1525,0.4107,584.4586,3.8629,2015,4
123,300454,深信服,29.97,25.02,80.7986,330.0441,0.9167,1318.7583,3.6632,2015,4
124,300561,汇金科技,29.95,41.69,74.2398,70.973,1.6898,170.2347,4.0532,2015,4
125,300615,欣天科技,29.89,25.44,46.6005,52.6604,0.8776,206.9361,3.4489,2015,4
126,002898,赛隆药业,29.69,26.66,56.8605,63.3179,0.5276,237.495,1.9791,2015,4
127,002922,伊戈尔,29.62,15.86,26.2063,126.6881,1.2797,798.3760000000001,8.0649,2015,4
128,000966,长源电力,29.59,15.55,32.1863,952.2388,1.7184,6121.2667,11.0463,2015,4
129,002504,弘高创意,29.59,8.2,19.2111,270.0093,0.6541,3288.8872,7.9685,2015,4
130,603393,新天然气,29.52,21.1,28.7427,200.4049,1.67,949.7128,7.9142,2015,4
131,300738,奥飞数据,29.51,16.76,33.2012,26.8029,2.347,159.8392,13.9964,2015,4
132,601163,三角轮胎,29.47,11.2,22.9633,805.5837,1.3426,7186.944,11.9782,2015,4
133,300737,科顺股份,29.46,13.74,44.713,164.9026,0.8388,1199.5586,6.1019,2015,4
134,300208,恒顺众昇,29.39,29.11,45.1151,338.6488,0.4417,1163.2662,1.5175,2015,4
135,600247,*ST成城,29.35,2.92,2.1216,29.4137,0.0874,1005.8981,2.9898,2015,4
136,603970,中农立华,29.12,2.72,12.2878,88.26700000000001,0.8826,3234.1905,32.3419,2015,4
137,603848,好太太,29.06,19.64,39.8156,133.3611,0.3704,678.7019,1.8852,2015,4
138,002815,崇达技术,29.0,17.12,36.6182,300.8823,0.8357,1756.9418,4.8803,2015,4
139,000625,长安汽车,28.94,14.9,20.0158,9952.7142,2.1344,66771.5805,14.3197,2015,4
140,603083,剑桥科技,28.84,4.64,13.8423,122.8298,1.6733,2644.228,36.0231,2015,4
141,603288,海天味业,28.67,22.22,41.9424,2509.6324,0.9273,11294.38,4.1734,2015,4
142,603063,禾望电气,28.63,34.93,55.7702,332.4875,0.9235,951.6257,2.6434,2015,4
143,600722,金牛化工,28.57,40.73,8.6337,244.4496,0.3593,600.0261,0.8819,2015,4
144,002908,德生科技,28.5,20.94,47.7148,91.1604,0.9116,435.2068,4.352,2015,4
145,000048,康达尔,28.44,8.86,31.4215,203.9844,0.522,2302.0176,5.8909,2015,4
146,300504,天邑股份,28.42,11.07,27.2375,120.4051,0.6003,1086.9883,5.4198,2015,4
147,002624,完美世界,28.12,25.54,50.2037,288.4473,0.5914,1129.3714,2.3156,2015,4
148,600242,中昌数据,28.04,4.42,35.8269,17.9618,0.0657,406.3041,1.4864,2015,4
149,603676,卫信康,28.03,25.65,63.3803,112.9347,0.3137,440.2337,1.2228,2015,4
150,300652,雷迪克,28.0,17.29,34.885,62.0304,0.9398,358.6284,5.4337,2015,4
151,002736,国信证券,27.96,47.87,63.5454,13949.034,1.7011,29139.1316,3.5535,2015,4
152,002280,联络互动,27.96,46.71,71.5053,315.9654,0.4497,676.3553,0.9627,2015,4
153,300498,温氏股份,27.87,12.86,19.5731,6205.3666,1.7117,48237.3698,13.3059,2015,4
154,603138,海量数据,27.86,9.24,21.2499,36.1638,0.588,391.1893,6.3608,2015,4
155,600909,华安证券,27.81,48.87,64.3865,1865.0720000000001,0.6611,3816.2049,1.3527,2015,4
156,300703,创源文化,27.81,7.09,28.7381,36.3188,0.6053,511.8383,8.5306,2015,4
157,002861,瀛通通讯,27.74,17.48,34.7333,134.5558,1.4622,769.7494,8.3651,2015,4
158,600933,爱柯迪,27.72,23.7,42.8776,347.4805,0.511,1465.6812,2.1554,2015,4
159,300484,蓝海华腾,27.7,22.89,46.5931,70.9391,1.8189,309.8211,7.9441,2015,4
160,603165,荣晟环保,27.68,10.77,19.8624,77.1944,0.8125,716.2882,7.5398,2015,4
161,002870,香山股份,27.67,9.79,33.0649,78.9148,0.9507,805.337,9.7028,2015,4
162,000848,承德露露,27.63,17.11,43.4911,463.2347,0.6153,2706.2381,3.5951,2015,4
163,603986,兆易创新,27.61,13.27,28.6662,157.7826,2.1037,1188.7802,15.8504,2015,4
164,002294,信立泰,27.58,36.4,73.7674,1265.92,1.2102,3477.6929,3.3247,2015,4
165,600753,东方银星,27.58,294.11,9.5078,38.6134,0.3016,13.1285,0.1025,2015,4
166,000509,华塑控股,27.49,9.22,17.5199,16.3122,0.0197,176.8367,0.2142,2015,4
167,600066,宇通客车,27.48,11.32,25.3276,3535.2159,1.5967,31210.8739,14.0974,2015,4
168,603239,浙江仙通,27.47,20.69,41.9441,87.729,1.2962,423.9145,6.2635,2015,4
169,603043,广州酒家,27.45,13.51,52.3108,234.6329,0.6628,1736.5446,4.9055,2015,4
170,600816,安信信托,27.29,58.28,78.031,1722.1485,0.973,2954.7673,1.6694,2015,4
171,603912,佳力图,27.25,13.61,40.1443,51.0294,0.4597,374.7819,3.3764,2015,4
172,603556,海兴电力,27.07,21.66,45.468999999999994,433.4086,1.5478,2000.374,7.1441,2015,4
173,300569,天能重工,27.07,17.04,37.0624,172.6104,2.7617,1012.5844,16.2013,2015,4
174,000603,盛达矿业,27.06,31.45,79.2343,259.2667,0.5134,824.3395,1.6323,2015,4
175,603226,菲林格尔,27.05,9.47,30.5744,67.2281,1.0342,709.7103,10.9186,2015,4
176,300695,兆丰股份,27.04,33.65,49.5009,112.7173,2.2543,334.8762,6.6975,2015,4
177,300431,暴风集团,27.03,26.57,65.5075,173.3137,0.6303,652.1101,2.3717,2015,4
178,000018,神州长城,27.03,8.64,21.0787,346.6487,0.7756,4010.3590000000004,8.9735,2015,4
179,002833,弘亚数控,27.01,23.72,37.5848,89.148,0.8914,375.825,3.7582,2015,4
180,000712,锦龙股份,27.0,3509.88,80.1429,913.2206,1.0192,26.0185,0.028999999999999998,2015,4
181,300644,南京聚隆,26.94,9.15,26.1569,75.123,1.565,820.404,17.0917,2015,4
182,300624,万兴科技,26.88,20.96,98.0401,56.4747,,269.3589,,2015,4
183,600452,涪陵电力,26.8,14.88,10.4416,186.1036,1.1631,1249.9639,7.8122,2015,4
184,603321,梅轮电梯,26.8,13.0,32.3986,112.1047,0.4874,862.2358,3.7488,2015,4
185,603722,阿科力,26.78,18.03,37.4679,56.6901,0.8721,314.3829,4.8366,2015,4
186,603757,大元泵业,26.75,10.16,28.5153,64.7485,1.031,636.7917,10.1399,2015,4
187,300508,维宏股份,26.67,39.58,69.1854,51.6897,1.1486,130.5772,2.9017,2015,4
188,603208,江山欧派,26.42,14.26,30.9956,93.7276,1.5465,657.2731,10.845,2015,4
189,300549,优德精密,26.4,14.23,37.6786,44.0099,0.8801,309.09,6.1817,2015,4
190,000651,格力电器,26.37,12.82,32.4597,12532.4428,2.0832,97745.1372,16.2482,2015,4
191,002913,奥士康,26.32,15.32,30.2682,161.7569,1.4972,1055.4529,9.7691,2015,4
192,300512,中亚股份,26.32,22.78,47.1114,133.6817,1.3203,586.5951,5.7935,2015,4
193,000078,海王生物,26.3,4.27,14.6455,474.7321,0.6308,11117.735,14.7741,2015,4
194,002847,盐津铺子,26.28,11.21,46.1119,65.4439,0.7036,583.7043,6.2763,2015,4
195,300662,科锐国际,26.24,8.98,26.0645,65.8317,0.4876,732.3694,5.4249,2015,4
196,002508,老板电器,26.2,18.28,58.1749,830.4912,1.7085,4542.718,9.3457,2015,4
197,603886,元祖股份,26.09,7.25,62.6526,114.4394,0.6357,1577.2014,8.7622,2015,4
198,603730,岱美股份,26.04,13.64,34.1546,317.2568,0.8812,2324.6223,6.4572,2015,4
199,601877,正泰电器,25.99,14.49,34.8536,1743.3048,1.3258,12026.4665,9.1462,2015,4
200,300670,大烨智能,25.97,18.24,34.5456,50.1462,0.619,274.9183,3.3939999999999997,2015,4
201,000333,美的集团,25.82,9.17,25.8438,12706.725,2.978,138441.226,32.4458,2015,4
202,603963,大理药业,25.81,23.33,46.3702,62.2927,0.8305,266.9653,3.5595,2015,4
203,300735,光弘科技,25.74,10.37,28.8302,95.1744,0.3577,917.5335,3.4493,2015,4
204,600566,济川药业,25.73,18.22,84.3404,686.5712,0.8785,3767.8364,4.8215,2015,4
205,600074,*ST保千,25.71,22.53,42.068000000000005,373.4754,0.1619,1656.9935,0.7186,2015,4
206,300600,瑞特股份,25.71,35.38,49.0605,106.7888,1.4238,301.7689,4.0235,2015,4
207,300625,三雄极光,25.65,9.82,32.9556,181.4384,0.8639,1846.9859,8.7951,2015,4
208,300660,江苏雷利,25.63,9.09,25.9058,132.4836,1.7475,1456.2487,19.2091,2015,4
209,300636,同和药业,25.49,22.88,39.758,62.8791,1.0479,274.8141,4.5802,2015,4
210,603313,梦百合,25.49,11.92,34.8565,164.2608,0.9125,1377.2201,7.6512,2015,4
211,603517,绝味食品,25.44,10.29,28.5932,300.8161,0.8356,2921.2985,8.1147,2015,4
212,603305,旭升股份,25.36,22.95,41.7043,80.4996,0.2242,350.7425,0.9769,2015,4
213,603801,志邦股份,25.35,11.13,37.7448,132.3823,1.1031,1188.4152,9.9034,2015,4
214,000895,双汇发展,25.34,9.52,20.7696,4255.5418,1.2892,44696.6676,13.5408,2015,4
215,300715,凯伦股份,25.33,13.08,37.2125,28.5253,0.5282,218.0545,4.038,2015,4
216,603421,鼎信通讯,25.29,27.31,60.606,270.4533,0.6934,990.187,2.5389,2015,4
217,603833,欧派家居,25.28,8.71,31.6468,488.49,1.3075,5607.0897,15.009,2015,4
218,002790,瑞尔特,25.22,19.01,34.9311,154.9711,1.2914,815.1352,6.7927,2015,4
219,300701,森霸传感,25.17,27.29,47.1585,36.1075,0.6017,132.2654,2.2044,2015,4
220,603358,华达科技,25.0,10.85,22.9831,257.2844,2.144,2369.3581,19.7446,2015,4
221,300543,朗科智能,24.89,8.78,18.9566,62.7205,1.3937,713.7609,15.8613,2015,4
222,600647,同达创业,24.86,68.2,31.1133,68.1376,0.4896,99.8977,0.7179,2015,4
223,002875,安奈儿,24.84,8.43,60.2765,70.9086,0.9454,840.2704,11.2036,2015,4
224,603826,坤彩科技,24.81,30.68,44.2186,100.4904,0.3721,327.4639,1.2128,2015,4
225,603060,国检集团,24.79,17.56,46.7114,104.8792,0.6356,597.0379,3.6184,2015,4
226,600996,贵广网络,24.78,19.75,43.7379,415.4078,0.4989,2102.6153,2.5254,2015,4
227,600053,九鼎投资,24.77,25.49,36.1412,286.5357,0.6609,1123.7643,2.592,2015,4
228,002867,周大生,24.76,12.93,32.0031,353.0761,0.8804,2729.0626,6.8056,2015,4
229,000049,德赛电池,24.73,2.72,8.919,230.2234,1.1217,8434.1852,41.0935,2015,4
230,603378,亚士创能,24.72,13.04,39.0518,116.5341,0.7992,893.0521,6.1251,2015,4
231,603416,信捷电气,24.72,26.86,44.8242,81.2862,1.0794,302.5841,4.0183,2015,4
232,603708,家家悦,24.71,2.35,22.144000000000002,247.2552,0.9157,10485.5847,38.8354,2015,4
233,300523,辰安科技,24.71,18.83,60.744,77.7977,1.2966,413.024,6.8837,2015,4
234,603059,倍加洁,24.7,10.8,25.3597,50.986999999999995,0.8497,471.9766,7.8662,2015,4
235,603798,康普顿,24.7,11.74,34.6839,83.4676,1.1129,710.8673,9.4782,2015,4
236,601595,上海电影,24.66,21.41,35.3693,192.7696,0.6884,900.1786,3.2149,2015,4
237,002926,华西证券,24.65,46.94,62.1167,2721.6637,1.926,5797.0313,4.1023,2015,4
238,603888,新华网,24.62,26.29,56.7374,262.3382,1.6847,997.5336,6.4064,2015,4
239,600612,老凤祥,24.59,3.12,8.386000000000001,1117.3517,2.1359,35712.3729,68.2683,2015,4
240,002929,润建通信,24.58,9.58,25.9192,145.1097,1.0504,1513.4482,10.9558,2015,4
241,300613,富瀚微,24.51,20.57,55.9598,37.3591,1.1207,181.6084,5.4482,2015,4
242,300589,江龙船艇,24.44,8.98,22.0161,32.4614,0.4994,361.4618,5.5609,2015,4
243,300582,英飞特,24.31,17.67,38.4705,93.1141,0.9405,526.7479,5.3206,2015,4
244,600519,贵州茅台,24.25,47.46,92.2279,15503.0903,12.3412,32659.5837,25.9987,2015,4
245,300522,世名科技,24.23,24.58,47.0566,55.2881,1.1057,224.8736,4.4974,2015,4
246,000166,申万宏源,24.19,39.89,57.4357,12154.1879,0.818,30462.6031,2.0504,2015,4
247,300550,和仁科技,24.16,22.97,53.1043,51.728,0.8621,225.1258,3.752,2015,4
248,601138,工业富联,24.1,5.26,10.4995,14350.344,0.8095,272799.99199999997,15.39,2015,4
249,002793,东音股份,24.09,13.99,29.1098,81.7874,1.0904,584.2119,7.7894,2015,4
250,002071,长城影视,24.06,23.34,48.1946,231.9337,0.4414,993.4434,1.8907,2015,4
251,600338,西藏珠峰,24.01,10.73,36.1104,160.0388,0.245,1491.4488,2.2839,2015,4
252,603515,欧普照明,24.0,9.75,38.6014,435.9563,0.8359,4468.8584,8.5695,2015,4
253,300559,佳发安泰,24.0,38.76,54.8816,57.5809,1.0702,148.5202,2.7605,2015,4
254,603106,恒银金融,24.0,15.49,40.8584,141.3337,0.6729999999999999,912.2768,4.3441,2015,4
255,002911,佛燃股份,23.99,9.01,20.0286,369.1759,0.7383,4093.8044,8.1876,2015,4
256,603096,新经典,23.98,14.76,31.226999999999997,130.1231,1.3012,881.3755,8.8137,2015,4
257,300578,会畅通讯,23.98,13.34,44.0367,33.3835,0.6182,250.2043,4.6334,2015,4
258,603656,泰禾光电,23.98,24.22,53.8678,75.1255,1.3186,310.1311,5.4437,2015,4
259,002104,恒宝股份,23.82,20.37,36.0292,370.9342,0.5198,1820.6618,2.5515,2015,4
260,300627,华测导航,23.7,14.6,51.9885,52.8822,0.5915,362.0701,4.05,2015,4
261,300653,正海生物,23.68,33.16,94.0158,42.4922,0.7082,128.1325,2.1355,2015,4
262,603685,晨丰科技,23.65,12.7,29.3103,58.7193,0.7829,462.0023,6.16,2015,4
263,603127,昭衍新药,23.64,23.8,51.5348,49.1739,0.8021,206.6057,3.3704,2015,4
264,002850,科达利,23.63,13.63,27.8357,154.4854,1.4712,1132.9705,10.7901,2015,4
265,603639,海利尔,23.59,12.83,34.4074,130.4615,1.4495,1016.3104,11.2923,2015,4
266,603180,金牌厨柜,23.57,6.04,41.1956,47.3376,0.9467,783.5111,15.6702,2015,4
267,002174,游族网络,23.56,33.59,58.0166,515.5666,1.7957,1534.6875,5.3453,2015,4
268,603496,恒为科技,23.53,24.43,54.2861,51.3281,0.6843,210.0276,2.8003,2015,4
269,300687,赛意信息,23.44,10.55,30.6648,43.0965,0.7182,408.4517,6.8075,2015,4
270,600763,通策医疗,23.41,25.24,39.7998,192.4818,0.6003,762.3557,2.3776,2015,4
271,002304,洋河股份,23.39,33.42,61.9057,5365.1855,3.5602,16052.4441,10.652000000000001,2015,4
272,002832,比音勒芬,23.37,16.34,62.6655,123.1902,1.5398,753.6139,9.4201,2015,4
273,300545,联得装备,23.35,20.48,35.6536,51.318999999999996,0.9596,250.46900000000002,4.6837,2015,4
274,002701,奥瑞金,23.32,15.26,34.1726,1016.9768,1.0363,6662.3531,6.789,2015,4
275,300693,盛弘股份,23.3,14.03,51.7441,43.0053,0.6285,306.3244,4.4768,2015,4
276,300736,百华悦邦,23.29,6.45,37.1258,40.0767,0.9839,621.1587,15.25,2015,4
277,002792,通宇通讯,23.27,18.7,39.5287,248.4223,2.0701,1328.3265,11.0693,2015,4
278,603326,我乐家居,23.26,9.75,31.7275,56.4533,0.4704,578.9303,4.8244,2015,4
279,300507,苏奥传感,23.2,16.59,29.7126,77.9326,1.5586,469.6745,9.3934,2015,4
280,603880,南卫股份,23.2,11.83,31.1678,51.2427,0.6832,433.0225,5.7736,2015,4
281,600201,生物股份,23.18,38.48,77.0296,479.7277,0.8374,1246.5058,2.176,2015,4
