,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,year,quanter
24,000014,沙河股份,1.9789,0.1114,,0.2058,29.5715,2017,1
25,002718,友邦吊顶,1.8529,0.1243,10.0902,0.5984,60.1011,2017,1
26,002337,赛象科技,1.6269,0.0315,,0.1308,13.2557,2017,1
27,600621,华鑫股份,1.5044,0.054000000000000006,36.4225,0.1032,18.4298,2017,1
28,600202,*ST哈空,1.4873,0.0407,,0.0652,8.6509,2017,1
29,000831,五矿稀土,1.4616,0.0712,17.1674,1.8969999999999998,199.5045,2017,1
30,600652,游久游戏,1.3012,0.0305,5.1878,0.2831,28.8346,2017,1
31,601188,龙江交通,1.3012,0.0261,1.9554,0.0842,8.5509,2017,1
32,600225,天津松江,1.1797,0.0224,0.8822,0.0257,5.7442,2017,1
33,600091,ST明科,1.1652,0.0121,0.8701,0.0429,16.1579,2017,1
34,600208,新湖中宝,1.1238,0.0141,4.4386,0.0187,4.3115,2017,1
35,000514,渝开发,1.1148,0.0278,12.1893,0.0568,11.4007,2017,1
36,000886,海南高速,1.0723,0.0671,3.8914,0.3811,41.7748,2017,1
37,600727,鲁北化工,1.0411,0.0974,26.2138,0.43,42.9957,2017,1
38,600368,五洲交通,1.0384,0.0351,3.0944,0.0485,23.8357,2017,1
39,002464,众应互联,0.9874,0.0408,1.6821,0.0983,14.860999999999999,2017,1
40,600962,国投中鲁,0.9388,0.1226,37.0415,0.3183,32.6088,2017,1
41,600634,*ST富控,0.9209999999999999,0.0292,2.2849,0.0805,10.8401,2017,1
42,000301,东方市场,0.9142,0.0373,53.1516,0.1013,21.406,2017,1
43,000791,甘肃电投,0.9071,0.0114,,0.0155,11.2273,2017,1
44,600696,ST匹凸,0.8723,0.0967,16.0342,0.1085,25.834,2017,1
45,600213,亚星客车,0.871,0.0587,29.129,0.0618,6.6186,2017,1
46,300741,华宝股份,0.8696,,1.7283,,,2017,1
47,000670,盈方微,0.8657,0.0905,15.2027,0.8755,93.7699,2017,1
48,300224,正海磁材,0.8537,0.0332,39.05,0.1597,17.2192,2017,1
49,600193,*ST创兴,0.8439,0.0677,5.1274,0.4789,47.887,2017,1
50,603500,祥和实业,0.8305,,3.4176,,,2017,1
51,000909,数源科技,0.8212,0.0406,36.2856,0.0542,7.4523,2017,1
52,002903,宇环数控,0.8043,,2.5613,,,2017,1
53,300679,电连技术,0.8006,,2.6414,,,2017,1
54,603508,思维列控,0.79,0.0327,2.105,0.5534,56.2834,2017,1
55,600223,鲁商置业,0.7739,0.0135,27.9301,0.0143,1.7828,2017,1
56,300263,隆华节能,0.769,0.0431,13.5636,0.1742,19.5042,2017,1
57,000571,新大洲A,0.7601,0.0215,,0.0585,8.7097,2017,1
58,002535,林州重机,0.7481,0.0253,159.0039,0.0445,4.8756,2017,1
59,300293,蓝英装备,0.7475,0.0223,11.4352,0.0356,3.6222,2017,1
60,601518,吉林高速,0.7388,0.0177,2.667,0.031,23.1765,2017,1
61,002039,黔源电力,0.7340000000000001,0.0131,,0.0173,19.936,2017,1
62,600674,川投能源,0.7336,0.0057,0.1912,0.0264,5.1564,2017,1
63,600900,长江电力,0.7302,0.0191,2.1171,0.034,8.8577,2017,1
64,000718,苏宁环球,0.7255,0.0189,9.6336,0.0315,3.6942,2017,1
65,002320,海峡股份,0.7047,0.0543,2.222,0.6506,105.0506,2017,1
66,600162,香江控股,0.7043,0.021,3.6398,0.0367,4.0787,2017,1
67,002621,三垒股份,0.6959,0.0094,2.5706,0.2791,27.9116,2017,1
68,601872,招商轮船,0.6801,0.0306,2.2882,0.0675,28.2317,2017,1
69,600269,赣粤高速,0.6773,0.025,1.8379,0.049,21.7575,2017,1
70,000429,粤高速A,0.6769,0.0293,1.4551,0.0671,31.5243,2017,1
71,600012,皖通高速,0.67,0.0359,1.6112,0.1318,56.799,2017,1
72,002818,富森美,0.6683,0.0407,1.2646,0.2083,21.445999999999998,2017,1
73,000151,中成股份,0.6678,0.1517,16.4772,0.2666,26.7544,2017,1
74,600977,中国电影,0.6644,0.077,3.8291,0.2469,27.5169,2017,1
75,300215,电科院,0.6627,0.0213,11.5926,0.0431,6.0674,2017,1
76,002558,巨人网络,0.6465,0.0524,1.3504,0.373,45.4076,2017,1
77,002619,艾格拉斯,0.644,0.0204,1.4638,0.1645,17.0074,2017,1
78,600007,中国国贸,0.6438,0.0335,2.4427,0.0736,14.4704,2017,1
79,300696,爱乐达,0.6428,0.0317,1.367,0.1946,55.144,2017,1
80,300408,三环集团,0.6393,0.0678,1.8605,0.4311,101.8556,2017,1
81,600881,亚泰集团,0.6362,0.024,,0.033,4.9637,2017,1
82,601368,绿城水务,0.6356,0.0233,2.6298,0.0378,11.3714,2017,1
83,000671,阳光城,0.6319,0.0098,6.678,0.0111,2.0429,2017,1
84,002466,天齐锂业,0.6201,0.0552,1.315,0.1235,22.3015,2017,1
85,600033,福建高速,0.6163,0.0203,1.3307,0.0479,22.8157,2017,1
86,300519,新光药业,0.6106,0.0725,1.561,1.089,143.2292,2017,1
87,603499,翔港科技,0.6081,,3.5579,,,2017,1
88,000426,兴业矿业,0.6062,0.021,2.154,0.0441,12.3728,2017,1
89,002106,莱宝高科,0.6042,0.0992,12.286,0.557,75.5329,2017,1
90,002266,浙富控股,0.6001,0.0227,5.1709,0.0469,6.4314,2017,1
91,601985,中国核电,0.5989,0.0167,2.198,0.0226,12.2983,2017,1
92,300175,朗源股份,0.5978,0.0477,0.7262,0.5891,68.8515,2017,1
93,300016,北陆药业,0.5958,0.0689,2.6102,0.8021,111.4764,2017,1
94,002133,广宇集团,0.5919,0.0538,11.261,0.0873,10.0734,2017,1
95,002925,盈趣科技,0.5878,,1.8868,,,2017,1
96,300443,金雷风电,0.5870000000000001,0.0585,1.9786,0.6536,66.0064,2017,1
97,601717,郑煤机,0.5862,0.0358,6.9628,0.1482,20.78,2017,1
98,603005,晶方科技,0.5839,0.0398,3.3109,0.3053,43.9038,2017,1
99,300251,光线传媒,0.5837,0.0385,1.8805,0.1765,41.852,2017,1
100,600385,山东金泰,0.5836,0.0022,,0.0039,0.3858,2017,1
101,600675,中华企业,0.5770000000000001,0.0326,22.3315,0.039,6.4976,2017,1
102,600236,桂冠电力,0.5751,0.0251,2.7969,0.04,17.0181,2017,1
103,300144,宋城演艺,0.5726,0.049,1.577,0.3708,52.5288,2017,1
104,603377,东方时尚,0.5709,0.042,6.6142,0.1201,14.65,2017,1
105,600548,深高速,0.565,0.0178,1.5553,0.0331,12.6912,2017,1
106,300046,台基股份,0.5649,0.0348,2.8139999999999996,0.1612,16.5953,2017,1
107,000043,中航善达,0.5612,0.0286,,0.0373,7.7491,2017,1
108,600377,宁沪高速,0.5547,0.0342,1.4135,0.0987,18.5797,2017,1
109,300343,联创互联,0.5515,0.0458,9.5752,0.2736,27.8618,2017,1
110,603023,威帝股份,0.5347,0.0271,1.3033,0.4551,45.758,2017,1
111,002821,凯莱英,0.5318,0.0629,2.6709,0.27699999999999997,34.2708,2017,1
112,600035,楚天高速,0.5309,0.0256,1.6121,0.055,18.6762,2017,1
113,603817,海峡环保,0.5308,0.024,2.0283,0.0868,12.7556,2017,1
114,603200,上海洗霸,0.5294,0.0819,3.1085,0.4741,47.7683,2017,1
115,002866,传艺科技,0.5289,0.1194,2.8288,0.529,52.9015,2017,1
116,000022,深赤湾A,0.5262,0.036000000000000004,1.4565,0.23600000000000002,38.1057,2017,1
117,600506,香梨股份,0.5258,0.0171,48.1384,0.3337,133.0489,2017,1
118,600251,冠农股份,0.5191,0.04,2.8072,0.1007,12.447000000000001,2017,1
119,603167,渤海轮渡,0.505,0.0432,1.1112,0.2292,54.4287,2017,1
120,603727,博迈科,0.505,0.0349,4.896,0.1405,17.0083,2017,1
121,600798,宁波海运,0.5005,0.0273,6.0074,0.0557,20.1539,2017,1
122,300313,天山生物,0.5001,0.0177,,0.0329,3.8324,2017,1
123,300033,同花顺,0.4963,0.0351,1.3009,0.1098,11.0938,2017,1
124,600666,奥瑞德,0.4941,0.0165,2.3628,0.0271,5.6819,2017,1
125,600371,万向德农,0.4938,0.045,2.8752,0.1171,12.9855,2017,1
126,600338,西藏珠峰,0.4923,0.1353,0.9288,0.48200000000000004,48.3493,2017,1
127,002930,宏川智慧,0.4858,,1.7396,,,2017,1
128,601016,节能风电,0.4856,0.0114,1.7844,0.0185,8.5323,2017,1
129,002031,巨轮智能,0.478,0.0151,2.8054,0.0372,8.8439,2017,1
130,300357,我武生物,0.4757,0.0529,1.0097,1.1005,127.73899999999999,2017,1
131,300210,森远股份,0.4748,0.0262,2.7297,0.0605,6.3745,2017,1
132,300595,欧普康视,0.4702,0.036000000000000004,1.0261,0.4999,53.6975,2017,1
133,002428,云南锗业,0.4695,0.0184,227.30900000000003,0.0725,7.7275,2017,1
134,300059,东方财富,0.4687,0.0035,1.1162,0.006,0.6057,2017,1
135,000899,赣能股份,0.4674,0.0406,4.2992,0.1094,18.243,2017,1
136,300669,沪宁股份,0.4641,0.0882,3.5252,0.6792,67.9159,2017,1
137,600886,国投电力,0.462,0.0172,1.9023,0.0241,10.6018,2017,1
138,002582,好想你,0.4615,0.1309,10.3133,0.4494,88.0549,2017,1
139,600519,贵州茅台,0.45899999999999996,0.0513,0.9334,0.1673,16.7327,2017,1
140,600543,莫高股份,0.4572,0.0235,2.3821,0.1678,24.1944,2017,1
141,001965,招商公路,0.4568,0.0089,0.5294,0.0417,6.4416,2017,1
142,600277,亿利洁能,0.4557,0.0445,10.9752,0.0956,14.6795,2017,1
143,300183,东软载波,0.4537,0.022000000000000002,1.3123,0.248,28.9432,2017,1
144,600883,博闻科技,0.4534,0.0034,0.066,0.0442,7.7485,2017,1
145,600868,梅雁吉祥,0.4531,0.0084,2.2996,0.0977,21.3414,2017,1
146,000526,紫光学大,0.4479,0.0851,34.5913,0.0863,8.6778,2017,1
147,002832,比音勒芬,0.4471,0.0796,2.1180000000000003,0.5087,50.8675,2017,1
148,600139,西部资源,0.4439,0.0036,,0.0049,1.239,2017,1
149,603136,天目湖,0.4422,,2.6478,,,2017,1
150,002294,信立泰,0.4418,0.0628,1.1526,0.4249,47.3836,2017,1
151,600722,金牛化工,0.4404,0.0751,3.9584,0.5795,58.67100000000001,2017,1
152,603797,联泰环保,0.4376,0.0081,1.4228,0.0116,3.9817,2017,1
153,000065,北方国际,0.4375,0.078,14.2112,0.1098,11.6268,2017,1
154,600967,内蒙一机,0.4287,0.0422,9.4016,0.0805,8.7314,2017,1
155,300363,博腾股份,0.4257,0.0504,2.7997,0.0941,11.7811,2017,1
156,600715,文投控股,0.4256,0.0458,1.5934,0.1167,19.0159,2017,1
157,601326,秦港股份,0.4256,0.026000000000000002,2.4701,0.0496,14.255,2017,1
158,600746,江苏索普,0.4244,0.1172,1.9019,0.3241,33.1537,2017,1
159,600317,营口港,0.4235,0.0247,2.3691,0.0769,19.6682,2017,1
160,600779,水井坊,0.4231,0.0719,1.83,0.2154,21.8302,2017,1
161,002450,康得新,0.4227,0.0404,2.1075,0.0943,14.434000000000001,2017,1
162,002643,万润股份,0.4203,0.0581,2.5861,0.4262,46.4699,2017,1
163,000506,中润资源,0.4192,0.0069,,0.0129,1.4343,2017,1
164,603359,东珠景观,0.4177,0.040999999999999995,2.2545,0.0854,8.5396,2017,1
165,300699,光威复材,0.4156,,1.3596,,,2017,1
166,000608,阳光股份,0.4156,0.009000000000000001,,0.0144,5.6695,2017,1
167,600867,通化东宝,0.4118,0.0489,1.1086,0.3809,44.6984,2017,1
168,600051,宁波联合,0.4107,0.025,20.5664,0.0335,4.1274,2017,1
169,002633,申科股份,0.4104,0.0211,,0.1387,17.8766,2017,1
170,300684,中石科技,0.41,,,,,2017,1
171,601088,中国神华,0.4091,0.0422,1.7541,0.1281,21.2728,2017,1
172,600483,福能股份,0.4078,0.0252,2.3890000000000002,0.0625,30.7916,2017,1
173,600844,丹化科技,0.4077,0.037000000000000005,2.207,0.129,23.3078,2017,1
174,601515,东风股份,0.405,0.0527,1.4961,0.1572,18.4753,2017,1
175,002871,伟隆股份,0.402,0.0621,2.0919,0.2576,28.1132,2017,1
176,000752,西藏发展,0.4018,0.0261,3.1437,0.2355,24.365,2017,1
177,600173,卧龙地产,0.3989,0.0219,3.0669999999999997,0.0369,4.9046,2017,1
178,002501,利源精制,0.3974,0.0177,2.4606,0.0373,4.9265,2017,1
179,600025,华能水电,0.3961,0.0079,1.4566,0.0101,2.8249,2017,1
180,600393,粤泰股份,0.3958,0.0724,1.2398,0.1275,29.5765,2017,1
181,002555,三七互娱,0.3946,0.0909,1.2890000000000001,0.3366,34.2815,2017,1
182,002027,分众传媒,0.3932,0.0741,0.8643,0.2627,26.8262,2017,1
183,603040,新坐标,0.3922,0.0321,1.1255,0.711,89.57600000000001,2017,1
184,600449,宁夏建材,0.3915,0.0263,,0.0602,7.3503,2017,1
185,600684,珠江实业,0.3914,0.0378,2.3706,0.053,14.1635,2017,1
186,600090,同济堂,0.3865,0.1146,5.4713,0.6416,70.8835,2017,1
187,603896,寿仙谷,0.3863,0.055999999999999994,1.3711,0.2129,22.6305,2017,1
188,002831,裕同科技,0.3862,0.0736,3.3007,0.1886,28.1558,2017,1
189,002770,科迪乳业,0.3858,0.0317,3.8504,0.0746,8.475,2017,1
190,603229,奥翔药业,0.3839,0.032,1.2427,0.0705,7.6776,2017,1
191,601069,西部黄金,0.3837,0.0493,2.3324,0.16,20.208,2017,1
192,002128,露天煤业,0.3805,0.055999999999999994,1.1643,0.1895,21.346999999999998,2017,1
193,002699,美盛文化,0.3791,0.0095,1.1740000000000002,0.1837,22.1978,2017,1
194,601001,大同煤业,0.3787,0.0349,5.7158,0.0565,11.1945,2017,1
195,600963,岳阳林纸,0.3785,0.0315,30.5541,0.0498,6.2769,2017,1
196,600781,辅仁药业,0.3779,0.0397,7.882000000000001,0.0601,11.0375,2017,1
197,300536,农尚环境,0.377,0.0273,5.3637,0.0712,7.1153,2017,1
198,002931,锋龙股份,0.3742,,2.5767,,,2017,1
199,002038,双鹭药业,0.3741,0.0201,0.6809,0.5392,72.1778,2017,1
200,300475,聚隆科技,0.3719,0.0246,2.8368,0.1195,12.8349,2017,1
201,002883,中设股份,0.371,,1.8463,,,2017,1
202,300315,掌趣科技,0.3689,0.016,0.9996,0.0909,29.8009,2017,1
203,300298,三诺生物,0.3687,0.0576,1.9212,0.4801,50.8817,2017,1
204,603658,安图生物,0.3661,0.046,1.3134,0.1821,19.3748,2017,1
205,600113,浙江东日,0.3631,0.025,1.6333,0.0677,20.0512,2017,1
206,300400,劲拓股份,0.3598,0.0448,3.3615,0.1632,17.6773,2017,1
207,600020,中原高速,0.3596,0.0153,1.6525,0.0206,6.7115,2017,1
208,000672,上峰水泥,0.3545,0.0457,3.2507,0.064,7.3561,2017,1
209,002084,海鸥住工,0.3544,0.0883,9.4693,0.2697,30.6453,2017,1
210,600201,生物股份,0.3541,0.0349,0.6144,0.2506,32.0333,2017,1
211,002329,皇氏集团,0.3537,0.0299,6.7805,0.0652,8.2367,2017,1
212,300136,信维通信,0.3535,0.073,1.258,0.1924,21.473000000000003,2017,1
213,603258,电魂网络,0.3535,0.0228,0.7314,0.1747,17.4677,2017,1
214,002549,凯美特气,0.3522,0.0242,4.8896,0.1374,27.136,2017,1
215,600804,鹏博士,0.35100000000000003,0.0387,4.2879,0.059000000000000004,6.0879,2017,1
216,600037,歌华有线,0.3503,0.0128,1.0937,0.0825,15.2665,2017,1
217,300307,慈星股份,0.3498,0.0238,1.7483,0.1184,20.0824,2017,1
218,603773,沃格光电,0.3494,,0.9191,,,2017,1
219,000593,大通燃气,0.3465,0.0246,17.9697,0.0847,12.8445,2017,1
220,002566,益盛药业,0.3463,0.0289,3.217,0.08900000000000001,9.2901,2017,1
221,002901,大博医疗,0.344,,0.7689,,,2017,1
222,603607,京华激光,0.3437,,1.9288,,,2017,1
223,600116,三峡水利,0.3434,0.0179,1.8234,0.0378,7.4052,2017,1
224,300409,道氏技术,0.3424,0.0247,2.4758,0.0677,8.3055,2017,1
225,002148,北纬科技,0.3422,0.0358,1.557,0.337,35.3265,2017,1
226,300673,佩蒂股份,0.3415,0.0638,2.7117,0.2206,22.06,2017,1
227,300529,健帆生物,0.3407,0.0337,0.8454,0.2016,22.9348,2017,1
228,603619,中曼石油,0.3395,,1.1939,,,2017,1
229,300204,舒泰神,0.3369,0.0457,1.6514,0.2498,27.1804,2017,1
230,002677,浙江美大,0.3357,0.0325,1.1699,0.1682,16.9895,2017,1
231,600221,海航控股,0.3355,0.0266,4.6535,0.0446,10.0492,2017,1
232,000631,顺发恒业,0.3353,0.0131,3.448,0.0198,2.6956,2017,1
233,300176,鸿特科技,0.3348,0.0708,9.4924,0.1114,15.0106,2017,1
234,600703,三安光电,0.3348,0.0274,0.9643,0.1087,30.8886,2017,1
235,002595,豪迈科技,0.3344,0.0545,1.4181,0.5985,64.5208,2017,1
236,000422,*ST宜化,0.3323,0.0281,19.3582,0.034,4.8553,2017,1
237,600845,宝信软件,0.3299,0.0465,3.5876,0.1254,13.0193,2017,1
238,600795,国电电力,0.3293,0.0177,3.6754,0.0244,5.5074,2017,1
239,300154,瑞凌股份,0.3266,0.0285,1.885,0.1936,20.8584,2017,1
240,002071,长城影视,0.3244,0.0126,1.9661,0.0192,2.2206,2017,1
241,300720,海川智能,0.3237,,1.5908,,,2017,1
242,300628,亿联网络,0.32299999999999995,0.0383,0.716,0.9464,94.6415,2017,1
243,300309,吉艾科技,0.3229,0.0177,2.8792,0.0353,4.0872,2017,1
244,600436,片仔癀,0.3223,0.0549,1.2633,0.2585,27.8783,2017,1
245,600831,广电网络,0.3214,0.0285,5.388,0.0512,7.2259,2017,1
246,002554,惠博普,0.3213,0.0318,2.8747,0.0623,8.2664,2017,1
247,600295,鄂尔多斯,0.3206,0.0314,7.2171,0.0454,4.9658,2017,1
248,600594,益佰制药,0.3202,0.0438,2.5803,0.1259,15.7606,2017,1
249,603648,畅联股份,0.3201,,1.9101,,,2017,1
250,600031,三一重工,0.3198,0.0493,3.6944,0.0823,12.835999999999999,2017,1
251,601566,九牧王,0.3196,0.038,1.3362,0.2239,29.0009,2017,1
252,601918,新集能源,0.3192,0.0184,2.7403,0.0221,3.7525,2017,1
253,600050,中国联通,0.3182,0.0364,26.5504,0.0593,6.7203,2017,1
254,002825,纳尔股份,0.3162,0.0579,4.1256,0.2828,28.2835,2017,1
255,002344,海宁皮城,0.3152,0.01,1.3627,0.0251,3.4019999999999997,2017,1
256,601158,重庆水务,0.3151,0.0138,0.4939,0.0465,7.0344,2017,1
257,600569,安阳钢铁,0.3144,0.0533,,0.0638,7.1563,2017,1
258,601619,嘉泽新能,0.3144,,1.9418,,,2017,1
259,000962,东方钽业,0.3144,0.0294,,0.0671,7.1616,2017,1
260,000088,盐田港,0.3142,0.003,0.2831,0.0141,8.3648,2017,1
261,002638,勤上股份,0.3141,0.0132,2.168,0.045,5.9366,2017,1
262,300528,幸福蓝海,0.3127,0.0456,4.6286,0.21899999999999997,22.2479,2017,1
263,600599,熊猫金控,0.3113,0.0272,4.8624,0.0675,7.5696,2017,1
264,600391,航发科技,0.3106,0.022000000000000002,,0.0347,4.8165,2017,1
265,002833,弘亚数控,0.3098,0.0675,1.0815,0.6744,75.3593,2017,1
266,600350,山东高速,0.3091,0.0108,0.8775,0.0248,7.2162,2017,1
267,000415,渤海金控,0.3078,0.0103,5.2232,0.0118,5.4096,2017,1
268,603829,洛凯股份,0.3057,,3.5208,,,2017,1
269,300558,贝达药业,0.3055,0.0316,0.9308,0.3268,38.41,2017,1
270,603758,秦安股份,0.3046,0.043,1.6144,0.1738,20.1433,2017,1
271,002695,煌上煌,0.3041,0.052000000000000005,2.9353,0.3213,38.482,2017,1
272,300227,光韵达,0.3038,0.0353,6.2783,0.0858,9.4954,2017,1
273,000061,农产品,0.3031,0.0101,7.0816,0.0157,2.8023,2017,1
274,603703,盛洋科技,0.3029,0.0484,4.1738,0.0892,8.931000000000001,2017,1
275,002190,成飞集成,0.3022,0.0102,159.0922,0.0205,4.2337,2017,1
276,000971,高升控股,0.3013,0.0169,1.6303,0.2393,25.2671,2017,1
277,000062,深圳华强,0.3008,0.0525,4.6428,0.1273,15.2824,2017,1
278,601595,上海电影,0.3007,0.0273,1.6184,0.1012,12.0188,2017,1
279,300241,瑞丰光电,0.3003,0.0499,5.3086,0.0992,12.362,2017,1
280,000598,兴蓉环境,0.3001,0.0137,1.17,0.0302,6.0089,2017,1
281,000596,古井贡酒,0.2986,0.0629,1.5487,0.1635,16.9956,2017,1
282,600611,大众交通,0.2985,0.0093,0.7503,0.0245,2.9553,2017,1
283,600486,扬农化工,0.2983,0.0515,2.3023,0.1319,13.4668,2017,1
284,603444,吉比特,0.2972,0.0419,0.5571,0.2338,25.656,2017,1
285,002826,易明医药,0.2966,0.0355,4.1867,0.2492,25.4652,2017,1
286,002317,众生药业,0.2964,0.0301,1.1736,0.1688,18.0051,2017,1
287,000099,中信海直,0.2961,0.0162,6.5936,0.0406,9.6229,2017,1
288,000651,格力电器,0.2957,0.0442,2.1748,0.0628,6.3042,2017,1
289,002167,东方锆业,0.295,0.015,9.9886,0.0241,3.7225,2017,1
290,002606,大连电瓷,0.2949,0.042,2.0177,0.1077,13.4213,2017,1
291,002363,隆基机械,0.2944,0.0505,5.6396,0.179,17.9803,2017,1
292,600568,中珠医疗,0.2942,0.0101,1.1581,0.075,9.3332,2017,1
293,603027,千禾味业,0.2941,0.0693,1.984,0.5079,58.5245,2017,1
294,600026,中远海能,0.2924,0.0131,1.3098,0.0249,11.0758,2017,1
295,603058,永吉股份,0.2922,0.0275,0.9537,0.4235,45.7481,2017,1
296,000040,东旭蓝天,0.2914,0.0137,6.6685,0.0369,5.8012,2017,1
297,600720,祁连山,0.2909,0.0156,,0.0315,4.9537,2017,1
298,300394,天孚通信,0.2903,0.03,0.8031,0.4863,49.8968,2017,1
299,300511,雪榕生物,0.2889,0.0291,1.5613,0.0598,7.1997,2017,1
300,603517,绝味食品,0.2871,0.0874,2.193,0.4532,49.2192,2017,1
301,300733,西菱动力,0.2859,,1.9162,,,2017,1
302,600423,*ST柳化,0.2852,0.0301,2.7666,0.0302,3.7634,2017,1
303,000725,京东方A,0.2844,0.0291,2.3863,0.053,14.732000000000001,2017,1
304,300572,安车检测,0.2841,0.0217,2.9456,0.049,4.9098,2017,1
305,300308,中际旭创,0.2838,0.0067,,0.0599,6.8723,2017,1
306,601000,唐山港,0.2825,0.0206,1.1103,0.0978,14.3344,2017,1
307,000722,湖南发展,0.2817,0.0059,0.6947,0.0871,26.5344,2017,1
308,300459,金科文化,0.2808,0.0178,0.9007,0.2259,25.0691,2017,1
309,002763,汇洁股份,0.2806,0.0714,1.4072,0.4905,58.5237,2017,1
310,600004,白云机场,0.2802,0.0238,1.0802,0.0613,14.5871,2017,1
311,002909,集泰股份,0.2801,,13.7532,,,2017,1
312,300689,澄天伟业,0.2786,,1.7227,,,2017,1
313,601828,美凯龙,0.2785,0.0068,0.5713,0.0144,4.8839999999999995,2017,1
314,600094,大名城,0.2782,0.0044,0.9416,0.0055,0.9874,2017,1
315,000613,大东海A,0.2781,0.0243,1.0826,0.0854,8.9774,2017,1
316,000779,三毛派神,0.2768,0.0226,,0.0315,3.4457,2017,1
317,603985,恒润股份,0.275,0.051,1.5974,0.0984,10.9702,2017,1
318,603306,华懋科技,0.275,0.0419,0.9046,0.3468,34.9302,2017,1
319,002715,登云股份,0.2749,0.0322,3.6757,0.1024,10.8859,2017,1
320,601699,潞安环能,0.2747,0.0211,2.6651,0.0311,3.8031,2017,1
321,002772,众兴菌业,0.27399999999999997,0.0149,0.909,0.0607,18.7223,2017,1
322,300735,光弘科技,0.2731,,2.2971,,,2017,1
323,600663,陆家嘴,0.2731,0.0085,1.2401,0.0115,1.8127,2017,1
324,000952,广济药业,0.2727,0.0294,1.8588,0.0518,6.312,2017,1
325,300194,福安药业,0.2726,0.0273,1.3618,0.2816,34.4584,2017,1
326,601225,陕西煤业,0.2704,0.0332,0.833,0.0654,9.4336,2017,1
327,600995,文山电力,0.2691,0.0587,1.6646,0.1578,23.0009,2017,1
328,002492,恒基达鑫,0.2685,0.009000000000000001,1.4117,0.038,5.5572,2017,1
329,600792,云煤能源,0.2679,0.0348,74.6068,0.0705,8.6945,2017,1
330,603626,科森科技,0.2676,0.0358,4.0719,0.109,14.6788,2017,1
331,603997,继峰股份,0.2667,0.0551,1.3944,0.3276,32.7642,2017,1
332,002820,桂发祥,0.2663,0.0376,1.2942,0.6652,90.2331,2017,1
333,300708,聚灿光电,0.2637,,1.7119,,,2017,1
334,002635,安洁科技,0.2636,0.0347,1.2665,0.2042,23.3172,2017,1
335,601007,金陵饭店,0.2633,0.0195,4.4868,0.0644,14.3325,2017,1
336,300327,中颖电子,0.2628,0.0483,1.6271,0.3524,35.6359,2017,1
337,600038,中直股份,0.2627,0.0267,7.6749,0.0409,4.3069999999999995,2017,1
338,600360,华微电子,0.2626,0.0243,7.4910000000000005,0.0522,6.7517,2017,1
339,603328,依顿电子,0.2621,0.032,1.5789,0.1902,19.4662,2017,1
340,000557,西部创业,0.2621,0.0075,3.0907,0.0339,4.1572,2017,1
341,300433,蓝思科技,0.2618,0.0396,4.8824,0.0838,9.7415,2017,1
342,000990,诚志股份,0.2616,0.0181,1.7949,0.0853,10.1026,2017,1
343,603730,岱美股份,0.2614,0.0724,1.3867,0.17300000000000001,23.3828,2017,1
344,600163,中闽能源,0.261,0.0099,0.5552,0.0214,9.0878,2017,1
345,002647,民盛金科,0.2601,0.0028,,0.0045,0.8562,2017,1
346,002729,好利来,0.26,0.0214,2.3969,0.3479,35.4812,2017,1
347,600009,上海机场,0.2595,0.0178,0.593,0.1169,11.6945,2017,1
