,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
672,601006,大秦铁路,1.3638,1.2709,67.4492,2376.9986,79.0302,20.9698
673,603878,武进不锈,3.9532,2.4718,63.3402,3202.6721,79.0263,20.9737
674,300196,长海股份,2.7059,2.4256,102.3586,895.186,79.0241,20.9759
675,600735,新华锦,3.8960000000000004,2.6499,137.6486,1612.7834,79.0198,20.9802
676,600727,鲁北化工,2.1395,1.8603,75.5517,-1548.0052,78.9496,21.0504
677,002199,东晶电子,1.743,1.3478,53.5345,150.7312,78.9391,21.0609
678,600674,川投能源,0.3918,0.376,19.2776,1286.7237,78.9133,21.0867
679,000799,酒鬼酒,3.4935,2.0252,64.4786,-20649.7772,78.9097,21.0903
680,603160,汇顶科技,4.4505,3.8741,136.0739,-6907.4418,78.9001,21.0999
681,002353,杰瑞股份,3.5016,2.7572,62.0704,180.5643,78.88600000000001,21.114
682,300624,万兴科技,1.9211,1.8309,130.2065,2682.8298,78.8692,21.1308
683,300399,京天利,5.92,5.92,129.6647,1640.4784,78.8672,21.1328
684,600080,金花股份,1.1623,1.0178,14.1996,912.6368,78.8115,21.1885
685,000929,兰州黄河,3.6632,2.8333,185.8553,-6.3913,78.8054,21.1946
686,600201,生物股份,3.8806,3.6634,230.9898,-2850.3149,78.7873,21.2127
687,300347,泰格医药,1.8807,1.8806,75.0186,3799.8294,78.6732,21.3268
688,603669,灵康药业,3.3293,3.0601,91.98899999999999,-7392.0224,78.6639,21.3361
689,600771,广誉远,3.6662,3.3047,55.7049,7444.4163,78.6508,21.3492
690,300611,美力科技,2.6721,2.0807,51.976000000000006,5659.0572,78.6263,21.3737
691,002173,创新医疗,2.6749,1.8519999999999999,63.303000000000004,1040.47,78.6194,21.3806
692,300500,启迪设计,3.1574,3.1574,220.8286,-2512.7347,78.6148,21.3852
693,603722,阿科力,2.4274,2.178,147.9011,3881.3843,78.5885,21.4115
694,600865,百大集团,1.7452,1.7426,138.8349,7959.5028,78.5592,21.4408
695,603367,辰欣药业,3.3576,2.7337,152.7293,-130837.7074,78.5403,21.4597
696,000548,湖南投资,2.1189,1.3997,115.9647,-2069.1482,78.517,21.483
697,002919,名臣健康,4.1607,3.0928,289.5704,-11630.4637,78.5026,21.4974
698,603333,明星电缆,3.1962,2.8709,47.8239,300.2977,78.4324,21.5676
699,002435,长江润发,2.4091,2.0513,103.4634,2083.6425,78.3748,21.6252
700,600703,三安光电,7.1958,6.0746,296.6368,5432.5198,78.3477,21.6523
701,600436,片仔癀,3.6634,2.5839999999999996,183.8655,-22441.9036,78.3466,21.6534
702,300466,赛摩电气,2.2982,1.8983,32.2671,536.5604,78.3366,21.6634
703,603919,金徽酒,1.7303,0.7902,74.1043,-17372.0049,78.3271,21.6729
704,002327,富安娜,2.7921,1.9478,57.2946,-79413.7613,78.2874,21.7126
705,000662,天夏智慧,1.7911,1.7793,95.8404,4638.2464,78.2853,21.7147
706,300092,科新机电,3.1506,2.2413,19.2078,-14080.3853,78.2547,21.7453
707,300150,世纪瑞尔,2.9011,2.5513,106.2072,-853.1289999999999,78.2515,21.7485
708,300667,必创科技,3.9946,3.6668,73.5523,4633.7907,78.2348,21.7652
709,300224,正海磁材,3.7554,3.1653,47.3436,-5255.1208,78.2208,21.7792
710,002895,川恒股份,2.1709,1.3349,57.1513,2884.7706,78.2201,21.7799
711,300713,英可瑞,4.3238,3.9216,211.6528,-5826.0116,78.2164,21.7836
712,300310,宜通世纪,2.3762,2.0521,85.4074,-3056.2791,78.1791,21.8209
713,002840,华统股份,1.89,1.4140000000000001,61.6197,3251.0865,78.1449,21.8551
714,603444,吉比特,4.0342,4.0332,140.9038,-10204.8291,78.1353,21.8647
715,603421,鼎信通讯,2.8444,2.0477,54.401,-6000.0827,78.1186,21.8814
716,000780,平庄能源,3.4399,3.4044,273.3589,-1335.2802,78.1178,21.8822
717,300009,安科生物,1.7786,1.5886,33.5763,17843.1038,78.0966,21.9034
718,002677,浙江美大,2.6416,2.4388,238.3376,-15942.768999999998,78.0823,21.9177
719,300295,三六五网,3.99,3.99,74.0473,4997.5209,78.0302,21.9698
720,300170,汉得信息,3.5903,3.5892,103.7165,3773.2654,78.0108,21.9892
721,300555,路通视信,3.8361,3.4155,8.5774,2176.2404,77.9967,22.0033
722,300137,先河环保,3.3133,2.411,123.8209,-10796.583999999999,77.9677,22.0323
723,603079,圣达生物,2.8605,2.3989,136.6956,705.5293,77.9638,22.0362
724,300395,菲利华,2.7718,2.4604,123.8091,2009.9424,77.9608,22.0392
725,603637,镇海股份,4.2642,3.3773,59.1427,-2025.9214,77.9438,22.0562
726,300292,吴通控股,1.6615,1.4617,41.3065,1835.7475,77.9407,22.0593
727,300307,慈星股份,3.516,2.737,44.6214,1830.4348,77.9348,22.0652
728,603728,鸣志电器,3.658,3.1258,104.4782,1397.9235,77.9211,22.0789
729,002899,英派斯,3.5512,3.0261,123.7689,1122.7744,77.9198,22.0802
730,300670,大烨智能,4.0798,3.9388,31.2444,-1267.1574,77.9085,22.0915
731,300382,斯莱克,3.5032,2.3732,64.8578,2341.1274,77.8976,22.1024
732,601801,皖新传媒,3.6444,3.1698,170.2124,-684.1952,77.8741,22.1259
733,002791,坚朗五金,3.5263,2.6107,86.20700000000001,-6960.710999999999,77.8369,22.1631
734,300281,金明精机,3.5019,2.5307,84.0635,528.0201,77.832,22.168000000000003
735,002428,云南锗业,1.4796,0.9134,45.6018,214.2639,77.8191,22.1809
736,002192,融捷股份,1.6329,1.183,17.3638,-7408.9932,77.7795,22.2205
737,600529,山东药玻,3.0563,2.4503,79.3449,1952.8112,77.7558,22.2442
738,002382,蓝帆医疗,1.956,1.3238,60.4231,1194.358,77.7507,22.2493
739,300359,全通教育,1.9726,1.9117,68.14399999999999,990.2099,77.7213,22.2787
740,300604,长川科技,4.0736,3.6054,213.7428,-1535.8196,77.7158,22.2842
741,002635,安洁科技,1.9473,1.7204,58.4321,1207.4036,77.6995,22.3005
742,601208,东材科技,2.1978,1.7544,31.3396,1321.8531,77.6946,22.3054
743,600366,宁波韵升,2.5599,1.9958,61.0108,918.0609,77.6864,22.3136
744,300017,网宿科技,2.3686,2.3571,128.738,-1581.3729999999998,77.6864,22.3136
745,002492,恒基达鑫,1.8487,1.8393,75.4372,681.8960000000001,77.654,22.346
746,002507,涪陵榨菜,3.2391,2.7123,30.2274,-21432.3285,77.6044,22.3956
747,603165,荣晟环保,3.5246,3.2225,51.1925,18948.82,77.6008,22.3992
748,300502,新易盛,3.2736,1.8780000000000001,34.7866,11916.5285,77.563,22.436999999999998
749,000786,北新建材,1.9095,1.4746,21.198,2952.4640000000004,77.5614,22.4386
750,000836,鑫茂科技,3.1989,2.6252,148.6876,129673.9187,77.5169,22.4831
751,600746,江苏索普,2.7110000000000003,2.4793,223.8671,8490.5043,77.5108,22.4892
752,000568,泸州老窖,3.2672,2.6234,193.4781,-3112.1436,77.5095,22.4905
753,603818,曲美家居,3.0068,2.5468,218.9436,-34163.386,77.5072,22.4928
754,600302,标准股份,3.8039,2.4385,88.0868,232.1125,77.4953,22.5047
755,300155,安居宝,3.2349,2.5954,135.7231,-41.8995,77.4943,22.5057
756,002678,珠江钢琴,3.4425,2.3881,105.8797,1775.6751,77.4796,22.5204
757,002476,宝莫股份,3.323,3.108,200.1903,638.9694,77.4765,22.5235
758,002186,全聚德,2.6761,2.5376,226.6906,32058.7753,77.4699,22.5301
759,300510,金冠电气,2.4188,2.213,87.2908,15285.0564,77.4569,22.5431
760,300479,神思电子,3.3810000000000002,2.4996,107.9066,20964.1143,77.4332,22.5668
761,603090,宏盛股份,2.5807,2.156,88.7491,752.2310000000001,77.4287,22.5713
762,300097,智云股份,2.5324,1.8386,19.924,2236.0784,77.4015,22.5985
763,300065,海兰信,3.75,3.3406,202.4057,-12687.2836,77.381,22.619
764,000519,中兵红箭,3.2042,2.4449,121.1207,-2266.138,77.3738,22.6262
765,603789,星光农机,2.5466,2.1869,73.3936,-1345.5825,77.3627,22.6373
766,002019,亿帆医药,2.3028,2.0556,82.4927,1787.8676,77.3549,22.6451
767,603365,水星家纺,3.7274,2.4513,216.7832,5306.3692,77.3444,22.6556
768,002857,三晖电气,4.0661,3.6327,122.6203,-2829.1387,77.3354,22.6646
769,300342,天银机电,2.7895,2.3613,84.3203,4524.7848,77.2921,22.7079
770,002780,三夫户外,4.8937,3.5233,292.2912,-48.7462,77.2846,22.7154
771,002773,康弘药业,5.9787,5.6785,535.3591,-2419.2271,77.264,22.736
772,600530,交大昂立,0.9345,0.7929,59.6077,812.8409,77.2592,22.7408
773,603658,安图生物,2.1364,1.6839,6.2979,16994.7595,77.2394,22.7606
774,000685,中山公用,0.7643,0.7217,37.2779,1304.2322,77.2313,22.7687
775,300209,天泽信息,2.5142,2.4253,76.5107,7023.3261,77.2284,22.7716
776,603385,惠达卫浴,2.9286,2.0303,31.6537,1204.47,77.2145,22.7855
777,002867,周大生,3.9372,1.8017,120.7798,-12330.2579,77.1898,22.8102
778,300421,力星股份,2.719,2.2509,48.6171,1507.9242,77.1881,22.8119
779,300049,福瑞股份,5.6593,5.2856,284.0582,939.943,77.1846,22.8154
780,603011,合锻智能,2.5214,1.6449,10.7809,1339.6743,77.1577,22.8423
781,000766,通化金马,1.9605,1.489,41.2226,1190.1729,77.1549,22.8451
782,300487,蓝晓科技,2.9685,2.6293,121.1506,1427.8826,77.1358,22.8642
783,300631,久吾高科,4.4093,3.4587,32.7093,-4640.0508,77.1267,22.8733
784,600356,恒丰纸业,2.3478,1.8737,77.601,883.5484,77.1236,22.8764
785,000858,五粮液,3.9629,3.3017,254.2067,-1403.8292,77.0901,22.9099
786,600226,瀚叶股份,1.9374,1.8118,76.6581,773.6622,77.0843,22.9157
787,603678,火炬电子,3.2364,2.7486,39.8921,2410.674,77.0765,22.9235
788,000677,恒天海龙,1.8361,1.4054,14.9341,276.4263,77.0483,22.9517
789,300365,恒华科技,3.8194,3.6267,89.8095,2184.4611,77.0143,22.9857
790,002001,新和成,3.8331,3.3275,239.2926,1501.3299,76.9744,23.0256
791,002469,三维工程,3.7542,3.4722,150.9754,-1144.9725,76.9738,23.0262
792,002846,英联股份,2.237,1.4952,17.0358,1877.66,76.9457,23.0543
793,002444,巨星科技,3.7253,3.182,168.324,714.3046,76.9271,23.0729
794,002468,申通快递,2.9168,2.9007,161.6193,-2202.4615,76.9221,23.0779
795,600965,福成股份,2.4832,1.4143,107.6251,3226.1201,76.9169,23.0831
796,002114,罗平锌电,1.3498,0.3949,18.5436,707.2893,76.8515,23.1485
797,600598,北大荒,1.8118,1.3479,78.7197,-2470.7795,76.8364,23.1636
798,002568,百润股份,1.8064,1.6461,126.8705,5622.3871,76.8296,23.1704
799,002317,众生药业,2.2528,2.0078,84.3682,15517.3931,76.8178,23.1822
800,002088,鲁阳节能,2.7996,2.4197,78.836,4910.8774,76.8138,23.1862
801,603538,美诺华,2.2853,1.8549,76.0129,775.7374,76.7993,23.2007
802,000989,九芝堂,2.7327,2.2598,65.4341,-4444.4641,76.7807,23.2193
803,300451,创业软件,1.6285,1.4804,59.5325,-10010.8582,76.7627,23.2373
804,002850,科达利,2.4029,1.9567,36.0952,1748.346,76.7525,23.2475
805,603183,建研院,3.2655,2.9658,102.6849,-37977.3978,76.7456,23.2544
806,002699,美盛文化,2.9474,2.7847,35.0527,1267.4237,76.7344,23.2656
807,603969,银龙股份,3.4479,2.884,34.4682,1336.2247,76.7066,23.2934
808,300177,中海达,3.1802,2.748,68.8411,5062.9383,76.7048,23.2952
809,002107,沃华医药,2.8369999999999997,2.5376,160.5839,1086.1254,76.6551,23.3449
810,002891,中宠股份,2.5454,1.6554,88.7612,1051.2698,76.6425,23.3575
811,002521,齐峰新材,2.7743,2.3033,43.8396,1175.0936,76.5984,23.4016
812,002022,科华生物,3.2776,2.5277,132.4267,-5187.5089,76.5622,23.4378
813,603015,弘讯科技,3.2947,2.6041,98.8381,937.1142,76.5495,23.4505
814,300019,硅宝科技,3.1710000000000003,2.6167,106.3498,-10750.8305,76.546,23.454
815,300132,青松股份,2.6031,1.1994,53.4724,1658.1978,76.5212,23.4788
816,603001,奥康国际,2.9641,2.2875,62.5915,6970.121,76.4876,23.5124
817,002372,伟星新材,2.8760000000000003,2.3191,148.3947,-11705.9092,76.4787,23.5213
818,600215,长春经开,2.8985,0.5652,21.5611,6071.8105,76.4568,23.5432
819,000726,鲁泰A,1.6541,0.6862,31.9778,1685.7426,76.4464,23.5536
820,000990,诚志股份,2.0099,1.8276,73.1249,810.0181,76.4288,23.5712
821,600894,广日股份,1.9754,1.6067,108.8151,-1487.2991,76.4125,23.5875
822,300396,迪瑞医疗,2.008,1.5049,52.3937,2323.709,76.4093,23.5907
823,603519,立霸股份,3.7004,2.9376,109.7644,1234.1239,76.4017,23.5983
824,002809,红墙股份,3.8191,3.6819,161.6099,-489.2685,76.3932,23.6068
825,300345,红宇新材,2.6971,1.8723,41.5458,-795.7268,76.3893,23.6107
826,601579,会稽山,2.2985,1.0715,69.8394,53120.1947,76.3798,23.6202
827,600824,益民集团,1.9188,1.0862,90.4017,917.1317,76.3629,23.6371
828,300551,古鳌科技,4.6533,3.7207,239.1981,804.8506,76.3625,23.6375
829,002082,万邦德,2.6518,1.733,60.1531,-4009.3612,76.3538,23.6462
830,002298,中电鑫龙,2.9829,1.9953,107.1537,-16639.9474,76.3267,23.6733
831,000606,神州易桥,2.0648,2.0632,157.5984,-2991.7106,76.3071,23.6929
832,002526,山东矿机,2.5365,1.8955,30.2112,955.2963,76.305,23.695
833,002268,卫士通,3.1068,2.9457,143.6523,-1565.9009,76.2621,23.7379
834,600770,综艺股份,1.9645,1.8686,113.7466,692.1487,76.2542,23.7458
835,603757,大元泵业,3.3954,2.8176,133.437,4337.3005,76.2478,23.7522
836,600985,雷鸣科化,2.0028,1.869,100.9601,1984.9718,76.2399,23.7601
837,300716,国立科技,3.1067,2.415,26.7123,611.2246,76.2171,23.7829
838,002887,绿茵生态,4.0953,3.7682,32.9311,-42578.7268,76.1949,23.8051
839,300369,绿盟科技,3.2831,3.2327,200.3897,9771.8468,76.1906,23.8094
840,603229,奥翔药业,2.9859,2.2454,140.9106,619.625,76.1795,23.8205
841,300547,川环科技,4.1567,3.2652,112.6602,20851.1554,76.1658,23.8342
842,300286,安科瑞,2.9333,2.6305,60.9921,-5349.8481,76.1589,23.8411
843,603707,健友股份,3.6132,1.4802,12.0545,-8102.8240000000005,76.1576,23.8424
844,300678,中科信息,3.4826,3.0791,173.1424,-2812.5943,76.154,23.846
845,002613,北玻股份,2.9225,2.3024,61.1092,-10416.4346,76.1206,23.8794
846,300727,润禾材料,2.9566,2.5681,34.4471,2482.8406,76.1135,23.8865
847,000088,盐田港,2.9116,2.9108,248.00400000000002,-2142.7669,76.1125,23.8875
848,300331,苏大维格,2.3164,1.6475,54.0386,897.9288,76.0805,23.9195
849,000892,欢瑞世纪,4.0558,3.2919,100.0556,5297.3057,76.0318,23.9682
850,603029,天鹅股份,3.5581,2.8173,85.8299,-495.1919,76.0259,23.9741
851,002057,中钢天源,4.3749,3.8066,117.9392,2313.8756,75.9727,24.0273
852,300074,华平股份,2.4684,2.0079,103.738,-253.3751,75.9292,24.0708
853,002805,丰元股份,2.0962,1.5030000000000001,12.6319,1333.3531,75.9286,24.0714
854,002698,博实股份,3.5546,2.4641,10.5027,7565.4223,75.9151,24.0849
855,000581,威孚高科,2.8026,2.4587,72.5325,38782.7555,75.8804,24.1196
856,000738,航发控制,3.3262,2.7068,146.2815,1096.3517,75.862,24.138
857,002825,纳尔股份,2.7936,2.4025,100.2233,549.1574,75.7779,24.2221
858,300326,凯利泰,2.6661,2.3975,76.1963,1648.3919,75.77,24.23
859,603167,渤海轮渡,2.7714,2.6646,69.9073,-2697.6124,75.7591,24.2409
860,300064,豫金刚石,3.7692,3.5708,76.589,461.5716,75.7587,24.2413
861,603963,大理药业,2.9402,2.1602,46.894,3505.1828,75.6291,24.3709
862,002447,晨鑫科技,1.5155,1.5155,104.1033,16157.58,75.6182,24.3818
863,300134,大富科技,2.596,2.3463,118.3588,-3073.0782,75.6035,24.3965
864,300413,快乐购,3.6205,3.4868,200.502,-116.2041,75.5957,24.4043
865,603998,方盛制药,1.8179,1.2071,49.8377,-12409.1431,75.5718,24.4282
866,000729,燕京啤酒,1.4262,0.5638,44.1614,6959.767,75.566,24.434
867,300225,金力泰,2.7882,2.4205,70.1698,-3002.3466,75.5621,24.4379
868,300330,华虹计通,3.2667,2.9667,73.6074,3273.283,75.5297,24.4703
869,300188,美亚柏科,2.612,2.1215,150.3634,-2334.2778,75.5285,24.4715
870,002645,华宏科技,2.1812,1.5285,81.748,17028.0065,75.4939,24.5061
871,603022,新通联,2.678,2.0303,24.0464,5185.4668,75.4838,24.5162
872,002227,奥特迅,2.9643,1.9888,60.9049,25443.3967,75.471,24.529
873,000760,斯太尔,1.5725,1.195,58.7853,-172.8521,75.419,24.581
874,600513,联环药业,3.1914,2.8034,155.906,-5783.5808,75.4183,24.5817
875,300349,金卡智能,2.6321,2.2017,51.2354,-33580.2255,75.4054,24.5946
876,300542,新晨科技,3.4758,3.3044,150.6534,-1789.2743,75.3825,24.6175
877,300597,吉大通信,3.8716,3.2046,155.6298,-5620.4196,75.3784,24.6216
878,300686,智动力,2.5507,2.135,147.9325,669.8560000000001,75.3576,24.6424
879,603499,翔港科技,2.7346,2.4582,22.4369,8035.369000000001,75.3376,24.6624
880,002538,司尔特,3.7175,2.8822,108.6484,1015.6986,75.3038,24.6962
881,600585,海螺水泥,2.1764,1.9535,117.2654,9945.46,75.2924,24.7076
882,300384,三联虹普,2.6055,2.4807,182.9425,1720.7073,75.2887,24.7113
883,600219,南山铝业,2.0082,1.4041,73.7413,1201.8384,75.2814,24.7186
884,300033,同花顺,3.6134,3.6134,338.4599,-1221.481,75.2555,24.7445
885,300707,威唐工业,3.2046,2.4654,145.667,-38946.352,75.2485,24.7515
886,600378,天科股份,2.9817,2.765,129.841,-1125.5495,75.2253,24.7747
887,000752,西藏发展,2.0763,2.0069,176.2182,-1176.6122,75.2176,24.7824
888,002315,焦点科技,2.8095,2.802,112.65700000000001,3450.7344,75.2014,24.7986
889,603586,金麒麟,3.8055,3.2949,162.4613,857.4269,75.1958,24.8042
890,002196,方正电机,1.8379,1.3606,21.186,1508.2575,75.1757,24.8243
891,603599,广信股份,2.9036,2.4527,208.3716,132517.0281,75.1664,24.8336
892,300659,中孚信息,3.9863,3.8197,194.6676,-6628.6309,75.1398,24.8602
893,002779,中坚科技,2.6625,1.9831,78.8477,837.9843,75.1209,24.8791
894,002303,美盈森,2.7612,2.2935,153.9889,-19749.1655,75.1182,24.8818
895,300239,东宝生物,1.6312,0.8241,28.3547,8535.6049,75.1136,24.8864
896,300035,中科电气,2.5695,1.9851,35.7932,3101.0799,75.1098,24.8902
897,002685,华东重机,2.1942,1.6052,47.718,1067.7464,75.0998,24.9002
898,300452,山河药辅,2.8760000000000003,2.6304,92.8588,-6050.6374,75.0643,24.9357
899,603116,红蜻蜓,2.9576,2.1934,56.5371,-2786.212,75.0077,24.9923
900,600273,嘉化能源,1.7609,1.5895,78.2758,86227.3844,75.0055,24.9945
901,300053,欧比特,1.8856,1.4722,52.9419,17178.1829,75.0015,24.9985
902,603330,上海天洋,2.7008,2.1585,46.1222,850.3061,74.9869,25.0131
903,300436,广生堂,2.8125,2.6681,242.71599999999998,-193.94099999999997,74.9587,25.0413
904,002626,金达威,3.9011,3.1103,101.0013,2105.7939,74.9263,25.0737
905,603917,合力科技,4.0947,2.8681,165.2844,1585.9243,74.9224,25.0776
906,002473,*ST圣莱,1.9117,1.5737,51.4779,-2456.1893,74.9143,25.0857
907,300505,川金诺,3.0505,1.7414,99.3856,789.4399,74.9097,25.0903
908,300034,钢研高纳,3.7263,2.4763,60.4087,-352026.1266,74.8811,25.1189
909,300165,天瑞仪器,2.4603,1.9180000000000001,112.2947,-716.5036,74.8531,25.1469
910,300195,长荣股份,2.5646,2.1321,120.5973,-7923.7880000000005,74.8111,25.1889
911,002014,永新股份,2.9253,2.3497,69.4661,-12598.8769,74.809,25.191
912,300723,一品红,10.9724,9.6858,81.8873,1310.1241,74.79899999999999,25.201
913,600830,香溢融通,2.6515,2.5424,161.3246,617.5498,74.7929,25.2071
914,000619,海螺型材,2.2489,1.7039,41.6913,184.89700000000002,74.7817,25.2183
915,600091,ST明科,16.4609,16.4609,95.304,156.5816,74.7686,25.2314
916,300632,光莆股份,2.6821,2.3556,130.6875,634.0451,74.7399,25.2601
917,002272,川润股份,2.9713,2.4819,58.5542,201.4961,74.7394,25.2606
918,002152,广电运通,2.9026,2.2764,119.7848,-10308.8006,74.7307,25.2693
919,002282,博深工具,1.6665,1.1678,42.9823,470.9842,74.6622,25.3378
920,300101,振芯科技,5.0185,3.8511,142.2828,2106.5723,74.5875,25.4125
921,002549,凯美特气,1.7211,1.6529,93.3328,2236.0726,74.5556,25.4444
922,002262,恩华药业,3.0427,2.5551,106.446,-7060.1479,74.5502,25.4498
923,300558,贝达药业,0.9794,0.7865,41.2367,8109.7761,74.5229,25.4771
924,000547,航天发展,2.2859,2.0085,111.0561,3040.7429,74.4855,25.5145
925,002498,汉缆股份,3.2302,2.4552,33.7733,2836.9669,74.4646,25.5354
926,002377,国创高新,1.4322,1.3352,63.4562,314.1654,74.4264,25.5736
927,300119,瑞普生物,2.0058,1.6456,60.5206,1092.1538,74.4221,25.5779
928,603218,日月股份,3.0824,2.7487,95.288,46720.675,74.4095,25.5905
929,300706,阿石创,3.1849,2.6189999999999998,72.1701,1307.9553,74.4075,25.5925
930,300599,雄塑科技,2.8446,2.2786,137.5673,-6652.0449,74.3884,25.6116
931,603226,菲林格尔,1.9341,1.3967,66.2597,26232.3041,74.3867,25.6133
932,600571,信雅达,2.4144,2.1087,63.7435,-5168.492,74.3453,25.6547
933,603729,龙韵股份,2.5142,2.5142,23.1346,-865.673,74.3433,25.6567
934,603977,国泰集团,1.6958,1.495,44.0519,5875.4711,74.3384,25.6616
935,600756,浪潮软件,2.6277,2.3985,41.0151,-17351.4587,74.3341,25.6659
936,002446,盛路通信,2.3843,1.8485,90.1237,3250.2612,74.324,25.676
937,002439,启明星辰,2.3166,2.1459,57.0175,-15291.0095,74.3114,25.6886
938,002638,勤上股份,2.326,2.1037,99.4596,-925.4424,74.2915,25.7085
939,600640,号百控股,3.0643,3.0478,203.1282,-658.8696,74.2845,25.7155
940,002787,华源控股,2.4804,1.7108,75.8333,7220.8546,74.2786,25.7214
941,300550,和仁科技,2.6954,2.6884,66.0535,235116.5228,74.2545,25.7455
942,300002,神州泰岳,1.9028,1.7486,53.9375,273.1263,74.2275,25.7725
943,600628,新世界,1.7841,1.6669999999999998,91.9883,2545.3176,74.22399999999999,25.776
944,300139,晓程科技,5.0297,3.9374,300.1048,-355.9648,74.2209,25.7791
945,603286,日盈电子,2.1431,1.7236,52.3985,1350.1477,74.1963,25.8037
946,603667,五洲新春,2.4202,1.2093,24.5632,1460.0824,74.1904,25.8096
947,300518,盛讯达,3.5624,3.5624,150.0737,-1839.2142,74.1808,25.8192
948,002563,森马服饰,3.1087,2.2804,44.6988,-1809.0768,74.1573,25.8427
949,300665,飞鹿股份,3.0059,2.6778,93.0425,901.825,74.1449,25.8551
950,603066,音飞储存,3.3479,2.6676,140.5793,3373.8212,74.1405,25.8595
951,002086,东方海洋,2.3171,0.987,55.8358,513.7673,74.0991,25.9009
952,300348,长亮科技,3.2071,3.2043,132.1279,1932.1523,74.0734,25.9266
953,300164,通源石油,2.2058,1.8033,45.9182,235.0406,74.0617,25.9383
954,603868,飞科电器,2.9858,2.5739,76.9599,-8034.3684,74.0303,25.9697
955,603380,易德龙,3.04,2.6709,33.6416,3006.861,74.028,25.971999999999998
956,002897,意华股份,2.6555,1.9944,31.4279,766.8192,74.0176,25.9824
957,002395,双象股份,2.3677,1.4606,71.7115,641.2286,73.97399999999999,26.026
958,600854,春兰股份,2.2885,1.2815,102.7857,188.8127,73.9555,26.0445
959,300531,优博讯,3.0862,2.4662,150.9396,8647.8451,73.9549,26.0451
960,002398,建研集团,2.7119,2.6206,14.4888,-48580.1306,73.9162,26.0838
961,300420,五洋停车,2.1568,1.7437,34.3867,10717.2985,73.8987,26.1013
962,300736,百华悦邦,2.6927,2.5225,132.19299999999998,2184.4478,73.8787,26.1213
963,603136,天目湖,1.5838,1.5374,28.0171,838.4847,73.8631,26.1369
964,002161,远望谷,1.6303,1.0044,49.3483,150.8105,73.8312,26.1688
965,002869,金溢科技,3.5894,3.2861,188.5006,-1458.4511,73.805,26.195
966,002864,盘龙药业,3.0283,2.8495,168.6222,-4756.7464,73.7897,26.2103
967,002128,露天煤业,1.6088,1.5171,51.713,2309.9475,73.7837,26.2163
968,603779,威龙股份,2.7265,0.9663,52.0625,432.2582,73.7511,26.2489
969,603298,杭叉集团,2.9949,2.3456,58.8043,-21095.575,73.7492,26.2508
970,600679,上海凤凰,1.6476,1.5212,77.6622,1282.1663,73.7131,26.2869
971,600817,ST宏盛,2.8136,2.6323,262.0997,-244.7317,73.6633,26.3367
972,600980,北矿科技,2.9365,2.2837,95.9283,1601.2243,73.6451,26.3549
973,600753,东方银星,3.6551,3.3662,332.9688,-584.9366,73.6433,26.3567
974,300353,东土科技,2.0898,1.8837,47.6864,853.8609,73.6331,26.3669
975,603968,醋化股份,2.7724,2.4457,98.3698,1142.0187,73.6319,26.3681
976,603888,新华网,6.0964,6.0924,472.24,-1681.6108,73.6188,26.3812
977,300180,华峰超纤,1.3661,1.0019,23.8382,1056.5982,73.5552,26.4448
978,002649,博彦科技,2.2405,2.2404,141.3805,668.7419,73.5461,26.4539
979,300424,航新科技,2.3696,1.6130000000000002,28.4426,8589.1729,73.5379,26.4621
980,603991,至正股份,2.3788,2.1858,42.3414,1468.0758,73.4822,26.5178
981,300680,隆盛科技,2.7816,2.362,67.6108,726.205,73.4819,26.5181
982,300593,新雷能,5.1610000000000005,3.7585,124.1933,-9982.85,73.4803,26.5197
983,300271,华宇软件,2.0392,1.6480000000000001,98.3476,-5316.8983,73.479,26.521
984,300418,昆仑万维,1.4645,1.4645,98.99600000000001,1619.5154,73.4776,26.5224
985,603988,中电电机,3.1060000000000003,2.5121,89.0476,1252.1387,73.4456,26.5544
986,002906,华阳集团,2.9996,2.6251,62.9926,991.3579,73.4424,26.5576
987,300650,太龙照明,5.4503,4.6661,151.0439,16865.4452,73.393,26.607
988,002394,联发股份,2.097,1.4433,27.0967,607.4037,73.3896,26.6104
989,002194,*ST凡谷,2.7897,2.1256,138.305,-3611.8648,73.3675,26.6325
990,300031,宝通科技,2.0437,1.7977,98.4732,-41527.4975,73.3439,26.6561
991,300199,翰宇药业,3.0043,2.8392,146.6424,2278.9888,73.3265,26.6735
992,300658,延江股份,2.8534,2.517,70.0493,695.1121,73.3207,26.6793
993,002532,新界泵业,1.7678,1.0974,48.1029,1713.6321,73.3158,26.6842
994,002878,元隆雅图,3.6747,3.5408,121.9179,6588.0948,73.3031,26.6969
995,002043,兔宝宝,2.6701,2.2015,46.2476,20298.3185,73.2392,26.7608
996,300055,万邦达,1.9273,1.4968,69.3672,-512.5821,73.2336,26.7664
997,000869,张裕A,1.6455,0.7681,49.7479,7479.8206,73.2086,26.7914
998,300432,富临精工,1.9192,1.7065,41.9297,3706.7711,73.2082,26.7918
999,002360,同德化工,2.0677,1.9141,153.6193,120294.0654,73.194,26.805999999999997
1000,300652,雷迪克,2.8833,2.2713,67.1308,6881.0865,73.165,26.835
1001,600826,兰生股份,2.8819999999999997,2.7572,37.6728,-3908.8746,73.1649,26.8351
1002,600137,浪莎股份,2.9592,2.5706,168.6537,-2846.0467,73.1332,26.8668
