code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002880,卫光生物,生物制药,深圳,55.78,0.27,1.08,141128.77,90763.86,23789.95,63930.23,5.92,0.22899999999999998,11.37,4.5,20170616,41756.6,3.87,-11.75,-28.66,39.94,18.88,15110.0
300637,扬帆新材,化工原料,浙江,27.67,0.64,1.23,66200.2,45765.6,16321.17,33350.55,2.71,0.217,4.81,4.99,20170412,14559.87,1.18,29.0,152.74,43.72,22.92,11293.0
002840,华统股份,食品,浙江,56.08,0.98,1.79,171864.84,49112.71,72323.28,52063.93,2.91,0.262,6.81,8.62,20170110,48174.26,2.7,12.39,34.47,6.09,3.7,5267.0
600280,中央商场,百货,江苏,65.72,11.48,11.48,1775754.75,1344133.75,298403.53,1277.0,0.01,0.035,1.63,5.57,20000926,33217.05,0.29,9.1,-14.42,23.11,1.88,51486.0
600765,中航重机,机械基件,贵州,70.84,7.78,7.78,1245297.88,848909.13,221736.72,148711.47,1.91,0.035,4.85,2.05,19961106,136924.77,1.76,-18.25,-44.42,25.14,2.57,65878.0
600721,百花村,生物制药,新疆,28.84,3.03,4.0,205040.81,53649.93,11829.0,232218.2,5.8,0.079,4.38,2.08,19960626,-97502.75,-2.44,-25.33,60.14,46.14,28.25,24630.0
603600,永艺股份,家居用品,浙江,31.38,2.5,3.03,108320.65,64177.6,29070.53,8237.76,0.27,0.1,2.74,3.94,20150123,35327.65,1.17,37.42,5.78,13.43,5.33,15314.0
300609,汇纳科技,互联网,上海,0.0,0.53,1.01,53121.8,44618.98,420.1,23149.52,2.29,-0.004,4.71,7.58,20170215,14341.0,1.42,58.91,84.24,66.98,-1.54,12220.0
300496,中科创达,软件服务,北京,92.76,2.29,4.04,233788.72,130077.82,7298.96,61889.05,1.53,0.094,3.17,11.01,20151210,38029.55,0.94,26.37,43.32,44.54,13.51,46146.0
002047,宝鹰股份,装修装饰,深圳,27.95,12.63,13.41,846497.13,783046.0,5633.01,169928.56,1.27,0.059000000000000004,2.85,2.34,20050531,152052.47,1.13,-8.27,26.53,16.89,6.71,48767.0
600235,民丰特纸,造纸,浙江,77.16,3.51,3.51,217164.55,93377.05,103318.71,82903.24,2.36,0.019,3.66,1.59,20000615,3542.68,0.1,-2.85,-7.5,18.03,1.75,24061.0
300012,华测检测,电器仪表,深圳,0.0,14.75,16.58,360004.41,166390.55,108384.35,4448.41,0.03,-0.015,1.49,3.35,20091030,66013.3,0.4,19.54,-734.92,34.53,-5.42,33773.0
600210,紫江企业,广告包装,上海,24.88,15.17,15.17,1020158.5,497074.0,316777.28,36174.81,0.24,0.042,2.85,1.46,19990824,192474.34,1.27,2.27,-85.98,18.06,2.89,127235.0
002176,江特电机,电气设备,江西,21.62,14.42,14.69,1023025.81,555803.0,140460.42,174662.11,1.19,0.135,2.87,4.06,20071012,94184.86,0.64,118.35,336.29,33.55,25.68,128126.0
002022,科华生物,医疗保健,上海,39.58,4.94,5.13,278686.53,170142.22,34166.01,28922.5,0.56,0.095,3.98,3.76,20040721,103858.11,2.03,25.08,10.89,37.53,10.73,46489.0
002608,江苏国信,火力发电,江苏,15.22,5.39,32.53,4652351.5,864956.13,2432949.75,1310714.0,4.03,0.13699999999999998,5.54,1.5,20110810,-234295.09,-0.72,43.94,19.06,9.61,8.37,23681.0
601985,中国核电,新型电力,北京,21.3,42.3,155.65,31054740.0,3767784.75,14967291.0,1258723.75,0.81,0.078,2.86,2.33,20150610,1380828.13,0.89,3.23,-0.63,44.86,14.76,495161.0
603000,人民网,互联网,北京,0.0,11.06,11.06,353452.69,243667.66,12824.51,74500.5,0.67,-0.052000000000000005,2.46,4.4,20120427,69881.92,0.63,-1.04,-28.1,24.75,-21.65,66143.0
002383,合众思壮,通信设备,北京,66.31,4.72,7.43,870236.19,544305.13,42170.15,244313.95,3.29,0.07200000000000001,5.05,3.8,20100402,59202.71,0.8,214.22,962.14,25.58,6.12,28964.0
300061,康旗股份,医疗保健,上海,72.41,2.0,5.26,428708.19,141048.38,35620.21,244487.95,4.65,0.049,6.72,2.11,20100319,55174.2,1.05,4.98,-52.51,43.89,6.32,7002.0
300094,国联水产,渔业,广东,15.34,7.46,7.84,400055.31,330523.28,36757.65,60167.9,0.77,0.12300000000000001,2.6,2.89,20100708,61147.13,0.78,20.25,423.84,11.64,9.51,19525.0
300515,三德科技,电器仪表,湖南,114.13,0.91,2.0,54388.86,41069.76,9498.74,10991.76,0.55,0.028999999999999998,2.29,5.84,20160608,12648.46,0.63,-8.39,-24.05,57.68,17.42,16944.0
002283,天润曲轴,汽车配件,山东,16.73,11.25,11.27,656782.63,307609.19,266359.81,134238.55,1.19,0.075,3.54,1.42,20090821,137255.73,1.22,69.79,46.05,23.67,9.6,52644.0
002064,华峰氨纶,化纤,浙江,19.07,15.39,16.77,551934.44,245088.55,195906.48,1968.8,0.01,0.066,2.09,2.4,20060823,153791.5,0.92,2.31,12.2,23.51,11.04,74396.0
600243,青海华鼎,机床制造,青海,0.0,2.37,4.39,295433.88,195315.47,71983.68,124278.1,2.83,-0.068,3.93,1.49,20001120,1863.57,0.04,-30.18,-155.97,21.05,-23.52,24034.0
002774,快意电梯,运输设备,广东,79.23,0.85,3.35,142780.45,114267.7,12571.5,39752.1,1.19,0.028999999999999998,3.02,3.05,20170324,21548.36,0.64,-9.67,-44.81,33.86,6.47,35718.0
603309,维力医疗,医疗保健,广东,143.16,2.0,2.0,100470.21,55803.88,23670.17,30776.59,1.54,0.031,4.49,3.93,20150302,35132.12,1.76,11.87,-58.52,33.03,4.75,17490.0
300289,利德曼,生物制药,北京,53.34,3.21,4.24,172057.13,86833.46,61452.06,25085.89,0.59,0.043,3.13,2.95,20120216,58970.36,1.39,51.54,10.56,44.71,10.7,20863.0
603225,新凤鸣,化纤,浙江,18.92,1.19,8.43,1228001.38,410666.56,613670.69,169605.11,2.01,0.311,7.91,2.98,20170418,396960.72,4.71,23.26,15.87,8.38,4.58,35400.0
300650,太龙照明,电气设备,福建,75.45,0.74,1.07,63230.88,46980.8,7522.05,21584.25,2.01,0.07200000000000001,4.44,4.93,20170503,17882.25,1.67,37.59,97.02,35.67,11.3,8969.0
300321,同大股份,塑料,山东,1368.72,0.83,0.89,72885.34,36535.51,24197.92,23806.32,2.68,0.003,6.68,2.65,20120523,23346.92,2.63,-1.88,-92.85,17.75,0.29,7598.0
600167,联美控股,供气供热,辽宁,7.78,4.11,8.8,1080938.25,600753.44,266960.16,371897.41,4.23,0.6759999999999999,8.75,2.41,19990128,291668.91,3.31,14.95,31.71,59.68,49.46,7082.0
000652,泰达股份,批发业,天津,0.0,14.74,14.76,3459588.0,2684097.5,46159.43,68522.28,0.46,-0.009000000000000001,2.55,1.65,19961128,119627.2,0.81,11.11,51.84,2.21,-0.36,101143.0
002559,亚威股份,机床制造,江苏,40.5,3.06,3.73,242586.66,162046.02,41636.14,80458.75,2.16,0.057,4.38,2.12,20110303,41150.1,1.1,11.52,23.32,26.26,7.94,40088.0
002298,中电鑫龙,软件服务,安徽,37.57,4.68,7.04,627485.88,392861.59,59193.75,290271.03,4.12,0.055999999999999994,6.17,1.37,20090929,68666.4,0.98,29.67,74.46,28.52,8.84,48104.0
603909,合诚股份,建筑施工,福建,291.1,0.25,1.03,102704.61,67438.68,12510.92,25549.59,2.49,0.027000000000000003,6.21,5.04,20160628,29525.19,2.88,18.48,-76.0,41.29,3.59,9129.0
600168,武汉控股,水务,湖北,17.68,7.1,7.1,1116174.38,309928.81,575123.44,151263.94,2.13,0.10800000000000001,6.75,1.13,19980427,232125.05,3.27,23.65,19.05,32.64,22.58,40951.0
002797,第一创业,证券,深圳,96.7,19.18,35.02,3523666.75,0.0,14220.9,259304.8,0.74,0.02,2.55,2.99,20160511,174134.75,0.5,20.23,0.55,0.0,15.57,267380.0
300206,理邦仪器,医疗保健,深圳,43.63,3.44,5.85,143739.52,77858.46,45152.71,41043.0,0.7,0.044000000000000004,2.1,3.63,20110421,19597.57,0.34,17.05,0.36,54.81,10.96,19138.0
002826,易明医药,中成药,西藏,137.38,1.32,1.9,73349.31,47836.3,16989.26,22410.92,1.18,0.032,3.22,5.53,20161209,18022.09,0.95,15.69,10.67,68.61,6.78,26841.0
600260,凯乐科技,通信设备,湖北,19.35,6.03,7.09,1959177.63,1675873.88,85864.88,211148.47,2.98,0.428,7.06,4.69,20000706,180530.22,2.55,12.22,292.61,14.55,8.16,27456.0
002486,嘉麟杰,服饰,上海,0.0,8.19,8.32,138027.52,76924.9,32597.25,201.46,0.0,-0.023,1.13,3.78,20101015,6253.78,0.08,31.37,27.45,14.67,-10.06,89985.0
603869,北部湾旅,旅游服务,广西,0.0,2.68,3.49,634570.69,342591.59,110639.46,270444.56,7.75,-0.006,10.5,1.95,20150326,54904.76,1.57,38.39,-123.51,35.59,-0.46,19096.0
600161,天坛生物,生物制药,北京,45.33,6.7,6.7,461319.31,317218.97,90002.09,25941.07,0.39,0.16399999999999998,4.71,6.33,19980616,197930.31,2.95,0.35,99.19,48.51,19.89,44297.0
300625,三雄极光,半导体,广东,49.17,0.91,2.8,285408.31,237126.72,29819.84,120833.67,4.32,0.13,8.2,3.12,20170317,70180.24,2.51,17.32,56.73,33.24,8.29,37420.0
002131,利欧股份,互联网,浙江,32.51,34.03,55.88,1608332.25,903779.38,127780.2,97419.71,0.17,0.02,1.48,1.73,20070427,177650.27,0.32,35.75,-26.73,12.57,3.86,160602.0
600325,华发股份,区域地产,广东,7.76,19.14,21.18,15309034.0,14208730.0,61563.36,287173.94,1.36,0.275,5.78,1.48,20040225,653608.31,3.09,-62.26,38.5,27.04,36.68,66920.0
002331,皖通科技,软件服务,安徽,76.94,2.92,3.82,228180.27,141644.13,17526.4,85477.09,2.24,0.033,4.48,2.29,20100106,43146.34,1.13,-2.28,8.34,24.19,4.78,41620.0
600456,宝钛股份,小金属,陕西,0.0,4.3,4.3,718684.13,447931.06,227698.52,237071.52,5.51,-0.019,7.94,2.37,20020412,43816.25,1.02,24.35,77.16,15.44,-1.19,32018.0
000550,江铃汽车,汽车整车,江西,19.26,5.18,8.63,2273195.25,1462893.25,589985.0,83944.25,0.97,0.17800000000000002,12.43,1.1,19931201,859841.38,9.96,-20.53,-32.81,13.54,2.37,36414.0
000655,*ST金岭,普钢,山东,43.68,5.95,5.95,266466.25,99508.13,30533.31,48799.8,0.82,0.025,3.88,1.11,19961128,91951.2,1.54,7.62,-26.23,23.65,5.95,53000.0
601018,宁波港,港口,浙江,22.65,128.0,131.73,6304892.5,1276012.25,2860810.5,861938.81,0.65,0.057,2.82,1.83,20100928,1291952.25,0.98,33.24,9.82,25.32,14.72,223616.0
603518,维格娜丝,服饰,江苏,16.07,1.48,1.81,656476.0,217992.02,9937.55,127806.45,7.08,0.37,12.26,1.89,20141203,75315.5,4.17,142.4,119.64,68.95,8.64,10025.0
600552,凯盛科技,玻璃,安徽,95.27,7.41,7.67,531896.69,329060.59,128118.52,96034.0,1.25,0.018000000000000002,3.1,2.22,20021108,61953.28,0.81,-20.76,15.36,14.9,2.38,28453.0
300499,高澜股份,专用机械,广东,0.0,0.68,1.2,100451.36,68865.4,13878.54,21531.49,1.79,-0.069,5.13,3.52,20160202,25104.01,2.09,6.12,-54.87,28.72,-7.31,11006.0
603717,天域生态,环境保护,重庆,0.0,0.87,1.73,246001.75,196795.05,20293.45,65438.71,3.79,-0.027000000000000003,7.45,2.77,20170327,42215.46,2.44,-21.95,-119.66,28.37,-2.87,20053.0
002678,珠江钢琴,文教休闲,广东,52.88,9.54,10.45,400829.0,241094.16,71894.65,129481.47,1.24,0.049,3.1,3.33,20120530,77141.96,0.74,12.73,6.21,33.54,10.64,19981.0
300606,金太阳,矿物制品,广东,38.93,0.33,0.89,60641.01,42412.4,14203.55,17094.14,1.92,0.177,5.31,5.19,20170208,19175.85,2.15,53.27,10.14,35.62,18.5,7436.0
600180,瑞茂通,仓储物流,山东,10.92,8.82,10.16,2213387.75,2086235.63,1554.71,147833.06,1.45,0.256,5.37,2.08,19980703,291981.16,2.87,115.34,-3.06,8.13,2.31,21403.0
000783,长江证券,证券,湖北,29.56,55.29,55.29,11790260.0,0.0,30001.95,1047349.5,1.89,0.057999999999999996,5.02,1.37,19970731,542409.0,0.98,14.14,-25.46,0.0,23.45,208350.0
002521,齐峰新材,造纸,山东,43.18,4.3,4.95,433361.31,273020.09,145285.55,199039.47,4.02,0.045,6.95,1.12,20101210,83338.4,1.68,12.7,-42.06,12.71,2.56,31324.0
601616,广电电气,电气设备,上海,360.0,9.36,9.36,283521.31,184298.02,22353.72,135121.88,1.44,0.002,2.53,1.36,20110201,-1736.06,-0.02,-2.94,52.91,26.11,1.64,52160.0
002232,启明信息,软件服务,吉林,825.2,4.02,4.09,172701.27,132037.95,30459.05,26188.17,0.64,0.003,2.61,3.64,20080509,33320.65,0.82,-15.07,-7.67,18.65,0.53,47238.0
300478,杭州高新,橡胶,浙江,0.0,0.24,0.67,137186.69,59104.73,7863.61,24014.25,3.6,-0.021,8.19,4.64,20150610,20029.17,3.0,29.07,-165.79,23.46,-1.12,7766.0
002839,张家港行,银行,江苏,15.39,8.37,18.08,9833919.0,0.0,61423.68,86643.13,0.48,0.126,4.79,1.62,20170124,156790.84,0.87,5.2,12.12,0.0,35.98,131448.0
002032,苏 泊 尔,家用电器,浙江,23.17,5.44,8.21,909423.38,755731.94,84693.93,10456.67,0.13,0.551,6.81,7.49,20040817,433329.59,5.28,21.24,21.92,31.07,9.26,10459.0
002473,*ST圣莱,家用电器,浙江,0.0,1.6,1.6,36177.59,16773.5,10706.92,22315.42,1.39,-0.052000000000000005,1.72,4.53,20100910,-11920.19,-0.75,-17.27,-46.61,5.99,-48.17,8479.0
000958,东方能源,火力发电,河北,12.42,6.66,11.02,948807.31,183841.09,532831.94,114547.3,1.04,0.087,2.3,1.88,19991223,21396.85,0.19,6.06,24.91,15.44,10.95,85036.0
603136,天目湖,旅游景点,江苏,43.25,0.2,0.8,109458.9,23421.67,71895.52,35576.37,4.45,0.22,9.65,3.95,20170927,30144.7,3.77,0.0,0.0,56.24,19.57,10411.0
600185,格力地产,区域地产,广东,14.57,20.6,20.6,2768777.25,2477841.75,18500.11,100395.22,0.49,0.10400000000000001,3.8,1.6,19990611,444655.5,2.16,-24.35,-18.18,45.94,24.95,54131.0
300431,暴风集团,互联网,北京,0.0,2.35,3.3,307933.63,182944.63,3740.43,37593.64,1.14,-0.09,3.18,7.1,20150324,34037.51,1.03,-13.7,-79.27,6.02,-7.63,88944.0
601000,唐山港,港口,河北,13.82,55.33,59.26,2208265.25,583653.25,1126210.88,364671.06,0.62,0.063,2.51,1.38,20100705,586584.75,0.99,7.98,5.71,27.47,20.37,121446.0
600696,ST匹凸,区域地产,上海,66.03,3.41,3.41,74554.84,55593.75,327.03,4180.18,0.12,0.02,0.83,6.27,19931206,-13096.78,-0.38,-60.76,167.44,58.42,35.83,33251.0
000952,广济药业,化学制药,湖北,10.97,2.52,2.52,171099.81,51268.51,87696.02,6079.37,0.24,0.337,3.35,4.41,19991112,45322.15,1.8,43.63,247.47,69.24,34.66,32590.0
600037,歌华有线,影视音像,北京,24.75,11.68,13.92,1546359.63,951519.31,384623.69,654844.56,4.71,0.12300000000000001,9.24,1.32,20010208,395614.97,2.84,-3.88,-3.3,25.32,32.22,68563.0
601339,百隆东方,纺织,浙江,22.33,15.0,15.0,1200894.0,515559.31,304347.72,235849.22,1.57,0.059000000000000004,4.84,1.08,20120612,317432.41,2.12,-2.51,-22.72,18.26,6.54,37086.0
002187,广百股份,百货,广东,15.11,3.42,3.42,422355.75,219599.05,106470.95,91412.22,2.67,0.159,7.89,1.22,20071122,120022.45,3.51,20.88,11.84,17.5,2.8,20199.0
600496,精工钢构,钢加工,安徽,52.03,15.1,15.1,1116602.63,796050.13,76689.81,33248.25,0.22,0.017,2.64,1.32,20020605,172135.97,1.14,56.19,16.81,10.66,1.19,137305.0
000712,锦龙股份,证券,广东,83.76,8.95,8.96,3469932.5,0.0,12440.65,70811.96,0.79,0.042,4.17,3.34,19970415,195738.8,2.18,-16.93,-48.83,0.0,11.74,58518.0
000756,新华制药,化学制药,山东,23.16,3.07,4.78,542225.44,214566.84,211457.55,72845.03,1.52,0.141,5.26,2.49,19970806,90591.9,1.89,9.42,31.12,28.56,4.77,29832.0
601515,东风股份,广告包装,广东,11.66,11.12,11.12,571741.0,282903.59,124479.35,7085.11,0.06,0.187,3.57,2.44,20120216,239378.25,2.15,7.44,3.12,42.69,25.58,16307.0
002031,巨轮智能,汽车配件,广东,172.04,18.91,21.99,724501.75,410440.31,128467.17,3979.56,0.02,0.004,1.37,1.92,20040816,63246.61,0.29,49.91,-29.28,40.28,3.19,122497.0
000928,中钢国际,建筑施工,吉林,17.9,7.43,12.57,1290574.13,1070968.88,25834.13,201154.63,1.6,0.073,3.7,1.42,19990312,135420.48,1.08,-11.51,-9.66,17.61,6.73,52037.0
603918,金桥信息,软件服务,上海,2563.36,1.23,1.78,90342.65,68062.02,6255.93,15033.17,0.85,0.002,2.9,6.04,20150528,18423.13,1.04,1.21,108.09,33.52,0.35,19411.0
600240,华业资本,全国地产,北京,17.19,14.24,14.24,2072825.38,632785.94,20323.32,56441.91,0.4,0.114,4.89,1.61,20000628,486943.25,3.42,-9.59,29.17,39.96,41.26,33608.0
600830,香溢融通,多元金融,浙江,47.71,4.54,4.54,307847.09,95128.1,10085.37,52450.71,1.15,0.037000000000000005,4.66,1.5,19940224,102571.47,2.26,-27.75,4.21,15.38,8.18,38027.0
603117,万林股份,仓储物流,江苏,34.0,2.82,4.62,525453.56,336214.25,83869.43,118200.55,2.56,0.07,5.0,1.75,20150629,65119.55,1.41,97.03,52.04,55.6,15.53,28680.0
300616,尚品宅配,家居用品,广东,0.0,0.67,1.99,422364.69,290574.94,88158.93,157619.25,7.93,-0.166,13.04,9.15,20170307,101411.15,5.1,38.76,29.19,42.14,-2.99,8138.0
300210,森远股份,专用机械,辽宁,35.23,3.52,4.84,227637.91,126431.52,29335.9,19352.76,0.4,0.037000000000000005,2.71,1.94,20110426,58658.03,1.21,-20.76,-16.53,42.68,18.5,13126.0
300248,新开普,软件服务,河南,0.0,2.04,3.19,193410.55,112628.65,13998.09,70208.3,2.2,-0.040999999999999995,4.23,2.91,20110729,35195.26,1.1,23.1,-585.12,53.96,-9.91,28266.0
002362,汉王科技,电脑设备,北京,141.22,1.78,2.17,104103.53,70149.67,18930.2,103024.75,4.75,0.044000000000000004,3.92,6.28,20100303,-40112.28,-1.85,8.97,5.02,47.62,6.88,60616.0
300283,温州宏丰,电气设备,浙江,44.02,2.07,4.14,140388.23,68962.61,33286.87,1705.43,0.04,0.03,1.4,3.78,20120110,12302.91,0.3,33.71,188.8,12.43,4.92,11244.0
300265,通光线缆,电气设备,江苏,238.6,3.37,3.38,209486.22,141121.61,32563.0,19513.48,0.58,0.006999999999999999,2.86,2.46,20110916,39353.0,1.17,8.19,-79.34,17.08,0.66,20123.0
000599,青岛双星,汽车配件,山东,47.86,6.28,8.36,946095.0,500975.41,287521.78,199655.11,2.39,0.032,4.46,1.38,19960430,83695.03,1.0,-9.96,9.24,15.52,2.73,64156.0
601326,秦港股份,港口,河北,21.23,5.58,55.87,2574608.25,315942.38,1586043.63,520352.0,0.93,0.062,2.46,2.15,20170816,176877.84,0.32,6.0,21.4,44.16,19.74,132476.0
002342,巨力索具,机械基件,河北,147.71,8.81,9.6,402088.34,227424.02,140815.98,67299.28,0.7,0.009000000000000001,2.51,2.11,20100126,65377.44,0.68,2.3,-39.12,17.94,2.57,111981.0
000521,美菱电器,家用电器,安徽,20.47,8.02,10.45,1663461.5,1373866.75,150223.36,268480.63,2.57,0.054000000000000006,4.88,0.9,19931018,99415.65,0.95,15.79,-8.22,20.02,1.33,61541.0
002351,漫步者,电脑设备,深圳,53.7,2.99,5.95,197787.36,147490.09,37031.68,75204.3,1.26,0.037000000000000005,3.0,2.65,20100205,42132.3,0.71,-6.44,-39.42,29.86,11.25,41941.0
300082,奥克股份,化工原料,辽宁,34.54,6.74,6.81,614845.81,295585.72,199248.13,172685.25,2.54,0.045,4.25,1.45,20100520,40657.75,0.6,19.04,19.69,8.34,2.48,26382.0
002441,众业达,批发业,广东,19.35,3.92,5.45,525628.13,396581.72,41645.85,187445.16,3.44,0.114,6.69,1.32,20100706,112260.61,2.06,20.72,-25.36,14.41,3.95,35626.0
000818,航锦科技,化工原料,辽宁,19.12,6.9,6.92,406196.41,112845.47,135063.06,129306.9,1.87,0.185,3.79,3.73,19971017,55859.94,0.81,29.71,338.22,27.98,14.12,30995.0
601555,东吴证券,证券,江苏,101.72,28.91,30.0,9655417.0,0.0,71570.4,1176400.25,3.92,0.02,6.94,1.15,20111212,329830.09,1.1,-15.71,-81.05,0.0,7.13,97962.0
001896,豫能控股,火力发电,河南,0.0,9.3,11.51,2152737.5,564381.94,1294337.63,500207.81,4.35,-0.175,5.35,0.83,19980122,-16975.15,-0.15,41.59,-69.37,-5.77,-8.35,38807.0
300336,新文化,影视音像,上海,21.23,4.53,5.38,503525.09,287694.91,7911.93,149045.0,2.77,0.125,5.7,1.87,20120710,92680.74,1.72,-34.77,1.97,60.54,34.25,39970.0
000859,国风塑业,塑料,安徽,223.76,7.39,7.39,209738.47,90369.59,84678.75,58966.25,0.8,0.004,1.99,1.78,19981119,8031.93,0.11,-9.9,-63.59,7.55,1.16,55946.0
002868,绿康生化,农业综合,福建,35.88,0.38,1.2,76192.36,47345.28,21315.02,37592.82,3.13,0.155,5.95,3.73,20170503,18268.17,1.52,-8.04,-30.0,34.28,20.78,16270.0
600396,金山股份,火力发电,辽宁,75.61,11.65,14.73,2003771.75,167839.55,1669907.25,135027.38,0.92,0.009000000000000001,1.84,1.45,20010328,-24574.34,-0.17,14.72,127.66,10.32,0.67,74426.0
000883,湖北能源,火力发电,湖北,10.14,53.46,65.07,4681311.0,450544.19,2577077.25,1084680.13,1.67,0.11,4.0,1.11,19980519,794526.69,1.22,12.97,61.74,23.9,24.01,118333.0
600608,ST沪科,钢加工,上海,0.0,3.18,3.29,18914.55,18892.02,22.52,44866.9,1.36,-0.003,0.18,40.63,19920327,-76661.96,-2.33,590.79,82.15,0.62,-0.57,21396.0
603626,科森科技,专用机械,江苏,39.3,1.58,4.16,340173.06,159643.34,128482.36,82936.71,2.0,0.125,4.35,4.5,20170209,62875.56,1.51,45.58,156.14,29.95,11.56,17405.0
000049,德赛电池,电气设备,深圳,22.86,2.05,2.05,600138.56,489253.94,65343.85,816.93,0.04,0.371,7.21,4.7,19950320,120365.05,5.86,30.13,10.21,7.58,2.55,37547.0
603123,翠微股份,百货,北京,20.44,5.24,5.24,506059.09,198748.81,191412.47,173578.56,3.31,0.087,5.84,1.22,20120503,65702.9,1.25,1.43,20.74,19.54,3.33,18996.0
000520,长航凤凰,水运,湖北,62.9,10.12,10.12,53977.65,44008.9,6033.58,195956.11,1.94,0.013999999999999999,0.33,10.85,19931025,-289157.63,-2.86,17.58,241.91,18.66,6.78,119109.0
002692,睿康股份,电气设备,江苏,81.86,5.8,7.18,317955.88,253760.5,46402.82,14979.42,0.21,0.019,2.1,2.97,20120808,56128.11,0.78,16.46,-10.39,17.82,2.41,12400.0
600302,标准股份,纺织机械,陕西,0.0,3.46,3.46,163138.63,127491.02,20143.67,34744.48,1.0,-0.034,3.46,1.55,20001213,27424.25,0.79,11.19,-180.2,18.8,-5.49,20662.0
600220,江苏阳光,纺织,江苏,0.0,17.83,17.83,479686.44,224205.27,165469.42,0.0,0.0,-0.006999999999999999,1.14,2.34,19990927,12634.5,0.07,10.72,-1204.34,19.11,-3.1,132584.0
300591,万里马,服饰,广东,0.0,1.09,3.12,101930.3,75089.68,17023.14,9534.82,0.31,-0.016,1.45,5.55,20170110,3030.01,0.1,28.74,-106.42,24.58,-5.02,23700.0
600881,亚泰集团,水泥,吉林,0.0,26.0,32.49,5735993.5,2751685.0,1250200.0,831559.75,2.56,-0.042,4.54,0.99,19951115,281260.22,0.87,45.03,31.79,27.03,-4.83,121526.0
600218,全柴动力,农用机械,安徽,24.07,3.69,3.69,385487.97,268766.91,92189.68,104437.38,2.83,0.065,5.25,1.19,19981203,40223.62,1.09,2.75,-38.87,11.59,2.49,25760.0
603611,诺力股份,运输设备,浙江,29.62,1.6,1.91,290768.38,190530.02,23610.99,83836.06,4.38,0.21,8.5,2.85,20150128,60956.35,3.18,21.7,14.79,24.82,7.28,13511.0
600282,南钢股份,普钢,江苏,4.9,38.76,44.09,4051980.0,1698666.75,2042718.63,183154.0,0.42,0.22899999999999998,2.86,1.57,20000919,561111.88,1.27,21.9,83.62,19.83,9.72,154350.0
600057,厦门象屿,仓储物流,福建,14.16,14.44,14.58,5514865.5,4297223.5,602664.5,511264.56,3.51,0.14,6.26,1.43,19970604,239846.52,1.65,15.72,67.05,3.02,0.49,46552.0
603286,日盈电子,汽车配件,江苏,84.26,0.22,0.88,55421.36,28591.89,20579.85,19227.05,2.18,0.08199999999999999,4.89,5.69,20170627,12770.92,1.45,7.3,1.32,30.38,10.31,13151.0
002337,赛象科技,化工机械,天津,0.0,5.88,5.89,162157.61,122704.45,22309.2,42457.48,0.72,-0.026000000000000002,2.04,2.2,20100115,12035.8,0.2,167.65,-222.11,31.56,-16.35,73981.0
002586,围海股份,建筑施工,浙江,49.96,6.94,10.42,839065.0,459520.66,18211.42,255455.27,2.45,0.036000000000000004,4.13,1.74,20110602,58777.65,0.56,103.61,3058.33,9.62,5.44,22943.0
600551,时代出版,出版业,安徽,11.6,5.06,5.06,676527.13,476108.25,68573.59,134424.77,2.66,0.233,9.51,1.13,20020905,247427.91,4.89,-19.07,1.43,13.9,7.96,18117.0
000682,东方电子,电气设备,山东,144.69,9.78,9.78,477242.94,384401.91,58794.01,45377.03,0.46,0.008,1.79,2.51,19970121,30092.19,0.31,9.86,-8.98,35.26,1.64,120633.0
601888,中国国旅,旅游服务,北京,26.21,19.52,19.52,2294137.5,1909286.38,139690.8,384220.03,1.97,0.594,7.73,8.06,20091015,890653.0,4.56,53.07,61.48,39.47,13.11,31034.0
002686,亿利达,专用机械,浙江,56.31,3.26,4.43,328183.72,150186.31,58667.88,50635.57,1.14,0.044000000000000004,3.44,2.89,20120703,54253.61,1.22,32.96,18.35,29.84,6.82,13983.0
603111,康尼机电,运输设备,江苏,29.37,7.38,9.93,769566.69,450873.5,55819.01,317771.88,3.2,0.11,5.11,2.3,20140801,79538.52,0.8,102.24,135.53,34.08,12.46,24042.0
300535,达威股份,化工原料,四川,63.57,0.32,0.6,72650.7,46638.84,13686.12,31402.7,5.26,0.135,11.2,3.07,20160812,26583.74,4.45,2.1,-42.52,47.23,11.27,10535.0
002531,天顺风能,电气设备,江苏,34.36,17.69,17.79,1028106.13,415803.78,276492.06,169441.61,0.95,0.046,2.77,2.28,20101231,133935.38,0.75,14.29,2.29,26.21,13.63,34902.0
300044,赛为智能,软件服务,深圳,42.16,4.58,7.79,436752.16,238303.77,26263.1,136532.31,1.75,0.054000000000000006,2.95,3.06,20100120,50711.09,0.65,0.6,148.64,37.37,17.58,58125.0
600652,游久游戏,互联网,上海,53.91,8.33,8.33,204586.17,59803.0,2665.38,89066.07,1.07,0.028999999999999998,2.09,3.03,19901219,-2436.7,-0.03,-46.27,69.52,59.61,79.14,98322.0
002519,银河电子,通信设备,江苏,45.68,7.97,11.42,520118.31,313630.38,56974.36,192563.69,1.69,0.035,3.2,1.98,20101207,71832.81,0.63,-9.03,4.44,27.51,11.5,28692.0
