code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300269,联建光电,半导体,深圳,98.11,3.64,6.13,795796.06,275890.81,70722.8,397696.34,6.48,0.025,8.01,1.21,20111012,50430.98,0.82,14.87,-79.32,28.74,1.87,23180.0
300557,理工光科,电器仪表,湖北,0.0,0.34,0.56,55798.73,47202.43,2809.09,19838.15,3.56,-0.27,8.12,4.27,20161101,16718.73,3.0,-82.91,-203.11,48.93,-320.0,9718.0
300456,耐威科技,元器件,北京,284.77,0.96,1.89,308691.72,156144.88,17590.71,97003.25,5.15,0.03,7.38,5.05,20150514,30920.4,1.64,23.1,-34.66,37.75,4.39,11775.0
300541,先进数通,软件服务,北京,0.0,0.51,1.2,120620.55,101721.3,6001.77,35526.71,2.96,-0.037000000000000005,6.08,4.28,20160913,22985.06,1.92,8.22,-1.82,20.94,-4.53,16559.0
300721,怡达股份,化工原料,江苏,81.46,0.2,0.8,127334.72,80595.11,20807.02,53126.38,6.63,0.10800000000000001,10.74,3.28,20171115,20160.25,2.52,0.0,0.0,14.36,3.19,12826.0
002863,今飞凯达,汽车配件,浙江,73.79,1.86,3.77,390775.81,201997.41,134538.55,29541.88,0.78,0.038,2.45,4.59,20170418,36482.98,0.97,14.23,0.54,18.88,2.39,32376.0
002501,利源精制,铝,吉林,23.58,9.39,12.15,1659269.38,197265.27,803292.69,430333.19,3.54,0.087,6.67,1.23,20101117,226879.09,1.87,-8.54,0.52,37.61,17.75,67596.0
002048,宁波华翔,汽车配件,浙江,21.86,4.61,6.26,1476204.13,780618.44,255470.27,269668.91,4.31,0.16399999999999998,12.47,1.15,20050603,355025.44,5.67,-11.93,-45.64,19.86,3.19,35422.0
603996,中新科技,家用电器,浙江,108.38,1.03,3.0,504721.91,442222.0,49331.18,55722.03,1.86,0.045,5.03,3.87,20151222,57240.25,1.91,143.66,135.06,7.19,0.78,21302.0
300007,汉威科技,电器仪表,河南,48.07,2.27,2.93,461676.0,227382.05,77711.9,58779.95,2.01,0.08,4.84,3.18,20091030,50340.05,1.72,5.71,34.54,33.21,6.22,25017.0
601101,昊华能源,煤炭开采,北京,8.0,12.0,12.0,2082186.75,379229.38,569001.38,327218.22,2.73,0.225,6.47,1.11,20100331,211355.55,1.76,-8.86,-13.22,52.25,18.65,54317.0
600099,林海股份,摩托车,江苏,14421.0,2.19,2.19,60011.28,42018.71,13619.27,20273.75,0.93,0.0,2.15,4.07,19970704,2360.67,0.11,22.65,-94.0,10.74,0.03,18013.0
002642,荣之联,软件服务,北京,95.8,4.96,6.62,599500.25,345176.19,55267.2,289922.75,4.38,0.03,6.36,1.78,20111220,52717.28,0.8,79.37,627.1,27.14,3.64,51285.0
603636,南威软件,软件服务,福建,1093.67,5.23,5.27,240487.59,170402.98,16024.92,71442.05,1.35,0.002,3.16,3.26,20141230,40936.85,0.78,-9.65,108.69,39.04,2.28,34899.0
603819,神力股份,电气设备,江苏,117.22,0.56,1.21,92180.81,73406.85,7324.06,45249.8,3.75,0.04,6.2,2.99,20161125,15234.62,1.26,40.03,-56.1,10.33,2.35,11410.0
603032,德新交运,公路,新疆,4226.78,0.65,1.33,49300.98,41098.03,4282.56,14393.22,1.08,0.001,3.25,6.18,20170105,12915.07,0.97,-33.49,-95.2,30.36,0.49,5832.0
300179,四方达,矿物制品,河南,71.54,3.21,4.96,108065.72,65262.23,17621.43,6083.0,0.12,0.022000000000000002,1.72,3.61,20110215,25082.46,0.51,25.86,-17.8,47.15,13.57,29405.0
600589,广东榕泰,塑料,广东,30.64,6.27,7.05,515278.81,255221.55,89536.32,129970.5,1.84,0.046,4.4,1.29,20010612,95643.4,1.36,14.42,12.28,24.13,9.13,38822.0
002917,金奥博,化工原料,深圳,99.35,0.28,1.13,74841.88,64949.85,2943.0,34434.05,3.05,0.077,5.22,5.85,20171208,12047.83,1.07,0.0,0.0,35.51,12.65,17731.0
300264,佳创视讯,通信设备,深圳,104.25,3.19,4.13,91557.6,59438.56,1543.22,9648.55,0.23,0.017,1.33,5.46,20110916,1580.41,0.04,170.79,164.7,32.44,8.19,22286.0
600685,中船防务,船舶,广东,280.08,8.21,14.14,4256558.0,2823661.25,1019688.13,807158.94,5.71,0.017,8.23,2.33,19931028,125291.82,0.89,-27.43,31.65,2.13,0.82,70244.0
000565,渝三峡Ａ,染料涂料,重庆,60.98,4.34,4.34,148000.45,73497.38,24652.99,6151.98,0.14,0.026000000000000002,2.43,2.56,19940408,43590.84,1.01,-83.94,-34.95,20.87,7.34,45669.0
300276,三丰智能,专用机械,湖北,49.07,2.0,4.77,468360.44,203777.34,27444.15,163080.52,3.42,0.07400000000000001,5.02,2.9,20111115,25826.77,0.54,264.84,1096.62,27.33,12.73,35974.0
300689,澄天伟业,元器件,深圳,68.93,0.17,0.68,61489.01,38864.03,19122.82,24722.46,3.64,0.14300000000000002,7.99,4.94,20170809,22241.92,3.27,0.0,0.0,30.73,13.98,11780.0
002779,中坚科技,农用机械,浙江,140.01,0.4,1.32,81184.05,51454.53,18261.03,19537.85,1.48,0.034,4.81,3.99,20151209,27321.86,2.07,-13.76,-45.33,18.66,4.11,12131.0
002345,潮宏基,服饰,广东,23.97,8.3,9.05,549591.19,317042.25,23423.49,142804.92,1.58,0.10300000000000001,3.89,2.54,20100128,106004.01,1.17,0.79,0.21,39.69,11.08,23138.0
000016,深康佳Ａ,家用电器,深圳,67.37,15.97,24.08,2350196.5,1880162.38,158903.63,10473.21,0.04,0.023,3.35,1.86,19920327,431588.41,1.79,65.87,112.45,8.08,0.72,87677.0
600391,航发科技,航空,四川,0.0,3.3,3.3,568105.19,353810.94,177792.84,101153.42,3.06,-0.035,5.38,3.39,20011212,33148.23,1.0,-3.38,-465.28,20.53,-3.03,50693.0
002242,九阳股份,家用电器,山东,22.41,7.67,7.68,489001.81,318760.69,62016.61,89639.03,1.17,0.192,4.82,3.56,20080528,172788.81,2.25,5.57,7.88,31.53,9.37,38519.0
300634,彩讯股份,软件服务,深圳,259.62,0.4,4.0,131063.86,90543.56,1273.71,46670.2,1.17,0.057,2.77,21.49,20180323,21999.53,0.55,0.0,0.0,48.43,17.34,36800.0
300592,华凯创意,软件服务,湖南,241.55,0.83,1.22,95460.71,79154.57,5582.91,16976.25,1.39,0.016,4.07,3.85,20170120,20108.3,1.64,30.18,6372.96,28.0,2.87,12050.0
600891,秋林集团,百货,黑龙江,29.94,3.84,6.18,559853.5,477506.09,18413.63,150007.92,2.43,0.052000000000000005,4.96,1.26,19960325,85445.65,1.38,122.67,-41.51,3.72,1.11,35658.0
600397,*ST安煤,煤炭开采,江西,46.82,9.9,9.9,679943.25,278288.88,292661.81,186328.3,1.88,0.013999999999999999,0.82,3.19,20020702,-239133.22,-2.42,17.5,125.78,14.75,1.31,61982.0
300256,星星科技,元器件,浙江,53.19,5.94,9.73,893287.63,442574.31,207078.56,260911.55,2.68,0.025,3.52,1.48,20110819,19341.85,0.2,-21.97,144.09,17.3,2.12,38937.0
300166,东方国信,软件服务,北京,110.17,8.06,10.5,505088.56,287052.63,21341.01,210651.25,2.01,0.034,4.22,3.59,20110125,126269.47,1.2,2.63,-26.13,46.3,15.64,42182.0
002014,永新股份,塑料,安徽,21.46,4.85,5.04,235072.95,155624.44,65370.73,59868.15,1.19,0.085,3.59,2.04,20040708,68632.6,1.36,19.23,2.23,20.92,8.47,21093.0
300322,硕贝德,通信设备,广东,68.52,3.7,4.07,187654.06,107344.92,61204.41,4975.83,0.12,0.038,1.52,6.89,20120608,13505.0,0.33,14.79,412.62,21.83,4.3,30900.0
600416,湘电股份,电气设备,湖南,0.0,8.81,9.46,2200904.25,1579577.0,174317.66,486940.06,5.15,-0.192,6.66,1.41,20020718,27949.21,0.3,-40.98,-375.77,8.29,-18.69,33197.0
603229,奥翔药业,化学制药,浙江,385.72,0.54,1.6,74310.02,51031.64,16079.32,22864.82,1.43,0.013000000000000001,3.54,5.47,20170509,15958.62,1.0,28.05,-83.29,44.73,4.03,13554.0
603680,今创集团,运输设备,江苏,47.79,0.42,4.2,721049.56,553725.31,74081.96,171762.23,4.09,0.22,8.36,4.77,20180227,106421.56,2.53,0.0,0.0,36.32,13.37,34095.0
300585,奥联电子,汽车配件,江苏,45.74,0.91,1.6,65855.4,49014.93,11646.71,12980.17,0.81,0.095,2.89,5.98,20161229,15366.63,0.96,5.76,-8.44,39.18,16.27,15266.0
002415,海康威视,电器仪表,浙江,53.35,79.07,92.27,5020826.0,4255464.5,405325.59,185362.3,0.2,0.19699999999999998,3.49,12.02,20100528,1841429.38,2.0,32.95,22.64,45.06,19.39,137437.0
002167,东方锆业,小金属,广东,100.04,4.89,6.21,266355.38,94981.11,77743.05,59816.32,0.96,0.021,1.68,4.99,20070913,-12875.38,-0.21,1.42,293.42,28.79,9.18,49874.0
300470,日机密封,机械基件,四川,43.41,0.64,1.07,120717.97,93537.68,8914.67,39590.67,3.71,0.287,9.54,5.23,20150612,45099.65,4.23,39.77,84.47,53.4,22.63,6979.0
300297,蓝盾股份,软件服务,广东,43.57,7.42,11.75,807071.88,432694.41,70804.75,189589.02,1.61,0.054000000000000006,3.44,2.75,20120315,98929.09,0.84,55.86,12.21,50.96,12.02,52417.0
002603,以岭药业,中成药,河北,16.32,9.89,12.06,819114.94,445784.34,267112.75,295123.78,2.45,0.258,6.16,2.73,20110728,296073.69,2.46,20.23,41.55,68.23,19.65,42501.0
603595,东尼电子,元器件,浙江,28.22,0.25,1.02,139612.66,80010.75,44248.6,44781.03,4.39,0.862,8.06,12.07,20170712,32541.8,3.19,210.96,402.7,48.45,29.82,4742.0
600153,建发股份,商贸代理,福建,14.11,28.35,28.35,20628530.0,17948236.0,135120.25,243749.77,0.86,0.205,8.53,1.36,19980616,1764596.25,6.22,24.74,37.64,4.98,1.2,93830.0
603881,数据港,电信运营,上海,71.56,1.28,2.11,169490.44,48134.4,104632.99,36634.05,1.74,0.16,4.41,10.38,20170208,33338.05,1.58,31.57,40.32,38.66,22.32,31183.0
600901,江苏租赁,多元金融,江苏,22.96,6.4,29.87,5396167.0,0.0,49248.45,431590.75,1.45,0.13,3.5,2.86,20180301,211322.8,0.71,0.0,0.0,0.0,54.09,247785.0
002361,神剑股份,化工原料,安徽,58.4,6.0,8.63,332574.06,219187.05,39610.68,48493.9,0.56,0.02,2.26,2.1,20100303,53053.53,0.62,3.79,-23.68,15.98,4.95,54820.0
002017,东信和平,通信设备,广东,85.69,3.45,3.46,156085.27,117726.11,21313.42,21151.57,0.61,0.023,2.72,2.9,20040713,31721.89,0.92,-14.1,-8.89,27.77,3.28,43625.0
300162,雷曼股份,元器件,深圳,1056.35,2.19,3.5,130910.47,65603.86,17523.61,63208.98,1.81,0.002,3.11,2.71,20110113,9217.45,0.26,9.09,-91.96,21.43,0.46,26452.0
300680,隆盛科技,汽车配件,江苏,323.61,0.17,0.68,45656.64,30999.8,10508.53,17261.03,2.54,0.024,5.02,6.31,20170725,8719.23,1.28,-48.91,-74.81,29.06,6.36,8846.0
002191,劲嘉股份,广告包装,深圳,14.86,13.03,14.95,826303.56,348783.88,170077.59,164824.63,1.1,0.142,4.41,1.92,20071205,309146.0,2.07,8.08,21.09,47.14,26.14,62850.0
002467,二六三,电信运营,北京,97.5,6.29,7.87,230670.52,98512.24,16400.74,83357.18,1.06,0.018000000000000002,2.3,2.99,20100908,8006.66,0.1,-2.62,-52.76,61.65,6.93,85590.0
603357,设计总院,建筑施工,安徽,16.63,0.81,3.25,284921.94,261309.45,11107.78,88070.88,2.71,0.35,5.9,3.94,20170801,65272.88,2.01,41.97,64.73,45.69,27.35,38379.0
600677,航天通信,通信设备,浙江,0.0,4.16,5.22,1695415.25,1324254.63,167719.19,212387.3,4.07,-0.025,6.22,1.62,19930928,58597.31,1.12,6.44,-311.85,13.31,-0.47,76628.0
300100,双林股份,汽车服务,浙江,31.21,3.86,4.01,651596.81,318414.72,142906.61,106754.27,2.66,0.115,6.99,2.05,20100806,111801.2,2.79,15.67,-48.82,20.32,4.35,26756.0
002785,万里石,其他建材,福建,151.53,0.97,2.0,120036.86,91389.05,8784.3,17332.67,0.87,0.019,3.23,3.61,20151223,26086.7,1.3,0.03,9.78,20.4,2.2,33116.0
300237,美晨生态,建筑施工,山东,22.46,11.67,14.53,821592.75,634285.25,31496.44,93851.5,0.65,0.08900000000000001,2.29,3.47,20110629,152561.56,1.05,21.11,66.7,35.96,18.7,10955.0
300448,浩云科技,软件服务,广东,201.41,1.78,2.18,134544.44,91550.31,26910.4,59234.36,2.71,0.028999999999999998,5.21,4.48,20150424,30885.59,1.41,81.6,139.39,38.95,4.96,10256.0
002845,同兴达,元器件,深圳,35.49,0.62,2.01,326953.28,276157.75,22873.9,51755.8,2.57,0.18,5.03,5.07,20170125,39829.28,1.98,-32.36,-22.06,9.75,5.91,19345.0
603730,岱美股份,汽车配件,上海,22.27,0.48,4.1,403879.63,310639.19,55543.86,112533.57,2.74,0.364,8.01,4.05,20170728,163341.73,3.98,17.5,8.4,36.76,17.35,20228.0
300041,回天新材,化工原料,湖北,19.03,2.59,4.26,260553.38,178150.81,56274.88,85489.24,2.01,0.147,4.55,2.45,20100108,54601.93,1.28,41.69,35.17,26.17,12.46,21904.0
300079,数码科技,通信设备,北京,29.14,12.09,14.34,430073.0,278922.69,46751.05,72793.9,0.51,0.04,2.56,1.67,20100430,135111.5,0.94,2.74,7.52,52.02,19.51,87956.0
002682,龙洲股份,公路,福建,49.74,2.88,3.75,719256.19,372571.19,145380.66,158063.94,4.22,0.051,7.29,1.39,20120612,70050.28,1.87,44.48,48.83,15.12,2.38,24763.0
603787,新日股份,摩托车,江苏,54.32,0.71,2.04,200458.41,157615.91,28759.05,22169.0,1.09,0.079,4.39,3.89,20170427,42100.01,2.06,8.87,4.49,14.47,2.76,14067.0
300116,坚瑞沃能,专用机械,陕西,0.0,12.94,24.33,2938314.25,2187100.5,332054.5,490277.19,2.02,-0.131,1.57,2.39,20100902,-351420.75,-1.44,-59.88,-225.85,18.93,-28.58,51535.0
000021,深科技,电脑设备,深圳,36.81,14.69,14.71,1531140.63,998128.88,262800.09,67823.25,0.46,0.057999999999999996,3.98,2.15,19940202,232186.25,1.58,15.83,-26.81,4.71,2.13,108336.0
300432,富临精工,汽车配件,四川,62.0,3.77,5.1,558470.31,272158.81,67585.03,239697.8,4.7,0.05,7.94,1.55,20150319,72105.0,1.41,-39.89,-70.05,33.93,8.74,24968.0
600754,锦江股份,酒店餐饮,上海,37.8,6.49,9.58,4254836.5,1190542.5,660995.25,802485.94,8.38,0.24100000000000002,12.97,2.8,19961011,239562.77,2.5,14.48,15.78,89.65,7.09,48346.0
002703,浙江世宝,汽车配件,浙江,0.0,4.5,7.9,209792.45,122933.26,59959.28,18525.0,0.23,-0.006999999999999999,1.86,3.45,20121102,35922.65,0.45,0.29,-130.9,14.5,-1.95,42987.0
002316,键桥通讯,软件服务,深圳,60.29,3.15,3.93,273934.78,122531.4,18176.98,24734.57,0.63,0.044000000000000004,2.16,4.95,20091209,17408.49,0.44,1099.59,181.98,35.66,2.49,17883.0
601098,中南传媒,出版业,湖南,22.83,17.96,17.96,1960749.0,1667292.63,133990.16,441090.06,2.46,0.147,7.56,1.77,20101028,645998.19,3.6,-23.31,-25.32,46.05,16.07,33402.0
002619,艾格拉斯,互联网,浙江,18.1,8.49,18.45,742136.31,237708.72,290.81,309101.97,1.68,0.067,3.22,1.5,20110929,97679.49,0.53,40.87,122.55,85.07,69.51,49496.0
300348,长亮科技,软件服务,深圳,688.58,1.83,2.99,145888.22,92483.77,25109.68,47424.98,1.58,0.012,3.61,8.92,20120817,29524.86,0.99,22.39,305.43,53.64,2.24,22000.0
603056,德邦股份,仓储物流,上海,64.48,1.0,9.6,725457.44,472932.06,153337.02,31549.02,0.33,0.11,3.74,7.18,20180116,209397.63,2.18,0.0,0.0,13.71,2.12,46165.0
600288,大恒科技,软件服务,北京,106.86,4.37,4.37,307917.28,206071.09,32258.35,18708.6,0.43,0.021,3.54,2.58,20001129,78691.61,1.8,23.11,183.93,21.69,1.42,49125.0
002111,威海广泰,航空,山东,24.13,2.85,3.82,442695.81,284040.09,84553.9,137119.63,3.59,0.133,6.96,1.85,20070126,78898.36,2.07,15.45,24.3,35.96,13.26,29509.0
600775,南京熊猫,通信设备,江苏,64.85,6.72,9.14,586273.0,450528.31,84595.85,146404.3,1.6,0.028999999999999998,3.71,2.03,19961118,75720.85,0.83,20.6,146.82,14.32,2.56,37578.0
603797,联泰环保,环境保护,广东,51.42,0.53,2.13,312970.06,26037.17,865.89,48772.23,2.29,0.08900000000000001,4.87,3.75,20170413,32237.47,1.51,19.09,37.49,57.74,35.51,20300.0
002258,利尔化学,农药化肥,四川,25.62,5.24,5.24,528028.06,228365.45,185764.55,81008.8,1.54,0.22,4.76,4.75,20080708,100464.11,1.92,72.18,98.58,30.59,12.78,21230.0
601933,永辉超市,超市连锁,福建,29.3,81.35,95.7,3259011.75,1884152.75,372981.94,681793.38,0.71,0.078,2.02,4.54,20101215,398923.94,0.42,22.97,0.56,22.79,3.99,175223.0
600592,龙溪股份,机械基件,福建,32.86,4.0,4.0,273942.56,146470.11,64840.8,69608.68,1.74,0.062,4.74,1.71,20020805,47684.06,1.19,37.84,171.61,28.09,9.2,27078.0
600742,一汽富维,汽车配件,吉林,14.43,4.23,4.23,890007.38,475816.19,136500.11,44509.82,1.05,0.271,11.05,1.42,19960826,312540.16,7.39,-0.19,-23.47,7.86,3.83,26039.0
603323,吴江银行,银行,江苏,14.03,6.07,14.48,10190512.0,0.0,67531.5,127772.5,0.88,0.135,5.92,1.28,20161129,142185.3,0.98,12.25,14.63,0.0,27.95,43187.0
300523,辰安科技,软件服务,北京,258.05,1.03,1.44,131097.45,110209.8,12803.21,40365.45,2.8,0.064,6.11,10.81,20160726,31737.47,2.2,259.93,169.55,53.8,8.89,10121.0
601766,中国中车,运输设备,北京,54.99,229.18,286.99,37238832.0,25190632.0,5620558.5,4063666.5,1.42,0.044000000000000004,4.28,2.28,20080818,5034628.0,1.75,-1.99,10.36,22.73,3.86,889929.0
600819,耀皮玻璃,玻璃,上海,40.73,7.47,9.35,714610.06,283101.75,365025.53,112984.27,1.21,0.03,3.25,1.5,19940128,49147.98,0.53,16.07,344.15,16.62,3.35,53300.0
600287,江苏舜天,商贸代理,江苏,44.41,4.37,4.37,393992.31,197332.34,30914.15,19345.4,0.44,0.037000000000000005,4.66,1.39,20000901,56158.21,1.29,0.08,-14.23,9.78,1.26,34257.0
600011,华能国际,火力发电,北京,20.26,105.0,152.0,38259188.0,5563136.0,24297886.0,1491323.88,0.98,0.08,4.71,1.38,20011206,3312090.25,2.18,15.11,86.96,13.49,2.82,83642.0
600697,欧亚集团,百货,吉林,18.51,1.55,1.59,2228141.5,634826.31,1103998.0,29804.0,1.87,0.315,15.01,1.56,19931206,184467.97,11.6,18.9,8.2,22.94,1.37,16963.0
601966,玲珑轮胎,汽车配件,山东,23.24,3.94,12.0,2137490.75,982721.38,930622.88,266548.47,2.22,0.187,7.57,2.3,20160706,466707.0,3.89,4.08,-12.08,24.17,6.39,71945.0
600338,西藏珠峰,铅锌,西藏,21.03,1.58,6.53,400380.0,258801.34,94929.86,2236.43,0.03,0.34299999999999997,2.86,10.07,20001227,184702.25,2.83,-3.68,-26.85,71.12,40.32,23000.0
300023,宝德股份,专用机械,陕西,0.0,1.31,3.16,630017.94,200359.88,12502.3,58975.38,1.87,-0.028999999999999998,3.39,3.37,20091030,15676.65,0.5,-2.16,-303.3,-2.08,-7.19,20988.0
600741,华域汽车,汽车配件,上海,6.78,28.67,31.53,13010980.0,8017752.0,1809676.25,1279211.5,4.06,0.9229999999999999,13.92,1.8,19960826,2423200.25,7.69,18.37,90.45,13.06,7.23,60886.0
002712,思美传媒,广告包装,浙江,17.25,1.74,3.42,525301.75,301049.25,711.12,212356.3,6.21,0.284,9.87,1.99,20140123,87867.86,2.57,99.14,82.68,14.32,6.94,11947.0
601233,桐昆股份,化纤,浙江,17.84,16.87,18.22,2840234.5,801248.38,1113932.75,643902.38,3.53,0.275,7.62,2.58,20110518,561079.38,3.08,27.46,55.86,11.65,6.4,39463.0
002772,众兴菌业,种植业,甘肃,11.54,2.19,3.73,417613.19,190238.02,133891.88,155027.06,4.15,0.24,7.35,1.49,20150626,63805.45,1.71,58.74,75.66,42.81,33.03,36590.0
600455,博通股份,软件服务,陕西,0.0,0.62,0.62,64381.45,14286.34,42856.28,14566.34,2.33,-0.005,2.05,14.09,20040329,-8714.17,-1.4,5.12,88.83,51.22,-0.72,4235.0
000888,峨眉山Ａ,旅游景点,四川,66.54,5.27,5.27,267552.06,90834.86,136974.94,42714.26,0.81,0.035,4.12,2.25,19971021,102612.43,1.95,4.32,11.33,34.08,6.96,37177.0
600797,浙大网新,软件服务,浙江,94.22,8.4,10.56,645817.25,274950.31,90021.96,217231.7,2.06,0.033,4.25,2.96,19970418,109385.86,1.04,17.49,285.82,27.24,5.23,114679.0
300415,伊之密,专用机械,广东,23.97,3.01,4.32,257430.8,158832.13,42896.01,3621.45,0.08,0.114,2.59,4.23,20150123,58254.46,1.35,14.56,-5.17,36.41,10.44,14455.0
300669,沪宁股份,机械基件,浙江,101.21,0.21,0.84,48624.51,38508.39,5085.35,28834.52,3.42,0.062,5.32,4.73,20170629,6696.31,0.8,-1.39,-12.98,30.16,11.62,9299.0
603859,能科股份,软件服务,北京,114.25,0.5,1.14,82077.21,67893.32,4244.5,28338.05,2.5,0.05,5.9,3.9,20161021,24245.9,2.14,644.12,162.8,45.48,8.79,13229.0
002224,三 力 士,橡胶,浙江,66.35,4.7,6.58,198839.41,97302.53,42318.95,11719.87,0.18,0.028999999999999998,2.59,2.96,20080425,80070.55,1.22,16.59,-40.05,35.88,10.55,68118.0
603826,坤彩科技,染料涂料,福建,40.42,1.89,4.68,124976.97,62517.21,38401.9,49162.51,1.05,0.078,2.47,5.12,20170414,26249.35,0.56,13.46,39.33,44.27,30.99,23942.0
600268,国电南自,电气设备,江苏,0.0,6.35,6.95,921785.63,623261.19,109193.92,128323.11,1.85,-0.151,3.15,1.57,19991118,-412.4,-0.01,-2.21,19.83,18.42,-17.7,56756.0
000400,许继电气,电气设备,河南,90.23,10.08,10.08,1450375.25,1235936.25,116881.01,83428.93,0.83,0.027000000000000003,7.54,1.31,19970418,524215.34,5.2,-21.05,-44.26,23.4,3.09,69106.0
002920,德赛西威,汽车配件,广东,29.81,1.0,5.5,572667.88,476842.19,54149.76,207004.81,3.76,0.29100000000000004,7.06,4.92,20171226,111719.97,2.03,0.0,0.0,26.56,11.44,53000.0
600770,综艺股份,综合类,江苏,733.59,13.0,13.0,624728.69,233173.91,123549.15,222568.16,1.71,0.002,2.64,2.72,19961120,-7558.47,-0.06,-0.91,-69.15,23.66,2.31,81360.0
000758,中色股份,铅锌,北京,29.52,19.69,19.69,2207169.0,1523098.0,363817.34,95459.4,0.48,0.047,2.64,2.09,19970416,222516.66,1.13,-15.19,1.07,16.35,2.46,133044.0
603803,瑞斯康达,通信设备,北京,50.39,2.2,4.21,348214.0,292869.88,28883.8,68428.11,1.63,0.085,5.94,2.89,20170420,124480.21,2.96,-5.51,-39.82,49.37,7.92,21734.0
300242,明家联合,互联网,广东,42.18,5.08,6.36,333871.09,166142.44,799.18,125555.77,1.97,0.039,3.66,1.81,20110712,44621.75,0.7,34.23,-61.86,7.62,2.75,27691.0
002117,东港股份,广告包装,山东,25.07,3.64,3.64,205286.97,111477.67,71118.09,24978.26,0.69,0.166,4.33,3.84,20070302,74811.56,2.06,12.32,40.47,39.06,14.81,18206.0
300219,鸿利智汇,元器件,广东,22.41,5.31,7.13,510536.09,225040.72,109393.26,108996.92,1.53,0.13,3.86,3.01,20110518,90787.75,1.27,26.24,16.07,21.93,10.6,22265.0
002229,鸿博股份,广告包装,福建,0.0,4.15,5.03,207876.19,117488.76,60347.7,90315.36,1.8,-0.019,3.24,3.94,20080508,20390.67,0.41,16.45,17.66,23.68,-5.94,37127.0
300428,四通新材,铝,河北,48.67,1.38,2.91,95907.9,59207.63,16206.67,13180.1,0.45,0.08,2.52,6.18,20150319,29942.11,1.03,0.34,28.11,9.63,8.55,18728.0
300213,佳讯飞鸿,通信设备,北京,92.16,3.76,5.95,297447.28,196371.75,15995.54,81043.21,1.36,0.021,3.27,2.39,20110505,48947.46,0.82,34.61,111.69,32.37,5.07,38079.0
000014,沙河股份,全国地产,深圳,232.25,2.02,2.02,158486.05,141303.31,1742.68,996.57,0.05,0.016,3.69,3.92,19920602,31312.34,1.55,-30.2,193.51,24.92,4.64,44761.0
601388,怡球资源,铝,江苏,21.99,20.25,20.25,503056.09,360332.22,111779.27,11270.82,0.06,0.038,1.26,2.65,20120423,52473.16,0.26,32.87,-25.72,10.77,4.82,81727.0
600326,西藏天路,建筑施工,西藏,80.7,8.65,8.65,777049.25,411076.59,265231.16,80389.56,0.93,0.024,3.1,2.51,20010116,91764.46,1.06,8.76,-49.69,29.27,4.16,108406.0
000957,中通客车,汽车整车,山东,1102.27,4.77,5.93,1253784.75,1078841.88,113631.56,47752.87,0.81,0.002,4.7,1.9,20000113,147244.36,2.48,-1.37,-97.34,13.0,0.14,62396.0
000420,吉林化纤,化纤,吉林,132.41,16.63,19.71,669644.5,173652.27,272853.56,138956.16,0.71,0.005,1.42,1.97,19960802,-75355.13,-0.38,15.98,-69.3,12.33,1.79,66862.0
603912,佳力图,专用机械,江苏,44.08,0.37,1.5,93126.11,80141.11,8019.61,36524.65,2.43,0.158,4.3,6.49,20171101,14750.17,0.98,0.0,0.0,45.63,24.17,21409.0
600222,太龙药业,中成药,河南,347.12,5.67,5.74,283319.19,160224.61,60434.42,65239.66,1.14,0.004,2.6,1.93,19991105,21468.93,0.37,32.53,29.87,28.82,0.66,44540.0
002308,威创股份,电脑设备,广东,78.45,8.35,9.14,428011.66,185044.23,41031.55,150202.69,1.64,0.034,3.81,2.79,20091127,97986.11,1.07,20.02,15.21,54.58,14.32,41886.0
002194,*ST凡谷,通信设备,湖北,0.0,5.3,5.65,187340.36,132026.69,40724.81,82533.31,1.46,-0.07400000000000001,2.55,2.19,20071207,-14371.42,-0.25,-28.51,67.38,-0.36,-17.38,53648.0
002284,亚太股份,汽车配件,浙江,59.58,6.86,7.38,628115.25,373363.75,155945.56,113704.27,1.54,0.031,3.9,1.87,20090828,66290.0,0.9,5.75,-48.17,12.67,2.08,85827.0
300645,正元智慧,软件服务,浙江,0.0,0.45,0.67,77954.96,65594.57,730.02,27950.98,4.19,-0.049,8.14,4.55,20170421,17626.25,2.64,20.54,30.0,39.68,-5.22,10994.0
300360,炬华科技,电器仪表,浙江,26.88,2.75,4.1,252890.05,219459.59,6293.76,63695.43,1.55,0.08900000000000001,5.1,1.87,20140121,91847.38,2.24,-18.49,-22.28,34.62,18.8,19268.0
601633,长城汽车,汽车整车,河北,12.31,60.28,91.27,10951442.0,6702994.5,2792656.25,141123.09,0.15,0.228,5.61,2.0,20110928,3561152.5,3.9,13.06,6.46,20.44,7.93,71740.0
300486,东杰智能,专用机械,山西,80.27,0.84,1.63,155325.55,63378.32,30720.3,68945.75,4.23,0.07,6.61,2.89,20150630,22309.45,1.37,-38.7,-34.08,23.65,10.07,18461.0
600817,ST宏盛,多元金融,陕西,872.4,1.56,1.61,17078.65,5686.5,5.82,21228.23,1.32,0.003,0.6,14.93,19940128,-28443.47,-1.77,367.6,67.81,42.14,5.88,7623.0
600343,航天动力,航空,陕西,521.64,6.38,6.38,419294.56,306240.56,78310.65,116351.27,1.82,0.005,3.43,3.28,20030408,33557.7,0.53,-11.59,-37.01,15.4,1.07,94660.0
