,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,cf_sales_2015q1,rateofreturn_2015q1,cf_nm_2015q1,cf_liabilities_2015q1,cashflowratio_2015q1,Unnamed: 0_y,name_x,cf_sales_2015q2,rateofreturn_2015q2,cf_nm_2015q2,cf_liabilities_2015q2,cashflowratio_2015q2,Unnamed: 0_x,name_y,cf_sales_2015q3,rateofreturn_2015q3,cf_nm_2015q3,cf_liabilities_2015q3,cashflowratio_2015q3,Unnamed: 0_y,name_x,cf_sales_2015q4,rateofreturn_2015q4,cf_nm_2015q4,cf_liabilities_2015q4,cashflowratio_2015q4,Unnamed: 0_x,name_y,cf_sales_2016q1,rateofreturn_2016q1,cf_nm_2016q1,cf_liabilities_2016q1,cashflowratio_2016q1,Unnamed: 0_y,name_x,cf_sales_2016q2,rateofreturn_2016q2,cf_nm_2016q2,cf_liabilities_2016q2,cashflowratio_2016q2,Unnamed: 0_x,name_y,cf_sales_2016q3,rateofreturn_2016q3,cf_nm_2016q3,cf_liabilities_2016q3,cashflowratio_2016q3,Unnamed: 0_y,name_x,cf_sales_2016q4,rateofreturn_2016q4,cf_nm_2016q4,cf_liabilities_2016q4,cashflowratio_2016q4,Unnamed: 0_x,name_y,cf_sales_2017q1,rateofreturn_2017q1,cf_nm_2017q1,cf_liabilities_2017q1,cashflowratio_2017q1,Unnamed: 0_y,name_x,cf_sales_2017q2,rateofreturn_2017q2,cf_nm_2017q2,cf_liabilities_2017q2,cashflowratio_2017q2,Unnamed: 0_x,name_y,cf_sales_2017q3,rateofreturn_2017q3,cf_nm_2017q3,cf_liabilities_2017q3,cashflowratio_2017q3,Unnamed: 0_y,name_x,cf_sales_2017q4,rateofreturn_2017q4,cf_nm_2017q4,cf_liabilities_2017q4,cashflowratio_2017q4,Unnamed: 0,name_y,cf_sales_2018q1,rateofreturn_2018q1,cf_nm_2018q1,cf_liabilities_2018q1,cashflowratio_2018q1
474,601828,美凯龙,其他商业,上海,14.14,3.15,39.39,10243356.0,1667710.25,16793.57,830610.56,2.11,0.3,11.33,1.5,20180117,2884076.75,7.32,0.0,0.0,70.58,40.93,132759.0,66.0,美凯龙,0.6833,0.0194,1.3142,0.0383,12.8531,490.0,美凯龙,0.1988,0.011,0.3949,0.0235,7.5783,319.0,美凯龙,0.2691,0.0221,0.5186,0.048,15.0774,227.0,美凯龙,0.3691,0.0459,1.0139,0.0951,31.901,674.0,美凯龙,0.1735,0.0045,0.3307,0.0101,4.1444,295.0,美凯龙,0.322,0.017,0.613,0.0362,12.5423,294.0,美凯龙,0.3294,0.0247,0.6447,0.051,20.7042,178.0,美凯龙,0.4222,0.0489,1.0845,0.0957,29.4186,313.0,美凯龙,0.2785,0.0068,0.5713,0.0144,4.884,98.0,美凯龙,0.4962,0.0276,1.1668,0.0514,15.5919,79.0,美凯龙,0.5343,0.0431,1.3561,0.0775,23.2311,59.0,美凯龙,0.5948,0.0672,1.5237,0.1228,28.6941,1684.0,美凯龙,-0.0374,-0.0011,-0.0855,-0.002,-0.4696
475,300458,全志科技,元器件,广东,0.0,2.95,3.31,227140.55,195701.67,16668.96,65038.8,1.96,-0.039,6.06,3.72,20150515,94395.1,2.85,63.87,-74.38,29.86,-4.37,29559.0,452.0,全志科技,0.2065,,1.4033,,,1057.0,全志科技,0.0896,0.0284,0.7417,0.2745,30.6507,428.0,全志科技,0.2244,0.1086,1.9487,0.7519,82.8661,637.0,全志科技,0.2254,0.1527,2.13,1.0802,119.0971,1973.0,全志科技,-0.0949,-0.0128,-0.5817,-0.1155,-13.1234,2232.0,全志科技,-0.0337,-0.0092,-0.243,-0.08900000000000001,-10.6624,1610.0,全志科技,0.0685,0.0248,0.4389,0.2357,26.984,2202.0,全志科技,0.0617,0.0311,0.5357,0.215,23.627,3166.0,全志科技,-0.7751,-0.0579,,-0.4721,-52.8138,3202.0,全志科技,-0.4348,-0.0847,,-0.8418,-89.9601,2970.0,全志科技,-0.1899,-0.0647,-308.8113,-0.873,-95.1338,1639.0,全志科技,0.0768,0.0392,,0.3298,35.8458,2452.0,全志科技,-0.2023,-0.0263,,-0.2882,-32.0544
476,65,北方国际,建筑施工,北京,27.93,4.08,5.13,1143964.38,929463.19,44721.84,117025.7,2.28,0.13699999999999998,7.24,2.11,19980605,191417.88,3.73,-7.97,0.24,18.81,3.31,35545.0,2641.0,北方国际,-0.7373,-0.0706,-15.1418,-0.0928,-9.335,2771.0,北方国际,-0.3824,-0.0827,-8.1899,-0.1232,-12.3927,2060.0,北方国际,-0.0259,-0.0071,-0.42,-0.0105,-1.091,1814.0,北方国际,0.0885,0.0573,1.6458,0.0852,8.7994,2079.0,北方国际,-0.1232,-0.0169,-3.911,-0.0241,-2.4788,1657.0,北方国际,0.046,0.0122,0.931,0.0167,1.7544,1729.0,北方国际,0.0565,0.0196,1.1855,0.0258,2.6841,2674.0,北方国际,0.0164,0.0119,0.2727,0.017,1.7615,153.0,北方国际,0.4375,0.078,14.2112,0.1098,11.6268,156.0,北方国际,0.3985,0.1582,9.7651,0.2263,25.0352,550.0,北方国际,0.1965,0.11,3.7033,0.1638,18.246,1049.0,北方国际,0.136,0.1154,2.4355,0.1802,20.8411,2231.0,北方国际,-0.1452,-0.0269,-3.909,-0.0425,-4.8889999999999985
477,300331,苏大维格,元器件,江苏,62.23,1.31,2.26,199733.67,106155.9,30067.56,93904.46,4.15,0.073,6.25,2.89,20120628,21339.49,0.94,35.89,40.12,28.76,6.3,22020.0,1669.0,苏大维格,-0.083,-0.0109,,-0.0386,-6.9512,1840.0,苏大维格,-0.0121,-0.003,,-0.0115,-2.1830000000000003,1331.0,苏大维格,0.0644,0.0248,14.0298,0.0936,16.7572,2138.0,苏大维格,0.062,0.0323,6.44,0.1137,14.3274,1971.0,苏大维格,-0.0945,-0.0133,-2.7355,-0.0462,-5.7967,2653.0,苏大维格,-0.1341,-0.0338,-6.825,-0.1135,-13.976,2753.0,苏大维格,-0.1081,-0.0458,-3.7001,-0.1828,-22.673,2896.0,苏大维格,-0.0203,-0.0046,-0.3014,-0.0173,-1.8979,2021.0,苏大维格,-0.1005,-0.0106,-1.8311,-0.0418,-4.6116,2150.0,苏大维格,-0.0348,-0.008,-0.4303,-0.0313,-3.4084,1896.0,苏大维格,0.0128,0.0045,0.1414,0.0189,2.1159,1923.0,苏大维格,0.0542,0.0278,0.6685,0.1162,12.9269,2431.0,苏大维格,-0.1953,-0.0254,-3.298,-0.0876,-9.4209
478,300703,创源文化,文教休闲,浙江,366.53,0.2,0.8,77801.68,57059.71,16830.93,37724.14,4.72,0.022,7.31,4.42,20170919,11052.53,1.38,0.0,0.0,28.85,1.23,14850.0,,,,,,,,1072.0,创源文化,0.0879,0.0493,1.3815,0.0678,8.6287,,,,,,,,1506.0,创源文化,0.1151,0.1501,1.6209,0.2268,28.783,,,,,,,,,,,,,,,904.0,创源文化,0.1563,,1.5337,,,1369.0,创源文化,0.1355,0.188,1.1887,0.3144,34.6137,760.0,创源文化,0.1281,,1.0849,,,861.0,创源文化,0.1297,0.0954,1.7545,0.1637,17.5779,1096.0,创源文化,0.102,0.0641,1.3155,0.2127,23.65,960.0,创源文化,0.1454,0.1219,1.64,0.4391,45.9997,2783.0,创源文化,-0.3393,-0.0624,-28.9746,-0.2522,-26.6111
479,300468,四方精创,软件服务,深圳,79.96,0.69,1.08,117162.67,72683.47,1821.99,69307.56,6.41,0.122,8.92,4.37,20150527,28548.99,2.64,8.7,5.04,44.18,12.66,16756.0,2697.0,四方精创,-0.9385,,-6.5102,,,2712.0,四方精创,-0.3167,-0.0568,-1.5765,-1.2649,-130.4556,2476.0,四方精创,-0.1235,-0.0317,-0.7125,-0.713,-73.6425,1856.0,四方精创,0.0855,0.0315,0.5072,0.588,60.3865,2801.0,四方精创,-0.5112,-0.0379,-4.1029,-0.7603,-78.3166,2905.0,四方精创,-0.2544,-0.0384,-1.6898,-0.2449,-24.7045,2704.0,四方精创,-0.0935,-0.0234,-0.5333,-0.1586,-16.0053,1167.0,四方精创,0.156,0.0575,0.7568,0.3816,38.5012,2779.0,四方精创,-0.3449,-0.0318,-2.6325,-0.1881,-18.9577,2611.0,四方精创,-0.1203,-0.023,-0.8465,-0.1582,-15.9731,2775.0,四方精创,-0.1272,-0.0392,-0.7795,-0.2574,-25.9768,1420.0,四方精创,0.0978,0.0421,0.5632,0.2168,21.8379,2886.0,四方精创,-0.4084,-0.0363,-3.225,-0.205,-20.6841
480,603386,广东骏亚,元器件,广东,63.69,0.51,2.02,118533.05,63855.88,37495.82,24305.42,1.2,0.077,3.13,6.26,20170912,17307.63,0.86,0.0,0.0,17.59,6.25,24924.0,,,,,,,,,,,,,,,,,,,,,,1955.0,广东骏亚,0.0774,0.0642,0.7281,0.0909,9.225,,,,,,,,,,,,,,,859.0,广东骏亚,0.1621,,2.0946,,,1858.0,广东骏亚,0.0908,0.08900000000000001,1.202,0.1326,13.8554,1714.0,广东骏亚,-0.0377,,-0.6652,,,1126.0,广东骏亚,0.0912,0.0427,1.4480000000000002,0.0621,6.4724,1344.0,广东骏亚,0.0728,0.0421,1.0463,0.083,8.6404,2529.0,广东骏亚,0.0063,0.0051,0.0945,0.0105,1.0944,2034.0,广东骏亚,-0.1008,-0.0211,-1.6115,-0.0451,-4.6787
481,600981,汇鸿集团,商贸代理,江苏,24.69,2.42,22.42,3064943.75,1975705.63,126272.07,69732.77,0.31,0.053,3.25,1.62,20040630,166991.52,0.74,-2.18,-21.21,4.81,1.56,36974.0,882.0,汇鸿集团,0.0814,0.0341,42.6284,0.0428,4.298,1305.0,汇鸿集团,0.058,0.0531,9.3892,0.0672,6.7527,1992.0,汇鸿集团,-0.0167,-0.0163,-0.5537,-0.0197,-2.1739,2817.0,汇鸿集团,-0.0012,-0.0015,-0.0489,-0.0021,-0.2444,1608.0,汇鸿集团,-0.0085,-0.0017,-0.4648,-0.0023,-0.2713,1475.0,汇鸿集团,0.0677,0.0296,2.0746,0.041,4.4832,1886.0,汇鸿集团,0.0376,0.0237,1.2035,0.0326,3.9328,2504.0,汇鸿集团,0.0335,0.0346,1.2714,0.0493,6.1497,1536.0,汇鸿集团,-0.0072,-0.0015,-0.2505,-0.0021,-0.258,2011.0,汇鸿集团,-0.0161,-0.0076,-0.7465,-0.0109,-1.3541,1934.0,汇鸿集团,0.0087,0.0064,0.4678,0.0091,1.1253,2238.0,汇鸿集团,0.0289,0.0347,1.2256,0.0478,5.8878,1628.0,汇鸿集团,-0.0272,-0.0068,-1.6645,-0.0093,-1.1615
482,300717,华信新材,塑料,江苏,55.99,0.26,1.02,56842.75,36916.8,14900.77,27629.1,2.7,0.121,5.06,5.34,20171106,16037.92,1.57,0.0,0.0,30.25,15.49,11910.0,,,,,,,,,,,,,,,,,,,,,,734.0,华信新材,0.2045,0.1525,1.1585,0.6069,139.7694,,,,,,,,,,,,,,,571.0,华信新材,0.2211,,1.1797,,,588.0,华信新材,0.2401,0.1474,1.2964,0.504,88.40100000000002,2281.0,华信新材,-0.1598,,-1.0514,,,501.0,华信新材,0.2115,0.0729,1.1795,0.2997,34.4021,889.0,华信新材,0.1309,0.0665,0.7646,0.3053,35.5573,1066.0,华信新材,0.134,0.0675,0.8824,0.6582,83.1116,2355.0,华信新材,-0.1754,-0.0246,-1.1323,-0.2774,-33.8563
483,300212,易华录,软件服务,北京,79.33,3.05,3.76,880700.38,633463.38,33960.5,164237.0,4.37,0.106,7.52,4.48,20110505,75077.84,2.0,3.84,47.75,36.22,7.46,20854.0,2351.0,易华录,-0.3712,-0.0387,-3.2268,-0.0583,-6.6765,2805.0,易华录,-0.4232,-0.0856,-5.2354,-0.123,-13.8215,2895.0,易华录,-0.4717,-0.1101,-7.2984,-0.2476,-26.0526,3340.0,易华录,-0.2584,-0.0896,-2.8026,-0.2048,-23.0621,2778.0,易华录,-0.4919,-0.0373,-6.827000000000001,-0.0885,-10.1211,3078.0,易华录,-0.3906,-0.0722,-3.7751,-0.1612,-20.2232,3153.0,易华录,-0.345,-0.0918,-4.4502,-0.1933,-24.5263,3275.0,易华录,-0.1869,-0.065,-2.1628,-0.1156,-14.441,3239.0,易华录,-0.9587,-0.0707,-16.9369,-0.1202,-16.9052,3055.0,易华录,-0.3036,-0.0462,-3.6007,-0.0723,-10.7962,3250.0,易华录,-0.4171,-0.08199999999999999,-6.2185,-0.1286,-20.9884,3198.0,易华录,-0.1555,-0.0515,-1.6980000000000002,-0.0803,-12.1047,3122.0,易华录,-0.654,-0.0397,-7.1779,-0.0645,-10.446
484,300104,乐视网,互联网,北京,0.0,30.65,39.89,1745163.25,774229.19,49177.06,864323.38,2.17,-0.077,0.08,55.31,20100812,-1253557.0,-3.14,-89.59,-346.2,-23.79,-71.69,327059.0,1847.0,乐视网,-0.1314,-0.028,-13.5372,-0.0424,-7.0084,957.0,乐视网,0.1043,0.0414,4.2574,0.0601,10.5143,1073.0,乐视网,0.0967,0.0548,5.3682,0.0724,15.2869,2080.0,乐视网,0.0673,0.0516,4.0333,0.0665,11.7504,1478.0,乐视网,0.0139,0.0036,0.8171,0.005,0.8632,1798.0,乐视网,0.0287,0.0116,3.6014,0.0146,3.3544,1934.0,乐视网,0.0324,0.0188,3.912,0.0286,5.3089,3012.0,乐视网,-0.0487,-0.0331,,-0.0491,-8.5559,2250.0,乐视网,-0.1511,-0.0221,,-0.0395,-6.3735,3160.0,乐视网,-0.3944,-0.0611,,-0.1129,-17.3721,3271.0,乐视网,-0.4618,-0.0872,,-0.1616,-22.2464,3346.0,乐视网,-0.3759,-0.1475,,-0.1422,-18.2179,3349.0,乐视网,-1.5296,-0.0376,,-0.0351,-4.467
485,603885,吉祥航空,空运,上海,16.8,5.37,17.97,2084078.25,425266.5,1109673.25,324235.75,1.8,0.241,5.05,3.2,20150527,353941.94,1.97,15.9,2.91,21.15,11.99,29303.0,536.0,吉祥航空,0.1754,,1.3335,,,295.0,吉祥航空,0.2741,0.0955,2.0959,0.1365,26.0549,376.0,吉祥航空,0.2405,0.1263,1.565,0.1848,31.027,554.0,吉祥航空,0.2422,0.1474,1.9217,0.1987,31.4781,560.0,吉祥航空,0.2017,0.0356,1.1388,0.0488,7.4592,943.0,吉祥航空,0.1384,0.035,0.9313,0.0582,9.0879,672.0,吉祥航空,0.2001,0.0888,1.2195,0.1595,26.6436,800.0,吉祥航空,0.2042,0.1168,1.6221,0.2107,33.3381,747.0,吉祥航空,0.1321,0.0218,0.9519,0.0383,6.9670000000000005,793.0,吉祥航空,0.1422,0.0408,1.304,0.0673,13.3911,606.0,吉祥航空,0.1856,0.0833,1.4131,0.1394,28.6222,524.0,吉祥航空,0.2225,0.1365,2.0425,0.2411,48.5944,702.0,吉祥航空,0.132,0.0229,1.0879,0.041,8.1965
486,603605,珀莱雅,日用化工,浙江,26.44,0.5,2.0,241031.52,156316.34,25228.57,78129.75,3.91,0.35,7.64,4.84,20171115,49878.44,2.49,0.0,0.0,63.1,13.9,15583.0,,,,,,,,,,,,,,,,,,,,,,1686.0,珀莱雅,0.0985,0.1177,1.1279,0.1671,17.6238,,,,,,,,,,,,,,,1697.0,珀莱雅,0.0602,,0.8149,,,1968.0,珀莱雅,0.0819,0.0885,0.8654,0.1412,14.9192,429.0,珀莱雅,0.2214,,1.861,,,593.0,珀莱雅,0.1861,0.0954,1.7437,0.1587,16.9866,502.0,珀莱雅,0.208,0.1428,2.0065,0.2333,25.2298,710.0,珀莱雅,0.1874,0.1451,1.6645,0.3955,43.7753,273.0,珀莱雅,0.2911,0.0608,2.0947,0.1661,18.8955
487,603970,中农立华,其他商业,北京,38.74,0.33,1.33,271571.5,251267.97,4434.71,35991.55,2.7,0.175,6.05,4.49,20171116,25225.0,1.89,0.0,0.0,10.06,2.19,19045.0,2114.0,中农立华,-0.2368,-0.0707,-10.6053,-0.0809,-8.094,,,,,,,,,,,,,,,3137.0,中农立华,-0.0786,-0.101,-3.0408,-0.1171,-12.2005,,,,,,,,,,,,,,,2532.0,中农立华,-0.0524,,-2.0601,,,2383.0,中农立华,0.0448,0.059,1.8053,0.0708,8.0335,717.0,中农立华,0.1379,,6.2029999999999985,,,1390.0,中农立华,0.0561,0.0494,1.788,0.0601,6.0731,1143.0,中农立华,0.097,0.1171,3.6415,0.1454,14.8155,938.0,中农立华,0.1481,0.1864,5.7845,0.2707,27.5132,2227.0,中农立华,-0.1439,-0.0565,-6.3469,-0.084,-8.539
488,601969,海南矿业,普钢,海南,0.0,19.55,19.55,778951.31,449439.44,204658.77,266620.81,1.36,-0.056,2.46,2.87,20141209,-28549.0,-0.15,2.98,-317.04,5.59,-21.64,30014.0,2515.0,海南矿业,-0.5356,-0.0293,-3.3984,-0.1238,-14.5196,267.0,海南矿业,0.2966,0.0285,27.1015,0.1333,16.1653,1892.0,海南矿业,-0.0037,-0.0005,,-0.0018,-0.2082,3189.0,海南矿业,-0.1057,-0.0192,-10.890999999999998,-0.0759,-8.8449,3059.0,海南矿业,-1.0159,-0.0226,,-0.0926,-10.8649,1780.0,海南矿业,0.0313,0.002,,0.0075,0.8736,244.0,海南矿业,0.3664,0.0352,,0.1014,12.3623,170.0,海南矿业,0.4276,0.0608,,0.165,20.103,607.0,海南矿业,0.1645,0.0107,1.565,0.0318,4.2165,595.0,海南矿业,0.1856,0.0269,5.4859,0.0742,9.1806,966.0,海南矿业,0.1193,0.0268,4.7003,0.0729,8.4127,1479.0,海南矿业,0.0918,0.0326,4.4677,0.09,10.7075,297.0,海南矿业,0.2731,0.0176,,0.0466,5.5196
489,300034,钢研高纳,小金属,北京,60.4,4.21,4.22,175327.7,117261.13,42860.3,34743.51,0.82,0.048,3.25,3.59,20091225,51926.65,1.23,5.27,5.67,24.64,12.6,27331.0,2581.0,钢研高纳,-0.6217,-0.0562,-3.7773,-0.3205,-49.2203,2063.0,钢研高纳,-0.0541,-0.011,-0.3676,-0.0627,-9.6463,2422.0,钢研高纳,-0.106,-0.0336,-0.7311,-0.1739,-24.9367,,,,,,,,2357.0,钢研高纳,-0.2312,-0.0221,-1.8563,-0.1177,-15.948,685.0,钢研高纳,0.1899,0.0371,1.3474,0.1802,24.0711,1629.0,钢研高纳,0.0669,0.0188,0.4726,0.0972,13.1943,2659.0,钢研高纳,0.0178,0.0068,0.1302,0.0309,4.2873,3042.0,钢研高纳,-0.5867,-0.0509,-4.5312,-0.247,-35.7963,2694.0,钢研高纳,-0.1421,-0.0268,-1.2442,-0.1222,-16.9944,2587.0,钢研高纳,-0.0829,-0.0223,-0.984,-0.1052,-15.3737,1811.0,钢研高纳,0.0635,0.0226,0.8746,0.0898,12.3988,2480.0,钢研高纳,-0.2104,-0.0194,-1.6185,-0.0946,-12.7098
490,300659,中孚信息,软件服务,山东,0.0,0.2,0.83,49288.14,42550.1,3956.75,25115.65,3.03,-0.14,4.86,9.03,20170526,6661.52,0.8,16.61,-564.82,66.89,-21.74,12251.0,,,,,,,,,,,,,,,,,,,,,,258.0,中孚信息,0.3486,0.2895,1.476,0.6898,85.8321,3151.0,中孚信息,-1.6805,,,,,3149.0,中孚信息,-0.5133,,-9.9559,,,3159.0,中孚信息,-0.3502,,-3.4216,,,1842.0,中孚信息,0.092,0.0832,0.4107,0.2398,31.7334,3277.0,中孚信息,-1.1101,-0.2012,,-0.6642,-106.3698,3180.0,中孚信息,-0.4163,-0.0885,-5.9604,-0.5916,-81.5021,3146.0,中孚信息,-0.3063,-0.0951,-4.9154,-0.491,-61.0705,1392.0,中孚信息,0.1002,0.0515,0.5795,0.2073,23.5903,3363.0,中孚信息,-1.7111,-0.1369,,-0.7442,-87.4203
491,2474,榕基软件,软件服务,福建,102.56,4.69,6.22,259129.16,196922.52,3289.96,36935.85,0.59,0.023,2.31,4.15,20100915,38140.7,0.61,7.72,34.25,35.4,9.41,84937.0,2590.0,榕基软件,-0.6331,-0.0323,-6.7449,-0.181,-20.632,2800.0,榕基软件,-0.4156,-0.0577,-5.0018,-0.3149,-35.6064,2542.0,榕基软件,-0.1445,-0.0319,-2.3466,-0.1624,-18.1144,2512.0,榕基软件,0.0289,0.0094,1.1652,0.0343,3.6823,2618.0,榕基软件,-0.3621,-0.0196,-6.3375,-0.0682,-7.6883,2756.0,榕基软件,-0.1767,-0.0233,-3.2434,-0.0751,-8.3446,2872.0,榕基软件,-0.14800000000000002,-0.0289,-3.2845,-0.0931,-10.3377,1975.0,榕基软件,0.0814,0.0268,2.2891,0.0792,9.3034,2395.0,榕基软件,-0.1945,-0.0129,-2.741,-0.0373,-4.3567,2716.0,榕基软件,-0.1461,-0.0199,-2.2748,-0.0567,-6.5857,2456.0,榕基软件,-0.059,-0.0116,-1.1376,-0.0305,-3.27,1229.0,榕基软件,0.1159,0.0332,2.7377,0.0742,7.8504,2489.0,榕基软件,-0.2117,-0.0127,-2.4208,-0.0287,-3.0682
492,603916,苏博特,化工原料,江苏,41.93,0.76,3.04,275990.16,159028.66,66336.56,101374.03,3.33,0.098,6.26,2.62,20171110,52626.86,1.73,35.3,-13.23,38.35,8.35,31939.0,,,,,,,,1364.0,苏博特,0.0496,0.014,0.3887,0.0239,2.4636,,,,,,,,2203.0,苏博特,0.0573,0.031,0.4366,0.0542,5.5864,,,,,,,,,,,,,,,1290.0,苏博特,0.1057,,1.052,,,1524.0,苏博特,0.1179,0.0658,1.155,0.1252,13.1547,1076.0,苏博特,0.0656,0.0077,0.4993,0.0156,1.6138,,,,,,,,1196.0,苏博特,0.0896,0.0423,0.9111,0.084,8.7152,3024.0,苏博特,-0.0722,-0.0443,-0.8977,-0.1422,-14.9993,2169.0,苏博特,-0.1309,-0.0169,-1.5821,-0.0549,-6.0165
493,603035,常熟汽饰,汽车配件,江苏,12.44,1.72,2.8,369316.78,118929.01,81332.03,113631.97,4.06,0.316,8.61,1.83,20170105,89983.56,3.21,4.79,54.91,24.22,26.1,22317.0,,,,,,,,,,,,,,,,,,,,,,926.0,常熟汽饰,0.1762,0.08800000000000001,0.8053,0.2272,24.3593,523.0,常熟汽饰,0.2153,,1.265,,,1081.0,常熟汽饰,0.1168,0.0332,0.6546,0.0788,8.3569,1147.0,常熟汽饰,0.1226,,0.7686,,,1435.0,常熟汽饰,0.1275,0.0585,0.8092,0.1746,18.4315,893.0,常熟汽饰,0.099,0.0108,0.5608,0.0383,4.1037,985.0,常熟汽饰,0.1122,0.0242,0.5444,0.1133,12.5238,1100.0,常熟汽饰,0.1018,0.0315,0.5545,0.1266,13.7287,1851.0,常熟汽饰,0.0602,0.0255,0.3552,0.0881,9.5859,1762.0,常熟汽饰,-0.0491,-0.0045,-0.1876,-0.0131,-1.3912
494,600584,长电科技,半导体,江苏,1320.14,9.85,13.6,2979541.0,786382.5,1529834.88,689122.5,5.07,0.004,6.74,3.03,20030603,112118.47,0.82,9.27,-86.29,12.26,0.1,87342.0,971.0,长电科技,0.0619,0.009000000000000001,1.5312,0.0142,1.6745,601.0,长电科技,0.1693,0.0402,4.0983,0.0664,8.9957,727.0,长电科技,0.1478,0.0384,9.8151,0.0493,9.8007,1055.0,长电科技,0.1616,0.0683,,0.0925,16.932000000000002,1227.0,长电科技,0.0545,0.0074,,0.0099,1.7626,1152.0,长电科技,0.1085,0.0285,,0.0368,7.0703,1224.0,长电科技,0.1119,0.0493,,0.0629,11.1195,1330.0,长电科技,0.1394,0.0898,,0.1158,23.4506,1148.0,长电科技,0.0534,0.0091,,0.0118,2.3989,797.0,长电科技,0.1413,0.047,,0.0661,13.1854,742.0,长电科技,0.1553,0.0838,,0.1195,24.0696,908.0,长电科技,0.1533,0.1191,49.7315,0.1732,27.9209,1321.0,长电科技,0.0251,0.0046,14.421,0.0067,1.0826
495,300713,英可瑞,电气设备,深圳,72.56,0.11,0.53,93538.77,88582.49,827.12,44877.93,8.45,0.272,13.65,5.79,20171101,20213.15,3.8,0.0,0.0,37.98,31.97,11043.0,,,,,,,,,,,,,,,,,,,,,,1582.0,英可瑞,0.1074,0.0946,0.4537,0.1873,18.7332,,,,,,,,,,,,,,,2571.0,英可瑞,-0.0583,,-0.2419,,,2560.0,英可瑞,0.0284,0.0317,0.113,0.1033,10.3343,1572.0,英可瑞,-0.0121,,-0.0394,,,974.0,英可瑞,0.1135,0.044,0.4226,0.1932,19.3214,815.0,英可瑞,0.1404,0.0808,0.563,0.2196,21.9597,2558.0,英可瑞,0.0019,0.0008,0.0085,0.0036,0.3617,931.0,英可瑞,0.0876,0.0042,0.274,0.0189,1.9151
496,300371,汇中股份,电器仪表,河北,119.49,0.57,1.2,60310.57,39350.98,17544.9,18459.0,1.54,0.042,4.65,4.31,20140123,25777.97,2.15,24.92,269.94,64.53,17.96,10746.0,2367.0,汇中股份,-0.3825,-0.0144,,-0.2171,-24.9298,2347.0,汇中股份,-0.1322,-0.0207,-0.534,-0.2223,-24.3596,1365.0,汇中股份,0.0604,0.0158,0.2052,0.1504,16.2258,392.0,汇中股份,0.2856,0.1081,0.9037,1.3032,143.2399,2891.0,汇中股份,-0.6038,-0.0222,,-0.3126,-35.0154,2926.0,汇中股份,-0.2656,-0.0304,-1.9908,-0.4023,-44.8193,1921.0,汇中股份,0.0334,0.008,0.1559,0.0905,9.8877,479.0,汇中股份,0.2673,0.0948,1.0792,1.0381,111.9523,3181.0,汇中股份,-0.8042,-0.0306,,-0.4068,-44.7065,3060.0,汇中股份,-0.3058,-0.0361,-1.9089,-0.6324,-71.9068,810.0,汇中股份,0.1419,0.0334,0.5969,0.4496,49.2605,243.0,汇中股份,0.3253,0.1227,1.2298,1.5466,166.8787,2145.0,汇中股份,-0.125,-0.0058,-0.696,-0.077,-8.3894
497,572,海马汽车,汽车整车,海南,0.0,16.42,16.45,1446404.13,494656.41,249309.05,376545.72,2.29,-0.053,3.92,1.0,19940808,88573.88,0.54,-50.57,-271.14,9.24,-5.34,93637.0,471.0,海马汽车,0.1979,0.0434,4.9775,0.1086,11.1297,958.0,海马汽车,0.1042,0.0413,2.9052,0.1183,12.1986,1377.0,海马汽车,0.0576,0.0302,4.2866,0.0866,8.9351,2193.0,海马汽车,0.0581,0.0407,6.9335,0.092,9.3913,776.0,海马汽车,0.1468,0.034,13.0593,0.0813,8.3204,1148.0,海马汽车,0.1088,0.0441,6.5032,0.1068,10.9245,2224.0,海马汽车,0.0002,0.0001,0.0194,0.0003,0.0279,2579.0,海马汽车,0.0255,0.0195,27.3296,0.0414,4.2438,1655.0,海马汽车,-0.0271,-0.005,-1.3015,-0.0109,-1.123,2891.0,海马汽车,-0.2139,-0.0688,-49.2622,-0.1761,-18.1663,1509.0,海马汽车,0.0536,0.0225,,0.0537,5.5026,3235.0,海马汽车,-0.1868,-0.1145,,-0.2403,-28.2756,1785.0,海马汽车,-0.053,-0.0059,,-0.0136,-1.5696
