,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,roe_2015q1,net_profit_ratio_2015q1,gross_profit_rate_2015q1,net_profits_2015q1,eps_2015q1,business_income_2015q1,bips_2015q1,Unnamed: 0_y,name_x,roe_2015q2,net_profit_ratio_2015q2,gross_profit_rate_2015q2,net_profits_2015q2,eps_2015q2,business_income_2015q2,bips_2015q2,Unnamed: 0_x,name_y,roe_2015q3,net_profit_ratio_2015q3,gross_profit_rate_2015q3,net_profits_2015q3,eps_2015q3,business_income_2015q3,bips_2015q3,Unnamed: 0_y,name_x,roe_2015q4,net_profit_ratio_2015q4,gross_profit_rate_2015q4,net_profits_2015q4,eps_2015q4,business_income_2015q4,bips_2015q4,Unnamed: 0_x,name_y,roe_2016q1,net_profit_ratio_2016q1,gross_profit_rate_2016q1,net_profits_2016q1,eps_2016q1,business_income_2016q1,bips_2016q1,Unnamed: 0_y,name_x,roe_2016q2,net_profit_ratio_2016q2,gross_profit_rate_2016q2,net_profits_2016q2,eps_2016q2,business_income_2016q2,bips_2016q2,Unnamed: 0_x,name_y,roe_2016q3,net_profit_ratio_2016q3,gross_profit_rate_2016q3,net_profits_2016q3,eps_2016q3,business_income_2016q3,bips_2016q3,Unnamed: 0_y,name_x,roe_2016q4,net_profit_ratio_2016q4,gross_profit_rate_2016q4,net_profits_2016q4,eps_2016q4,business_income_2016q4,bips_2016q4,Unnamed: 0_x,name_y,roe_2017q1,net_profit_ratio_2017q1,gross_profit_rate_2017q1,net_profits_2017q1,eps_2017q1,business_income_2017q1,bips_2017q1,Unnamed: 0_y,name_x,roe_2017q2,net_profit_ratio_2017q2,gross_profit_rate_2017q2,net_profits_2017q2,eps_2017q2,business_income_2017q2,bips_2017q2,Unnamed: 0_x,name_y,roe_2017q3,net_profit_ratio_2017q3,gross_profit_rate_2017q3,net_profits_2017q3,eps_2017q3,business_income_2017q3,bips_2017q3,Unnamed: 0_y,name_x,roe_2017q4,net_profit_ratio_2017q4,gross_profit_rate_2017q4,net_profits_2017q4,eps_2017q4,business_income_2017q4,bips_2017q4,Unnamed: 0,name_y,roe_2018q1,net_profit_ratio_2018q1,gross_profit_rate_2018q1,net_profits_2018q1,eps_2018q1,business_income_2018q1,bips_2018q1
1163,300692,中环环保,环境保护,安徽,148.68,0.27,1.07,105672.4,27549.65,4827.77,41560.71,3.9,0.076,6.61,6.82,20170821,17621.38,1.65,0.0,0.0,33.71,16.14,19235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.0,中环环保,8.19,22.19,45.325,32.8182,0.4102,147.8383,1.8479,,,,,,,,,,3339.0,中环环保,,18.71,50.1216,11.7147,0.1464,62.599,0.7824,3193.0,中环环保,,25.63,51.3129,26.0181,0.3252,101.5124,1.2689,1255.0,中环环保,10.33,25.96,48.2721,46.1878,0.5773,177.8914,2.2236,3329.0,中环环保,,20.88,49.9938,7.1987,0.0899,34.4648,0.4308,1601.0,中环环保,4.03,24.58,47.9073,18.7746,0.2346,76.3688,0.9546,1873.0,中环环保,5.05,26.47,45.8919,34.4359,0.3228,130.0658,1.2193,1842.0,中环环保,7.26,21.79,39.7026,50.6888,0.4751,232.5329,2.1799,2026.0,中环环保,1.14,16.14,33.7075,8.0895,0.0758,50.1046,0.4697
1164,2037,久联发展,化工原料,贵州,174.88,3.27,3.27,772979.38,601426.75,117884.8,62000.44,1.89,0.015,6.33,1.71,20040908,92870.43,2.84,43.47,-21.91,15.01,0.5,19980.0,1359.0,久联发展,1.24,3.22,25.8144,24.5076,0.0748,758.9939999999998,2.3184,1090.0,久联发展,4.58,4.9,25.3158,91.6114,0.2798,1867.9521,5.7059,1422.0,久联发展,4.44,3.47,25.8135,88.9138,0.2716,2558.7582,7.8161,2464.0,久联发展,4.11,2.56,28.5766,81.2041,0.248,3164.5351,9.6665,2624.0,久联发展,-1.29,-5.31,25.8386,-25.2661,-0.0771,474.942,1.4507,2763.0,久联发展,0.22,0.34,25.86,4.3932,0.0134,1268.6456,3.8752,2507.0,久联发展,1.0,1.04,28.951,19.8296,0.0605,1902.2185,5.8106,2728.0,久联发展,3.07,1.82,26.5334,61.9375,0.1891,3385.0718,10.3402,2614.0,久联发展,0.31,0.92,23.3874,6.4722,0.0197,699.5264,2.1368,2585.0,久联发展,1.83,1.9,19.7066,37.6767,0.115,1977.1138,6.0394,2539.0,久联发展,3.02,2.04,19.8571,62.8144,0.1918,3071.6569,9.3828,2652.0,久联发展,3.72,1.67,20.1399,76.774,0.2345,4587.2057,14.0123,2851.0,久联发展,0.24,0.5,15.0088,5.0543,0.0154,1003.6311,3.0657
1165,601838,成都银行,银行,四川,9.46,3.61,36.12,45437932.0,0.0,102359.6,610289.13,1.69,0.3,7.87,1.37,20180131,1130971.38,3.13,0.0,0.0,0.0,40.16,142921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.0,成都银行,13.93,31.43,37.0443,2816.19,0.8662,8958.755,2.7556,,,,,,,,,,,,,,,,,,,3315.0,成都银行,,34.56,43.4175,2205.545,0.6784,6380.455,1.9625,1041.0,成都银行,11.76,29.93,36.1129,2577.485,0.7928,8610.388,2.6485,,,,,,,,,,624.0,成都银行,7.27,40.1,48.5004,1652.265,0.5082,4119.445,1.2671,439.0,成都银行,11.75,43.05,51.7661,2809.978,0.8643,6526.4180000000015,2.0074,407.0,成都银行,15.66,40.48,48.1028,3908.578,1.2022,9654.118,2.9695,502.0,成都银行,3.62,40.15,42.5987,1031.629,0.2855,2568.97,0.7111
1166,603444,吉比特,互联网,福建,17.92,0.41,0.72,330243.59,248845.92,3095.28,104983.42,14.6,2.16,34.41,4.45,20170104,139646.27,19.43,0.93,-6.27,90.67,40.45,20091.0,,,,,,,,,,,,,,,,,,,13.0,吉比特,30.89,59.83,96.42,137.5004,,229.7862,,59.0,吉比特,36.24,58.31,96.4357,174.9777,3.2785,300.0454,5.6219,3118.0,吉比特,,60.97,95.865,54.9636,1.0298,90.1425,1.6889,3.0,吉比特,40.1,50.96,95.7438,293.1212,5.4921,575.1569999999998,10.7766,2.0,吉比特,51.32,50.14,96.2847,461.544,8.6479,920.4017,17.2455,86.0,吉比特,30.39,44.84,95.9865,585.4645,10.9698,1305.4286,24.4597,62.0,吉比特,7.82,43.55,92.4223,163.9785,2.3040000000000003,376.4989,5.29,80.0,吉比特,15.29,41.55,91.432,299.3521,4.1727,720.3096,10.0405,75.0,吉比特,20.97,41.63,91.0648,443.4593,6.1814,1065.1534,14.8474,87.0,吉比特,26.48,42.34,90.8655,609.7127,8.4989,1440.0077,20.0726,130.0,吉比特,6.21,40.44,90.6725,153.6962,2.1381,380.0113,5.2865
1167,300528,幸福蓝海,影视音像,江苏,27.64,1.52,3.73,330875.5,210237.16,34413.32,85996.86,2.31,0.121,5.29,2.53,20160808,70094.28,1.88,41.01,102.7,39.67,9.18,34587.0,2832.0,幸福蓝海,,10.53,45.5845,29.3809,0.1261,278.7948,1.1971,2979.0,幸福蓝海,,9.45,42.3152,57.4737,0.2467,607.9665,2.6106,1297.0,幸福蓝海,5.05,6.27,41.6555,62.8053,,1000.4646,,1731.0,幸福蓝海,8.32,7.44,42.1929,107.071,0.4597,1437.2681,6.1717,1382.0,幸福蓝海,1.26,4.52,47.5216,16.4313,0.0705,363.2886,1.56,1112.0,幸福蓝海,4.9,9.75,50.7972,66.3949,0.2851,680.9297,2.9239,1716.0,幸福蓝海,4.05,7.41,49.32100000000001,73.155,0.2355,986.9184,3.1784,2115.0,幸福蓝海,6.09,7.31,42.8753,112.4991,0.3623,1538.0525,4.9533,1896.0,幸福蓝海,1.18,6.38,46.9996,22.2145,0.0715,347.9959,1.1207,1834.0,幸福蓝海,3.48,8.98,48.1789,65.45100000000001,0.1756,728.4299,1.9549,2325.0,幸福蓝海,3.65,6.33,46.3995,68.892,0.1848,1087.3377,2.9181,2194.0,幸福蓝海,5.83,7.41,45.3492,112.4633,0.3018,1517.2301,4.0719,1083.0,幸福蓝海,2.28,9.17,39.6728,45.0281,0.1208,490.6924,1.3169
1168,603601,再升科技,玻璃,重庆,44.47,3.86,3.86,221647.22,110429.97,45351.65,60365.61,1.56,0.08199999999999999,3.19,4.6,20150122,20616.15,0.53,145.53,83.66,32.72,14.36,22530.0,1475.0,再升科技,1.04,6.85,34.1669,3.1671,0.0465,46.205,0.6794,1012.0,再升科技,4.88,14.22,36.327,14.757,0.0986,103.7271,0.6933,479.0,再升科技,10.07,18.99,36.0535,32.2173,0.2153,169.5953,1.1336,789.0,再升科技,15.08,21.86,36.453,51.0931,0.3415,233.6234,1.5616,171.0,再升科技,5.06,24.76,44.0043,18.0794,0.1208,73.0028,0.4879,1864.0,再升科技,2.69,21.22,45.0237,30.3453,0.1728,142.9969,0.8146,1584.0,再升科技,4.59,21.38,43.4324,48.5307,0.1256,226.9878,0.5878,1830.0,再升科技,7.42,25.26,43.6277,80.824,0.2093,319.9429,0.8285,1547.0,再升科技,1.57,19.19,41.9224,17.3165,0.0448,90.2296,0.2336,1631.0,再升科技,3.95,20.59,41.3073,44.6583,0.1156,216.8257,0.5615,1329.0,再升科技,6.88,19.43,39.321,80.2311,0.2077,412.8111,1.069,1300.0,再升科技,9.47,17.75,35.704,113.5754,0.2941,639.7445,1.6567,929.0,再升科技,2.58,14.35,32.7188,31.8041,0.0823,221.545,0.5737
1169,2405,四维图新,软件服务,北京,111.52,10.3,12.83,964386.88,433659.81,64817.82,420894.16,3.28,0.057,5.23,4.88,20100518,118425.86,0.92,23.35,46.27,76.8,16.19,130145.0,1368.0,四维图新,1.22,10.53,80.4784,30.515,0.0441,289.5798,0.4187,1635.0,四维图新,2.85,10.53,75.6126,71.1852,0.1029,675.7574,0.977,1664.0,四维图新,3.36,9.25,75.0325,91.365,0.1287,987.3882,1.3918,2291.0,四维图新,5.12,8.64,76.3654,130.1606,0.1829,1506.1534,2.117,1366.0,四维图新,1.27,10.22,78.358,33.1106,0.0465,323.8258,0.4551,1750.0,四维图新,2.98,10.97,75.7038,78.3571,0.0734,713.867,0.6692,1817.0,四维图新,3.68,9.58,75.8237,100.6889,0.0943,1050.483,0.9847,2223.0,四维图新,5.6,9.87,76.8507,156.5691,0.1468,1585.3063,1.4864,2244.0,四维图新,0.76,13.65,79.5092,50.1257,0.039,367.1182,0.2861,2582.0,四维图新,1.84,14.55,76.2365,121.3368,0.0946,833.8212,0.65,2707.0,四维图新,2.41,11.95,74.4349,158.4103,0.1235,1325.1529,1.0331,2597.0,四维图新,3.99,12.29,75.384,265.1996,0.2067,2156.4878,1.6813,2076.0,四维图新,1.09,16.19,76.7974,73.3188,0.0571,452.8559,0.353
1170,600444,国机通用,塑料,安徽,0.0,1.05,1.46,80849.46,64876.86,9047.74,32915.76,2.25,-0.02,3.46,3.87,20040219,189.58,0.01,-6.96,-126.7,17.09,-3.45,8912.0,2789.0,国机通用,,-6.47,14.0357,-4.0017,-0.0381,61.8132,0.5886,,,,,,,,,,1386.0,国机通用,4.6,3.3,23.5028,14.3064,0.0977,433.0586,2.9576,1566.0,国机通用,9.23,4.15,21.6127,30.1973,0.2062,726.6773,4.9628,2739.0,国机通用,-2.36,-7.52,14.036,-7.5624,-0.0516,100.4695,0.6861,3042.0,国机通用,-3.99,-5.51,13.8173,-12.5747,-0.0858,228.0259,1.5573,2398.0,国机通用,1.5,1.18,17.6591,4.9894,0.034,421.5631,2.879,2452.0,国机通用,4.49,2.29,20.3533,15.3765,0.105,669.0901,4.5696,642.0,国机通用,3.11,12.02,14.9811,11.0168,0.0752,91.6133,0.6256,2099.0,国机通用,2.9,4.81,17.6849,10.2532,0.07,212.806,1.4533,1283.0,国机通用,7.06,6.46,20.4697,26.0475,0.1778,403.0238,2.7524,43.0,国机通用,32.79,27.33,20.2664,167.2599,1.1423,611.83,4.1785,3142.0,国机通用,-0.58,-3.45,17.0948,-2.9422,-0.02,85.2328,0.5821
1171,300440,运达科技,软件服务,四川,232.28,4.45,4.56,178429.86,161609.13,12178.12,28747.48,0.63,0.01,2.83,3.16,20150423,53202.38,1.17,-4.77,-60.79,50.51,5.08,24720.0,1119.0,运达科技,1.62,16.23,57.7009,8.6597,0.103,53.3369,0.6349,1362.0,运达科技,3.73,27.78,54.3306,40.8923,0.3651,147.1794,1.3141,1131.0,运达科技,5.83,24.93,51.0592,65.2449,0.5825,261.6438,2.3361,1289.0,运达科技,10.86,27.91,53.3132,128.3578,1.146,459.8854,4.1061,1678.0,运达科技,0.86,14.41,43.5755,10.3541,0.0924,71.8524,0.6415,1407.0,运达科技,3.95,24.57,49.4386,47.4932,0.212,193.2298,0.8626,1186.0,运达科技,6.13,24.48,49.449,75.3602,0.3364,307.7668,1.3739,1232.0,运达科技,10.45,22.53,45.7227,134.5964,0.6008,597.3041,2.6665,2128.0,运达科技,0.88,13.38,48.2607,11.5372,0.0505,86.1777,0.3779,1063.0,运达科技,5.45,27.55,49.6162,66.8549,0.1466,242.6157,0.532,1132.0,运达科技,7.64,24.36,48.4281,95.9376,0.2103,393.8059,0.8635,1342.0,运达科技,9.26,19.97,46.1257,118.8712,0.2606,595.0542,1.3049,,,,,,,,,
1172,603131,上海沪工,专用机械,上海,956.96,0.5,2.0,87457.65,65933.5,12375.16,17166.15,0.86,0.005,3.27,5.66,20160607,24577.61,1.23,2.67,-94.68,21.71,0.63,17007.0,,,,,,,,,,430.0,上海沪工,8.0,10.75,28.3224,24.9874,,232.3604,,3050.0,上海沪工,,11.38,28.1341,38.6165,0.5148,339.2692,4.5235,849.0,上海沪工,14.44,10.54,28.6487,48.4814,0.6464,459.6088,6.1281,2909.0,上海沪工,,11.29,31.3571,10.8667,0.1448,96.219,1.2829,1040.0,上海沪工,5.17,12.45,31.9689,30.1318,0.3013,241.9458,2.4194,766.0,上海沪工,8.35,13.63,32.3011,50.3491,0.5034,369.2207,3.6922,1125.0,上海沪工,11.13,13.84,32.116,69.259,0.6925,500.1162,5.0011,753.0,上海沪工,2.83,12.1,29.6763,18.1571,0.1815,149.9557,1.4995,743.0,上海沪工,6.71,12.36,29.2762,42.2816,0.2114,341.8236,1.7091,730.0,上海沪工,9.54,11.78,28.7789,61.9184,0.3095,525.2965,2.6264,1095.0,上海沪工,10.48,9.6,28.3763,68.4402,0.3422,712.5873,3.5629,2933.0,上海沪工,0.14,0.62,21.7087,0.9668,0.0048,153.9651,0.7698
1173,300048,合康新能,电气设备,北京,133.16,9.75,11.27,459541.84,243184.42,130969.97,86231.7,0.77,0.006,2.21,1.44,20100120,49218.78,0.44,18.22,-40.81,26.64,2.48,47279.0,2095.0,合康新能,0.18,2.16,36.9698,2.8349,0.0083,130.6881,0.3864,2104.0,合康新能,1.44,6.35,39.0835,22.1261,0.0654,348.1794,1.0296,2027.0,合康新能,1.76,5.19,38.2175,27.0315,0.0799,520.1602,1.5382,2784.0,合康新能,2.23,6.43,39.0295,51.9243,0.1406,807.5156,2.1873,683.0,合康新能,2.52,24.49,36.5797,60.0019,0.1524,244.9178,0.6221,1318.0,合康新能,4.23,16.09,40.1211,101.644,0.1291,631.4857,0.8021,1252.0,合康新能,5.9,13.72,39.2786,144.2322,0.1832,1050.9126,1.3348,1885.0,合康新能,7.23,12.62,35.5686,178.9508,0.2273,1417.3912,1.8003,2492.0,合康新能,0.45,4.95,28.5036,11.3995,0.0144,230.2033,0.2924,2614.0,合康新能,1.78,7.22,25.9417,43.9912,0.0399,609.0293,0.5525,2801.0,合康新能,2.03,5.7,24.3216,50.1887,0.0455,879.8075,0.7982,2857.0,合康新能,2.72,5.0,22.431,67.6033,0.0613,1350.9284,1.2256,,,,,,,,,
1174,2655,共达电声,元器件,山东,0.0,3.6,3.6,103382.15,46298.8,38950.8,6423.6,0.18,-0.04,1.26,7.61,20120217,243.46,0.01,1.75,-830.26,23.48,-8.72,36766.0,1800.0,共达电声,0.57,2.7,25.4537,3.5533,0.0098,131.3641,0.3649,2097.0,共达电声,1.45,2.8,24.7872,9.0787,0.0252,323.1771,0.8977,1884.0,共达电声,2.4,2.89,25.8142,15.135,0.042,522.1952,1.4505,2647.0,共达电声,3.04,2.72,27.0114,19.2197,0.0533,705.2609,1.959,2043.0,共达电声,0.38,1.53,28.6978,2.4271,0.0067,157.9683,0.4388,2401.0,共达电声,1.22,2.45,30.2923,7.7887,0.0216,317.5259,0.882,2204.0,共达电声,2.23,2.79,30.8083,14.3363,0.0398,512.0324,1.4223,2789.0,共达电声,2.78,2.51,29.5528,18.0081,0.05,716.0286,1.9889,2626.0,共达电声,0.3,1.21,26.8055,1.9853,0.0055,163.4622,0.454,2966.0,共达电声,0.73,1.34,29.5321,4.7244,0.0131,351.4267,0.9761,3019.0,共达电声,0.96,1.07,28.7274,6.2892,0.0174,584.1897,1.6227,3455.0,共达电声,-37.43,-22.22,27.4371,-174.9185,-0.4858,786.9401,2.1859,3410.0,共达电声,-3.2,-8.71,23.4779,-14.498,-0.0402,166.3203,0.462
1175,601689,拓普集团,汽车配件,浙江,19.23,1.71,7.28,1050481.5,622294.19,200962.0,373685.0,5.14,0.274,9.16,2.3,20150319,190761.69,2.62,28.36,15.52,29.08,13.32,29546.0,514.0,拓普集团,3.03,13.17,27.661,89.8293,0.1383,681.6837,1.0501,597.0,拓普集团,6.9,14.76,28.6385,212.732,0.3277,1440.3701,2.219,534.0,拓普集团,9.64,13.82,28.3922,293.2037,0.4517,2121.5674,3.2684,1025.0,拓普集团,12.94,13.58,28.8079,408.5449,0.6294,3007.2119,4.6328,321.0,拓普集团,3.83,15.91,30.5475,125.7006,0.1936,789.6108,1.2164,513.0,拓普集团,7.84,16.1,31.0184,268.593,0.4137,1667.2565,2.5685,270.0,拓普集团,13.32,16.14,30.2313,423.6962,0.6527,2624.5611,4.0433,427.0,拓普集团,18.26,15.63,31.2411,615.6896,0.9485,3937.7239,6.0664,237.0,拓普集团,4.87,14.8,30.1232,172.6373,0.2659,1166.425,1.7969,822.0,拓普集团,6.32,16.56,29.9076,387.0289,0.5319,2336.4178,3.2112,873.0,拓普集团,8.77,15.56,29.2378,551.0835,0.7574,3540.3724,4.8659,937.0,拓普集团,11.4,14.49,29.0273,738.0003,1.0143,5090.2197,6.9961,721.0,拓普集团,2.99,13.31,29.0768,199.4317,0.2741,1497.265,2.0578
1176,300315,掌趣科技,互联网,北京,30.13,27.01,27.58,980710.38,186747.5,3829.76,410900.69,1.49,0.048,3.12,1.84,20120511,168170.88,0.61,5.75,-18.71,57.38,27.25,199441.0,956.0,掌趣科技,1.91,36.03,62.7014,78.1968,0.0602,217.0226,0.1672,1265.0,掌趣科技,4.04,36.83,62.8008,168.481,0.0682,457.431,0.1853,1031.0,掌趣科技,6.36,37.54,62.2277,272.1275,0.1102,724.8958,0.2937,1905.0,掌趣科技,7.36,41.85,61.4329,470.4088,0.1769,1123.7786,0.4227,610.0,掌趣科技,2.73,43.52,60.576,221.3507,0.0797,508.549,0.1833,1068.0,掌趣科技,5.07,43.84,61.1654,418.5006,0.1508,954.4102,0.344,1086.0,掌趣科技,6.65,41.27,61.3143,559.6285,0.2019,1355.7798,0.4892,2129.0,掌趣科技,6.04,27.42,56.1476,508.5858,0.1835,1854.6878,0.6693,1285.0,掌趣科技,1.88,35.45,62.2351,161.8481,0.0584,456.536,0.1647,1997.0,掌趣科技,3.1,32.3,61.3056,267.1189,0.0964,826.9624,0.2984,2046.0,掌趣科技,4.54,30.82,60.378,394.273,0.1429,1279.0329,0.4637,2778.0,掌趣科技,3.09,14.92,58.9727,263.8944,0.0956,1768.2145,0.6411,1669.0,掌趣科技,1.53,27.25,57.3838,131.5721,0.0477,482.7866,0.175
1177,762,西藏矿业,小金属,西藏,0.0,4.76,5.21,300864.41,187575.75,36591.12,158310.48,3.04,-0.034,4.11,3.27,19970708,-2111.03,-0.04,50.52,21.51,14.22,-19.45,86722.0,2438.0,西藏矿业,-1.11,-12.53,11.049,-17.9234,-0.0376,142.9698,0.3003,2321.0,西藏矿业,0.69,2.69,15.9771,11.2926,0.0237,418.7951,0.8798,2162.0,西藏矿业,1.0,2.49,16.1486,16.3775,0.0344,655.7667,1.3777,2854.0,西藏矿业,1.88,3.4,17.7319,31.0182,0.0651,910.8927,1.9137,1511.0,西藏矿业,1.1,12.17,35.6714,23.4325,0.0492,192.4028,0.4042,2661.0,西藏矿业,0.5,3.83,38.8606,10.5618,0.0202,275.25,0.5284,2612.0,西藏矿业,0.6,2.98,32.1365,12.8893,0.0247,431.9379,0.8293,3162.0,西藏矿业,1.0,3.05,25.7377,21.2704,0.0408,695.6097,1.3356,3035.0,西藏矿业,-1.07,-37.3,5.8971,-22.529,-0.0432,60.3875,0.1159,3293.0,西藏矿业,-1.56,-19.84,9.9859,-32.6117,-0.0626,164.3273,0.3155,3164.0,西藏矿业,0.2,1.04,32.6074,4.4345,0.0085,426.0494,0.818,3060.0,西藏矿业,1.6,5.17,37.1637,34.5438,0.0663,667.5528,1.2817,3177.0,西藏矿业,-0.82,-19.45,14.2237,-17.6821,-0.0339,90.8971,0.1745
1178,603768,常青股份,汽车配件,安徽,19.88,0.7,2.04,264504.59,151086.06,71002.17,79663.78,3.91,0.209,8.33,2.0,20170324,64310.58,3.15,2.53,20.96,23.28,8.3,22953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.0,常青股份,12.91,6.78,23.7024,77.1732,0.5043,1136.8881,7.4306,2967.0,常青股份,,12.39,32.0831,40.6014,0.2653,327.6213,2.1413,205.0,常青股份,11.27,11.58,29.452,75.9424,,655.7932,,,,,,,,,,,337.0,常青股份,19.88,9.94,26.4132,148.3657,0.9697,1492.3253,9.7537,1039.0,常青股份,2.25,7.03,21.5215,35.2672,0.1728,501.5411,2.4585,1871.0,常青股份,3.41,5.94,19.5551,54.1615,0.2654,911.2676,4.4669,1732.0,常青股份,5.48,6.66,19.7103,88.7847,0.4352,1331.7805,6.5283,1757.0,常青股份,7.67,6.63,19.0492,127.231,0.6236,1916.2904,9.3935,963.0,常青股份,2.5,8.29,23.2756,42.6577,0.2091,514.2286,2.5207
1179,300286,安科瑞,电器仪表,上海,29.5,1.64,2.17,90393.38,63926.63,18021.17,21767.06,1.0,0.098,3.2,3.59,20120113,31178.25,1.44,18.35,6.06,54.07,21.96,10547.0,536.0,安科瑞,2.95,22.14,56.3473,14.0644,0.0983,63.5164,0.4441,643.0,安科瑞,6.57,23.92,58.0782,32.8312,0.2295,137.1978,0.9594,450.0,安科瑞,10.4,24.69,57.8342,54.2719,0.3799,219.7849,1.5386,1150.0,安科瑞,11.93,20.87,57.0958,64.1241,0.4489,307.1715,2.1503,593.0,安科瑞,2.8,23.4,58.1602,15.4786,0.1083,66.1319,0.4629,615.0,安科瑞,7.17,25.77,59.7485,39.6177,0.2776,153.6797,1.0772,401.0,安科瑞,11.32,27.11,59.7898,65.5088,0.4591,241.6044,1.6935,816.0,安科瑞,13.49,24.32,57.2127,80.1296,0.5616,329.3632,2.3086,538.0,安科瑞,3.41,24.51,56.5569,19.965,0.1399,81.4533,0.5709,536.0,安科瑞,7.78,25.38,55.4756,48.21,0.3335,189.9167,1.3141,423.0,安科瑞,11.96,26.12,55.672,77.9011,0.5387,298.1888,2.0622,552.0,安科瑞,14.04,23.33,53.6058,94.5836,0.6541,405.3796,2.8035,700.0,安科瑞,3.04,21.96,54.0723,21.1745,0.1464,96.4039,0.6667
1180,300615,欣天科技,元器件,深圳,248.67,0.22,0.8,51833.43,38451.12,10393.21,24576.0,3.07,0.035,5.69,6.08,20170215,10013.0,1.25,-30.21,-77.05,35.98,6.73,12810.0,,,,,,,,,,,,,,,,,,,2814.0,欣天科技,,27.47,47.6867,41.6489,0.6941,151.599,2.5266,122.0,欣天科技,29.89,25.44,46.6005,52.6604,0.8776,206.9361,3.4489,,,,,,,,,,50.0,欣天科技,17.17,26.9,49.0597,31.5454,0.5257,117.2556,1.9542,41.0,欣天科技,22.6,25.46,48.9282,44.4453,0.7407,174.5438,2.909,122.0,欣天科技,27.36,23.84,47.8074,57.4125,0.9568,240.7796,4.0129,891.0,欣天科技,2.55,20.47,43.9953,12.1139,0.1514,59.1754,0.7396,1385.0,欣天科技,4.57,17.53,42.9091,20.2133,0.2526,115.247,1.4405,1957.0,欣天科技,4.76,12.69,39.1227,21.0703,0.2633,165.9567,2.0744,1922.0,欣天科技,6.95,13.52,36.3725,31.473000000000006,0.3934,232.6848,2.9085,2534.0,欣天科技,0.61,6.73,35.9773,2.7804,0.0347,41.2998,0.5162
1181,300473,德尔股份,汽车配件,辽宁,23.62,0.47,1.05,442860.44,196239.84,78793.71,120184.71,11.45,0.46,16.19,2.53,20150612,47871.06,4.56,366.68,51.36,30.84,5.44,11506.0,2823.0,德尔股份,,18.07,37.2802,33.4539,0.446,185.0789,2.4677,765.0,德尔股份,5.95,21.97,40.4632,86.3216,0.8632,392.8249,3.9282,663.0,德尔股份,8.44,22.16,40.9894,125.4634,1.2546,565.9823,5.6598,1572.0,德尔股份,9.21,19.89,39.0468,138.2141,1.3821,694.5694,6.9456,1086.0,德尔股份,1.71,17.22,38.7844,26.0811,0.2608,151.447,1.5144,1308.0,德尔股份,4.25,19.83,38.8959,62.2605,0.6226,313.8382,3.1383,1223.0,德尔股份,6.01,20.31,39.1808,89.7153,0.8971,441.5662,4.4156,1878.0,德尔股份,7.26,17.61,38.4936,109.7084,1.097,622.6774,6.2267,1224.0,德尔股份,1.95,16.76,39.1287,30.1015,0.2868,179.5058,1.7107,1575.0,德尔股份,4.08,7.95,31.9988,63.3918,0.6041,796.9708,7.5952,1644.0,德尔股份,5.79,5.73,30.4102,91.3095,0.8701,1591.4184,15.1664,1687.0,德尔股份,7.92,5.16,30.4662,131.3404,1.2516,2540.9135,24.2153,867.0,德尔股份,2.68,5.43,30.8416,45.5609,0.4342,837.7131,7.9843
1182,300677,英科医疗,医疗保健,山东,63.08,0.49,1.96,172090.7,86997.82,70529.88,70872.71,3.61,0.114,5.66,5.1,20170721,32199.44,1.64,6.52,9.15,23.72,5.3,13750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,英科医疗,15.46,6.43,26.3712,64.22,0.8805,998.0219,13.6847,,,,,,,,,,3254.0,英科医疗,,9.19,25.6125,49.8632,0.6837,542.3373,7.4364,3170.0,英科医疗,,7.52,23.8866,64.1074,0.879,851.9608,11.6819,496.0,英科医疗,17.16,7.29,24.4951,86.2625,1.1828,1183.1068,16.2226,3475.0,英科医疗,,5.17,20.5395,20.5879,0.2822,397.898,5.4559,238.0,英科医疗,10.83,7.08,22.6677,61.0038,0.8364,860.4505,11.7983,584.0,英科医疗,10.62,8.56,24.4883,111.8004,1.1497,1305.2249,13.4228,629.0,英科医疗,13.34,8.28,24.9178,145.0841,1.4769,1750.4776,17.8194,1263.0,英科医疗,2.02,5.3,23.7194,22.4719,0.2287,423.8396,4.3145
