,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,roe_2015q1,net_profit_ratio_2015q1,gross_profit_rate_2015q1,net_profits_2015q1,eps_2015q1,business_income_2015q1,bips_2015q1,Unnamed: 0_y,name_x,roe_2015q2,net_profit_ratio_2015q2,gross_profit_rate_2015q2,net_profits_2015q2,eps_2015q2,business_income_2015q2,bips_2015q2,Unnamed: 0_x,name_y,roe_2015q3,net_profit_ratio_2015q3,gross_profit_rate_2015q3,net_profits_2015q3,eps_2015q3,business_income_2015q3,bips_2015q3,Unnamed: 0_y,name_x,roe_2015q4,net_profit_ratio_2015q4,gross_profit_rate_2015q4,net_profits_2015q4,eps_2015q4,business_income_2015q4,bips_2015q4,Unnamed: 0_x,name_y,roe_2016q1,net_profit_ratio_2016q1,gross_profit_rate_2016q1,net_profits_2016q1,eps_2016q1,business_income_2016q1,bips_2016q1,Unnamed: 0_y,name_x,roe_2016q2,net_profit_ratio_2016q2,gross_profit_rate_2016q2,net_profits_2016q2,eps_2016q2,business_income_2016q2,bips_2016q2,Unnamed: 0_x,name_y,roe_2016q3,net_profit_ratio_2016q3,gross_profit_rate_2016q3,net_profits_2016q3,eps_2016q3,business_income_2016q3,bips_2016q3,Unnamed: 0_y,name_x,roe_2016q4,net_profit_ratio_2016q4,gross_profit_rate_2016q4,net_profits_2016q4,eps_2016q4,business_income_2016q4,bips_2016q4,Unnamed: 0_x,name_y,roe_2017q1,net_profit_ratio_2017q1,gross_profit_rate_2017q1,net_profits_2017q1,eps_2017q1,business_income_2017q1,bips_2017q1,Unnamed: 0_y,name_x,roe_2017q2,net_profit_ratio_2017q2,gross_profit_rate_2017q2,net_profits_2017q2,eps_2017q2,business_income_2017q2,bips_2017q2,Unnamed: 0_x,name_y,roe_2017q3,net_profit_ratio_2017q3,gross_profit_rate_2017q3,net_profits_2017q3,eps_2017q3,business_income_2017q3,bips_2017q3,Unnamed: 0_y,name_x,roe_2017q4,net_profit_ratio_2017q4,gross_profit_rate_2017q4,net_profits_2017q4,eps_2017q4,business_income_2017q4,bips_2017q4,Unnamed: 0,name_y,roe_2018q1,net_profit_ratio_2018q1,gross_profit_rate_2018q1,net_profits_2018q1,eps_2018q1,business_income_2018q1,bips_2018q1
1576,2826,易明医药,中成药,西藏,137.38,1.32,1.9,73349.31,47836.3,16989.26,22410.92,1.18,0.032,3.22,5.53,20161209,18022.09,0.95,15.69,10.67,68.61,6.78,26841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,易明医药,20.15,14.41,69.0928,50.0299,0.3516,346.9954,2.4386,2969.0,易明医药,,8.71,61.3015,4.7714,0.0335,54.7771,0.3849,370.0,易明医药,9.0,12.35,69.3284,24.5775,0.1727,198.9645,1.3983,3237.0,易明医药,,11.43,70.0864,35.5842,0.25,311.2922,2.1877,1324.0,易明医药,9.96,12.24,70.8914,55.3585,0.2917,451.9225,2.382,2043.0,易明医药,0.99,7.08,71.6979,5.5557,0.0292,78.4267,0.4133,1705.0,易明医药,3.77,11.31,73.23899999999998,21.3315,0.1124,188.4514,0.9933,1640.0,易明医药,5.8,12.65,73.7676,33.5186,0.1766,264.873,1.3961,1201.0,易明医药,10.0,15.9,71.3904,60.4766,0.3187,380.2926,2.0044,2153.0,易明医药,1.0,6.77,68.6061,6.1488,0.0324,90.7342,0.4782
1577,600260,凯乐科技,通信设备,湖北,19.35,6.03,7.09,1959177.63,1675873.88,85864.88,211148.47,2.98,0.428,7.06,4.69,20000706,180530.22,2.55,12.22,292.61,14.55,8.16,27456.0,972.0,凯乐科技,1.88,6.85,20.9314,33.7756,0.064,492.592,0.9335,1723.0,凯乐科技,2.58,5.18,19.4679,71.9853,0.1079,1389.0915,2.0833,1496.0,凯乐科技,4.07,5.34,21.4076,115.0948,0.1726,2152.7181,3.2286,2431.0,凯乐科技,4.35,3.81,17.0497,123.3698,0.185,3230.1125,4.8445,1313.0,凯乐科技,1.34,2.6,10.303,38.6309,0.0579,1480.7732,2.2208,1823.0,凯乐科技,2.79,2.19,8.8123,80.5288,0.1207,3668.0984,5.5014,1765.0,凯乐科技,3.87,2.04,9.2423,112.8838,0.1693,5522.5217,8.2827,2110.0,凯乐科技,6.1,2.16,10.097,182.2296,0.2733,8420.6799,12.6294,905.0,凯乐科技,2.52,2.33,10.2439,77.2943,0.1159,3313.7541,4.97,501.0,凯乐科技,8.03,4.6,11.3323,346.2998,0.4885,7523.3636,10.6134,456.0,凯乐科技,11.58,4.6,11.8987,519.6612,0.7331,11289.9756,15.9272,399.0,凯乐科技,15.72,4.88,11.5767,739.5829,1.0433,15138.4293,21.3563,141.0,凯乐科技,6.06,8.16,14.5476,303.4671,0.4281,3718.6912,5.2461
1578,2486,嘉麟杰,服饰,上海,0.0,8.19,8.32,138027.52,76924.9,32597.25,201.46,0.0,-0.023,1.13,3.78,20101015,6253.78,0.08,31.37,27.45,14.67,-10.06,89985.0,2549.0,嘉麟杰,-1.85,-9.95,17.2948,-18.7241,-0.0225,188.0259,0.2259,2751.0,嘉麟杰,-3.14,-9.57,20.9164,-31.0597,-0.0373,324.4314,0.3899,2598.0,嘉麟杰,-4.3,-7.9,23.1455,-41.9908,-0.0504,531.0321,0.6382,3323.0,嘉麟杰,-11.19,-14.59,20.4913,-102.3195,-0.1229,700.8252,0.8423,2679.0,嘉麟杰,-1.78,-11.2,18.3372,-16.1379,-0.0193,144.0168,0.173,3050.0,嘉麟杰,-4.22,-12.04,20.0516,-37.1099,-0.0446,308.0213,0.3702,2907.0,嘉麟杰,-4.89,-7.73,21.6679,-42.518,-0.0511,549.9274,0.6609,3099.0,嘉麟杰,1.27,1.62,20.1475,11.8584,0.0142,727.895,0.8748,3200.0,嘉麟杰,-2.85,-18.21,14.5836,-25.8765,-0.0311,142.0707,0.1707,3354.0,嘉麟杰,-3.14,-7.34,18.4807,-28.3827,-0.0341,386.3684,0.4643,3340.0,嘉麟杰,-4.09,-5.81,18.1405,-36.5943,-0.0439,629.4435,0.7565,2809.0,嘉麟杰,2.94,3.18,17.9184,28.0947,0.0337,883.2856,1.0616,3346.0,嘉麟杰,-2.0,-10.05,14.6689,-18.7734,-0.0225,186.633,0.2243
1579,603869,北部湾旅,旅游服务,广西,0.0,2.68,3.49,634570.69,342591.59,110639.46,270444.56,7.75,-0.006,10.5,1.95,20150326,54904.76,1.57,38.39,-123.51,35.59,-0.46,19096.0,1886.0,北部湾旅,0.44,4.54,36.8951,3.1697,0.0146,69.733,0.3224,988.0,北部湾旅,4.97,21.13,45.4171,36.46,0.1686,172.5446,0.7979,481.0,北部湾旅,10.06,26.82,48.8956,77.9549,0.3605,290.659,1.3441,1562.0,北部湾旅,9.24,19.57,45.4504,71.3562,0.3299,364.4408,1.6853,1944.0,北部湾旅,0.49,5.78,32.0471,3.8669,0.0178,66.8182,0.309,1528.0,北部湾旅,3.6,16.27,40.0569,28.0662,0.1297,172.4364,0.7974,1799.0,北部湾旅,3.75,24.2,49.5073,93.7513,0.3137,387.3017,1.2962,2395.0,北部湾旅,4.79,18.49,44.0593,170.138,0.4877,920.0414,2.6376,2666.0,北部湾旅,0.25,2.71,41.5818,9.05,0.0259,333.1274,0.955,2321.0,北部湾旅,2.43,9.71,41.223,87.22,0.25,897.8479,2.574,1832.0,北部湾旅,5.21,11.69,40.4878,191.2536,0.5483,1634.7378,4.6866,1828.0,北部湾旅,7.35,10.73,38.9033,269.5612,0.7728,2511.8277,7.2012,3037.0,北部湾旅,-0.05,-0.46,35.5935,-2.128,-0.0061,461.0154,1.3216
1580,600161,天坛生物,生物制药,北京,45.33,6.7,6.7,461319.31,317218.97,90002.09,25941.07,0.39,0.16399999999999998,4.71,6.33,19980616,197930.31,2.95,0.35,99.19,48.51,19.89,44297.0,1777.0,天坛生物,0.61,3.41,48.1707,12.0984,0.0234,354.0145,0.6867,1666.0,天坛生物,2.74,6.66,50.1236,54.9105,0.1065,824.1339,1.5988,1978.0,天坛生物,2.03,3.22,50.6903,40.2677,0.0781,1248.8508,2.4227,3116.0,天坛生物,0.51,0.61,48.5965,9.9772,0.0193,1617.986,3.1388,2369.0,天坛生物,-0.03,-0.18,39.0383,-0.6759999999999999,-0.0013,360.1714,0.6987,1150.0,天坛生物,4.75,11.0,47.3981,96.9285,0.188,880.5785,1.7083,719.0,天坛生物,8.65,13.61,50.9314,183.8964,0.3567,1350.6085,2.6201,1019.0,天坛生物,11.92,12.49,53.2386,261.7774,0.5078,2095.7343,4.0657,298.0,天坛生物,4.35,19.04,54.0552,99.5807,0.1931,522.8735,1.0143,8.0,天坛生物,33.69,100.11,56.9888,945.2127,1.4105,944.1706,1.4089,12.0,天坛生物,35.98,80.55,56.3269,1045.7463,1.5605,1298.1108,1.9371,24.0,天坛生物,38.81,66.84,55.9267,1179.9427,1.7608,1765.1697,2.6341,533.0,天坛生物,3.49,19.89,48.5107,110.1369,0.1643,553.6553,0.8262
1581,300625,三雄极光,半导体,广东,49.17,0.91,2.8,285408.31,237126.72,29819.84,120833.67,4.32,0.13,8.2,3.12,20170317,70180.24,2.51,17.32,56.73,33.24,8.29,37420.0,882.0,三雄极光,2.06,3.45,31.5455,11.0847,,321.0926,,,,,,,,,,,,,,,,,,,,204.0,三雄极光,25.65,9.82,32.9556,181.4384,0.8639,1846.9859,8.7951,,,,,,,,,,182.0,三雄极光,11.69,8.88,35.6081,65.8512,,741.1122,,3146.0,三雄极光,,11.51,36.8754,146.6004,0.698,1273.5498,6.0645,56.0,三雄极光,33.6,12.99,37.0072,246.5531,1.1740000000000002,1896.9446,9.033,1921.0,三雄极光,1.14,6.2,35.4158,23.2516,0.083,374.4907,1.3374,1509.0,三雄极光,4.24,9.32,31.9929,88.7419,0.3169,951.2912,3.3974,1058.0,三雄极光,7.91,10.85,33.2756,172.1928,0.6149,1586.644,5.6665,955.0,三雄极光,11.31,11.28,33.7164,255.5639,0.9127,2265.6176,8.0914,1608.0,三雄极光,1.58,8.29,33.2361,36.4423,0.1301,439.3564,1.5691
1582,2131,利欧股份,互联网,浙江,32.51,34.03,55.88,1608332.25,903779.38,127780.2,97419.71,0.17,0.02,1.48,1.73,20070427,177650.27,0.32,35.75,-26.73,12.57,3.86,160602.0,379.0,利欧股份,3.62,8.88,23.6008,75.3636,0.1925,848.3229,2.1672,539.0,利欧股份,7.24,7.91,24.2085,155.1033,0.3962,1958.9851,5.0047,737.0,利欧股份,7.96,5.75,23.0609,171.7242,0.1462,2983.5044,2.5407,2493.0,利欧股份,3.93,5.13,22.9592,225.4105,0.1493,4392.2277,2.9098,785.0,利欧股份,2.28,9.66,23.2005,133.8524,0.0886,1384.8146,0.9174,1208.0,利欧股份,4.58,8.9,23.3969,272.8966,0.1807,3064.7437,2.0304,1273.0,利欧股份,5.81,8.67,22.7559,435.6428,0.2711,5022.0099,3.1256,1751.0,利欧股份,7.73,7.76,21.2078,571.0118,0.3553,7354.3813,4.5773,1198.0,利欧股份,1.99,7.15,18.0892,150.1086,0.0934,2097.9731,1.3057,1537.0,利欧股份,4.17,6.96,17.4816,319.0166,0.0568,4578.2495,0.8164,1638.0,利欧股份,5.8,5.75,15.8539,445.3573,0.0794,7743.3803,1.3808,2266.0,利欧股份,5.54,3.98,15.4918,421.1828,0.0753,10572.6307,1.8915,1855.0,利欧股份,1.33,3.86,12.5675,109.9892,0.0196,2848.0514,0.5096
1583,600325,华发股份,区域地产,广东,7.76,19.14,21.18,15309034.0,14208730.0,61563.36,287173.94,1.36,0.275,5.78,1.48,20040225,653608.31,3.09,-62.26,38.5,27.04,36.68,66920.0,1308.0,华发股份,1.32,11.44,40.7367,92.5524,0.1132,808.7037,0.9897,1457.0,华发股份,3.43,10.89,39.8969,243.2791,0.2977,2232.5243,2.7324,1456.0,华发股份,4.28,8.86,36.54,306.4749,0.3751,3457.2346,4.2313,2128.0,华发股份,6.04,8.48,29.5725,708.0142,0.6056,8342.3391,7.136,2191.0,华发股份,0.21,2.58,31.9324,25.5461,0.0218,986.9403,0.8442,1848.0,华发股份,2.73,6.91,24.4314,344.1995,0.2944,4977.1789,4.2574,1965.0,华发股份,3.15,4.92,28.5985,379.7093,0.3248,7707.6873,6.5931,1726.0,华发股份,7.84,7.65,32.2781,1018.3819,0.8711,13298.9111,11.3758,604.0,华发股份,3.2,9.99,32.1115,420.6972,0.3574,4208.463,3.576,1361.0,华发股份,4.62,8.12,31.8449,568.6368,0.2684,7001.2553,3.3051,1298.0,华发股份,7.0,6.79,24.0698,865.8482,0.4087,12740.6163,6.0145,594.0,华发股份,13.63,8.13,28.1764,1620.3763,0.7649,19916.8139,9.4022,247.0,华发股份,4.75,36.68,27.0422,582.6592,0.275,1588.3162,0.7498
1584,2331,皖通科技,软件服务,安徽,76.94,2.92,3.82,228180.27,141644.13,17526.4,85477.09,2.24,0.033,4.48,2.29,20100106,43146.34,1.13,-2.28,8.34,24.19,4.78,41620.0,1627.0,皖通科技,0.84,10.21,26.3435,9.8649,0.0337,96.5847,0.3308,1919.0,皖通科技,1.97,8.09,23.2177,23.401,0.0801,288.9501,0.9897,1489.0,皖通科技,4.1,9.05,21.9357,49.7224,0.1703,549.1374,1.8809,2202.0,皖通科技,5.65,7.87,20.7447,69.4944,0.238,882.0369999999998,3.0213,1685.0,皖通科技,0.85,5.15,20.5612,10.6239,0.0363,205.9479,0.7054,1999.0,皖通科技,2.32,5.93,19.028,28.9129,0.0825,487.0116,1.3901,1622.0,皖通科技,4.4,7.37,19.6624,56.0269,0.1599,759.7673,2.1687,2154.0,皖通科技,5.95,7.74,20.6984,76.8727,0.2194,992.1368,2.832,,,,,,,,,,2308.0,皖通科技,2.46,6.66,21.7726,32.1891,0.0918,483.1446,1.3791,2051.0,皖通科技,4.52,8.87,23.928,60.4554,0.1725,681.4305,1.9451,2128.0,皖通科技,6.09,8.3,24.6804,82.7176,0.2361,995.8172,2.8425,2422.0,皖通科技,0.74,4.77,24.1936,12.754,0.0333,266.992,0.6985
1585,600456,宝钛股份,小金属,陕西,0.0,4.3,4.3,718684.13,447931.06,227698.52,237071.52,5.51,-0.019,7.94,2.37,20020412,43816.25,1.02,24.35,77.16,15.44,-1.19,32018.0,2331.0,宝钛股份,-0.54,-3.62,18.0636,-19.7821,-0.0459,545.369,1.2675,2647.0,宝钛股份,-1.41,-4.91,16.5132,-50.0054,-0.1162,1016.7147,2.3629,2512.0,宝钛股份,-2.56,-5.97,16.0388,-89.9483,-0.209,1505.9295,3.4999,3253.0,宝钛股份,-5.47,-8.71,18.0763,-186.7757,-0.434,2142.1116,4.9785,2649.0,宝钛股份,-1.48,-14.04,14.2899,-49.7544,-0.1156,354.3007,0.8234,2999.0,宝钛股份,-2.74,-9.97,12.1681,-90.4286,-0.2101,906.9623,2.1079,2871.0,宝钛股份,-3.54,-7.51,11.8553,-116.131,-0.2699,1544.3956,3.5893,3147.0,宝钛股份,1.07,1.46,20.3292,36.8621,0.0856,2510.4781,5.8347,3037.0,宝钛股份,-1.07,-6.49,11.9266,-36.2746,-0.0843,558.735,1.2985,3294.0,宝钛股份,-1.56,-4.58,14.1499,-52.301,-0.1215,1141.3148,2.6525,3242.0,宝钛股份,-0.79,-1.33,16.0733,-26.8683,-0.0624,2008.3681,4.6677,3227.0,宝钛股份,0.62,0.74,18.8223,21.4836,0.0499,2876.3916,6.6851,3070.0,宝钛股份,-0.24,-1.19,15.4374,-8.2865,-0.0192,694.7819,1.6147
1586,550,江铃汽车,汽车整车,江西,19.26,5.18,8.63,2273195.25,1462893.25,589985.0,83944.25,0.97,0.17800000000000002,12.43,1.1,19931201,859841.38,9.96,-20.53,-32.81,13.54,2.37,36414.0,197.0,江铃汽车,5.13,9.03,24.2785,574.0499,0.665,6350.2335,7.3564,248.0,江铃汽车,9.97,9.02,24.8514,1081.5323,1.2529,11989.3274,13.8891,210.0,江铃汽车,13.63,9.07,25.0679,1540.3985,1.7844,16966.215,19.6547,513.0,江铃汽车,18.54,9.05,26.0795,2222.0611,2.5741,24527.8928,28.4146,413.0,江铃汽车,3.33,7.74,24.0135,413.5641,0.479,5341.4897,6.1879,839.0,江铃汽车,5.97,6.51,22.7057,704.5167,0.8161,10810.7356,12.5238,666.0,江铃汽车,8.97,6.34,23.2562,1093.5534,1.2668,17229.358,19.9595,1202.0,江铃汽车,10.62,4.94,22.6073,1318.0161,1.5268,26633.9486,30.8543,1371.0,江铃汽车,1.8,2.8,20.73,228.6077,0.2648,8155.6763,9.448,1440.0,江铃汽车,4.44,3.52,21.0291,552.9031,0.6405,15666.4759,18.149,1844.0,江铃汽车,5.13,2.86,20.7513,643.5309,0.7455,22435.1815,25.9902,2280.0,江铃汽车,5.49,2.2,20.1005,690.9382,0.8004,31345.7468,36.3128,1769.0,江铃汽车,1.43,2.37,13.5439,153.6062,0.1779,6481.0732,7.507999999999999
1587,655,*ST金岭,普钢,山东,43.68,5.95,5.95,266466.25,99508.13,30533.31,48799.8,0.82,0.025,3.88,1.11,19961128,91951.2,1.54,7.62,-26.23,23.65,5.95,53000.0,2460.0,*ST金岭,-1.22,-20.01,12.3145,-38.1762,-0.0641,190.7634,0.3204,2638.0,*ST金岭,-1.31,-9.35,10.5599,-41.0568,-0.0689,438.7604,0.7369,2488.0,*ST金岭,-1.98,-9.64,6.8915,-61.4259,-0.1031,636.8874,1.0697,3151.0,*ST金岭,0.32,1.32,10.7163,10.4479,0.0175,786.4169,1.3209,2756.0,*ST金岭,-2.61,-58.06,-21.8524,-80.725,-0.1355,139.0179,0.2335,3038.0,*ST金岭,-3.89,-39.91,-7.6178,-118.8837,-0.1996,297.8165,0.5002,2901.0,*ST金岭,-4.64,-31.19,-0.969,-140.9135,-0.2366,451.6671,0.7586,3435.0,*ST金岭,-21.55,-89.87,6.6905,-562.5637,-0.9449,625.9252,1.0513,2255.0,*ST金岭,0.75,8.68,33.1208,19.8171,0.0332,228.2717,0.3834,2440.0,*ST金岭,2.14,10.45,37.3475,57.3508,0.0963,548.5562,0.9214,2369.0,*ST金岭,3.54,10.81,35.5157,96.039,0.1613,887.8248,1.4912,3390.0,*ST金岭,-13.78,-30.3,34.439,-316.2935,-0.5312,1043.8259,1.7533,2521.0,*ST金岭,0.63,5.95,23.6477,14.6192,0.0245,245.6684,0.4126
1588,601018,宁波港,港口,浙江,22.65,128.0,131.73,6304892.5,1276012.25,2860810.5,861938.81,0.65,0.057,2.82,1.83,20100928,1291952.25,0.98,33.24,9.82,25.32,14.72,223616.0,724.0,宁波港,2.43,17.7,24.2606,764.9939999999998,0.0597,4320.835,0.3375,1019.0,宁波港,4.86,17.59,24.6296,1513.964,0.1182,8605.411,0.6722,892.0,宁波港,7.01,17.35,25.3996,2230.127,0.1742,12847.385,1.0037,1803.0,宁波港,7.93,15.45,24.5967,2553.998,0.1995,16520.58,1.2906,933.0,宁波港,2.0,13.92,20.902,658.227,0.0514,4726.433,0.3692,1508.0,宁波港,3.66,14.1,22.4279,1182.075,0.0923,8383.321,0.6549,1367.0,宁波港,5.46,15.05,25.1656,1886.719,0.1432,12533.657,0.9514,1995.0,宁波港,6.64,14.08,24.8675,2298.92,0.1745,16325.329,1.2393,1246.0,宁波港,1.93,17.86,29.8597,681.8539999999998,0.0517,3817.723,0.2898,1648.0,宁波港,3.92,17.19,29.7786,1376.894,0.1045,8007.531,0.6078,1470.0,宁波港,6.42,17.81,27.4944,2316.2470000000008,0.1758,13002.435,0.987,1826.0,宁波港,7.35,14.72,25.5537,2676.6540000000005,0.2031,18182.917,1.3803,1264.0,宁波港,2.01,14.72,25.3195,748.805,0.0568,5086.875,0.3861
1589,603518,维格娜丝,服饰,江苏,16.07,1.48,1.81,656476.0,217992.02,9937.55,127806.45,7.08,0.37,12.26,1.89,20141203,75315.5,4.17,142.4,119.64,68.95,8.64,10025.0,500.0,维格娜丝,3.08,16.61,71.4742,40.9419,0.2766,246.4331,1.6653,871.0,维格娜丝,5.51,16.76,71.5986,73.7402,0.4983,439.8392,2.9722,1158.0,维格娜丝,5.74,12.65,70.271,77.064,0.5207,608.7789,4.1139,1765.0,维格娜丝,8.14,13.6,70.3307,112.1131,0.7576,824.3518,5.5706,1158.0,维格娜丝,1.6,11.85,67.9623,22.4988,0.152,189.7823,1.2824,2066.0,维格娜丝,2.08,7.78,69.1968,28.9224,0.1954,371.6358,2.5113,1550.0,维格娜丝,4.72,12.47,69.9187,67.477,0.4559,541.1092,3.6566,1945.0,维格娜丝,6.87,13.47,70.2359,100.3279,0.6779,744.3172,5.0298,1196.0,维格娜丝,1.99,9.53,68.0304,29.6508,0.2003,311.056,2.102,2059.0,维格娜丝,2.99,4.8,67.5114,44.5731,0.3012,928.5449,6.2748,,,,,,,,,,901.0,维格娜丝,11.57,7.4,69.685,189.9377,1.2471,2564.1428,16.837,747.0,维格娜丝,2.94,8.63,68.9495,65.1265,0.3607,754.0139999999999,4.1761
1590,600552,凯盛科技,玻璃,安徽,95.27,7.41,7.67,531896.69,329060.59,128118.52,96034.0,1.25,0.018000000000000002,3.1,2.22,20021108,61953.28,0.81,-20.76,15.36,14.9,2.38,28453.0,1279.0,凯盛科技,1.38,12.05,23.6308,24.0856,0.067,199.8375,0.5566,1752.0,凯盛科技,2.47,9.53,23.9817,43.3799,0.1208,454.9098,1.2671,1730.0,凯盛科技,3.07,7.97,22.9063,54.3346,0.1513,680.8976,1.8966,2341.0,凯盛科技,4.91,9.84,20.9223,111.234,0.29,1129.6527,2.9454,1994.0,凯盛科技,0.45,2.12,14.182,10.3484,0.0269,488.0739,1.2726,2407.0,凯盛科技,1.21,2.67,16.5622,27.8068,0.0725,1038.3834,2.7074,2070.0,凯盛科技,2.71,3.17,15.4835,63.1585,0.1646,1988.3385,5.1843,2700.0,凯盛科技,3.23,2.43,15.9855,75.5572,0.197,3106.6452,8.1002,2440.0,凯盛科技,0.51,1.63,14.9328,11.9856,0.0312,734.3089,1.9146,2744.0,凯盛科技,1.5,2.24,15.8452,35.173,0.0458,1566.9665,2.0428,2286.0,凯盛科技,3.78,3.45,14.6396,90.4281,0.1178,2616.718,3.4114,2742.0,凯盛科技,3.26,2.18,14.8394,77.4107,0.1009,3547.0487,4.6242,2556.0,凯盛科技,0.58,2.37,14.9046,13.8282,0.018000000000000002,581.8986,0.7586
1591,300499,高澜股份,专用机械,广东,0.0,0.68,1.2,100451.36,68865.4,13878.54,21531.49,1.79,-0.069,5.13,3.52,20160202,25104.01,2.09,6.12,-54.87,28.72,-7.31,11006.0,2799.0,高澜股份,,-11.35,42.3908,-4.6874,-0.0937,41.2929,0.8258,985.0,高澜股份,4.98,9.7,43.5919,14.3075,0.2861,147.4944,2.9498,1006.0,高澜股份,6.47,8.33,41.7974,18.8724,0.3774,226.3555,4.5271,719.0,高澜股份,15.74,14.38,44.719,50.9342,1.0186,354.0984,7.0819,2492.0,高澜股份,-0.63,-3.89,32.6145,-3.4749,-0.0521,89.271,1.3389,1563.0,高澜股份,3.5,8.19,37.3997,19.5148,0.2927,238.266,3.5738,1702.0,高澜股份,4.11,7.03,38.4693,23.0491,0.192,327.6926,2.7306,1381.0,高澜股份,9.61,12.2,43.2217,57.2433,0.477,468.9957,3.9081,3008.0,高澜股份,-0.9,-5.01,32.4694,-5.3328,-0.0444,106.4136,0.8867,2430.0,高澜股份,2.16,4.28,32.524,12.9128,0.1076,301.5056,2.5124,2097.0,高澜股份,4.38,6.49,34.3412,26.745,0.2228,412.0292,3.4334,2015.0,高澜股份,6.61,7.38,36.2753,41.2554,0.3437,558.9295,4.6575,3268.0,高澜股份,-1.34,-7.31,28.7192,-8.2589,-0.0688,112.9258,0.941
1592,603717,天域生态,环境保护,重庆,0.0,0.87,1.73,246001.75,196795.05,20293.45,65438.71,3.79,-0.027000000000000003,7.45,2.77,20170327,42215.46,2.44,-21.95,-119.66,28.37,-2.87,20053.0,,,,,,,,,,1717.0,天域生态,2.6,3.27,24.7566,10.4787,0.0808,319.4791,2.4663,,,,,,,,,,419.0,天域生态,20.01,11.97,30.3088,98.2127,0.7582,820.3488,6.332999999999998,2958.0,天域生态,,-72.7,16.7023,-34.3771,-0.2653,47.2799,0.365,1045.0,天域生态,5.16,7.4,26.9666,26.7491,0.2065,361.328,2.7894,,,,,,,,,,425.0,天域生态,18.3,13.31,30.1846,109.9123,0.8485,825.6106,6.3737,1225.0,天域生态,1.95,11.38,28.9262,23.3023,0.1349,204.6188,1.1847,1907.0,天域生态,3.34,10.48,31.1268,40.4649,0.2342,385.7823,2.2336,2200.0,天域生态,4.06,9.27,30.2451,49.6148,0.2872,534.7073,3.0959,1318.0,天域生态,9.38,12.8,31.0529,121.328,0.7024,947.2508,5.4845,3087.0,天域生态,-0.35,-2.86,28.3664,-4.5817,-0.0265,159.7141,0.9247
1593,2678,珠江钢琴,文教休闲,广东,52.88,9.54,10.45,400829.0,241094.16,71894.65,129481.47,1.24,0.049,3.1,3.33,20120530,77141.96,0.74,12.73,6.21,33.54,10.64,19981.0,694.0,珠江钢琴,2.49,12.24,31.0744,46.9562,0.0491,383.4232,0.401,1014.0,珠江钢琴,4.88,12.87,30.6965,91.0276,0.0952,707.0964,0.7396,1014.0,珠江钢琴,6.44,11.02,28.9953,122.0225,0.1276,1106.7295,1.1576,1864.0,珠江钢琴,7.6,9.93,28.6902,145.9849,0.1527,1469.9562,1.5376,820.0,珠江钢琴,2.19,11.57,29.4468,43.0528,0.045,372.0879,0.3892,1306.0,珠江钢琴,4.26,11.26,29.9516,82.6314,0.0864,733.5549,0.7673,1261.0,珠江钢琴,5.85,9.88,31.1743,115.2219,0.1205,1165.5783,1.2192,1802.0,珠江钢琴,7.55,9.67,30.992,151.4901,0.1584,1566.1919,1.6382,996.0,珠江钢琴,2.33,11.28,0.0,47.9973,0.0502,425.1788,0.4447,1415.0,珠江钢琴,4.48,10.81,32.9348,91.4817,0.0956,845.6596,0.8845,2190.0,珠江钢琴,4.08,9.59,32.8233,128.1492,0.1226,1335.9515,1.2785,2366.0,珠江钢琴,5.15,9.2,32.7771,164.7013,0.1576,1790.2004,1.7133,1620.0,珠江钢琴,1.57,10.63,33.5363,50.9776,0.0487,479.3143,0.4587
1594,300606,金太阳,矿物制品,广东,38.93,0.33,0.89,60641.01,42412.4,14203.55,17094.14,1.92,0.177,5.31,5.19,20170208,19175.85,2.15,53.27,10.14,35.62,18.5,7436.0,,,,,,,,,,,,,,,,,,,2951.0,金太阳,,15.27,32.9807,22.9454,0.3429,150.1781,2.2448,693.0,金太阳,16.04,15.76,33.4367,32.4602,0.4852,205.9089,3.0778,3056.0,金太阳,,16.73,33.7684,6.3411,0.0947,37.8863,0.5663,485.0,金太阳,8.07,17.6,35.7564,17.7671,0.2655,100.9376,1.5087,371.0,金太阳,11.78,17.55,35.9494,27.0459,0.4042,154.0433,2.3025,542.0,金太阳,16.57,18.25,36.1496,40.2083,0.601,220.2722,3.2925,529.0,金太阳,3.43,25.73,38.3465,14.3221,0.1605,55.6433,0.6238,883.0,金太阳,6.06,21.23,36.9245,25.941,0.2908,122.14,1.3692,702.0,金太阳,9.67,23.08,37.9721,43.0007,0.482,186.2754,2.0882,804.0,金太阳,12.03,21.31,36.2935,54.964,0.6161,257.9135,2.8914,579.0,金太阳,3.33,18.49,35.6157,15.7737,0.1768,85.2821,0.956
