,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,year,quanter
36,600724,宁波富达,0.7553,0.1151,9.7795,0.1491,23.0342,2017,3
37,600900,长江电力,0.743,0.0904,1.5579,0.158,38.24,2017,3
38,002575,群兴玩具,0.7403,0.0439,,3.6638,744.8981,2017,3
39,600033,福建高速,0.7375,0.0765,1.7854,0.1854,89.77600000000001,2017,3
40,600455,博通股份,0.7347,0.1187,7.0859,0.161,16.7392,2017,3
41,600368,五洲交通,0.7302,0.0778,2.9305,0.1104,65.072,2017,3
42,000429,粤高速A,0.7269,0.1005,1.1461,0.2389,111.8814,2017,3
43,000421,南京公用,0.7249,0.2237,13.3399,0.3687,41.8699,2017,3
44,601518,吉林高速,0.7231,0.0828,2.3731,0.1655,123.2742,2017,3
45,002166,莱茵生物,0.6904,0.1249,4.1736,0.1812,21.5606,2017,3
46,600615,丰华股份,0.6801,0.0725,0.4491,0.7753,107.4313,2017,3
47,600012,皖通高速,0.6779,0.1075,1.7641,0.3869,171.5865,2017,3
48,600025,华能水电,0.6663,0.0364,3.3691,0.0468,14.882,2017,3
49,603797,联泰环保,0.6472,0.033,2.0082,0.0524,20.333,2017,3
50,300215,电科院,0.635,0.0789,3.3027,0.1655,20.7448,2017,3
51,600675,中华企业,0.6307,0.1136,8.1799,0.1376,21.8992,2017,3
52,600854,春兰股份,0.6305,0.1032,8.8544,0.3583,41.0764,2017,3
53,002447,晨鑫科技,0.6295,0.045,1.3348,0.3524,68.1163,2017,3
54,002492,恒基达鑫,0.6251,0.0673,2.3302,0.3548,56.5186,2017,3
55,002930,宏川智慧,0.619,0.0903,2.3284,0.2469,148.4247,2017,3
56,600236,桂冠电力,0.6189,0.0963,1.9256,0.1574,60.1285,2017,3
57,600548,深高速,0.6076,0.0564,1.5713,0.0988,29.908,2017,3
58,000426,兴业矿业,0.605,0.0977,2.1823,0.2354,54.295,2017,3
59,601985,中国核电,0.6025,0.0509,2.1043,0.0681,37.839,2017,3
60,000557,西部创业,0.6016,0.0516,7.1443,0.2425,28.9444,2017,3
61,600269,赣粤高速,0.5994,0.0598,2.5055,0.1166,42.2326,2017,3
62,300144,宋城演艺,0.5845,0.1609,1.4617,1.2769,158.2367,2017,3
63,600886,国投电力,0.5747,0.0664,2.3695,0.0928,42.1414,2017,3
64,600634,*ST富控,0.5739,0.0546,1.6784,0.1535,22.3665,2017,3
65,000620,新华联,0.5722,0.0436,9.3015,0.0518,9.0038,2017,3
66,600657,信达地产,0.5698,0.08,13.1315,0.0931,18.9025,2017,3
67,600377,宁沪高速,0.5646,0.0955,1.3257,0.2468,44.8635,2017,3
68,601016,节能风电,0.5613,0.0373,2.2962,0.0586,20.7667,2017,3
69,002039,黔源电力,0.5586,0.0653,1.9719,0.0881,84.6292,2017,3
70,002558,巨人网络,0.5545,0.1199,1.0413,1.0169,124.9974,2017,3
71,000780,平庄能源,0.5486,0.1892,4.7769,0.7469,78.0144,2017,3
72,002466,天齐锂业,0.5484,0.1516,1.1629,0.3625,63.9475,2017,3
73,600371,万向德农,0.5484,0.1136,2.5173,0.3078,34.0874,2017,3
74,600652,游久游戏,0.5468,0.0311,1.7851,0.301,31.1314,2017,3
75,603136,天目湖,0.5455,0.1456,2.1507,0.3804,112.26799999999999,2017,3
76,601872,招商轮船,0.5441,0.0644,2.5698,0.1301,48.2485,2017,3
77,600519,贵州茅台,0.5368,0.1783,1.0667,0.5784,57.8585,2017,3
78,000415,渤海金控,0.535,0.0485,6.6851,0.0548,21.2985,2017,3
79,601828,美凯龙,0.5343,0.0431,1.3561,0.0775,23.2311,2017,3
80,002320,海峡股份,0.5316,0.10300000000000001,1.8584,1.495,240.1667,2017,3
81,600463,空港股份,0.528,0.2326,13.1183,0.4994,52.4314,2017,3
82,000791,甘肃电投,0.5216,0.0383,3.0579,0.0545,51.3391,2017,3
83,000718,苏宁环球,0.5182,0.0747,2.7777,0.1297,15.0415,2017,3
84,600007,中国国贸,0.5163,0.0885,2.1536,0.1935,47.2621,2017,3
85,000886,海南高速,0.5162,0.071,2.0347,0.4826,53.7438,2017,3
86,601326,秦港股份,0.5065,0.0975,3.1576,0.2138,55.8364,2017,3
87,600325,华发股份,0.5062,0.0483,6.058,0.0583,10.9182,2017,3
88,603444,吉比特,0.5059,0.1867,1.0026,0.8275,98.0916,2017,3
89,300696,爱乐达,0.502,0.0506,0.9652,0.5770000000000001,136.1041,2017,3
90,002033,丽江旅游,0.4998,0.0998,1.3586,1.0634,109.5074,2017,3
91,300595,欧普康视,0.4975,0.1305,0.9806,1.5322,161.6105,2017,3
92,000885,同力水泥,0.4945,0.2376,2.8652,0.3186,98.3655,2017,3
93,000022,深赤湾A,0.4919,0.1137,1.4951,0.6969,116.0448,2017,3
94,600466,蓝光发展,0.4919,0.0574,10.2358,0.069,11.0926,2017,3
95,000722,湖南发展,0.4898,0.0324,1.1619,0.4849,144.2587,2017,3
96,601368,绿城水务,0.4891,0.0583,1.6072,0.0951,29.6923,2017,3
97,600202,*ST哈空,0.4891,0.0686,,0.1128,11.4804,2017,3
98,603698,航天工程,0.4846,0.0922,2.0487,0.2615,28.3282,2017,3
99,600020,中原高速,0.4844,0.0413,1.9597,0.0551,17.1575,2017,3
100,000615,京汉股份,0.4843,0.0429,,0.0533,7.1088,2017,3
101,600385,山东金泰,0.483,0.0177,,0.0291,2.9138,2017,3
102,600962,国投中鲁,0.4773,0.1959,180.4836,0.5398,55.4286,2017,3
103,002127,南极电商,0.4678,0.083,0.7713,0.4091,67.1538,2017,3
104,002038,双鹭药业,0.4677,0.083,0.9425,1.8446,228.4568,2017,3
105,600977,中国电影,0.4652,0.1831,3.6954,0.5049,54.906000000000006,2017,3
106,000006,深振业A,0.4651,0.0816,3.0504,0.1351,16.0195,2017,3
107,603508,思维列控,0.4636,0.0548,1.4781,0.9447,95.6443,2017,3
108,600350,山东高速,0.4633,0.0537,0.8125,0.1376,52.1966,2017,3
109,300446,乐凯新材,0.4626,0.1434,1.2211,1.5532,230.793,2017,3
110,000043,中航善达,0.461,0.0899,,0.1183,25.8241,2017,3
111,600009,上海机场,0.4606,0.1037,0.9832,1.3196,132.0979,2017,3
112,600113,浙江东日,0.4603,0.1158,1.4879,0.34700000000000003,88.6055,2017,3
113,300087,荃银高科,0.4594,0.0818,,0.1738,18.2275,2017,3
114,601088,中国神华,0.4592,0.1497,1.9747,0.4347,74.9269,2017,3
115,002718,友邦吊顶,0.457,0.1537,2.3163,0.7762,77.954,2017,3
116,600598,北大荒,0.4552,0.1268,1.3627,0.4843,50.0045,2017,3
117,300023,宝德股份,0.4538,0.0291,2.4179,0.0346,3.8349,2017,3
118,600868,梅雁吉祥,0.4473,0.0351,0.7091,0.9152,93.6955,2017,3
119,601158,重庆水务,0.4451,0.071,0.9238,0.2369,35.6343,2017,3
120,600252,中恒集团,0.4445,0.1035,1.3363,0.5711,70.0593,2017,3
121,300175,朗源股份,0.4416,0.1557,2.5633,2.1362,312.6873,2017,3
122,603306,华懋科技,0.4396,0.1311,1.5961,1.2888,137.9842,2017,3
123,000688,建新矿业,0.4395,0.1771,1.1506,2.5051,316.684,2017,3
124,300559,佳发安泰,0.4348,0.0627,1.1206,0.68,69.7195,2017,3
125,603429,集友股份,0.433,0.0989,0.9867,0.3458,40.9436,2017,3
126,300572,安车检测,0.4325,0.1183,2.0685,0.2469,24.7172,2017,3
127,002344,海宁皮城,0.4325,0.0445,2.1739,0.1146,15.6645,2017,3
128,600599,熊猫金控,0.4325,0.1135,11.8097,0.4346,43.4568,2017,3
129,300191,潜能恒信,0.4321,0.0165,,0.2757,27.8509,2017,3
130,600317,营口港,0.4318,0.0761,2.8525,0.2505,74.226,2017,3
131,600804,鹏博士,0.4316,0.1159,4.506,0.1649,22.9049,2017,3
132,600593,大连圣亚,0.4291,0.0995,1.5093,0.2263,24.5243,2017,3
133,600165,新日恒力,0.429,0.2024,84.7685,0.3461,37.0682,2017,3
134,002619,艾格拉斯,0.4277,0.0299,0.8849,0.1551,15.6201,2017,3
135,600322,天房发展,0.4253,0.0329,5.1347,0.0386,6.1626,2017,3
136,600798,宁波海运,0.425,0.0788,3.4628,0.1657,58.4658,2017,3
137,603040,新坐标,0.4232,0.1278,1.0891,2.0739,235.5524,2017,3
138,000582,北部湾港,0.4229,0.0733,2.0668,0.17800000000000002,29.0878,2017,3
139,600163,中闽能源,0.4214,0.0319,1.2847,0.0595,22.7854,2017,3
140,300529,健帆生物,0.42100000000000004,0.1314,1.0176,0.774,86.6669,2017,3
141,600515,海航基础,0.4121,0.0351,1.8482,0.0688,14.55,2017,3
142,603758,秦安股份,0.4106,0.1486,2.5108,1.8514,185.7546,2017,3
143,600823,世茂股份,0.4089,0.0527,1.9784,0.0841,13.1949,2017,3
144,300263,隆华节能,0.4086,0.0871,5.9292,0.3187,35.1477,2017,3
145,300143,星普医科,0.4083,0.038,0.7315,0.3904,41.7012,2017,3
146,300176,鸿特科技,0.4077,0.3157,2.7616,0.4974,58.2243,2017,3
147,600737,中粮糖业,0.4076,0.3042,12.5411,0.4793,53.6758,2017,3
148,603127,昭衍新药,0.4056,0.0768,1.9868,0.1811,22.3345,2017,3
149,000975,银泰资源,0.4044,0.0709,1.2538,0.8338,83.9523,2017,3
150,603568,伟明环保,0.4032,0.0765,0.7701,0.188,105.5838,2017,3
151,601001,大同煤业,0.4032,0.1049,2.3801,0.1807,39.6654,2017,3
152,300357,我武生物,0.4023,0.1466,0.7955,2.7947,315.7224,2017,3
153,002677,浙江美大,0.4017,0.1723,1.4564,0.7004,70.5668,2017,3
154,300401,花园生物,0.3991,0.1317,1.2,1.3330000000000002,138.5004,2017,3
155,600177,雅戈尔,0.3987,0.0446,1.1,0.0696,11.8933,2017,3
156,300033,同花顺,0.3983,0.0945,0.8339,0.3185,32.1194,2017,3
157,600867,通化东宝,0.3983,0.1521,1.1377,1.4876,162.5049,2017,3
158,300679,电连技术,0.3979,0.1267,1.5131,1.6009,167.0084,2017,3
159,600223,鲁商置业,0.397,0.0327,16.6967,0.0348,4.0831,2017,3
160,601515,东风股份,0.3944,0.1531,1.5884,0.5358,69.9802,2017,3
161,300642,透景生命,0.3944,0.0862,0.9896,1.8345,223.0303,2017,3
162,600695,绿庭投资,0.3934,0.0091,0.2999,0.0183,3.6442,2017,3
163,600246,万通地产,0.392,0.0361,4.5783,0.071,14.2117,2017,3
164,601908,京运通,0.3903,0.0382,1.4673,0.0757,19.8898,2017,3
165,603043,广州酒家,0.39,0.2625,3.3038,0.7007,70.5557,2017,3
166,300443,金雷风电,0.3887,0.1103,1.4971,1.5196,157.5162,2017,3
167,600050,中国联通,0.3846,0.134,20.0033,0.2225,24.7386,2017,3
168,600201,生物股份,0.3834,0.095,0.7455,0.4422,50.6499,2017,3
169,600777,新潮能源,0.3825,0.0117,1.9139,0.0392,13.1615,2017,3
170,000598,兴蓉环境,0.3821,0.0582,1.3858,0.1319,25.7641,2017,3
171,600338,西藏珠峰,0.3815,0.2608,0.8206,0.59,61.861999999999995,2017,3
172,603167,渤海轮渡,0.38,0.1064,1.1622,0.5666,161.5926,2017,3
173,002486,嘉麟杰,0.3798,0.1336,,0.2668,43.492,2017,3
174,000301,东方市场,0.3786,0.0702,1.5629,0.3638,68.5227,2017,3
175,002901,大博医疗,0.3776,0.1301,0.777,1.4605,195.8159,2017,3
176,000671,阳光城,0.3773,0.0298,8.6294,0.0346,5.4108,2017,3
177,002287,奇正藏药,0.3736,0.1181,1.2451,0.6665,79.1071,2017,3
178,600773,西藏城投,0.3711,0.027000000000000003,5.9658,0.0391,8.6476,2017,3
179,601866,中远海发,0.3703,0.0357,3.699,0.0406,10.9262,2017,3
180,002040,南京港,0.37,0.0372,1.9128,0.0984,33.268,2017,3
181,002494,华斯股份,0.3673,0.0646,11.0092,0.278,41.1751,2017,3
182,600116,三峡水利,0.3653,0.0561,1.4529,0.1176,23.1359,2017,3
183,000993,闽东电力,0.3636,0.0716,2.6815,0.1311,23.9254,2017,3
184,002656,摩登大道,0.36,0.0721,2.1522,0.2931,50.853,2017,3
185,600054,黄山旅游,0.36,0.0916,1.306,0.5284,75.9446,2017,3
186,600749,*ST藏旅,0.3595,0.0332,,0.0533,9.3897,2017,3
187,600037,歌华有线,0.3594,0.0431,1.0231,0.2756,49.6917,2017,3
188,603199,九华旅游,0.3584,0.1056,1.6119,0.7943,90.3892,2017,3
189,603099,长白山,0.3577,0.0991,1.5543,0.5955,61.0575,2017,3
190,603005,晶方科技,0.3566,0.0787,2.5007,0.5202,67.7261,2017,3
191,600283,钱江水利,0.3558,0.0519,0.9581,0.0924,20.6312,2017,3
192,603658,安图生物,0.3554,0.1726,1.0768,0.7490000000000001,90.1005,2017,3
193,600139,西部资源,0.3536,0.0122,,0.0167,3.7951,2017,3
194,601636,旗滨集团,0.3535,0.1499,2.3572,0.3097,68.192,2017,3
195,600781,辅仁药业,0.3535,0.1063,8.2115,0.163,22.451,2017,3
196,600795,国电电力,0.3534,0.0566,4.8265,0.0772,19.9851,2017,3
197,300519,新光药业,0.3521,0.1072,1.0443,1.3854,173.6002,2017,3
198,300653,正海生物,0.3519,0.0927,1.2037,1.1093,191.2931,2017,3
199,300455,康拓红外,0.3505,0.063,1.2254,0.3688,44.3695,2017,3
200,002294,信立泰,0.3504,0.1668,1.0029,1.5316,182.8257,2017,3
201,600035,楚天高速,0.3492,0.0599,1.3217,0.136,42.4631,2017,3
202,600176,中国巨石,0.3489,0.0916,1.4402,0.1782,25.6952,2017,3
203,601200,上海环境,0.3476,0.0506,1.1196,0.1072,28.6594,2017,3
204,300745,欣锐科技,0.3465,0.1096,2.0174,0.3117,33.1426,2017,3
205,000752,西藏发展,0.3449,0.0623,2.6025,0.5571,57.5857,2017,3
206,300408,三环集团,0.3444,0.1087,1.037,0.6388,134.747,2017,3
207,600017,日照港,0.3442,0.059000000000000004,3.0823,0.1391,20.1774,2017,3
208,600516,方大炭素,0.3429,0.1551,0.8089,0.6187,68.9939,2017,3
209,603203,快克股份,0.341,0.1156,0.9719,0.853,90.01,2017,3
210,300298,三诺生物,0.3408,0.1669,1.2385,1.1640000000000001,130.9354,2017,3
211,002634,棒杰股份,0.3384,0.0963,2.4892,0.5263,53.2768,2017,3
212,600008,首创股份,0.337,0.045,4.2237,0.0672,11.6741,2017,3
213,000532,华金资本,0.3364,0.0439,2.8017,0.0711,9.7439,2017,3
214,002507,涪陵榨菜,0.3354,0.1781,1.3544,0.8346,106.0983,2017,3
215,601006,大秦铁路,0.3354,0.1085,1.2576,0.4665,71.1205,2017,3
216,002690,美亚光电,0.3343,0.1081,0.9967,0.8468,107.87299999999999,2017,3
217,600018,上港集团,0.3337,0.0705,1.4596,0.17,27.1129,2017,3
218,000798,中水渔业,0.3335,0.1517,2.3839,0.3492,37.3258,2017,3
219,600311,荣华实业,0.3327,0.0467,9.6302,0.3467,36.9739,2017,3
220,600026,中远海能,0.3326,0.0395,1.7969,0.07200000000000001,31.3793,2017,3
221,000685,中山公用,0.3322,0.0239,0.4428,0.1056,15.1287,2017,3
222,603499,翔港科技,0.3309,0.1716,2.1903,0.4685,57.4041,2017,3
223,603339,四方冷链,0.3296,0.1257,1.9613,0.5553,55.7656,2017,3
224,300056,三维丝,0.3283,0.0471,,0.0884,10.2558,2017,3
225,300113,顺网科技,0.3272,0.1013,0.8595,0.5341,57.2587,2017,3
226,000058,深赛格,0.3269,0.0379,3.174,0.0556,6.4462,2017,3
227,300554,三超新材,0.3265,0.1096,1.3071,0.8969,114.7888,2017,3
228,603637,镇海股份,0.3254,0.0575,1.4377,0.3215,34.6156,2017,3
229,300338,开元股份,0.3246,0.0689,1.6643,0.2821,28.5006,2017,3
230,600004,白云机场,0.3236,0.0789,1.3487,0.2901,36.3402,2017,3
231,300628,亿联网络,0.3214,0.1193,0.716,2.7425,274.2462,2017,3
232,600971,恒源煤电,0.3211,0.1165,1.7161,0.2321,34.1858,2017,3
233,002549,凯美特气,0.321,0.0818,3.6096,0.3016,42.2542,2017,3
234,600095,哈高科,0.321,0.0355,15.2409,0.1065,22.5825,2017,3
235,002501,利源精制,0.3202,0.0535,1.6787,0.1209,17.9654,2017,3
236,603993,洛阳钼业,0.32,0.0565,2.4841,0.1024,42.7546,2017,3
237,603258,电魂网络,0.3199,0.0628,0.8173,0.457,45.7009,2017,3
238,600301,ST南化,0.3198,0.0827,,0.11599999999999999,12.9228,2017,3
239,601918,新集能源,0.3192,0.0553,7.4183,0.0669,11.2917,2017,3
240,300518,盛讯达,0.3184,0.0358,0.9425,0.1804,74.3815,2017,3
241,300258,精锻科技,0.3176,0.111,1.3933,0.3674,40.0935,2017,3
242,002555,三七互娱,0.3172,0.1621,1.0333,0.7390000000000001,90.6497,2017,3
243,600132,重庆啤酒,0.3172,0.2255,2.5018,0.3299,45.3592,2017,3
244,002428,云南锗业,0.3168,0.0454,78.0623,0.2184,26.6289,2017,3
245,300315,掌趣科技,0.3165,0.04,0.9771,0.295,82.9258,2017,3
246,600543,莫高股份,0.3139,0.0366,2.2839,0.2927,44.1936,2017,3
247,603387,基蛋生物,0.3138,0.0881,0.752,1.2208,135.8436,2017,3
248,600881,亚泰集团,0.3136,0.0467,11.120999999999999,0.0683,9.865,2017,3
249,300396,迪瑞医疗,0.3133,0.1032,1.1405,0.508,72.1753,2017,3
250,300623,捷捷微电,0.3132,0.0744,0.8796,0.6976,76.6516,2017,3
251,603886,元祖股份,0.313,0.1809,2.2274,0.3612,36.7702,2017,3
252,000089,深圳机场,0.3109,0.057999999999999996,1.4737,0.3856,38.6584,2017,3
253,600230,沧州大化,0.3105,0.2192,0.8975,0.5602,61.6689,2017,3
254,002516,旷达科技,0.3097,0.0825,1.8559,0.2177,24.1015,2017,3
255,300154,瑞凌股份,0.3096,0.0793,2.1888,0.5384,60.7722,2017,3
256,000962,东方钽业,0.3094,0.0965,,0.2374,35.8874,2017,3
257,000888,峨眉山A,0.3091,0.1001,1.7535,0.5558,98.5146,2017,3
258,300545,联得装备,0.3086,0.1438,2.5416,0.4638,47.4756,2017,3
259,600703,三安光电,0.3081,0.0787,0.8143,0.3457,107.6993,2017,3
260,300267,尔康制药,0.3078,0.11199999999999999,1.2754,1.3284,153.0711,2017,3
261,000813,德展健康,0.3073,0.0915,0.6613,2.169,241.3783,2017,3
262,000568,泸州老窖,0.3072,0.1245,1.0903,0.7032,72.3209,2017,3
263,300179,四方达,0.3071,0.0737,1.0978,0.4444,54.8282,2017,3
264,002701,奥瑞金,0.306,0.1127,2.6274,0.1851,33.8255,2017,3
265,603377,东方时尚,0.3055,0.0903,1.3527,0.2711,37.3093,2017,3
266,002833,弘亚数控,0.3052,0.18,0.9837,1.7393,189.4323,2017,3
267,600969,郴电国际,0.3047,0.0436,4.5795,0.0609,25.255,2017,3
268,601991,大唐发电,0.3042,0.0622,5.4439,0.0839,25.9826,2017,3
269,603058,永吉股份,0.3034,0.0763,1.1586,1.062,112.9786,2017,3
270,601000,唐山港,0.3016,0.0647,1.0756,0.3378,52.7123,2017,3
271,300427,红相股份,0.2991,0.0227,2.6603,0.0556,5.6617,2017,3
272,000812,陕西金叶,0.2991,0.0836,5.8302,0.205,21.7024,2017,3
273,000156,华数传媒,0.2981,0.0471,1.4208,0.1681,26.4937,2017,3
274,002222,福晶科技,0.2964,0.1192,0.937,1.018,133.4194,2017,3
275,300102,乾照光电,0.2956,0.0707,1.6273,0.2593,32.5057,2017,3
276,300099,精准信息,0.2956,0.0269,2.109,0.5006,51.536,2017,3
277,603589,口子窖,0.2938,0.1208,0.8855,0.4604,47.271,2017,3
278,603080,新疆火炬,0.2936,0.1024,1.2831,0.5007,50.8467,2017,3
279,300394,天孚通信,0.293,0.0859,0.888,0.9952,130.5035,2017,3
280,600510,黑牡丹,0.293,0.0657,5.8275,0.1068,20.7157,2017,3
281,603260,合盛硅业,0.2928,0.1266,1.42,0.1865,22.8703,2017,3
282,300183,东软载波,0.2926,0.0633,0.9706,0.8058,93.1129,2017,3
283,300046,台基股份,0.2926,0.069,1.3788,0.325,33.3541,2017,3
284,600933,爱柯迪,0.292,0.1589,1.28,0.5694,100.28399999999999,2017,3
285,600323,瀚蓝环境,0.2918,0.0644,1.518,0.1127,30.6576,2017,3
286,002643,万润股份,0.2916,0.11599999999999999,1.7341,1.0074,111.5061,2017,3
287,002517,恺英网络,0.2914,0.1145,0.5628,0.6947,69.6779,2017,3
288,000899,赣能股份,0.2913,0.0615,2.8509,0.1606,26.3086,2017,3
289,002827,高争民爆,0.2902,0.1034,1.0231,1.2969,143.0805,2017,3
290,300139,晓程科技,0.29,0.0315,,0.1536,44.0914,2017,3
291,600075,新疆天业,0.2898,0.1186,1.9674,0.2678,33.2494,2017,3
292,600509,天富能源,0.2898,0.0412,2.9141,0.055,15.5955,2017,3
293,000883,湖北能源,0.2893,0.0582,1.2143,0.1654,25.7534,2017,3
294,603369,今世缘,0.2892,0.1054,0.8923,0.4903,49.6753,2017,3
295,002191,劲嘉股份,0.287,0.0934,1.1726,0.4014,41.1136,2017,3
296,002868,绿康生化,0.2868,0.1123,1.1546,1.4915,186.7797,2017,3
297,002238,天威视讯,0.2859,0.0882,1.7777,0.3274,36.518,2017,3
298,600256,广汇能源,0.2855,0.0296,6.1652,0.0419,7.2769,2017,3
299,300138,晨光生物,0.2834,0.2811,5.9096,1.1176,124.2191,2017,3
300,601619,嘉泽新能,0.2827,0.0193,1.3701,0.0261,15.5742,2017,3
301,300403,地尔汉宇,0.2822,0.0999,1.2172,0.9438,108.512,2017,3
302,000544,中原环保,0.2807,0.0313,0.7388,0.2268,57.3755,2017,3
303,300418,昆仑万维,0.2804,0.0977,0.8640000000000001,0.2175,35.8182,2017,3
304,300387,富邦股份,0.2799,0.0727,1.7777,0.1613,16.2056,2017,3
305,000666,经纬纺机,0.2781,0.033,0.6403,0.0628,9.9438,2017,3
306,002763,汇洁股份,0.2777,0.1963,1.7702,1.1429,131.1304,2017,3
307,601225,陕西煤业,0.2773,0.1062,0.9098,0.2358,39.5526,2017,3
308,000858,五粮液,0.2772,0.0922,0.8387,0.4282,43.6949,2017,3
309,002557,洽洽食品,0.2768,0.1613,2.9134,0.5527,57.0937,2017,3
310,000979,中弘股份,0.2764,0.0199,29.2435,0.0275,4.3692,2017,3
311,002772,众兴菌业,0.2762,0.0448,1.3493,0.184,52.5556,2017,3
312,300602,飞荣达,0.2761,0.1429,2.8502,0.4087,73.5133,2017,3
313,002821,凯莱英,0.2748,0.0987,1.1352,0.5097,63.9151,2017,3
314,300570,太辰光,0.2742,0.0816,1.2718,0.7917,80.52,2017,3
315,002871,伟隆股份,0.2741,0.0881,1.2732,0.5817,63.0367,2017,3
316,002027,分众传媒,0.2736,0.1893,0.6123,0.579,59.0223,2017,3
317,300146,汤臣倍健,0.2735,0.1095,0.7766,0.8946,92.0066,2017,3
318,002359,北讯集团,0.2728,0.0368,2.6486,0.085,11.8108,2017,3
319,603767,中马传动,0.2727,0.1019,3.1391,0.5593,65.5529,2017,3
320,002925,盈趣科技,0.2727,0.2732,0.8466,0.7281,78.0099,2017,3
321,002337,赛象科技,0.2726,0.0606,1.6152,0.2965,29.909000000000002,2017,3
322,601699,潞安环能,0.2723,0.07400000000000001,2.5316,0.1094,13.4487,2017,3
323,000690,宝新能源,0.2723,0.03,1.5404,0.0623,55.7504,2017,3
324,002354,天神娱乐,0.2717,0.0459,0.6816,0.1247,18.4681,2017,3
325,300327,中颖电子,0.2717,0.146,1.462,0.8394,84.6296,2017,3
326,603528,多伦科技,0.2711,0.0544,1.263,0.1812,18.5968,2017,3
327,300440,运达科技,0.2701,0.0599,1.1059999999999999,0.2085,20.9971,2017,3
328,300193,佳士科技,0.2697,0.0606,1.4077,0.4884,51.7784,2017,3
329,300195,长荣股份,0.2693,0.0439,1.9438,0.2439,28.9934,2017,3
330,000978,桂林旅游,0.2693,0.0418,1.9076,0.102,23.5053,2017,3
331,600486,扬农化工,0.2691,0.1283,1.9808,0.3111,31.4162,2017,3
332,600874,创业环保,0.2678,0.0362,0.9574,0.0674,13.5234,2017,3
333,603023,威帝股份,0.2675,0.0478,0.8108,0.7664,76.7726,2017,3
334,002635,安洁科技,0.2673,0.0509,1.2979,0.2229,23.8327,2017,3
335,603896,寿仙谷,0.2667,0.0705,1.2263,1.1986,145.0165,2017,3
336,000725,京东方A,0.2664,0.0774,2.7217,0.1378,39.0225,2017,3
337,603103,横店影视,0.2663,0.1711,1.6901,0.4843,70.5426,2017,3
338,000996,中国中期,0.266,0.0146,0.3628,0.1874,49.8637,2017,3
339,300194,福安药业,0.2658,0.0855,1.6598,0.7879,94.3699,2017,3
340,000548,湖南投资,0.2658,0.11800000000000001,1.8259,0.6154,61.8671,2017,3
341,300436,广生堂,0.2652,0.081,2.0075,0.3361,37.03,2017,3
