,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
405,603233,大参林,1.26,5.88,,24.28,,47496.1,10.41,,04-27
406,600215,长春经开,0.02,0.0,,0.37,,903.19,17.04,10派0.06,04-27
407,601212,白银有色,0.04,-12.5,,2.13,,23933.01,-4.85,10派0.11,04-27
408,600307,酒钢宏兴,0.07,409.09,,4.5,,42116.09,410.98,,04-27
409,002642,荣之联,-0.32,-183.59,,-5.35,,-20208.23,-184.16,,04-27
410,600749,*ST藏旅,-0.42,-16.76,,-15.83,,-7917.34,-16.77,,04-27
411,000711,京蓝科技,0.43,616.67,,8.42,,28929.24,2313.0,10转2,04-27
412,002133,广宇集团,0.25,25.0,,6.6,,18997.88,25.48,10派0.8,04-27
413,002599,盛通股份,0.29,7.41,,6.7,,9254.44,153.55,10派0.5,04-27
414,603589,口子窖,1.86,41.98,,24.0,,111366.3,42.15,10派7.5,04-27
415,300022,吉峰农机,-0.12,-480.26,,-19.62,,-4469.1,-480.01,,04-27
416,002005,德豪润达,-0.67,-3035.68,,-18.69,,-97139.73,-3162.42,,04-27
417,300071,华谊嘉信,-0.41,-315.79,,-26.82,,-27711.75,-311.16,,04-27
418,002679,福建金森,0.4,122.22,,7.3,,5549.05,117.05,10派5转7,04-27
419,600093,易见股份,0.73,35.19,,12.66,,81564.28,35.25,10派3.63,04-27
420,600503,华丽家族,0.14,74.88,,6.45,,22533.81,74.94,10派0.05,04-27
421,300506,名家汇,0.58,61.11,,26.06,,17365.85,72.72,,04-27
422,600939,重庆建工,0.2,11.11,,6.79,,36320.34,23.27,10派0.62,04-27
423,002485,希努尔,0.11,391.42,,1.84,,3664.54,390.66,10转7,04-27
424,600977,中国电影,0.52,-12.37,,9.55,,96528.32,5.21,10派3.26,04-27
425,002212,南洋股份,0.38,171.43,,5.56,,42505.94,504.84,10派0.4,04-27
426,600236,桂冠电力,0.41,-3.23,,17.98,,251074.61,-3.23,10派3.3,04-27
427,600633,浙数文化,1.27,147.27,,23.17,,165693.64,170.9,10派1.8,04-27
428,000883,湖北能源,0.33,13.99,,8.76,,217320.08,13.84,10派1,04-27
429,000903,云内动力,0.15,-46.79,,5.72,,26479.17,18.27,10派0.45,04-27
430,600275,ST昌鱼,0.01,-110.01,,2.84,,412.04,-110.01,,04-27
431,002261,拓维信息,0.06,-68.42,,1.73,,6634.96,-68.63,10派0.1,04-27
432,002582,好想你,0.21,0.0,,3.31,,10689.57,172.19,10派0.7,04-27
433,002277,友阿股份,0.22,-53.4,,6.0,,30774.7,2.87,10派0.5,04-27
434,002325,洪涛股份,0.11,0.0,,3.86,,13718.77,4.88,10派0.2,04-27
435,000605,渤海股份,0.46,109.09,,5.93,,11313.85,165.92,10派0.5转4,04-27
436,600777,新潮能源,0.07,-246.14,1.99,4.05,,36651.46,-301.99,,04-27
437,603041,美思德,0.54,-40.66,,8.18,,5057.43,-25.91,10派1.6,04-27
438,002458,益生股份,-0.92,-154.12,,-23.13,,-31036.82,-155.21,,04-27
439,601001,大同煤业,0.36,227.27,,11.33,,59917.05,222.63,,04-27
440,600280,中央商场,0.21,102.91,,13.09,,23893.31,101.96,10派0.15,04-27
441,600317,营口港,0.08,8.96,,5.06,,53516.38,8.87,10派0.25,04-27
442,000975,银泰资源,0.3,48.06,,8.22,,32527.36,48.09,10派2转4,04-27
