,code,name,mbrg,nprg,nav,targ,epsg,seg
768,300015,爱尔眼科,45.8614,45.9751,81.1817,102.1609,-9.0,84.944
769,300093,金刚玻璃,116.9615,45.8355,2.5254,29.0243,,2.5275
770,601216,君正集团,18.3779,45.7972,17.4305,24.9639,46.1295,16.4338
771,000055,方大集团,13.3357,45.7085,40.5045,15.6431,-11.1111,36.9126
772,002617,露笑科技,3.4381,45.6816,12.7582,49.1727,45.5213,13.5663
773,603058,永吉股份,46.2172,45.6325,13.1896,16.077,50.0,12.5623
774,002226,江南化工,83.8618,45.6269,42.0146,138.0868,-6.5934,43.8982
775,002843,泰嘉股份,24.8872,45.6114,6.7149,12.7782,32.2115,6.7149
776,603816,顾家家居,34.2221,45.6094,18.9195,23.0401,41.3043,18.3971
777,600493,凤竹纺织,7.6471,45.5322,1.2795,12.069,45.6376,1.2795
778,002038,双鹭药业,94.3063,45.455,10.370999999999999,12.9512,43.4806,10.5377
779,603658,安图生物,71.8699,45.3821,24.1873,20.6072,43.75,22.5079
780,000582,北部湾港,31.3425,45.2725,12.8659,26.3292,-2.7273,13.2238
781,300483,沃施股份,-25.474,45.2641,7.3265,193.5572,-25.0,-0.0991
782,002881,美格智能,16.1802,45.2453,113.9979,65.8729,11.1111,113.9979
