code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,cf_sales_2015q1,rateofreturn_2015q1,cf_nm_2015q1,cf_liabilities_2015q1,cashflowratio_2015q1,Unnamed: 0_y,name_x,cf_sales_2015q2,rateofreturn_2015q2,cf_nm_2015q2,cf_liabilities_2015q2,cashflowratio_2015q2,Unnamed: 0_x,name_y,cf_sales_2015q3,rateofreturn_2015q3,cf_nm_2015q3,cf_liabilities_2015q3,cashflowratio_2015q3,Unnamed: 0_y,name_x,cf_sales_2015q4,rateofreturn_2015q4,cf_nm_2015q4,cf_liabilities_2015q4,cashflowratio_2015q4,Unnamed: 0_x,name_y,cf_sales_2016q1,rateofreturn_2016q1,cf_nm_2016q1,cf_liabilities_2016q1,cashflowratio_2016q1,Unnamed: 0_y,name_x,cf_sales_2016q2,rateofreturn_2016q2,cf_nm_2016q2,cf_liabilities_2016q2,cashflowratio_2016q2,Unnamed: 0_x,name_y,cf_sales_2016q3,rateofreturn_2016q3,cf_nm_2016q3,cf_liabilities_2016q3,cashflowratio_2016q3,Unnamed: 0_y,name_x,cf_sales_2016q4,rateofreturn_2016q4,cf_nm_2016q4,cf_liabilities_2016q4,cashflowratio_2016q4,Unnamed: 0_x,name_y,cf_sales_2017q1,rateofreturn_2017q1,cf_nm_2017q1,cf_liabilities_2017q1,cashflowratio_2017q1,Unnamed: 0_y,name_x,cf_sales_2017q2,rateofreturn_2017q2,cf_nm_2017q2,cf_liabilities_2017q2,cashflowratio_2017q2,Unnamed: 0_x,name_y,cf_sales_2017q3,rateofreturn_2017q3,cf_nm_2017q3,cf_liabilities_2017q3,cashflowratio_2017q3,Unnamed: 0_y,name_x,cf_sales_2017q4,rateofreturn_2017q4,cf_nm_2017q4,cf_liabilities_2017q4,cashflowratio_2017q4,Unnamed: 0,name_y,cf_sales_2018q1,rateofreturn_2018q1,cf_nm_2018q1,cf_liabilities_2018q1,cashflowratio_2018q1
982,*ST 中绒,纺织,宁夏,0,18.05,18.05,1167635.88,506584.59,519061.19,202861.23,1.12,-0.092,0.96,2.57,20000706,-209515.31,-1.16,72.87,-11.39,3.6,-34.13,37101,798,*ST中绒,0.0975,0.0036,8.9149,0.0054,0.8072,2200,*ST中绒,-0.0865,-0.0078,-8.4483,-0.011,-1.5265,424,*ST中绒,0.2253,0.0351,27.8293,0.0487,6.435,3089,*ST中绒,-0.0618,-0.0145,,-0.0193,-3.0424,2712,*ST中绒,-0.4246,-0.0113,,-0.0148,-2.4434,3131,*ST中绒,-0.4736,-0.0343,,-0.0448,-8.009,2617,*ST中绒,-0.069,-0.0129,,-0.017,-3.2955,2483,*ST中绒,0.0353,0.0101,,0.012,1.6237,648,*ST中绒,0.155,0.0038,,0.0044,0.5981,1793,*ST中绒,0.0135,0.0008,,0.001,0.1277,1474,*ST中绒,0.0577,0.0082,,0.0094,1.1542,2726,*ST中绒,-0.0183,-0.0042,-1.0903,-0.005,-0.6049,911,*ST中绒,0.09,0.0037,,0.0044,0.5258
600634,*ST富控,互联网,上海,22.23,5.76,5.76,612547,190906.92,5416.91,98742.25,1.72,0.051,3.51,1.29,19930304,39946.78,0.69,33.82,2.14,86.92,10.83,86475,1837,*ST富控,-0.1281,-0.0083,-6.4827,-0.013,-1.4137,2377,*ST富控,-0.1423,-0.0171,-2.839,-0.0268,-2.9883,1351,*ST富控,0.062,0.0128,0.8682,0.0206,2.3101,1315,*ST富控,0.1334,0.037,1.85,0.0608,6.5638,3043,*ST富控,-0.9611,-0.0415,-146.6104,-0.0731,-7.9665,3287,*ST富控,-1.3259,-0.1198,-24.8879,-0.1908,-24.7731,2546,*ST富控,-0.0544,-0.0164,-2.6255,-0.0256,-3.8733,3184,*ST富控,-0.1193,-0.0469,-1.5074,-0.1418,-19.4637,41,*ST富控,0.921,0.0292,2.2849,0.0805,10.8401,47,*ST富控,0.6791,0.0425,1.7991,0.115,16.4155,64,*ST富控,0.5739,0.0546,1.6784,0.1535,22.3665,66,*ST富控,0.5779,0.0823,2.2494,0.1273,30.0706,3386,*ST富控,-2.3523,-0.104,-10.7002,-0.1592,-33.6416
2281,光迅科技,通信设备,湖北,54.78,6.23,6.46,559339.69,443283.19,71107.28,123884.76,1.92,0.12,4.91,5.38,20090821,132581.59,2.05,-4.75,-19.38,16.81,6.44,51415,1401,光迅科技,-0.0182,-0.0035,-0.3146,-0.0105,-1.1192,1583,光迅科技,0.0231,0.0086,0.2955,0.0242,2.5677,1940,光迅科技,-0.0099,-0.0055,-0.1262,-0.0153,-1.6198,2340,光迅科技,0.0447,0.0333,0.5771,0.0899,9.8125,1881,光迅科技,-0.0698,-0.0147,-0.9327,-0.0352,-3.772,2047,光迅科技,-0.0026,-0.0011,-0.0355,-0.0024,-0.2699,2344,光迅科技,-0.0184,-0.0118,-0.2716,-0.0292,-3.2557,2386,光迅科技,0.0446,0.0376,0.6605,0.0951,10.6008,1966,光迅科技,-0.0896,-0.0229,-1.1868,-0.0585,-6.4844,2093,光迅科技,-0.0265,-0.0129,-0.3663,-0.0333,-3.6896,1940,光迅科技,0.0082,0.0056,0.1123,0.015,1.6671,1833,光迅科技,0.0617,0.0545,0.859,0.1411,15.6795,2200,光迅科技,-0.1368,-0.0295,-2.2628,-0.0702,-7.5883
737,*ST南风,日用化工,山西,0,5.49,5.49,256139.05,121530.27,87456.27,62588.38,1.14,-0.082,-0.54,-6.54,19970428,-155904.77,-2.84,3.94,-12.31,23.85,-8.75,49069,335,*ST南风,0.2576,0.0492,,0.0544,5.4476,1306,*ST南风,0.0575,0.0216,,0.0234,2.3436,1344,*ST南风,0.0624,0.0325,,0.0346,3.7442,1304,*ST南风,0.1343,0.0959,,0.0999,10.8078,1157,*ST南风,0.0672,0.0121,,0.0124,1.3389,1508,*ST南风,0.0647,0.0236,,0.0239,2.6032,1249,*ST南风,0.1093,0.0587,,0.0593,6.9484,2617,*ST南风,0.0218,0.0167,2.5836,0.0175,2.039,955,*ST南风,0.086,0.0146,,0.0151,1.9848,2406,*ST南风,-0.0813,-0.0277,,-0.0275,-3.5822,2681,*ST南风,-0.1017,-0.0525,,-0.0504,-5.8747,3040,*ST南风,-0.0785,-0.0562,,-0.0506,-5.913,1105,*ST南风,0.0577,0.0115,,0.0102,1.1937
2427,*ST尤夫,化纤,浙江,57.05,3.85,3.98,775065.25,416360.44,187770.23,59333.01,1.49,0.041,4.57,2.06,20100608,73201.4,1.84,-0.56,-60.3,24.87,1.92,14545,583,*ST尤夫,0.1573,0.0316,2.7505,0.0592,6.8392,814,*ST尤夫,0.126,0.0372,1.8985,0.0953,10.4508,721,*ST尤夫,0.1487,0.0714,2.2075,0.2339,26.8678,1224,*ST尤夫,0.142,0.0928,2.7333,0.312,33.7652,533,*ST尤夫,0.2126,0.0315,4.2924,0.1188,13.0299,473,*ST尤夫,0.2482,0.0785,3.661,0.2439,24.647,785,*ST尤夫,0.1751,0.0935,2.3911,0.3171,32.2658,1165,*ST尤夫,0.1563,0.0671,2.0458,0.1161,11.781,517,*ST尤夫,0.1902,0.0238,2.647,0.0373,3.7782,1958,*ST尤夫,-0.0086,-0.0024,-0.1009,-0.0039,-0.3908,1622,*ST尤夫,0.0413,0.0187,0.4931,0.0289,3.3748,1784,*ST尤夫,0.0657,0.0426,0.7699,0.0553,7.1905,3023,*ST尤夫,-0.5199,-0.0573,-25.6829,-0.075,-9.9614
600265,ST景谷,林业,云南,0,1.3,1.3,32104.98,21440.61,6385.91,28331.91,2.18,-0.049,0.17,123.97,20000825,-40453.05,-3.12,-22.07,-0.35,4.09,-52.17,4343,1576,ST景谷,-0.0563,-0.0027,,-0.0027,-0.2711,1898,ST景谷,-0.022,-0.0027,,-0.0026,-0.2591,633,ST景谷,0.1654,0.028,,0.0258,2.583,1241,ST景谷,0.14,0.0359,,0.0287,2.8714,889,ST景谷,0.1238,0.0061,,0.0048,0.484,2606,ST景谷,-0.1189,-0.013,,-0.0102,-1.0166,3069,ST景谷,-0.2648,-0.0429,-0.4544,-0.037,-3.7048,3378,ST景谷,-0.4518,-0.097,-0.9214,-0.1024,-10.333,2633,ST景谷,-0.2823,-0.0134,,-0.0139,-1.3983,3316,ST景谷,-0.6864,-0.0629,,-0.0655,-6.6084,3332,ST景谷,-0.7156,-0.0983,,-0.1104,-31.7699,3381,ST景谷,-0.5783,-0.1183,,-0.1286,-36.6065,2056,ST景谷,-0.1047,-0.0039,,-0.0042,-1.1855
2049,紫光国微,元器件,河北,170.01,6.05,6.07,518861.09,271012.69,25908.46,61902.13,1.02,0.078,5.81,9.14,20050606,215135.67,3.55,28.28,-11.31,25.65,9.19,136111,1316,紫光国微,0.0006,0,0.003,0.0002,0.0422,541,紫光国微,0.1844,0.0278,0.7754,0.1022,21.9825,387,紫光国微,0.2374,0.0568,0.8504,0.199,44.6288,299,紫光国微,0.3225,0.0976,1.2127,0.3372,67.3803,2822,紫光国微,-0.5351,-0.0371,-2.5115,-0.141,-31.7457,2404,紫光国微,-0.0696,-0.0107,-0.303,-0.0402,-9.3167,2136,紫光国微,0.0103,0.0024,0.0378,0.009,1.9689,1848,紫光国微,0.0916,0.0291,0.3905,0.1092,22.3663,1123,紫光国微,0.0571,0.0051,0.4418,0.0192,3.8475,358,紫光国微,0.2587,0.0444,1.7012,0.1554,29.8689,387,紫光国微,0.2454,0.0657,1.5114,0.2192,40.3126,255,紫光国微,0.3194,0.1122,2.096,0.3493,64.131,2356,紫光国微,-0.1755,-0.0174,-1.9272,-0.0558,-10.4485
525,红 太 阳,农药化肥,江苏,15.12,5.07,5.81,1270145.13,633547.5,397648.56,293950.5,5.06,0.355,9.63,2.23,19931028,174994.44,3.01,14.64,30.51,32.4,14.7,19003,432,红太阳,0.2136,0.0262,3.8034,0.0402,4.1427,602,红太阳,0.1693,0.068,3.1653,0.1291,13.2644,524,红太阳,0.1899,0.0985,3.6451,0.1901,19.5717,2240,红太阳,0.0539,0.0299,1.86,0.0576,5.9143,1101,红太阳,0.0765,0.0071,2.4095,0.0156,1.6072,803,红太阳,0.1649,0.0358,6.2976,0.0682,6.9642,1096,红太阳,0.1292,0.0414,10.1519,0.0813,8.4599,2050,红太阳,0.0752,0.0253,2.096,0.0468,4.9678,865,红太阳,0.1045,0.0115,0.8057,0.021,2.2351,625,红太阳,0.1785,0.0388,1.2175,0.0723,7.9722,391,红太阳,0.2444,0.0768,1.6912,0.1386,15.121,1345,红太阳,0.1034,0.0422,0.7281,0.0768,8.4375,838,红太阳,0.1041,0.0115,0.7175,0.0208,2.2896
2036,联创电子,元器件,浙江,94.17,3.95,5.58,536098.5,282309.09,150163.19,48131.46,0.86,0.04,3.38,4.43,20040903,76618.61,1.37,33.97,101.32,11.13,2.45,37124,136,联创电子,0.4613,0.0484,,0.2827,28.6121,170,联创电子,0.3725,0.0692,0.7435,0.2995,30.1623,865,联创电子,0.1267,0.0315,0.3696,0.1061,10.6641,2781,联创电子,0.004,0.002,0.0333,0.0043,0.5183,1540,联创电子,0.0051,0.0005,0.1268,0.0011,0.1409,2894,联创电子,-0.2467,-0.0613,-2.4751,-0.1344,-15.9438,2779,联创电子,-0.1169,-0.0532,-1.3204,-0.104,-11.6739,2318,联创电子,0.0511,0.0393,0.6634,0.073,8.0614,1483,联创电子,0.0025,0.0004,0.1342,0.0008,0.0857,1900,联创电子,0.0006,0.0003,0.0152,0.0005,0.0585,2384,联创电子,-0.0486,-0.0381,-1.0901,-0.0659,-7.1577,2495,联创电子,0.0093,0.0096,0.1592,0.0167,1.8628,1581,联创电子,-0.0167,-0.0028,-0.6684,-0.0047,-0.54
2153,石基信息,软件服务,北京,114.53,4.84,10.67,713018,433815.25,32254.15,166440.42,1.56,0.063,4.99,5.76,20070813,253640.8,2.38,-3.18,6.58,50.2,12.6,26347,1397,石基信息,-0.0173,-0.0029,-0.1225,-0.0154,-1.7845,1404,石基信息,0.0436,0.0154,0.2204,0.0773,8.8448,985,石基信息,0.1067,0.0542,0.594,0.2586,29.2056,980,石基信息,0.1703,0.0641,0.9073,0.5539,63.4869,2044,石基信息,-0.114,-0.0088,-0.808,-0.064,-7.9874,1802,石基信息,0.0285,0.0053,0.1657,0.0385,4.8027,1103,石基信息,0.1283,0.0358,0.769,0.2273,27.1605,631,石基信息,0.2303,0.1012,1.5112,0.6598,72.5077,1885,石基信息,-0.0727,-0.0065,-0.644,-0.0373,-5.0629,1734,石基信息,0.0192,0.0038,0.1279,0.0238,3.3967,1677,石基信息,0.0363,0.0114,0.2537,0.0701,9.9111,790,石基信息,0.1733,0.0756,1.2073,0.37,45.2715,2305,石基信息,-0.1647,-0.0123,-1.2696,-0.0524,-6.2584
300377,赢时胜,软件服务,深圳,117.31,4.28,7.42,298791.09,144114.56,51616.01,159653.13,2.15,0.034,3.67,4.38,20140127,37559.85,0.51,84.84,70.86,81.99,17.67,52516,2653,赢时胜,-0.7682,-0.0501,,-0.8523,-140.8514,2718,赢时胜,-0.3248,-0.0699,-4.6912,-0.9635,-139.3783,2570,赢时胜,-0.1585,-0.0518,-2.4059,-0.6158,-97.4452,496,赢时胜,0.257,0.1266,1.1112,1.3521,188.5941,2808,赢时胜,-0.5184,-0.0102,-21.7556,-0.5205,-70.4165,2217,赢时胜,-0.0319,-0.0016,-0.2019,-0.0948,-13.3505,2891,赢时胜,-0.1566,-0.0138,-1.1626,-0.6602,-91.2796,1217,赢时胜,0.151,0.0195,0.4349,0.4607,52.7268,3282,赢时胜,-1.1861,-0.0338,-5.8596,-0.82,-93.6629,3376,赢时胜,-1.1473,-0.0829,-4.2564,-1.8883,-217.5906,3345,赢时胜,-0.8426,-0.0956,-3.0181,-2.089,-237.4976,3269,赢时胜,-0.2185,-0.0399,-0.5315,-0.655,-71.3339,2981,赢时胜,-0.4762,-0.0229,-2.7466,-0.3381,-37.2256
2129,中环股份,半导体,天津,56.55,26.44,26.44,3327755,1167670.75,1068712,686275.13,2.6,0.047,4.22,2.53,20070420,157623.09,0.6,68.91,19.44,20.25,4.46,143598,1013,中环股份,0.0524,0.004,1.5748,0.0072,1.2095,1380,中环股份,0.047,0.0073,1.1731,0.0126,2.1512,1474,中环股份,0.0446,0.0096,1.0358,0.0157,2.8992,1082,中环股份,0.1579,0.0377,3.7436,0.0738,11.6698,1006,中环股份,0.0954,0.0082,1.5,0.0184,2.5225,1303,中环股份,0.0885,0.0178,1.2884,0.0429,6.2987,1333,中环股份,0.1004,0.0279,1.5536,0.0613,8.4945,1499,中环股份,0.1208,0.0356,2.0282,0.0664,9.174,904,中环股份,0.096,0.007,1.5001,0.0132,2.0019,1015,中环股份,0.1072,0.018,1.6354,0.0316,4.7046,1104,中环股份,0.1012,0.0247,1.5186,0.0427,7.7021,1287,中环股份,0.1091,0.0339,1.7804,0.0584,10.2826,892,中环股份,0.0937,0.0079,1.8929,0.0134,2.4988
2306,*ST云网,酒店餐饮,北京,0,7.95,8,8809.78,6363.83,388.75,32459.35,0.41,-0.008,0.01,321.95,20091111,-115020.36,-1.44,-21.28,-67.36,45.92,-31.39,50817,1764,*ST云网,-0.109,-0.0124,,-0.011,-2.1922,2319,*ST云网,-0.1219,-0.0267,,-0.0224,-3.0967,2437,*ST云网,-0.1093,-0.036,,-0.0286,-3.946,3186,*ST云网,-0.1052,-0.2206,-0.7884,-0.2475,-24.7528,2019,*ST云网,-0.1066,-0.0167,,-0.0178,-1.7777,2832,*ST云网,-0.2088,-0.0796,,-0.0827,-8.2711,3057,*ST云网,-0.2556,-0.1502,,-0.151,-15.0978,3270,*ST云网,-0.181,-0.1614,,-0.1259,-14.527,2886,*ST云网,-0.4251,-0.1033,,-0.0769,-8.9291,2853,*ST云网,-0.1919,-0.0949,,-0.0859,-10.4378,3065,*ST云网,-0.2404,-0.187,,-0.1623,-19.7606,3117,*ST云网,-0.1039,-0.099,,-0.1173,-11.7258,3281,*ST云网,-1.0224,-0.2293,,-0.257,-25.6992
2384,东山精密,通信设备,江苏,44.38,5.44,10.71,2365141.25,1452752.25,411721.97,586794.94,5.48,0.16,7.6,3.3,20100409,96622.6,0.9,25.27,605.54,14.33,4.26,16326,1560,东山精密,-0.0529,-0.0084,-3.8959,-0.0118,-1.194,2243,东山精密,-0.1007,-0.0297,-3.383,-0.0531,-5.3226,2248,东山精密,-0.0634,-0.0255,-2.679,-0.0444,-4.4701,3001,东山精密,-0.0357,-0.0206,-3.613,-0.034,-3.4141,1788,东山精密,-0.0434,-0.0062,-2.7823,-0.0102,-1.0236,1990,东山精密,0.0038,0.0012,0.0614,0.0018,0.1924,2386,东山精密,-0.025,-0.0088,-0.8648,-0.011,-1.4593,2737,东山精密,0.0089,0.005,0.5032,0.0061,0.7498,1531,东山精密,-0.0067,-0.0012,-0.955,-0.0015,-0.1835,2356,东山精密,-0.0718,-0.0218,-3.5916,-0.0345,-4.362,1943,东山精密,0.0079,0.0042,0.2193,0.007,0.75,2478,东山精密,0.0104,0.0073,0.3031,0.0112,1.1411,391,东山精密,0.2253,0.0338,5.2842,0.0517,5.4633
600066,宇通客车,汽车整车,河南,41.62,22.14,22.14,3558040.75,2692739.75,390483.72,127876.86,0.58,0.133,7.13,3.11,19970508,902548.88,4.08,20.44,-6.81,22.69,6.33,51163,1637,宇通客车,-0.0722,-0.0138,-0.803,-0.0277,-2.9232,553,宇通客车,0.1792,0.0817,1.927,0.1495,15.6418,326,宇通客车,0.265,0.1965,2.6297,0.3515,36.7598,823,宇通客车,0.1926,0.1994,1.6751,0.3494,36.8312,2646,宇通客车,-0.3816,-0.0713,-4.952,-0.1389,-14.7533,2673,宇通客车,-0.1405,-0.0729,-1.4711,-0.1265,-13.4863,2592,宇通客车,-0.0634,-0.0492,-0.5872,-0.0859,-9.1505,1771,宇通客车,0.0985,0.1005,0.8611,0.1645,17.7321,3209,宇通客车,-0.8618,-0.1134,-10.1834,-0.2167,-23.9745,3239,宇通客车,-0.4824,-0.147,-5.4337,-0.2455,-26.8198,3022,宇通客车,-0.2116,-0.1286,-2.0828,-0.2247,-24.8847,2927,宇通客车,-0.0526,-0.0484,-0.5521,-0.0851,-9.3768,2988,宇通客车,-0.4843,-0.0634,-7.5715,-0.1147,-13.5525
603969,银龙股份,其他建材,天津,291.34,5.8,5.8,223418.97,169814.13,26756.83,67153.43,1.16,0.007,2.82,3.08,20150227,47592.62,0.82,6.39,-86.51,14.03,1.02,46345,1065,银龙股份,0.0436,0.0079,0.5486,0.0584,6.4818,777,银龙股份,0.132,0.0612,1.3656,0.5186,58.3487,1182,银龙股份,0.0827,0.0591,0.906,1.0361,136.3668,1126,银龙股份,0.152,0.1319,1.5653,2.459,360.5347,1210,银龙股份,0.0579,0.0065,1.9929,0.1531,25.6878,2650,银龙股份,-0.1332,-0.0442,-1.5972,-0.6677,-89.2945,2878,银龙股份,-0.1502,-0.0896,-1.4698,-1.4526,-195.9496,3043,银龙股份,-0.0582,-0.0493,-0.5848,-0.5951,-74.7788,1957,银龙股份,-0.0882,-0.0193,-1.0636,-0.203,-24.4695,2304,银龙股份,-0.0608,-0.0306,-0.8889,-0.2047,-22.8616,2275,银龙股份,-0.0343,-0.025,-0.556,-0.1182,-12.6585,2707,银龙股份,-0.0158,-0.0161,-0.2893,-0.069,-7.2932,1560,银龙股份,-0.0134,-0.0025,-1.9141,-0.0095,-0.9968
2426,胜利精密,元器件,江苏,24.56,20.88,34.42,1990338.25,1171688.38,391379.28,386393.06,1.12,0.045,2.61,1.68,20100608,155919.31,0.45,34.38,7.7,12,3.34,69679,2198,胜利精密,-0.2799,-0.0331,-3.7859,-0.078,-8.3625,2558,胜利精密,-0.2159,-0.0569,-3.046,-0.1332,-14.2483,2341,胜利精密,-0.0822,-0.0318,-1.3783,-0.078,-8.1794,3101,胜利精密,-0.0668,-0.0346,-1.416,-0.0656,-6.914,1821,胜利精密,-0.0525,-0.0147,-0.8902,-0.0272,-3.0814,2277,胜利精密,-0.0439,-0.0252,-0.732,-0.0463,-5.1751,2513,胜利精密,-0.0473,-0.0359,-0.7844,-0.0636,-7.0355,2853,胜利精密,-0.0111,-0.0091,-0.3189,-0.019,-2.4954,2247,胜利精密,-0.1505,-0.0311,-3.5132,-0.0664,-9.1847,2168,胜利精密,-0.0374,-0.0155,-0.8785,-0.0308,-3.9741,2300,胜利精密,-0.0378,-0.0239,-1.1962,-0.0453,-5.7147,2675,胜利精密,-0.0115,-0.0099,-0.3973,-0.0194,-2.2373,1849,胜利精密,-0.0632,-0.0146,-1.8916,-0.0272,-3.0028
600889,南京化纤,化纤,江苏,0,3.07,3.66,181293.05,70121.13,82963.68,22740.7,0.62,-0.06,3.65,2.16,19960308,35921.6,0.98,-14.76,-191.75,4.78,-6.05,27152,416,南京化纤,0.2186,0.0243,,0.038,4.2348,2833,南京化纤,-0.4604,-0.1056,-188.5238,-0.1646,-18.2976,2222,南京化纤,-0.0586,-0.0301,-0.1461,-0.0804,-10.3952,2343,南京化纤,0.0443,0.031,0.1469,0.0881,11.6884,675,南京化纤,0.1733,0.0296,9.0088,0.0912,12.5987,637,南京化纤,0.2001,0.0682,8.5483,0.2155,30.0878,450,南京化纤,0.2549,0.1363,5.0715,0.4294,59.0946,720,南京化纤,0.2159,0.1613,3.9351,0.4867,65.1386,2659,南京化纤,-0.2925,-0.049,-5.1812,-0.1527,-20.6123,2956,南京化纤,-0.241,-0.0929,-4.9587,-0.282,-37.9378,3041,南京化纤,-0.2239,-0.1269,-4.0617,-0.397,-53.7355,3112,南京化纤,-0.102,-0.0889,,-0.2357,-32.0829,1813,南京化纤,-0.0571,-0.01,,-0.0266,-3.6381
2677,浙江美大,家用电器,浙江,56.22,2.83,6.46,170660.59,103036.25,34467.03,9948.21,0.15,0.09,2.12,10.12,20120525,52957.86,0.82,53.15,49.74,54.57,28.05,15056,2626,浙江美大,-0.7052,-0.0507,-2.2328,-0.5335,-55.0573,1779,浙江美大,-0.0018,-0.0003,-0.0061,-0.0028,-0.2921,812,浙江美大,0.1346,0.039,0.4739,0.3231,33.0852,350,浙江美大,0.3002,0.1283,0.9989,0.9232,94.0624,2503,浙江美大,-0.2978,-0.0237,-0.9842,-0.2381,-24.4519,409,浙江美大,0.2675,0.055,0.9744,0.4165,42.4871,282,浙江美大,0.3339,0.1141,1.1569,0.7911,80.4491,199,浙江美大,0.4004,0.1907,1.3151,1.0808,109.3931,230,浙江美大,0.3357,0.0325,1.1699,0.1682,16.9895,218,浙江美大,0.3424,0.0921,1.2879,0.3953,39.8882,153,浙江美大,0.4017,0.1723,1.4564,0.7004,70.5668,121,浙江美大,0.4366,0.2674,1.4681,1.22,123.438,795,浙江美大,0.1132,0.0146,0.4035,0.0742,7.5043
681,视觉中国,互联网,江苏,131.43,2.8,7.01,397809.81,69561.43,523.21,160035.42,2.28,0.057,3.7,8.1,19970121,93311.92,1.33,38.04,36.25,62.37,25.7,29187,311,视觉中国,0.2747,0.0167,1.3735,0.1713,17.164,301,视觉中国,0.27,0.0347,1.1579,0.3794,38.0246,377,视觉中国,0.2404,0.0289,0.7802,0.1696,34.1765,657,视觉中国,0.2212,0.0433,0.702,0.1824,36.221,1455,视觉中国,0.0176,0.0006,0.0775,0.0026,0.5074,1436,视觉中国,0.0725,0.0072,0.2965,0.0304,5.0655,108,视觉中国,0.5253,0.0734,1.9917,0.2104,33.0874,331,视觉中国,0.3188,0.0665,1.017,0.1969,38.0421,1971,视觉中国,-0.0907,-0.0029,-0.3523,-0.009,-1.9222,1325,视觉中国,0.0633,0.0066,0.244,0.019,3.2361,568,视觉中国,0.1939,0.0291,0.652,0.0811,21.6706,280,视觉中国,0.3071,0.061,0.8002,0.1672,33.9768,1812,视觉中国,-0.0571,-0.0022,-0.2206,-0.0065,-1.3767
301,东方市场,综合类,江苏,59.04,12.18,12.18,436740.81,181513.25,37020.1,64300.43,0.53,0.027,2.97,2.16,20000529,137941.38,1.13,-8.31,764.22,30.32,15.96,94569,605,东方市场,0.152,0.0054,0.6005,0.0238,6.5081,931,东方市场,0.1075,0.0085,0.3881,0.0388,12.6395,1554,东方市场,0.0359,0.0042,0.1285,0.0187,5.9528,306,东方市场,0.3196,0.0505,1.3274,0.1907,46.461,2765,东方市场,-0.4768,-0.0158,-1.9442,-0.0551,-13.0742,2270,东方市场,-0.0435,-0.0032,-0.1685,-0.0105,-2.4264,14,东方市场,1.4263,0.1677,5.4004,0.563,80.2182,10,东方市场,1.0788,0.1722,5.8122,0.5699,81.0176,42,东方市场,0.9142,0.0373,53.1516,0.1013,21.406,122,东方市场,0.4487,0.0522,1.6463,0.2385,39.6502,174,东方市场,0.3786,0.0702,1.5629,0.3638,68.5227,129,东方市场,0.4303,0.1084,2.0986,0.5796,112.1592,1122,东方市场,0.0562,0.0027,0.3516,0.0156,3.2799
788,北大医药,化学制药,重庆,90.49,5.59,5.96,213618.16,190321.3,15707.05,19917.28,0.33,0.025,2,4.44,19970616,35743.05,0.6,13.93,109.91,39.36,2.79,32043,401,北大医药,0.2254,0.0227,,0.0294,3.6142,834,北大医药,0.1221,0.0264,,0.0344,4.3464,1893,北大医药,-0.0037,-0.0013,,-0.0017,-0.2105,745,北大医药,0.2032,0.1308,34.8601,0.205,20.5002,2666,北大医药,-0.3939,-0.0545,-23.1207,-0.0892,-8.9189,2773,北大医药,-0.1856,-0.0686,-13.9283,-0.1324,-13.2433,3026,北大医药,-0.2308,-0.1447,-21.107,-0.3111,-31.1092,3036,北大医药,-0.0565,-0.0573,-10.4714,-0.1294,-12.9549,2184,北大医药,-0.1375,-0.0321,-9.1077,-0.0765,-7.6621,1804,北大医药,0.0126,0.0066,0.6416,0.0155,1.5496,2434,北大医药,-0.0549,-0.0416,-3.0363,-0.0921,-9.2141,2680,北大医药,-0.0123,-0.0127,-0.7947,-0.0291,-2.9145,2385,北大医药,-0.1848,-0.0454,-6.6291,-0.1022,-10.2269
603901,永创智能,专用机械,浙江,64.96,1.54,4,232263.52,165838.31,29273.84,16188.27,0.4,0.035,2.4,3.8,20150529,35550.12,0.89,21.56,-18.14,32.28,4.65,26057,2366,永创智能,-0.3824,-0.0697,-4.9513,-0.1154,-11.5418,2447,永创智能,-0.1676,-0.0557,-1.8483,-0.1402,-14.0918,2318,永创智能,-0.0754,-0.0398,-0.8419,-0.1129,-11.3255,2851,永创智能,-0.0073,-0.0053,-0.0864,-0.0157,-1.5762,2519,永创智能,-0.3068,-0.0464,-3.7572,-0.1376,-13.7931,2065,永创智能,-0.0069,-0.0022,-0.0711,-0.0053,-0.5331,1767,永创智能,0.0524,0.0224,0.509,0.0493,4.9535,1941,永创智能,0.0845,0.0494,0.9623,0.1042,10.4574,2718,永创智能,-0.3178,-0.0449,-4.5482,-0.0949,-9.4968,2525,永创智能,-0.1058,-0.0329,-1.5691,-0.066,-6.6013,2146,永创智能,-0.0159,-0.0067,-0.2706,-0.0114,-1.324,2100,永创智能,0.0408,0.0241,0.8666,0.0408,4.6991,2397,永创智能,-0.1881,-0.0244,-4.2469,-0.0418,-4.8368
