code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,cf_sales_2015q1,rateofreturn_2015q1,cf_nm_2015q1,cf_liabilities_2015q1,cashflowratio_2015q1,Unnamed: 0_y,name_x,cf_sales_2015q2,rateofreturn_2015q2,cf_nm_2015q2,cf_liabilities_2015q2,cashflowratio_2015q2,Unnamed: 0_x,name_y,cf_sales_2015q3,rateofreturn_2015q3,cf_nm_2015q3,cf_liabilities_2015q3,cashflowratio_2015q3,Unnamed: 0_y,name_x,cf_sales_2015q4,rateofreturn_2015q4,cf_nm_2015q4,cf_liabilities_2015q4,cashflowratio_2015q4,Unnamed: 0_x,name_y,cf_sales_2016q1,rateofreturn_2016q1,cf_nm_2016q1,cf_liabilities_2016q1,cashflowratio_2016q1,Unnamed: 0_y,name_x,cf_sales_2016q2,rateofreturn_2016q2,cf_nm_2016q2,cf_liabilities_2016q2,cashflowratio_2016q2,Unnamed: 0_x,name_y,cf_sales_2016q3,rateofreturn_2016q3,cf_nm_2016q3,cf_liabilities_2016q3,cashflowratio_2016q3,Unnamed: 0_y,name_x,cf_sales_2016q4,rateofreturn_2016q4,cf_nm_2016q4,cf_liabilities_2016q4,cashflowratio_2016q4,Unnamed: 0_x,name_y,cf_sales_2017q1,rateofreturn_2017q1,cf_nm_2017q1,cf_liabilities_2017q1,cashflowratio_2017q1,Unnamed: 0_y,name_x,cf_sales_2017q2,rateofreturn_2017q2,cf_nm_2017q2,cf_liabilities_2017q2,cashflowratio_2017q2,Unnamed: 0_x,name_y,cf_sales_2017q3,rateofreturn_2017q3,cf_nm_2017q3,cf_liabilities_2017q3,cashflowratio_2017q3,Unnamed: 0_y,name_x,cf_sales_2017q4,rateofreturn_2017q4,cf_nm_2017q4,cf_liabilities_2017q4,cashflowratio_2017q4,Unnamed: 0,name_y,cf_sales_2018q1,rateofreturn_2018q1,cf_nm_2018q1,cf_liabilities_2018q1,cashflowratio_2018q1
2115,三维通信,通信设备,浙江,58.77,3.45,5.54,408703.31,167191.72,74684.5,136975.72,2.47,0.039,3.9,2.37,20070215,22753.42,0.41,139.66,337.15,15.45,4.18,58318,2578,三维通信,-0.6186,-0.0452,,-0.0878,-15.2699,941,三维通信,0.1066,0.0207,6.6631,0.0393,6.5275,922,三维通信,0.1177,0.0348,6.29,0.0669,11.2578,401,三维通信,0.281,0.1176,12.6736,0.2214,36.1916,2549,三维通信,-0.321,-0.0284,,-0.0544,-9.181,2248,三维通信,-0.0372,-0.007,,-0.0126,-2.0468,1459,三维通信,0.0843,0.0225,,0.0383,5.6865,1368,三维通信,0.1356,0.0514,5.3327,0.0827,13.8381,1791,三维通信,-0.0544,-0.0047,,-0.0076,-0.9119,1163,三维通信,0.0864,0.0138,1.9365,0.0211,2.5339,2157,三维通信,-0.017,-0.0044,-0.5591,-0.0067,-0.8243,2380,三维通信,0.0173,0.0047,0.4475,0.0084,1.0103,2457,三维通信,-0.2031,-0.0258,-5.2783,-0.0563,-7.7802
600599,熊猫金控,多元金融,湖南,58.77,1.66,1.66,124137.8,86946.07,860.17,50607.8,3.05,0.079,4.44,4.17,20010828,5240.6,0.32,-35.13,35.77,68.68,18.72,24737,231,熊猫金控,0.3517,0.0271,16.8503,0.1058,10.857,2533,熊猫金控,-0.2051,-0.036,-5.0723,-0.1656,-17.3898,369,熊猫金控,0.2439,0.0507,7.4897,0.222,22.4399,3371,熊猫金控,-0.4002,-0.1372,-5.9162,-0.7466,-77.6627,3135,熊猫金控,-1.5067,-0.139,-174.1042,-0.6207,-65.6318,3145,熊猫金控,-0.5006,-0.0718,,-0.1906,-19.0625,3180,熊猫金控,-0.3799,-0.0768,,-0.1858,-18.582,3296,熊猫金控,-0.1995,-0.0505,-3.427,-0.1286,-13.9391,263,熊猫金控,0.3113,0.0272,4.8624,0.0675,7.5696,1974,熊猫金控,-0.0109,-0.0022,-0.1995,-0.0063,-0.6301,128,熊猫金控,0.4325,0.1135,11.8097,0.4346,43.4568,85,熊猫金控,0.5122,0.1384,7.573,0.3334,33.3358,3382,熊猫金控,-2.2788,-0.1281,-9.8326,-0.3293,-32.9307
5,世纪星源,房产服务,深圳,60.64,9.51,10.59,287981.03,119880.45,3220.76,68836.46,0.65,0.015,1.26,2.93,19901210,-42965.89,-0.41,112.95,259.24,38.35,10.61,128698,20,世纪星源,1.29,0.0128,,0.0249,2.6874,36,世纪星源,0.9553,0.0258,,0.0499,5.3758,43,世纪星源,0.7309,0.025,,0.048,5.1733,851,世纪星源,0.1878,0.0072,,0.0161,1.6963,2996,世纪星源,-0.8128,-0.0167,,-0.039,-4.0366,2758,世纪星源,-0.1772,-0.0144,-0.2562,-0.0339,-3.4009,3083,世纪星源,-0.2789,-0.0388,-0.6891,-0.0839,-8.4203,3363,世纪星源,-0.3857,-0.0735,-1.5891,-0.1586,-15.9932,3393,世纪星源,-2.5538,-0.0699,,-0.1442,-14.5285,3400,世纪星源,-1.8159,-0.1334,,-0.2583,-28.4303,3352,世纪星源,-0.9039,-0.1017,,-0.1961,-21.5572,3360,世纪星源,-0.4583,-0.0835,-10.6079,-0.1614,-17.6992,1366,世纪星源,0.0191,0.001,0.182,0.002,0.2189
300484,蓝海华腾,电气设备,深圳,237.37,0.94,2.08,110648.32,96170.02,4227.76,8232.95,0.4,0.018,3.41,4.89,20160322,37157.44,1.79,-58.91,-89.42,39.89,6.62,16123,2249,蓝海华腾,-0.302,,-1.1011,,,2379,蓝海华腾,-0.1435,,-0.5627,,,2515,蓝海华腾,-0.1352,-0.0827,-0.5949,-0.4245,-42.446,3157,蓝海华腾,-0.0889,-0.0737,-0.3884,-0.2337,-23.3748,1234,蓝海华腾,0.0532,0.0075,0.1768,0.0393,3.9323,1805,蓝海华腾,0.028,0.0104,0.1064,0.042,4.2044,2466,蓝海华腾,-0.0401,-0.021,-0.1634,-0.0657,-6.574,2128,蓝海华腾,0.0677,0.0458,0.2954,0.1172,11.7153,1554,蓝海华腾,-0.0096,-0.0013,-0.0375,-0.0038,-0.3809,106,蓝海华腾,0.4818,0.1475,2.0022,0.4539,45.4149,577,蓝海华腾,0.1909,0.0818,0.7905,0.2427,24.2844,1094,蓝海华腾,0.1314,0.0678,0.5932,0.1834,18.3512,3067,蓝海华腾,-0.5813,-0.029,-8.7824,-0.0811,-8.1092
600298,安琪酵母,食品,湖北,27.73,8.24,8.24,816957.69,305586.28,443652.56,65197.44,0.79,0.337,4.95,7.55,20000818,266076.59,3.23,14.9,30.24,36.73,17.01,40330,1759,安琪酵母,-0.1077,-0.0171,-1.7953,-0.034,-3.9978,1376,安琪酵母,0.0478,0.0164,0.6192,0.0338,4.0362,884,安琪酵母,0.1239,0.0625,1.7159,0.1303,15.6035,1289,安琪酵母,0.1354,0.0921,1.7901,0.1948,20.0887,1637,安琪酵母,-0.0141,-0.0024,-0.1288,-0.0048,-0.5523,1265,安琪酵母,0.0941,0.0343,0.8019,0.0714,8.3241,952,安琪酵母,0.1504,0.0804,1.2834,0.172,20.1534,1126,安琪酵母,0.1605,0.1151,1.351,0.2379,26.1342,1540,安琪酵母,-0.0078,-0.0015,-0.0492,-0.0031,-0.3928,945,安琪酵母,0.1179,0.0456,0.7684,0.0887,12.1792,691,安琪酵母,0.1645,0.0888,1.0649,0.1758,24.0383,675,安琪酵母,0.1942,0.1398,1.2567,0.2852,38.9175,1897,安琪酵母,-0.0729,-0.0145,-0.4192,-0.031,-4.8384
600348,阳泉煤业,煤炭开采,山西,8.98,24.05,24.05,4179532.5,1267016.13,1810217.38,0,0,0.208,6.52,1.15,20030821,960835.31,4,5.91,17.92,18.09,6.23,105537,1464,阳泉煤业,-0.0301,-0.0046,-9.2588,-0.0083,-1.0566,2207,阳泉煤业,-0.0884,-0.0254,-3.2892,-0.0456,-5.8218,2243,阳泉煤业,-0.0626,-0.0261,-5.1985,-0.0467,-6.0667,2192,阳泉煤业,0.0582,0.0291,,0.0483,6.405,1993,阳泉煤业,-0.101,-0.0116,,-0.0192,-2.5193,2928,阳泉煤业,-0.2664,-0.058,-335.5332,-0.0956,-13.6813,2383,阳泉煤业,-0.0246,-0.0078,-8.8846,-0.0122,-1.6272,951,阳泉煤业,0.1828,0.0818,7.5212,0.1231,15.2024,2361,阳泉煤业,-0.1827,-0.0336,-3.108,-0.0519,-6.4357,2352,阳泉煤业,-0.0715,-0.0259,-1.1575,-0.0416,-5.0833,1944,阳泉煤业,0.0077,0.0042,0.1389,0.0069,0.8482,1363,阳泉煤业,0.1021,0.0684,1.695,0.1089,12.3447,772,阳泉煤业,0.1179,0.0227,1.7289,0.0373,4.3044
600290,华仪电气,电气设备,浙江,481.1,5.27,7.6,737911.63,524108.06,110423.47,274892.22,3.62,0.006,5.48,2.05,20001106,49346.64,0.65,4.81,203.89,30.91,2.21,15855,2195,华仪电气,-0.2789,-0.0208,-3.6698,-0.0358,-4.5407,2675,华仪电气,-0.2894,-0.0501,-3.2538,-0.0844,-10.7861,1708,华仪电气,0.0189,0.0048,0.1839,0.0081,1.0258,2458,华仪电气,0.0334,0.0094,1.16,0.0221,2.7799,3023,华仪电气,-0.8774,-0.04,-20.9428,-0.0938,-11.8019,3027,华仪电气,-0.3426,-0.0397,-5.9171,-0.0888,-10.9829,2914,华仪电气,-0.165,-0.0286,-7.1781,-0.062,-7.596,3314,华仪电气,-0.2319,-0.0588,,-0.1454,-14.9792,408,华仪电气,0.2277,0.0065,13.7457,0.0175,1.8137,2691,华仪电气,-0.141,-0.015,-7.5309,-0.0406,-4.3829,3133,华仪电气,-0.2933,-0.0524,-9.2234,-0.1358,-15.0307,2929,华仪电气,-0.0529,-0.0153,-1.8077,-0.0349,-3.8283,2622,华仪电气,-0.2584,-0.007,-13.4675,-0.0164,-1.788
519,中兵红箭,矿物制品,湖南,38.89,7.35,14.03,961792.19,613154.94,234036.3,352332.28,2.51,0.06,5.43,1.73,19931008,255152.66,1.82,52.64,587.98,25.76,9.28,92376,2143,中兵红箭,-0.2512,-0.0188,-1.7488,-0.1044,-11.3316,2336,中兵红箭,-0.128,-0.0206,-0.7099,-0.1189,-12.9853,2403,中兵红箭,-0.1006,-0.0233,-0.5592,-0.1294,-14.0562,3163,中兵红箭,-0.0913,-0.0273,-0.5675,-0.1436,-15.4054,2189,中兵红箭,-0.1561,-0.01,-5.0707,-0.0562,-6.0693,2386,中兵红箭,-0.064,-0.0088,-1.5132,-0.0512,-5.5262,2114,中兵红箭,0.0121,0.0025,0.2735,0.0151,1.6359,2417,中兵红箭,0.0416,0.0153,1.1465,0.0543,5.7397,1809,中兵红箭,-0.0576,-0.0036,,-0.0148,-1.5837,1534,中兵红箭,0.0419,0.007,,0.0284,3.0839,1515,中兵红箭,0.053,0.0141,5.2373,0.056,6.222,1259,中兵红箭,0.1124,0.0552,4.6916,0.2439,27.8934,275,中兵红箭,0.2884,0.0274,3.1076,0.1316,15.4451
600683,京投发展,区域地产,浙江,11.87,7.41,7.41,2988745.25,2486534.25,4831.58,32778.12,0.44,0.119,3.29,1.71,19931025,126237.3,1.7,519.65,247.62,35.97,8.79,26187,7,京投发展,10.9343,0.0205,,0.022,3.1045,14,京投发展,1.9603,0.0416,,0.0447,6.2062,12,京投发展,1.7395,0.125,,0.1342,18.9497,172,京投发展,0.4148,0.1269,5.6827,0.1413,22.4011,188,京投发展,0.4333,0.0157,4.8957,0.0175,3.7255,83,京投发展,0.6177,0.0308,8.3548,0.0344,7.1392,12,京投发展,1.6782,0.0847,15.5739,0.0934,18.2657,25,京投发展,0.8537,0.1757,6.7773,0.1998,30.7248,16,京投发展,2.5323,0.0133,,0.0149,2.2685,918,京投发展,0.1222,0.0087,1.2284,0.0099,1.4584,2632,京投发展,-0.0924,-0.007,-1.26,-0.008,-1.6639,2802,京投发展,-0.03,-0.0067,-0.1971,-0.0079,-1.3541,3338,京投发展,-1.4198,-0.0476,-8.1403,-0.0558,-10.6997
600982,宁波热电,供气供热,浙江,36.21,7.47,7.47,422445.41,235801.91,81749.21,104906.63,1.4,0.026,3.38,1.11,20040706,56297.23,0.75,-10.4,-46.23,12.94,4.83,43002,2062,宁波热电,-0.2154,-0.0134,-1.2013,-0.0786,-23.868,2784,宁波热电,-0.3951,-0.0525,-2.0742,-0.31,-99.3031,1353,宁波热电,0.0618,0.0164,0.5712,0.0873,28.4494,1238,宁波热电,0.1403,0.0428,1.3679,0.214,59.6287,3127,宁波热电,-1.4242,-0.058,-12.1605,-0.2645,-61.2241,2971,宁波热电,-0.2948,-0.0455,-3.3841,-0.1963,-41.0458,3003,宁波热电,-0.215,-0.0501,-2.8126,-0.2036,-39.2818,3026,宁波热电,-0.0526,-0.0184,-0.67,-0.073,-13.1565,1534,宁波热电,-0.0068,-0.0009,-0.0749,-0.0035,-0.771,2863,宁波热电,-0.1977,-0.0388,-2.1217,-0.1272,-25.1085,1128,宁波热电,0.0986,0.0312,1.2318,0.0911,15.0533,1191,宁波热电,0.1198,0.043,1.7164,0.1151,17.0325,1605,宁波热电,-0.0211,-0.002,-0.3907,-0.0057,-0.8791
6,深振业Ａ,区域地产,深圳,8.9,13.48,13.5,1113274.88,834057.38,273.85,48432.15,0.36,0.212,4.34,1.74,19920427,265639.53,1.97,-58.47,175.57,22.97,59,85717,2510,深振业A,-0.5322,-0.0608,-3.5124,-0.0955,-14.8565,2707,深振业A,-0.3118,-0.0536,-2.3497,-0.0847,-13.8303,2856,深振业A,-0.3867,-0.072,-3.0997,-0.1108,-21.1562,3145,深振业A,-0.0831,-0.0239,-0.6921,-0.037,-7.1309,33,深振业A,1.371,0.041,10.5027,0.0637,13.9038,20,深振业A,1.2622,0.0835,10.3407,0.1262,24.988,17,深振业A,1.3239,0.1087,12.6637,0.1596,28.989,99,深振业A,0.5086,0.1297,2.1252,0.2125,37.5097,1302,深振业A,0.0279,0.0025,0.2896,0.0041,0.5671,137,深振业A,0.4276,0.0614,3.0363,0.1017,12.8443,106,深振业A,0.4651,0.0816,3.0504,0.1351,16.0195,453,深振业A,0.2389,0.0538,0.8615,0.0951,11.1221,2740,深振业A,-0.3088,-0.0135,-0.5229,-0.0291,-3.82
2698,博实股份,化工机械,黑龙江,93.16,5.31,6.82,277994.59,209809.09,20523.28,22213.7,0.33,0.03,2.86,3.97,20120911,90367.96,1.33,36.44,39.46,35.66,12.03,33421,456,博实股份,0.2037,0.0169,0.684,0.1016,11.2244,1028,博实股份,0.0951,0.02,0.3458,0.1482,16.7215,932,博实股份,0.1165,0.0329,0.4537,0.2432,27.3569,1835,博实股份,0.0869,0.0303,0.3557,0.2207,25.1137,1631,博实股份,-0.0133,-0.0006,-0.1203,-0.0044,-0.4941,1302,博实股份,0.0886,0.0104,0.713,0.071,7.9707,1267,博实股份,0.1078,0.021,0.6552,0.1338,14.832,2692,博实股份,0.0143,0.004,0.0834,0.0263,2.915,451,博实股份,0.2112,0.0113,1.9163,0.0621,7.5888,1797,博实股份,0.0133,0.0016,0.0973,0.0079,0.9454,1009,博实股份,0.113,0.0234,0.7053,0.104,12.1756,1003,博实股份,0.1408,0.0419,0.9105,0.174,19.968,1601,博实股份,-0.021,-0.0013,-0.2613,-0.0048,-0.5388
2613,北玻股份,专用机械,河南,11.04,5.1,9.37,223197.05,149808.77,51218.03,22037.7,0.24,0.086,1.63,2.33,20110830,29902.73,0.32,34.08,5103.42,23.25,30.99,33664,1782,北玻股份,-0.1126,-0.0085,-8.1437,-0.041,-4.2724,1629,北玻股份,0.0173,0.0034,0.2776,0.0167,1.7125,1703,北玻股份,0.0191,0.006,0.5011,0.0291,3.0023,2311,北玻股份,0.0481,0.0224,1.9947,0.1296,13.8739,1629,北玻股份,-0.0129,-0.0013,-1.4622,-0.0079,-0.8441,1544,北玻股份,0.0595,0.0131,3.4438,0.0816,8.7684,1718,北玻股份,0.0578,0.0194,2.3298,0.1174,12.5849,1938,北玻股份,0.0847,0.038,3.3617,0.2192,23.3673,1067,北玻股份,0.0675,0.0067,5.7765,0.0389,4.1483,1751,北玻股份,0.0178,0.0038,,0.0178,1.9591,1841,北玻股份,0.0192,0.0067,,0.027,2.9258,2619,北玻股份,-0.0042,-0.0022,,-0.0094,-1.0149,1272,北玻股份,0.0317,0.0037,0.0974,0.0154,1.6604
2482,广田集团,装修装饰,深圳,40.23,13.13,15.37,1633921.38,1299385.38,8157.88,231691.45,1.51,0.047,4.39,1.73,20100929,257981.3,1.68,25,28.07,11.12,3.11,24200,2550,广田集团,-0.5735,-0.0894,-12.5245,-0.1469,-16.2378,2684,广田集团,-0.2991,-0.0912,-6.07,-0.1486,-17.8562,2758,广田集团,-0.2637,-0.1143,-5.3201,-0.1775,-21.158,3184,广田集团,-0.1018,-0.0597,-2.6236,-0.1057,-12.7444,2637,广田集团,-0.373,-0.0434,-13.4878,-0.0778,-9.4248,2549,广田集团,-0.1035,-0.0312,-2.5078,-0.0587,-7.2085,2550,广田集团,-0.0548,-0.0261,-1.1595,-0.0492,-6.0156,2628,广田集团,0.0213,0.0136,0.5367,0.0225,2.6313,2291,广田集团,-0.1623,-0.0202,-6.5947,-0.0349,-4.1523,1669,广田集团,0.0268,0.0088,0.6177,0.015,1.7554,1853,广田集团,0.018,0.0102,0.3938,0.0181,2.1566,1560,广田集团,0.0839,0.0663,1.588,0.117,14.0934,2369,广田集团,-0.1789,-0.0255,-6.1114,-0.0444,-4.8428
610,西安旅游,旅游服务,陕西,0,2.35,2.37,119566.1,67711.15,21944.77,39470.71,1.67,-0.022,3.25,2.93,19960926,9919.42,0.42,-8.94,-10.04,7.77,-4.69,23975,1659,西安旅游,-0.0795,-0.0077,,-0.049,-5.2251,2033,西安旅游,-0.0482,-0.0142,,-0.0599,-6.2175,1456,西安旅游,0.0474,0.0214,,0.0678,6.9526,3244,西安旅游,-0.1453,-0.0955,-12.8372,-0.3401,-35.9846,2874,西安旅游,-0.5855,-0.0562,,-0.1621,-16.8916,2730,西安旅游,-0.1646,-0.0458,-20.0895,-0.1289,-13.4079,2719,西安旅游,-0.0984,-0.0412,-102.1884,-0.1062,-10.9866,3062,西安旅游,-0.0629,-0.0364,-5.5309,-0.0938,-9.8437,3019,西安旅游,-0.5656,-0.0472,,-0.1142,-11.932,3131,西安旅游,-0.3658,-0.0805,,-0.1943,-20.3038,3123,西安旅游,-0.2844,-0.1003,,-0.2187,-22.6802,3246,西安旅游,-0.1927,-0.1002,,-0.2407,-25.405,3032,西安旅游,-0.5384,-0.049,,-0.1526,-16.5666
2231,奥维通信,通信设备,辽宁,225.14,2.89,3.57,89847.92,83253.78,4543.03,16615.45,0.47,0.008,1.93,3.94,20080512,13716.55,0.38,-34.56,132.46,13.11,6.11,30610,1184,奥维通信,0.0227,0.0009,,0.0035,0.3795,2286,奥维通信,-0.1105,-0.0119,,-0.0426,-4.5964,2180,奥维通信,-0.0496,-0.0107,,-0.0418,-4.5519,1108,奥维通信,0.1547,0.071,12.7542,0.3218,34.9697,3099,奥维通信,-1.1705,-0.08,,-0.4091,-45.3505,2893,奥维通信,-0.2466,-0.0423,,-0.1995,-21.7664,2993,奥维通信,-0.2043,-0.0632,,-0.2745,-30.2986,2065,奥维通信,0.0739,0.0406,11.5412,0.1805,19.5454,3213,奥维通信,-0.8765,-0.0794,,-0.3982,-43.3484,3222,奥维通信,-0.4599,-0.0808,,-0.4277,-46.5539,3206,奥维通信,-0.3519,-0.111,,-0.5675,-60.892,3226,奥维通信,-0.1819,-0.092,-9.5832,-0.297,-30.6487,146,奥维通信,0.4379,0.0241,7.1652,0.1041,10.9027
2023,海特高新,航空,四川,70.54,6.59,7.57,643675.81,226524.7,227332.95,188556.48,2.49,0.047,4.62,2.9,20040721,54970.3,0.73,0.96,229.91,40.84,34.76,82882,2528,海特高新,-0.5514,-0.0217,-2.7817,-0.0545,-25.5496,2825,海特高新,-0.4516,-0.0253,-2.4014,-0.0585,-31.5542,2838,海特高新,-0.3611,-0.0219,-3.2394,-0.0712,-27.058,3124,海特高新,-0.0752,-0.0071,-1.2909,-0.0406,-20.3789,1934,海特高新,-0.0854,-0.0021,-0.5147,-0.0117,-5.3806,2994,海特高新,-0.3099,-0.0141,-1.6009,-0.0489,-19.5239,2953,海特高新,-0.1844,-0.0097,-1.5555,-0.0334,-20.2036,1701,海特高新,0.1045,0.0087,1.5229,0.0289,12.5055,2621,海特高新,-0.2775,-0.0047,-5.4459,-0.0157,-5.2451,2935,海特高新,-0.2304,-0.0078,-2.6944,-0.0228,-9.6864,2677,海特高新,-0.1011,-0.0051,-1.1032,-0.0142,-4.3883,1618,海特高新,0.0787,0.0054,1.8136,0.0147,3.4081,246,海特高新,0.3188,0.0051,1.0966,0.0133,4.7776
600353,旭光股份,元器件,四川,74.6,5.44,5.44,173281.47,133882.5,30232.26,11375.75,0.21,0.019,2,2.87,20021120,33032.26,0.61,-10.1,-15.53,14.76,4.48,53425,1553,旭光股份,-0.0513,-0.0054,-0.7722,-0.0275,-2.8168,1372,旭光股份,0.0482,0.0121,0.6205,0.0584,5.9657,1936,旭光股份,-0.0095,-0.004,-0.1,-0.0188,-1.9131,2833,旭光股份,-0.0041,-0.0023,-0.05,-0.0097,-0.9889,2186,旭光股份,-0.1549,-0.0261,-2.3228,-0.1198,-12.2828,2381,旭光股份,-0.0632,-0.0201,-0.9226,-0.1038,-10.6802,2338,旭光股份,-0.0177,-0.0083,-0.2565,-0.0425,-4.3847,2522,旭光股份,0.0317,0.0195,0.5319,0.0813,8.3525,1899,旭光股份,-0.0756,-0.012,-1.0821,-0.0477,-4.898,1573,旭光股份,0.0377,0.0117,0.6024,0.0456,4.6891,1390,旭光股份,0.068,0.0317,1.1289,0.1218,12.5324,2106,旭光股份,0.0401,0.0245,0.9593,0.0842,8.6196,716,旭光股份,0.1295,0.0175,2.318,0.0621,6.3944
2329,皇氏集团,乳制品,广西,126.4,5.14,8.38,578127.69,261355.8,67077.93,117555.45,1.4,0.011,3.3,1.74,20100106,69882.71,0.83,-1.06,-42.9,28.33,2.12,85610,1188,皇氏集团,0.0216,0.0027,0.3433,0.0103,1.0685,1601,皇氏集团,0.0204,0.0058,0.1882,0.0217,2.2364,1072,皇氏集团,0.0968,0.0262,1.0489,0.0694,7.0333,501,皇氏集团,0.2561,0.0969,2.0043,0.2578,31.3366,1829,皇氏集团,-0.0551,-0.0055,-0.9868,-0.0135,-1.7243,1790,皇氏集团,0.0296,0.0067,0.2676,0.0166,2.2302,1673,皇氏集团,0.0625,0.0188,0.6117,0.0418,5.5203,1748,皇氏集团,0.1002,0.0471,0.7493,0.1065,14.1395,211,皇氏集团,0.3537,0.0299,6.7805,0.0652,8.2367,123,皇氏集团,0.4485,0.0812,4.481,0.1757,21.7275,539,皇氏集团,0.1993,0.0532,2.384,0.1124,13.0745,393,皇氏集团,0.2586,0.109,8.6082,0.2289,28.8176,1977,皇氏集团,-0.0899,-0.007,-2.9192,-0.0143,-2.2182
300169,天晟新材,塑料,江苏,0,2.58,3.26,209128.55,113109.25,40458.76,82893.86,2.54,-0.014,3.6,1.6,20110125,135.1,0,-3.75,37.31,30.96,-2.89,11825,2438,天晟新材,-0.4442,-0.0352,,-0.1045,-16.1266,2105,天晟新材,-0.0641,-0.0124,-3.4275,-0.0339,-4.8843,1273,天晟新材,0.0714,0.0215,3.1188,0.0634,6.8122,882,天晟新材,0.1816,0.0759,5.8966,0.2374,25.0724,2242,天晟新材,-0.1769,-0.0134,,-0.0389,-4.086,2053,天晟新材,-0.0036,-0.0006,-0.3316,-0.0018,-0.2087,2586,天晟新材,-0.0626,-0.0175,-2.8443,-0.0477,-5.3712,2907,天晟新材,-0.0224,-0.009,-1.0354,-0.0235,-2.6134,2946,天晟新材,-0.4867,-0.0415,,-0.1135,-12.6355,1911,天晟新材,-0.0019,-0.0004,-0.186,-0.0009,-0.0988,2141,天晟新材,-0.0154,-0.0042,-1.1346,-0.0104,-1.1027,2420,天晟新材,0.0145,0.0054,,0.0126,1.4014,3018,天晟新材,-0.5135,-0.0398,,-0.0908,-11.0789
151,中成股份,商贸代理,北京,92.95,2.67,2.96,231504.66,190564.2,6333.37,44202.68,1.49,0.041,3.39,4.53,20000906,11842.44,0.4,26.68,-44.81,12.18,1.77,50672,2081,中成股份,-0.2209,-0.0209,-2.5673,-0.0321,-3.2132,2830,中成股份,-0.4545,-0.0855,-3.3754,-0.13,-13.0294,2949,中成股份,-0.7602,-0.1677,-5.3061,-0.2612,-26.1944,3367,中成股份,-0.3719,-0.1866,-3.3567,-0.322,-32.3067,2705,中成股份,-0.4174,-0.0501,-5.5082,-0.0828,-8.3009,3229,中成股份,-0.7268,-0.2736,-9.2314,-0.5669,-56.9991,3340,中成股份,-1.0203,-0.5084,-12.1669,-1.1146,-112.1186,3294,中成股份,-0.1983,-0.1694,-3.474,-0.3274,-32.8911,73,中成股份,0.6678,0.1517,16.4772,0.2666,26.7544,1855,中成股份,0.006,0.0028,0.1154,0.0051,0.517,486,中成股份,0.2115,0.1452,5.1014,0.2527,25.362,1991,中成股份,0.0487,0.0503,1.2268,0.093,9.341,591,中成股份,0.1596,0.0478,9.0407,0.0842,8.4538
488,晨鸣纸业,造纸,山东,9.52,11.05,19.36,10708077,4856779,2816983.75,614925.75,3.18,0.31,9.65,1.59,20001120,955101.5,4.93,15.42,11.39,35.21,10.81,98301,1802,晨鸣纸业,-0.1178,-0.0088,-6.3556,-0.0116,-1.6833,2578,晨鸣纸业,-0.2287,-0.0349,-8.7609,-0.045,-6.3615,2926,晨鸣纸业,-0.579,-0.1198,-16.4129,-0.1566,-21.3405,3388,晨鸣纸业,-0.4803,-0.1247,-9.9407,-0.1601,-19.9888,2988,晨鸣纸业,-0.795,-0.0469,-10.0735,-0.0615,-7.7091,2904,晨鸣纸业,-0.2543,-0.0311,-2.9129,-0.0403,-5.0502,2961,晨鸣纸业,-0.1883,-0.0364,-2.0284,-0.0492,-6.532,1818,晨鸣纸业,0.094,0.0262,1.0645,0.0361,4.6095,2650,晨鸣纸业,-0.2869,-0.0206,-2.5731,-0.0281,-3.6169,3047,晨鸣纸业,-0.2991,-0.0448,-2.3533,-0.0599,-7.6857,2537,晨鸣纸业,-0.0736,-0.0163,-0.5921,-0.0225,-2.9389,2569,晨鸣纸业,0.0008,0.0002,0.0063,0.0003,0.0415,530,晨鸣纸业,0.1751,0.0118,1.6244,0.0165,2.1302
600331,宏达股份,铅锌,四川,178.22,20.32,20.32,963100.38,345795.47,315834.06,308635.34,1.52,0.005,2.43,1.58,20011220,-34949.8,-0.17,4.38,-76.98,23.87,1.15,80407,1035,宏达股份,0.0493,0.0042,,0.0084,0.9286,203,宏达股份,0.3449,0.0783,,0.1536,16.8906,374,宏达股份,0.2416,0.0802,,0.1574,17.224,607,宏达股份,0.2324,0.0992,23.3393,0.2059,21.9371,447,宏达股份,0.2476,0.0142,,0.029,3.1301,481,宏达股份,0.2472,0.0357,27.9485,0.0742,7.8144,581,宏达股份,0.2189,0.0572,11.9207,0.1218,12.5552,447,宏达股份,0.2758,0.1094,7.9844,0.2323,23.6652,2582,宏达股份,-0.2609,-0.0238,-3.0993,-0.0528,-5.4255,2418,宏达股份,-0.0834,-0.0179,-0.8399,-0.0411,-4.2589,2297,宏达股份,-0.0375,-0.013,-0.3511,-0.0315,-3.2547,2961,宏达股份,-0.0591,-0.0287,-0.7516,-0.0734,-7.8726,301,宏达股份,0.2718,0.027,8.7192,0.0683,7.3558
