 ,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,currentratio_2015q1,quickratio_2015q1,cashratio_2015q1,icratio_2015q1,sheqratio_2015q1,adratio_2015q1,Unnamed: 0_y,name_x,currentratio_2015q2,quickratio_2015q2,cashratio_2015q2,icratio_2015q2,sheqratio_2015q2,adratio_2015q2,Unnamed: 0_x,name_y,currentratio_2015q3,quickratio_2015q3,cashratio_2015q3,icratio_2015q3,sheqratio_2015q3,adratio_2015q3,Unnamed: 0_y,name_x,currentratio_2015q4,quickratio_2015q4,cashratio_2015q4,icratio_2015q4,sheqratio_2015q4,adratio_2015q4,Unnamed: 0_x,name_y,currentratio_2016q1,quickratio_2016q1,cashratio_2016q1,icratio_2016q1,sheqratio_2016q1,adratio_2016q1,Unnamed: 0_y,name_x,currentratio_2016q2,quickratio_2016q2,cashratio_2016q2,icratio_2016q2,sheqratio_2016q2,adratio_2016q2,Unnamed: 0_x,name_y,currentratio_2016q3,quickratio_2016q3,cashratio_2016q3,icratio_2016q3,sheqratio_2016q3,adratio_2016q3,Unnamed: 0_y,name_x,currentratio_2016q4,quickratio_2016q4,cashratio_2016q4,icratio_2016q4,sheqratio_2016q4,adratio_2016q4,Unnamed: 0_x,name_y,currentratio_2017q1,quickratio_2017q1,cashratio_2017q1,icratio_2017q1,sheqratio_2017q1,adratio_2017q1,Unnamed: 0_y,name_x,currentratio_2017q2,quickratio_2017q2,cashratio_2017q2,icratio_2017q2,sheqratio_2017q2,adratio_2017q2,Unnamed: 0_x,name_y,currentratio_2017q3,quickratio_2017q3,cashratio_2017q3,icratio_2017q3,sheqratio_2017q3,adratio_2017q3,Unnamed: 0_y,name_x,currentratio_2017q4,quickratio_2017q4,cashratio_2017q4,icratio_2017q4,sheqratio_2017q4,adratio_2017q4,Unnamed: 0,name_y,currentratio_2018q1,quickratio_2018q1,cashratio_2018q1,icratio_2018q1,sheqratio_2018q1,adratio_2018q1
2405,四维图新,软件服务,北京,111.52,10.3,12.83,964386.88,433659.81,64817.82,420894.16,3.28,0.057,5.23,4.88,20100518,118425.86,0.92,23.35,46.27,76.8,16.19,130145,421,四维图新,3.9549,3.8366,293.6351,-1314.3919,84.9315,15.0685,468,四维图新,3.2766,3.1642,226.904,-1192.7672,82.6046,17.3954,566,四维图新,3.2223,3.1146,236.7552,-683.2476,83.4185,16.5815,566,四维图新,3.2569,3.1877,243.8887,-940.8686,79.5093,20.4907,886,四维图新,3.0676,2.991,219.8881,-255.4076,80.561,19.439,740,四维图新,3.2203,3.1495,215.9027,-539.2588,79.9275,20.0725,842,四维图新,3.4942,3.4122,254.7264,-462.7194,82.1203,17.8797,766,四维图新,2.5322,2.4697,186.4874,-511.2702,76.9386,23.0614,1868,四维图新,1.4338,1.407,117.3445,-433.6635,60.6713,39.3287,1592,四维图新,1.469,1.431,116.0494,-265.3274,63.375,36.625,1152,四维图新,1.5975,1.5519,123.1094,-232.7311,70.9063,29.0937,1177,四维图新,1.5958,1.5676,121.7253,-357.9512,70.1501,29.8499,1135,四维图新,1.6507,1.6203,107.5307,-1137.6038,71.8034,28.1966
600444,国机通用,塑料,安徽,0,1.05,1.46,80849.46,64876.86,9047.74,32915.76,2.25,-0.02,3.46,3.87,20040219,189.58,0.01,-6.96,-126.7,17.09,-3.45,8912,2912,国机通用,0.484,0.3574,3.2201,-40.327,-12.4014,112.4014,3046,国机通用,0.501,0.3837,2.9275,-49.5831,-13.1408,113.1408,2642,国机通用,0.9954,0.8267,22.7784,395.9766,30.7385,69.2615,2953,国机通用,1.0483,0.8646,13.3622,1021.4895,33.9329,66.0671,2767,国机通用,1.0487,0.8223,11.7277,-429.0652,35.4142,64.5858,2887,国机通用,1.0429,0.8014,10.1386,-322.9249,33.8069,66.1931,2949,国机通用,1.0649,0.8354,8.9545,188.8583,34.725,65.275,2972,国机通用,1.0709,0.8535,25.3231,360.9892,34.6511,65.3489,2846,国机通用,1.2148,0.9304,12.3688,774.6595,39.8818,60.1182,2740,国机通用,1.2428,0.8945,7.6722,461.6803,41.0849,58.9151,2705,国机通用,1.2898,0.9808,9.2747,632.7969,41.1911,58.8089,1654,国机通用,2.1894,1.8625,63.2256,3154.4338,61.6294,38.3706,1636,国机通用,2.2458,1.8801,56.3039,495.2117,62.7362,37.2638
300440,运达科技,软件服务,四川,232.28,4.45,4.56,178429.86,161609.13,12178.12,28747.48,0.63,0.01,2.83,3.16,20150423,53202.38,1.17,-4.77,-60.79,50.51,5.08,24720,995,运达科技,3.0633,2.3769,55.5328,-1744.1694,70.5063,29.4937,574,运达科技,4.7985,3.9928,249.2901,-4225.9528,80.1703,19.8297,825,运达科技,4.238,3.4435,206.8874,-1977.8923,77.5336,22.4664,857,运达科技,3.4809,2.8438,159.0632,-5439.9521,73.7302,26.2698,967,运达科技,4.2694,3.4371,82.3068,-1634.5832,78.7557,21.2443,774,运达科技,4.3005,3.5126,112.8562,-2432.3642,78.9214,21.0786,904,运达科技,4.7907,3.9542,76.7393,-1910.3058,81.0833,18.9167,967,运达科技,3.3809,2.9411,163.813,-1430.2072,73.1309,26.8691,1198,运达科技,3.4842,3.0122,133.2378,-1026.8288,73.874,26.126,1286,运达科技,2.8839,2.4878,141.6987,-2113.9693,68.8913,31.1087,1139,运达科技,3.1262,2.7456,161.4578,-1419.7183,71.248,28.752,1116,运达科技,3.1805,2.8512,156.6712,-1050.0129,71.1811,28.8189,1095,运达科技,3.3234,2.9433,60.42,-95.2283,72.4363,27.5637
300048,合康新能,电气设备,北京,133.16,9.75,11.27,459541.84,243184.42,130969.97,86231.7,0.77,0.006,2.21,1.44,20100120,49218.78,0.44,18.22,-40.81,26.64,2.48,47279,506,合康新能,3.8626,2.5369,13.0849,322.8357,82.5467,17.4533,524,合康新能,3.8164,2.6446,12.6085,1211.0936,81.3067,18.6933,812,合康新能,3.25,2.2105,13.2957,1028.2043,77.854,22.146,837,合康新能,2.6159,1.9562,63.8898,1135.1174,74.2624,25.7376,1011,合康新能,2.9824,2.1631,29.121,3390.9507,77.7311,22.2689,1198,合康新能,2.1989,1.5722,27.2762,3463.2964,70.3257,29.6743,1553,合康新能,2.2674,1.6466,35.617,1844.545,67.6232,32.3768,2089,合康新能,2.0112,1.491,38.2224,1255.0124,54.0346,45.9654,2124,合康新能,2.1413,1.5224,33.4609,253.2872,56.0183,43.9817,2060,合康新能,1.9101,1.3399,20.5707,773.4811,54.7507,45.2493,2017,合康新能,1.9306,1.319,20.3634,538.5143,55.0879,44.9121,1957,合康新能,1.5933,1.175,21.1627,336.5616,56.4402,43.5598,1903,合康新能,1.6413,1.1648,15.0926,233.4609,57.7574,42.2426
2655,共达电声,元器件,山东,0,3.6,3.6,103382.15,46298.8,38950.8,6423.6,0.18,-0.04,1.26,7.61,20120217,243.46,0.01,1.75,-830.26,23.48,-8.72,36766,1333,共达电声,1.3242,0.8195,39.1062,217.6691,62.1587,37.8413,1544,共达电声,1.2467,0.848,30.7747,350.775,58.7368,41.2632,1748,共达电声,1.2096,0.8595,29.4483,349.4134,56.1579,43.8421,1960,共达电声,1.0659,0.7713,30.9934,343.1811,54.7105,45.2895,2065,共达电声,1.0421,0.7487,30.6731,183.8575,54.4434,45.5566,2059,共达电声,1.0199,0.6953,28.3948,314.8873,53.931,46.069,2304,共达电声,0.9639,0.6525,24.2351,368.2393,52.0568,47.9432,2260,共达电声,0.9534,0.6269,23.1088,336.4984,50.9153,49.0847,2260,共达电声,0.9472,0.5802,18.9135,161.7457,53.1905,46.8095,2146,共达电声,0.9461,0.5897,17.254,158.3323,53.226,46.774,2214,共达电声,1.0546,0.6984,13.8191,142.2749,51.5229,48.4771,2677,共达电声,0.8584,0.5696,18.9168,-774.8664,42.4813,57.5187,2630,共达电声,0.8333,0.5506,16.6308,-59.0475,43.8166,56.1834
601689,拓普集团,汽车配件,浙江,19.23,1.71,7.28,1050481.5,622294.19,200962,373685,5.14,0.274,9.16,2.3,20150319,190761.69,2.62,28.36,15.52,29.08,13.32,29546,592,拓普集团,3.3795,2.5629,158.4258,5956.5019,80.5644,19.4356,556,拓普集团,3.2909,2.4794,29.3264,-53942.3156,80.6381,19.3619,667,拓普集团,3.2395,2.3804,131.6251,-7271.1752,81.007,18.993,686,拓普集团,2.7104,2.002,44.4604,-4923.1032,77.0163,22.9837,965,拓普集团,2.7863,1.9497,65.4892,-7039.282,78.7904,21.2096,897,拓普集团,2.411,1.7689,51.6777,-9400.3173,76.0296,23.9704,1236,拓普集团,2.0408,1.3792,39.9038,-12138.9998,73.7733,26.2267,1240,拓普集团,1.8173,1.2369,21.6884,-2777.8144,68.6603,31.3397,1577,拓普集团,1.6294,1.0824,4.9539,13662.221,66.3037,33.6963,1028,拓普集团,2.5707,2.1311,76.5541,8293.6342,73.4362,26.5638,1319,拓普集团,2.2115,1.8804,55.5485,6632.6513,68.0819,31.9181,1725,拓普集团,1.6241,1.3238,35.7064,5311.1875,60.4759,39.5241,1594,拓普集团,1.6825,1.3447,28.4017,1522.6672,63.6961,36.3039
300315,掌趣科技,互联网,北京,30.13,27.01,27.58,980710.38,186747.5,3829.76,410900.69,1.49,0.048,3.12,1.84,20120511,168170.88,0.61,5.75,-18.71,57.38,27.25,199441,569,掌趣科技,1.7155,1.7155,143.2116,-1222.3069,81.1093,18.8907,269,掌趣科技,1.6049,1.6049,116.2222,-2109.568,87.927,12.073,382,掌趣科技,1.5728,1.5728,110.4591,-2847.3669,89.3692,10.6308,457,掌趣科技,0.814,0.814,47.1395,-4270.1387,81.5223,18.4777,579,掌趣科技,2.9785,2.9785,235.5209,-10521.89,88.1127,11.8873,607,掌趣科技,3.4391,3.4391,286.9821,-8045.582,82.4149,17.5851,809,掌趣科技,2.2673,2.2673,164.6237,15395.7518,82.887,17.113,514,掌趣科技,2.9887,2.9887,217.2766,5644.0994,81.5102,18.4898,732,掌趣科技,3.4908,3.4908,241.888,1567.8757,82.3535,17.6465,466,掌趣科技,3.1434,3.1434,180.2083,1147.7567,83.3722,16.6278,311,掌趣科技,3.5721,3.5721,237.935,1110.6299,86.4321,13.5679,246,掌趣科技,4.0084,4.0084,292.3237,501.2461,87.0159,12.9841,235,掌趣科技,5.7346,5.7346,422.0926,980.5782,88.4878,11.5122
762,西藏矿业,小金属,西藏,0,4.76,5.21,300864.41,187575.75,36591.12,158310.48,3.04,-0.034,4.11,3.27,19970708,-2111.03,-0.04,50.52,21.51,14.22,-19.45,86722,924,西藏矿业,2.5191,2.2781,172.5513,-328.8189,72.3208,27.6792,755,西藏矿业,2.9161,2.6259,180.5769,-268.9377,76.2472,23.7528,691,西藏矿业,3.5427,3.2429,213.8653,-280.429,80.3956,19.6044,324,西藏矿业,4.4857,4.1676,306.3721,-182.9864,84.1189,15.8811,843,西藏矿业,3.6387,3.4677,281.2807,11261.3165,81.448,18.552,517,西藏矿业,4.318,4.0754,341.1561,-1659.5008,84.3258,15.6742,709,西藏矿业,4.6489,4.3841,371.8795,-1816.0364,85.2943,14.7057,311,西藏矿业,4.8389,4.5948,391.1441,-528.9722,85.8507,14.1493,524,西藏矿业,5.0702,4.7437,406.0258,978.1915,86.3957,13.6043,613,西藏矿业,3.5403,3.3144,275.1038,672.3129,80.6589,19.3411,636,西藏矿业,3.5377,3.3482,260.9774,-980.0335,80.357,19.643,420,西藏矿业,4.2545,3.8407,315.5388,-736.368,83.5241,16.4759,352,西藏矿业,4.8893,4.3654,350.5534,-2084.4689,85.5424,14.4576
300286,安科瑞,电器仪表,上海,29.5,1.64,2.17,90393.38,63926.63,18021.17,21767.06,1,0.098,3.2,3.59,20120113,31178.25,1.44,18.35,6.06,54.07,21.96,10547,570,安科瑞,4.3661,3.8403,277.6765,-750.1348,81.0661,18.9339,490,安科瑞,4.3899,3.8308,251.9529,-1200.1639,82.107,17.893,717,安科瑞,3.6842,3.1903,191.3337,-1494.7972,79.8139,20.1861,519,安科瑞,3.7994,3.3878,228.8128,-1178.1452,80.4111,19.5889,815,安科瑞,4.1718,3.7701,263.5865,-448.9863,81.9528,18.0472,745,安科瑞,3.5117,3.1474,159.0462,-1069.9634,79.8593,20.1407,999,安科瑞,3.4308,3.0632,129.5813,-1507.9089,78.9242,21.0758,702,安科瑞,3.2482,2.8921,108.0334,-1484.9779,77.9345,22.0655,988,安科瑞,3.219,2.831,112.1917,-142966.4161,77.7948,22.2052,828,安科瑞,3.4479,3.0853,94.3024,-6894.0996,77.0857,22.9143,847,安科瑞,3.2728,2.9186,82.7139,-7895.4323,76.8386,23.1614,842,安科瑞,2.9333,2.6305,60.9921,-5349.8481,76.1589,23.8411,845,安科瑞,3.0617,2.6811,41.7692,-3878.0618,76.9019,23.0981
300473,德尔股份,汽车配件,辽宁,23.62,0.47,1.05,442860.44,196239.84,78793.71,120184.71,11.45,0.46,16.19,2.53,20150612,47871.06,4.56,366.68,51.36,30.84,5.44,11506,13,德尔股份,--,--,--,11029.9567,--,--,606,德尔股份,5.3404,4.9186,349.3678,-7275.818,79.5628,20.4372,737,德尔股份,5.4072,5.0231,365.4621,-6125.8958,79.4769,20.5231,522,德尔股份,5.313,4.9129,346.1436,-2411.7543,80.3637,19.6363,952,德尔股份,4.8804,4.4946,325.896,-1407.7467,79.0794,20.9206,802,德尔股份,4.4938,4.0972,278.2126,-2545.0421,78.2882,21.7118,1012,德尔股份,4.4833,4.0629,300.1506,-1339.2562,78.6319,21.3681,725,德尔股份,4.1011,3.6925,253.5198,-1174.7047,77.601,22.399,1337,德尔股份,3.006,2.6571,187.1235,-1460.3731,71.0566,28.9434,2774,德尔股份,1.3902,0.9554,37.006,738.9924,40.2035,59.7965,2753,德尔股份,1.3161,0.7801,20.5151,479.6267,39.8466,60.1534,2831,德尔股份,1.264,0.7872,21.0936,379.7677,39.2218,60.7782,2858,德尔股份,1.3332,0.782,19.7059,333.7926,38.9792,61.0208
300473,德尔股份,汽车配件,辽宁,23.62,0.47,1.05,442860.44,196239.84,78793.71,120184.71,11.45,0.46,16.19,2.53,20150612,47871.06,4.56,366.68,51.36,30.84,5.44,11506,84,德尔股份,--,--,--,11029.9567,--,--,606,德尔股份,5.3404,4.9186,349.3678,-7275.818,79.5628,20.4372,737,德尔股份,5.4072,5.0231,365.4621,-6125.8958,79.4769,20.5231,522,德尔股份,5.313,4.9129,346.1436,-2411.7543,80.3637,19.6363,952,德尔股份,4.8804,4.4946,325.896,-1407.7467,79.0794,20.9206,802,德尔股份,4.4938,4.0972,278.2126,-2545.0421,78.2882,21.7118,1012,德尔股份,4.4833,4.0629,300.1506,-1339.2562,78.6319,21.3681,725,德尔股份,4.1011,3.6925,253.5198,-1174.7047,77.601,22.399,1337,德尔股份,3.006,2.6571,187.1235,-1460.3731,71.0566,28.9434,2774,德尔股份,1.3902,0.9554,37.006,738.9924,40.2035,59.7965,2753,德尔股份,1.3161,0.7801,20.5151,479.6267,39.8466,60.1534,2831,德尔股份,1.264,0.7872,21.0936,379.7677,39.2218,60.7782,2858,德尔股份,1.3332,0.782,19.7059,333.7926,38.9792,61.0208
600355,精伦电子,元器件,湖北,0,4.92,4.92,56015.16,37822.1,13117.23,15094.57,0.31,-0.01,0.7,8.24,20020613,-33866.03,-0.69,16.66,23.99,25.89,-5.2,24500,1135,精伦电子,2.2467,1.3456,38.5881,448.6865,67.1068,32.8932,902,精伦电子,2.6412,1.5688,35.416,-8277.3499,72.8114,27.1886,1119,精伦电子,2.4396,1.5262,34.7454,-5762.4555,70.2876,29.7124,1191,精伦电子,2.1752,1.3776,49.3018,-6789.6329,67.6598,32.3402,1487,精伦电子,2.1565,1.4747,41.1216,911.5537,66.8827,33.1173,1257,精伦电子,2.3122,1.6725,35.5658,800.8849,69.4253,30.5747,1428,精伦电子,2.358,1.7108,32.1627,569.2832,69.9494,30.0506,1116,精伦电子,2.4639,1.6939,75.8042,906.7361,70.7114,29.2886,1413,精伦电子,2.3959,1.5909,33.4849,-2789.6235,69.5794,30.4206,1073,精伦电子,2.6239,1.5983,29.1799,-11553.884,72.6582,27.3418,1069,精伦电子,2.7255,1.644,24.2201,-112455.8502,72.6327,27.3673,1351,精伦电子,1.9578,1.0665,26.0727,-68258.7155,67.0183,32.9817,1693,精伦电子,1.7649,1.0725,24.0914,-443.8752,61.5166,38.4834
601968,宝钢包装,广告包装,上海,0,3.13,8.33,603459.19,286875.81,285532.09,75259.71,0.9,-0.003,2.37,1.9,20150611,36196.05,0.43,21.84,86.89,9.91,-0.23,70027,2494,宝钢包装,0.685,0.4288,9.3128,209.204,30.7168,69.2832,2380,宝钢包装,0.8802,0.6615,29.5563,223.436,37.8882,62.1118,2319,宝钢包装,0.8618,0.6259,14.5644,196.9039,40.7882,59.2118,2655,宝钢包装,0.7842,0.552,8.5073,200.8818,41.4136,58.5864,2599,宝钢包装,0.7269,0.5069,4.0106,25.0253,40.0137,59.9863,2790,宝钢包装,0.7586,0.5331,4.5898,92.3787,36.4096,63.5904,2870,宝钢包装,0.7721,0.5492,6.7557,139.0536,37.2635,62.7365,2881,宝钢包装,0.78,0.5327,3.688,118.7676,36.9465,63.0535,2970,宝钢包装,0.7786,0.5354,9.8514,43.8888,35.9623,64.0377,2934,宝钢包装,0.7772,0.5348,7.4141,75.0935,35.8957,64.1043,2949,宝钢包装,0.7993,0.6084,10.1427,90.7851,34.7161,65.2839,2882,宝钢包装,0.7716,0.5408,6.4288,122.5255,37.6468,62.3532,2973,宝钢包装,0.8335,0.6074,7.5746,108.5464,35.283,64.717
2463,沪电股份,元器件,江苏,26.96,16.73,16.74,598974.38,297607.16,252656.67,16807.73,0.1,0.042,2.13,2.13,20100818,141298.61,0.84,8.99,42.35,17.65,6,92186,1570,沪电股份,1.7726,1.3988,18.9651,-465.2161,56.8468,43.1532,1643,沪电股份,1.9073,1.5744,18.6891,-646.7637,56.561,43.439,1581,沪电股份,1.4363,1.0796,19.4439,10.3295,59.5158,40.4842,1686,沪电股份,1.3871,1.0092,18.8242,155.2942,59.383,40.617,1799,沪电股份,1.3141,0.9387,19.5153,494.7665,60.0523,39.9477,1828,沪电股份,1.3962,1.0699,28.221,1233.873,58.5195,41.4805,1884,沪电股份,1.4914,1.0812,25.9896,1531.4904,60.7998,39.2002,1538,沪电股份,1.6483,1.1401,23.2071,-54517.735,63.2097,36.7903,1712,沪电股份,1.7167,1.154,25.4954,4025.8227,63.7711,36.2289,1810,沪电股份,1.4929,1.0607,31.9399,1666.6676,59.5863,40.4137,1835,沪电股份,1.5857,1.1552,31.0326,1044.0026,58.6703,41.3297,1856,沪电股份,1.5822,1.1842,22.3356,1121.2949,58.2114,41.7886,1825,沪电股份,1.6516,1.1982,27.3104,1440.3486,59.4442,40.5558
600238,*ST椰岛,红黄药酒,海南,0,4.45,4.48,150166.05,113943.3,20579.89,12748.6,0.28,-0.193,1.5,3.45,20000120,-2652.93,-0.06,-0.56,-322.27,15.84,-54.13,31511,1251,*ST椰岛,2.1564,0.6461,48.0339,270.4023,64.438,35.562,1022,*ST椰岛,2.6084,0.66,40.6712,173.2978,70.0072,29.9928,1126,*ST椰岛,2.6255,0.6533,43.1976,-161.2482,70.1469,29.8531,1193,*ST椰岛,2.4147,0.8568,66.264,332.6076,67.6371,32.3629,1363,*ST椰岛,2.6458,1.0369,78.9425,-1651.0159,69.657,30.343,1456,*ST椰岛,2.6775,1.2336,83.4226,-1064.3776,65.5675,34.4325,2173,*ST椰岛,3.3268,1.7671,114.0775,-902.3815,54.6817,45.3183,2318,*ST椰岛,3.6553,2.5376,213.505,-81.2629,49.6659,50.3341,2405,*ST椰岛,3.7729,2.5492,108.6516,-209.0189,50.5871,49.4129,2251,*ST椰岛,2.0915,1.3218,63.1161,54.7902,51.3645,48.6355,2312,*ST椰岛,2.1191,1.4295,45.1029,121.3447,49.7781,50.2219,2826,*ST椰岛,1.7123,1.1491,56.2858,-301.9338,39.3408,60.6592,2584,*ST椰岛,2.2151,1.1557,35.711,-1024.6655,44.7793,55.2207
2116,中国海诚,建筑施工,上海,22.32,4.16,4.18,388733,352729.38,24117.51,9631.2,0.23,0.102,3.27,2.77,20070215,67569.43,1.62,-3.18,-2.62,10.99,4.43,23767,2520,中国海诚,1.2494,1.0199,40.5047,-1242.6632,29.8434,70.1566,2663,中国海诚,1.2321,1.0143,49.2364,-1920.4776,28.994,71.006,2683,中国海诚,1.2522,1.0283,55.5637,-1648.1012,29.1806,70.8194,3052,中国海诚,1.2935,1.0799,61.1088,-1132.3829,31.236,68.764,2848,中国海诚,1.3238,1.1066,57.7801,-1272.6777,32.65,67.35,2872,中国海诚,1.3627,1.0929,62.4357,-1379.3177,34.359,65.641,3066,中国海诚,1.2959,1.0469,48.8161,-900.7678,31.0688,68.9312,3119,中国海诚,1.298,1.0763,52.2431,-519.4358,30.4179,69.5821,3072,中国海诚,1.3362,1.1025,44.0294,-2592.3448,32.4743,67.5257,3097,中国海诚,1.2996,1.0525,41.9256,-3802.1768,30.4344,69.5656,3074,中国海诚,1.309,1.069,39.2569,2181.6975,30.5073,69.4927,3033,中国海诚,1.3802,1.2047,46.6798,7757.4257,33.5334,66.4666,2982,中国海诚,1.4178,1.2282,44.4197,749.4822,35.115,64.885
600209,*ST罗顿,综合类,海南,0,4.39,4.39,82999.11,20769.52,15189.75,11838.65,0.27,-0.017,1.39,4.19,19990325,2118.01,0.05,67.89,-9.38,15.8,-53.68,47425,418,*ST罗顿,2.0021,1.2582,43.9155,48593.1915,84.9958,15.0042,411,*ST罗顿,1.8866,1.1228,41.7961,15054.5419,83.9577,16.0423,641,*ST罗顿,1.7363,0.9907,36.1538,11680.2066,81.574,18.426,366,*ST罗顿,1.8365,1.1667,38.8556,1099.677,83.3008,16.6992,692,*ST罗顿,1.8272,1.0895,45.0759,17971.4424,85.1592,14.8408,512,*ST罗顿,1.5881,1.0164,32.4899,27648.4589,84.37,15.63,924,*ST罗顿,1.4319,0.9278,27.3961,29802.4069,80.7682,19.2318,503,*ST罗顿,1.5403,1.07,33.8003,25988.7788,81.6968,18.3032,813,*ST罗顿,1.5025,0.9767,27.2265,46275.1571,80.6803,19.3197,539,*ST罗顿,1.5175,1.0403,29.0326,48002.7817,81.96,18.04,524,*ST罗顿,1.5116,1.068,28.9193,47594.6852,82.2663,17.7337,575,*ST罗顿,1.3455,0.9407,21.2943,94308.3249,80.8895,19.1105,576,*ST罗顿,1.3583,0.8883,14.5089,53034.5114,81.5767,18.4233
2303,美盈森,造纸,深圳,27.3,15.42,15.42,599052,387512.31,87659.59,129234.61,0.84,0.053,2.86,2.04,20091103,138951.55,0.9,22.56,56.74,37.24,12.03,58106,768,美盈森,2.5275,2.0575,127.1116,-2460.8357,76.2004,23.7996,760,美盈森,2.3026,1.828,109.7609,-1034.6346,76.1213,23.8787,904,美盈森,2.2535,1.7421,104.8278,-697.6119,75.5469,24.4531,730,美盈森,2.4028,1.9047,112.3585,-553.2865,76.3501,23.6499,947,美盈森,2.6473,2.117,121.7694,-2437.4984,79.1307,20.8693,620,美盈森,3.0766,2.4492,130.4951,-907.5518,82.2121,17.7879,1010,美盈森,2.6678,2.2022,109.3887,-1428.8523,78.6599,21.3401,395,美盈森,4.4202,3.8956,282.3821,-631.1397,83.9749,16.0251,634,美盈森,4.3957,3.8322,277.958,-1363.4138,84.0536,15.9464,439,美盈森,4.2326,3.6633,255.5389,-1933.5814,83.9944,16.0056,838,美盈森,2.9252,2.4279,165.5397,-3769.0885,76.9811,23.0189,894,美盈森,2.7612,2.2935,153.9889,-19749.1655,75.1182,24.8818,919,美盈森,2.873,2.3276,159.9852,586.4196,75.6179,24.3821
300102,乾照光电,半导体,福建,29.49,6.82,7.16,530063.63,315346.34,140382.34,155677.97,2.17,0.066,3.86,2.02,20100812,48444.45,0.68,-16.8,13.81,36.32,21.22,50923,408,乾照光电,4.0004,3.3522,135.4785,-3847.7271,85.2815,14.7185,566,乾照光电,3.0967,2.599,82.4871,2840.5145,80.4332,19.5668,1317,乾照光电,2.388,1.9535,45.6968,1010.9227,65.9181,34.0819,906,乾照光电,3.0995,2.6802,68.4996,-1025.0529,72.962,27.038,1161,乾照光电,3.1483,2.629,45.0689,154.0509,74.3158,25.6842,1101,乾照光电,2.8678,2.321,50.5181,44.2643,72.2096,27.7904,1272,乾照光电,2.972,2.5345,37.5893,380.2558,73.0316,26.9684,818,乾照光电,3.2404,2.7998,47.6636,793.1529,75.8294,24.1706,1042,乾照光电,3.3243,2.9055,41.9074,2332.2484,76.7586,23.2414,780,乾照光电,3.342,2.9164,38.0104,2995.6741,77.7256,22.2744,1059,乾照光电,2.5805,2.2674,66.2362,2538.3992,72.746,27.254,2229,乾照光电,2.5193,2.315,147.6998,2309.8788,51.2838,48.7162,2223,乾照光电,2.4837,2.2111,135.4224,3845.0098,52.1264,47.8736
600038,中直股份,航空,黑龙江,92.26,5.89,5.89,2182336.5,1833564,231685.95,423271.94,7.18,0.12,12.43,3.56,20001218,198855.31,3.37,2.54,-0.49,14.18,3.3,29364,2417,中直股份,1.2873,0.3448,17.6859,513.6901,33.6176,66.3824,2631,中直股份,1.2384,0.4385,16.1378,1200.1693,30.007,69.993,2605,中直股份,1.2768,0.4103,15.0238,1585.8639,31.7681,68.2319,3119,中直股份,1.2441,0.4991,24.2479,2317.4841,28.9231,71.0769,2906,中直股份,1.2672,0.4934,26.7883,3264.4912,30.5273,69.4727,2852,中直股份,1.3302,0.3754,22.7527,-2103.0439,35.0866,64.9134,2907,中直股份,1.3522,0.313,18.0199,-37557.8664,35.9969,64.0031,2925,中直股份,1.3524,0.4823,21.6352,12967.5223,35.6807,64.3193,3000,中直股份,1.3453,0.4037,23.9225,3065.8823,34.7776,65.2224,2960,中直股份,1.3514,0.3768,23.563,-2975.8327,34.9153,65.0847,2955,中直股份,1.3517,0.3314,19.3635,-6425.9758,34.5473,65.4527,3036,中直股份,1.3314,0.4302,24.818,79863.6625,33.4162,66.5838,2989,中直股份,1.365,0.413,21.5599,3648.814,34.9279,65.0721
46,泛海控股,全国地产,北京,6.12,50.95,51.96,19864866,13752354,100414.36,522734.91,1.01,0.292,4.09,1.75,19940912,897097.19,1.73,-82.81,249.42,42.22,467.36,38155,2809,泛海控股,1.9184,0.8237,48.3652,346.9347,15.4807,84.5193,2952,泛海控股,1.8159,0.9345,59.9047,372.0104,13.235,86.765,2985,泛海控股,2.2947,1.0696,68.5725,383.9634,13.807,86.193,3430,泛海控股,2.0711,1.0052,60.4036,368.6443,12.811,87.189,3209,泛海控股,2.4736,1.2219,79.1335,146.472,15.7444,84.2556,3298,泛海控股,2.3007,1.1094,65.8404,235.556,15.1993,84.8007,3365,泛海控股,2.5566,1.1727,65.0363,271.8871,15.3082,84.6918,3417,泛海控股,2.3256,1.0905,55.6777,296.0558,14.8323,85.1677,3423,泛海控股,2.1473,0.8601,37.121,206.6773,14.368,85.632,3405,泛海控股,1.9125,0.7308,34.8514,210.7897,14.252,85.748,3384,泛海控股,1.8306,0.7339,32.4682,201.1087,13.8572,86.1428,3396,泛海控股,1.5119,0.5701,22.0543,276.9349,14.643,85.357,3410,泛海控股,1.3605,0.5038,18.4462,388.8517,14.34,85.66
