 ,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,currentratio_2015q1,quickratio_2015q1,cashratio_2015q1,icratio_2015q1,sheqratio_2015q1,adratio_2015q1,Unnamed: 0_y,name_x,currentratio_2015q2,quickratio_2015q2,cashratio_2015q2,icratio_2015q2,sheqratio_2015q2,adratio_2015q2,Unnamed: 0_x,name_y,currentratio_2015q3,quickratio_2015q3,cashratio_2015q3,icratio_2015q3,sheqratio_2015q3,adratio_2015q3,Unnamed: 0_y,name_x,currentratio_2015q4,quickratio_2015q4,cashratio_2015q4,icratio_2015q4,sheqratio_2015q4,adratio_2015q4,Unnamed: 0_x,name_y,currentratio_2016q1,quickratio_2016q1,cashratio_2016q1,icratio_2016q1,sheqratio_2016q1,adratio_2016q1,Unnamed: 0_y,name_x,currentratio_2016q2,quickratio_2016q2,cashratio_2016q2,icratio_2016q2,sheqratio_2016q2,adratio_2016q2,Unnamed: 0_x,name_y,currentratio_2016q3,quickratio_2016q3,cashratio_2016q3,icratio_2016q3,sheqratio_2016q3,adratio_2016q3,Unnamed: 0_y,name_x,currentratio_2016q4,quickratio_2016q4,cashratio_2016q4,icratio_2016q4,sheqratio_2016q4,adratio_2016q4,Unnamed: 0_x,name_y,currentratio_2017q1,quickratio_2017q1,cashratio_2017q1,icratio_2017q1,sheqratio_2017q1,adratio_2017q1,Unnamed: 0_y,name_x,currentratio_2017q2,quickratio_2017q2,cashratio_2017q2,icratio_2017q2,sheqratio_2017q2,adratio_2017q2,Unnamed: 0_x,name_y,currentratio_2017q3,quickratio_2017q3,cashratio_2017q3,icratio_2017q3,sheqratio_2017q3,adratio_2017q3,Unnamed: 0_y,name_x,currentratio_2017q4,quickratio_2017q4,cashratio_2017q4,icratio_2017q4,sheqratio_2017q4,adratio_2017q4,Unnamed: 0,name_y,currentratio_2018q1,quickratio_2018q1,cashratio_2018q1,icratio_2018q1,sheqratio_2018q1,adratio_2018q1
601218,吉鑫科技,机械基件,江苏,0,9.92,9.92,413433.31,272040.88,82260.36,58928.88,0.59,-0.056,2.52,1.24,20110506,78500.65,0.79,-42.58,-426.28,-8.07,-29.39,55168,1293,吉鑫科技,1.9576,1.6361,53.0851,285.9494,63.2836,36.7164,1383,吉鑫科技,1.9112,1.6213,54.9774,489.6074,62.0244,37.9756,1449,吉鑫科技,2.1107,1.812,42.8049,933.7306,62.7148,37.2852,1440,吉鑫科技,2.2071,1.8867,58.507,857.832,63.3417,36.6583,1608,吉鑫科技,2.2835,1.9296,49.3452,592.369,64.2614,35.7386,1521,吉鑫科技,2.2558,1.9037,64.3006,777.1719,64.4056,35.5944,1666,吉鑫科技,2.3462,2.0263,57.0726,814.6417,65.5064,34.4936,1288,吉鑫科技,2.4367,2.0225,77.2316,1100.3283,67.931,32.069,1473,吉鑫科技,2.4833,2.0188,78.0204,580.3767,68.2489,31.7511,1439,吉鑫科技,2.3652,1.9102,74.6615,355.9458,66.2236,33.7764,1632,吉鑫科技,2.4266,2.0265,70.895,197.2735,62.6617,37.3383,1580,吉鑫科技,2.1509,1.801,52.2249,112.8639,63.0217,36.9783,1697,吉鑫科技,2.1713,1.744,46.39,-467.5719,61.4457,38.5543
300342,天银机电,元器件,江苏,34.69,3.96,4.32,181724,112055.97,18124.25,41982.76,0.97,0.097,3.23,4.18,20120726,51133.09,1.18,-0.16,-17.48,36.21,22.34,9700,611,天银机电,3.2532,2.8537,136.8035,-1987.4059,80.0588,19.9412,396,天银机电,3.9533,3.4424,120.2497,-3964.6174,84.4248,15.5752,441,天银机电,4.979,4.2909,156.1554,-4753.5648,87.5494,12.4506,285,天银机电,4.1108,3.5274,131.2007,-8193.8908,84.9388,15.0612,639,天银机电,4.6462,4.0264,122.8201,-5147.2798,86.533,13.467,391,天银机电,5.5298,4.944,260.431,-4480.257,87.4336,12.5664,655,天银机电,4.7667,4.1784,195.859,-4381.2015,86.5951,13.4049,394,天银机电,4.0888,3.6109,160.1398,-3507.2583,83.9775,16.0225,621,天银机电,4.294,3.7296,144.064,-3019.3579,84.4099,15.5901,547,天银机电,3.5222,3.0335,122.4139,5698.6002,81.8056,18.1944,543,天银机电,3.5609,3.0558,121.0843,4934.079,81.9663,18.0337,769,天银机电,2.7895,2.3613,84.3203,4524.7848,77.2921,22.7079,809,天银机电,2.85,2.3749,78.9238,4896.6738,77.5285,22.4715
600089,特变电工,电气设备,新疆,15.39,37.14,37.15,8745548,5015133,2251952.5,1111733.13,2.99,0.135,7.63,1.09,19970618,1231725,3.32,-1.97,-18.41,23.15,6.26,270930,2360,特变电工,1.3218,1.0095,37.655,392.2051,35.4096,64.5904,2502,特变电工,1.2809,1.0055,44.1285,476.8157,34.3038,65.6962,2511,特变电工,1.2978,0.9819,30.3941,516.8392,35.1978,64.8022,2916,特变电工,1.2295,0.9418,42.3021,471.9755,35.1113,64.8887,2774,特变电工,1.2533,0.941,37.601,684.1887,35.2388,64.7612,2893,特变电工,1.2088,0.8835,36.6405,854.8294,33.5582,66.4418,2939,特变电工,1.2523,0.8999,34.7245,833.067,34.9064,65.0936,2895,特变电工,1.1941,0.8715,44.415,848.9967,36.5587,63.4413,2969,特变电工,1.226,0.9441,39.4009,626.2655,36.0027,63.9973,2820,特变电工,1.342,1.0192,50.5628,623.7193,39.0683,60.9317,2769,特变电工,1.367,1.0135,43.1656,511.4036,39.5682,60.4318,2772,特变电工,1.3156,1.0092,46.4913,469.0433,40.6946,59.3054,2829,特变电工,1.3171,1.0115,41.5954,377.7828,39.5839,60.4161
300051,三五互联,互联网,福建,83.4,2.45,3.68,149308.27,25420.32,51410.48,53906.01,1.47,0.031,2.69,3.86,20100211,8100.06,0.22,-23.65,-22.54,73.59,19.47,47367,1119,三五互联,3.154,3.1453,219.3324,336.911,67.6148,32.3852,1282,三五互联,3.2065,3.1912,220.3583,280.9765,64.4016,35.5984,1499,三五互联,1.3358,1.2951,97.5462,302.8784,61.6203,38.3797,1156,三五互联,1.2939,1.2749,72.2932,2687.8413,68.2915,31.7085,1404,三五互联,1.2839,1.2633,56.2474,1132.3807,68.7843,31.2157,1119,三五互联,1.0776,1.0766,75.0842,2084.286,71.7785,28.2215,1191,三五互联,1.1309,1.1151,72.6449,3085.5997,74.4886,25.5114,1153,三五互联,0.6971,0.6889,45.1697,3811.8983,69.9642,30.0358,1435,三五互联,0.7508,0.7343,45.3788,-6633.1437,69.0504,30.9496,1053,三五互联,0.6153,0.6109,37.1293,-11080.7434,73.0137,26.9863,1286,三五互联,1.9715,1.9636,151.9059,2053.3991,68.7184,31.2816,1250,三五互联,1.9009,1.9004,159.4478,835.1091,68.8127,31.1873,1197,三五互联,2.171,2.171,186.7616,212.6194,70.6214,29.3786
2199,东晶电子,元器件,浙江,0,2.16,2.43,55311.06,18805.26,26150.34,51555.8,2.12,-0.027,1.86,5.57,20071221,-32390.4,-1.33,-0.33,-742.1,11.78,-13.32,8604,2091,东晶电子,0.657,0.3905,5.3228,-114.1698,43.3234,56.6766,2304,东晶电子,0.6538,0.4182,9.9187,-169.9568,40.3273,59.6727,2296,东晶电子,0.6969,0.4057,6.4314,-133.8757,41.5902,58.4098,2962,东晶电子,0.6607,0.5213,6.0006,-473.9288,33.6833,66.3167,2898,东晶电子,0.7616,0.6032,13.7713,-133.0637,30.846,69.154,3015,东晶电子,0.6923,0.5472,6.712,-171.5276,29.1558,70.8442,3146,东晶电子,0.8676,0.6761,8.3531,-213.5636,27.8258,72.1742,1185,东晶电子,2.0359,1.6586,119.8158,115.4424,69.4938,30.5062,822,东晶电子,4.1124,3.1459,182.2476,236.48,80.5474,19.4526,712,东晶电子,2.3409,1.7251,67.4606,-0.8544,79.0267,20.9733,895,东晶电子,1.991,1.5636,49.913,-108.4004,75.7854,24.2146,677,东晶电子,1.743,1.3478,53.5345,150.7312,78.9391,21.0609,535,东晶电子,1.9095,1.35,44.1624,-155.5335,82.0669,17.9331
761,本钢板材,普钢,辽宁,11.49,27.36,38.75,5675497,2926260.75,2342381.25,1234321,3.19,0.09,4.81,0.86,19980115,145379.2,0.38,4.57,15.85,7.44,3.01,68592,2486,本钢板材,0.8402,0.5147,33.4636,129.3917,31.0196,68.9804,2488,本钢板材,0.7686,0.3406,13.4577,136.4245,34.7875,65.2125,2524,本钢板材,0.7635,0.2969,13.8869,118.5251,34.6824,65.3176,3146,本钢板材,0.6127,0.3172,17.6569,-246.2107,27.9771,72.0229,3017,本钢板材,0.6641,0.3627,25.4426,168.5385,26.1915,73.8085,3094,本钢板材,0.6784,0.3753,24.7828,159.0382,26.2533,73.7467,3168,本钢板材,0.717,0.4126,29.3251,217.0601,26.9819,73.0181,3262,本钢板材,0.7456,0.4704,36.39,207.3453,24.4934,75.5066,3256,本钢板材,0.7863,0.4654,33.9861,261.8079,25.4723,74.5277,3236,本钢板材,0.76,0.4852,34.1941,269.6068,25.2239,74.7761,3201,本钢板材,0.77,0.4881,32.5125,410.007,25.7415,74.2585,3284,本钢板材,0.777,0.5297,37.5842,457.7597,23.5706,76.4294,3026,本钢板材,0.8335,0.496,31.5972,-335.3257,33.7852,66.2148
685,中山公用,水务,广东,18.24,12.53,14.75,1601154.13,196697.3,162068.77,206077.38,1.4,0.128,8.22,1.14,19970123,717019.63,4.86,11.56,-22.29,28.67,51.52,47726,703,中山公用,3.4505,3.3872,109.2915,1530.9158,77.5556,22.4444,626,中山公用,2.5962,2.539,106.8149,2063.0939,79.1576,20.8424,778,中山公用,2.2618,2.1959,86.7794,1734.089,78.6606,21.3394,523,中山公用,2.4787,2.391,203.7702,1510.4701,80.3148,19.6852,1115,中山公用,1.2056,1.1397,71.4546,663.3851,75.5988,24.4012,1026,中山公用,1.2668,1.2093,28.706,808.8176,73.6666,26.3334,1152,中山公用,1.1515,1.0687,38.0047,848.1496,75.4759,24.5241,788,中山公用,0.7939,0.7568,27.0137,868.2274,76.3978,23.6022,998,中山公用,0.7992,0.7422,24.9473,946.8659,77.4815,22.5185,1101,中山公用,0.8672,0.8265,14.8855,1006.2595,72.1752,27.8248,813,中山公用,0.8121,0.7536,31.5792,1090.9143,77.387,22.613,774,中山公用,0.7643,0.7217,37.2779,1304.2322,77.2313,22.7687,834,中山公用,0.7596,0.6987,48.8345,933.8802,77.0147,22.9853
2616,长青集团,环境保护,广东,67.12,4.59,7.43,455378.06,143283.81,104691.35,85092.06,1.15,0.027,2.86,2.55,20110920,48066.62,0.65,-14.61,-20.67,17.48,4.85,38426,1188,长青集团,1.5887,1.2148,64.7667,558.816,65.9669,34.0331,1326,长青集团,1.3607,0.9816,40.126,836.8338,63.268,36.732,1793,长青集团,0.9986,0.771,29.6146,825.4641,55.1428,44.8572,1898,长青集团,0.8283,0.5888,16.7355,690.9449,55.8244,44.1756,1868,长青集团,1.2281,1.0285,27.9037,968.8541,58.7223,41.2777,1902,长青集团,1.0857,0.8637,16.6335,1030.6605,57.1044,42.8956,1893,长青集团,0.9957,0.7829,14.7581,1182.7029,60.4891,39.5109,1701,长青集团,0.8806,0.6329,14.857,1743.7187,60.7875,39.2125,2006,长青集团,0.9297,0.7142,8.8599,754.1884,58.3989,41.6011,1993,长青集团,1.1331,0.8434,24.6386,782.9835,55.9681,44.0319,2059,长青集团,1.0436,0.8075,12.7254,797.3328,54.3707,45.6293,2252,长青集团,0.8305,0.5836,7.5099,927.6141,50.9328,49.0672,2503,长青集团,1.1688,0.9351,28.7867,-1795.4342,46.5927,53.4073
300008,天海防务,船舶,上海,230.92,6.02,9.6,430154.06,207773.27,43287.65,116249.07,1.21,0.007,2.76,2.26,20091030,48868.4,0.51,46.93,-72.66,10.79,1.49,53314,1336,天海防务,1.496,0.7261,30.5385,2925.1227,62.0853,37.9147,1407,天海防务,1.393,0.5661,10.1028,2063.2052,61.6282,38.3718,1688,天海防务,1.3549,0.5702,12.7981,1690.3718,57.5023,42.4977,1918,天海防务,1.4037,0.7397,21.875,1559.559,55.4521,44.5479,2803,天海防务,1.1693,0.8853,31.76,661.328,34.4342,65.5658,846,天海防务,2.1174,1.1687,52.7131,3711.045,77.207,22.793,1058,天海防务,2.161,1.5062,45.6087,9664.8519,77.6486,22.3514,786,天海防务,2.1161,0.9398,56.5185,3290.7115,76.4154,23.5846,1075,天海防务,2.1384,0.9081,47.8638,3814.203,76.2028,23.7972,988,天海防务,2.0476,0.9277,53.2926,5892.7386,74.3816,25.6184,833,天海防务,2.246,0.9296,45.0588,6774.731,77.1165,22.8835,1764,天海防务,1.2827,0.5616,20.5327,2377.0056,59.7388,40.2612,1673,天海防务,1.3163,0.5133,10.9351,329.6364,61.808,38.192
601588,北辰实业,区域地产,北京,19.48,26.6,33.67,7997549,7004562.5,231945.22,364889.72,1.08,0.054,3.93,1.06,20061016,534600.94,1.59,-43.09,-39.61,39.01,10.43,165357,2545,北辰实业,2.6412,0.5635,46.2182,258.2861,28.871,71.129,2685,北辰实业,2.4064,0.5488,38.2869,405.0756,27.785,72.215,2741,北辰实业,2.3194,0.5568,37.7774,343.3368,26.9904,73.0096,3219,北辰实业,2.1304,0.4458,35.6319,328.5446,25.0329,74.9671,3038,北辰实业,2.1235,0.4715,34.6767,257.2372,25.2441,74.7559,3192,北辰实业,2.2111,0.5998,49.6533,352.6057,21.4043,78.5957,3295,北辰实业,1.9554,0.6034,41.6494,269.2255,20.142,79.858,3366,北辰实业,1.8837,0.4948,27.1032,260.5179,19.0382,80.9618,3373,北辰实业,1.8999,0.4388,30.1306,735.377,18.6545,81.3455,3366,北辰实业,1.8318,0.4859,32.5919,465.9491,17.1659,82.8341,3346,北辰实业,2.0569,0.5883,37.1113,405.3457,16.854,83.146,3372,北辰实业,1.7921,0.445,27.9275,466.239,16.7067,83.2933,3371,北辰实业,1.8153,0.4056,24.3504,578.4843,17.5041,82.4959
601677,明泰铝业,铝,河南,12.97,4.98,5.9,895101.13,528908.81,190637.31,348668.44,5.91,0.23,9.51,1.21,20110919,151553.95,2.57,30.29,78.2,9.22,4.73,19880,1382,明泰铝业,1.6863,1.1536,32.5491,-453.5516,61.2298,38.7702,1102,明泰铝业,1.8794,1.1054,38.7968,-648.3705,68.1921,31.8079,1299,明泰铝业,1.813,1.1671,25.2443,-490.5909,66.3053,33.6947,1171,明泰铝业,2.046,1.5411,38.5072,-622.1079,68.0283,31.9717,1447,明泰铝业,2.0023,1.4703,30.399,18681.0848,67.8048,32.1952,1331,明泰铝业,1.9364,1.3904,33.0114,-3033.4746,67.8145,32.1855,1615,明泰铝业,1.867,1.3547,29.6687,-3352.1871,66.4691,33.5309,1255,明泰铝业,1.9154,1.4014,40.5851,-1501.7491,68.4903,31.5097,1645,明泰铝业,1.7132,1.2443,32.2476,82210.3198,65.0587,34.9413,1644,明泰铝业,1.5684,1.1093,32.2091,4078.9369,62.4852,37.5148,1572,明泰铝业,1.5976,1.0594,20.2587,3203.9382,63.6643,36.3357,1534,明泰铝业,1.658,1.2514,38.0548,3404.0817,63.8649,36.1351,1526,明泰铝业,1.6903,1.2115,27.9529,-1378.1639,64.8221,35.1779
516,国际医学,百货,陕西,37.6,19.33,19.71,567775.69,191882.75,139330.22,27703.6,0.14,0.035,1.87,2.79,19930809,127302,0.65,6.43,3.21,19.98,5.95,92272,1907,国际医学,0.696,0.6696,59.5725,1252.5126,48.6323,51.3677,1260,国际医学,1.5733,1.549,132.1149,1246.0333,64.761,35.239,1429,国际医学,1.6059,1.5754,137.6944,942.9112,62.9987,37.0013,1482,国际医学,1.4565,1.4272,130.8149,1721.3962,62.6414,37.3586,1557,国际医学,1.5606,1.5285,139.8603,856.8428,65.3723,34.6277,1538,国际医学,1.5367,1.5097,138.1707,3494.8859,64.0808,35.9192,1674,国际医学,1.4891,1.4588,137.4188,1860.361,65.1641,34.8359,1556,国际医学,1.4438,1.417,135.736,2434.6578,62.9806,37.0194,1637,国际医学,1.5094,1.4795,139.0842,2864.0482,65.187,34.813,1454,国际医学,1.4863,1.4563,136.9385,2314.9502,66.0379,33.9621,1400,国际医学,1.3558,1.3209,107.7801,2377.7585,66.5437,33.4563,1623,国际医学,1.0211,0.988,93.1551,2143.6212,62.2466,37.7534,1512,国际医学,1.0412,1.0021,92.6216,2125.2368,65.1431,34.8569
300337,银邦股份,铝,江苏,120.95,7.01,8.22,282447.72,132453,121143.9,57130.86,0.7,0.013,1.89,3.32,20120718,11971.87,0.15,10.42,-51.7,9.56,2.24,15370,1240,银邦股份,1.506,1.0116,36.7841,-838.8307,64.6053,35.3947,1446,银邦股份,1.2805,0.7608,30.1107,-270.0995,60.6669,39.3331,1254,银邦股份,1.3111,0.6375,4.7911,-308.6374,67.3598,32.6402,1508,银邦股份,1.0665,0.5848,5.674,-1008.4239,62.2755,37.7245,1763,银邦股份,1.0596,0.5417,3.537,-23.7104,60.7108,39.2892,1701,银邦股份,1.0811,0.6461,7.8351,119.102,60.6375,39.3625,1890,银邦股份,1.0897,0.5398,1.8269,154.3358,60.6032,39.3968,1732,银邦股份,1.1766,0.6329,5.2734,153.0576,60.0394,39.9606,1938,银邦股份,1.1971,0.6646,8.2826,348.8898,59.6814,40.3186,1880,银邦股份,1.3404,0.7445,9.5374,269.9296,58.1949,41.8051,1814,银邦股份,1.3516,0.7349,6.3563,121.6203,59.0623,40.9377,1921,银邦股份,1.5414,0.8493,10.3264,124.3798,57.1254,42.8746,2074,银邦股份,1.4373,0.7639,12.3493,168.3613,54.8992,45.1008
2069,獐子岛,渔业,辽宁,0,6.87,7.11,368689.28,210122.92,103206.3,97369.46,1.37,-0.013,0.47,8.87,20060928,-158188.06,-2.22,5.94,-344.18,13.71,-1.26,56647,2652,獐子岛,1.0214,0.3826,21.9823,79.8333,23.8252,76.1748,2754,獐子岛,1.0608,0.4011,18.8646,102.3633,24.5681,75.4319,2794,獐子岛,1.0898,0.4639,23.4563,95.7267,24.5485,75.4515,3331,獐子岛,1.1251,0.4626,24.9219,64.0338,20.2477,79.7523,3138,獐子岛,1.1318,0.4276,25.7541,77.7154,20.2816,79.7184,3201,獐子岛,1.1713,0.43,22.9263,110.9158,20.8401,79.1599,3240,獐子岛,1.1285,0.5045,29.9265,134.3289,23.2299,76.7701,3266,獐子岛,1.097,0.4303,23.2151,159.6075,24.4002,75.5998,3278,獐子岛,1.0581,0.4001,20.7609,108.763,24.2168,75.7832,3252,獐子岛,1.1555,0.4364,21.4771,141.1523,24.3331,75.6669,3210,獐子岛,1.3054,0.5479,26.4267,167.8584,25.366,74.634,3436,獐子岛,0.9989,0.4827,21.1824,-349.6547,10.2228,89.7772,3439,獐子岛,0.9478,0.4332,18.2493,77.2613,10.5347,89.4653
531,穗恒运Ａ,火力发电,广东,140.28,6.85,6.85,974700,270496.16,297507.31,89725.56,1.31,0.011,5.71,1.1,19940106,199392.63,2.91,-6.85,-91.18,14.68,1.12,32087,1964,穗恒运A,0.9966,0.7602,63.8972,471.9789,46.8691,53.1309,2023,穗恒运A,0.924,0.681,54.9972,532.7441,47.592,52.408,2127,穗恒运A,1.1906,0.9579,83.0425,499.312,46.4409,53.5591,2388,穗恒运A,0.7535,0.5324,42.6617,480.0846,47.154,52.846,2440,穗恒运A,0.7924,0.6019,48.7886,370.7405,44.7823,55.2177,2496,穗恒运A,0.7525,0.5681,46.331,418.5356,44.5219,55.4781,2606,穗恒运A,0.8237,0.6427,51.2202,520.2474,44.9022,55.0978,2475,穗恒运A,0.7508,0.5683,44.7377,535.0955,46.6324,53.3676,2501,穗恒运A,0.7617,0.5718,44.1776,461.3175,48.0651,51.9349,2507,穗恒运A,0.7484,0.5887,45.9773,339.4435,46.0038,53.9962,2431,穗恒运A,0.7252,0.5319,39.929,266.608,47.2115,52.7885,2518,穗恒运A,0.57,0.4137,30.9036,244.9413,45.8234,54.1766,2645,穗恒运A,0.6348,0.4833,38.356,134.0227,43.3914,56.6086
601208,东材科技,化工原料,四川,120.21,6.27,6.27,299634.66,111724.7,148067.09,122188,1.95,0.011,3.72,1.41,20110520,40024.4,0.64,-9.22,-85.29,15.96,1.74,39958,956,东材科技,1.7778,1.3608,37.1201,653.8665,71.5523,28.4477,989,东材科技,1.654,1.281,29.1823,539.5762,70.5956,29.4044,1106,东材科技,1.6282,1.2275,27.6445,448.6442,70.5031,29.4969,1082,东材科技,1.7396,1.3642,39.3649,351.2106,69.6556,30.3444,1262,东材科技,1.8357,1.4069,33.2141,527.5085,71.6766,28.3234,1048,东材科技,1.8817,1.443,39.6252,494.1333,73.2497,26.7503,1270,东材科技,1.9412,1.4893,40.6529,557.3951,73.0609,26.9391,755,东材科技,2.3039,1.7067,39.0313,422.5606,77.1553,22.8447,934,东材科技,2.6233,1.9566,40.8476,3017.356,78.737,21.263,817,东材科技,2.2585,1.7935,39.7968,2124.4989,77.2067,22.7933,791,东材科技,2.3256,1.9036,35.6743,1575.7447,77.8205,22.1795,742,东材科技,2.1978,1.7544,31.3396,1321.8531,77.6946,22.3054,755,东材科技,2.2833,1.7787,39.5735,408.4601,78.383,21.617
600301,ST南化,化工原料,广西,0,2.35,2.35,74686.3,39142.6,3147.25,111160.96,4.73,-0.015,1.01,6.21,20000712,-116559.95,-4.96,83.06,-54.95,2.51,-11.67,9923,2915,ST南化,0.2311,0.2065,3.6392,-116.5147,-15.8081,115.8081,3048,ST南化,0.1658,0.148,1.2631,-1760.4442,-17.0444,117.0444,3069,ST南化,0.1573,0.1382,2.2598,-670.6497,-17.1484,117.1484,3206,ST南化,0.8004,0.7961,70.6912,-103.2404,25.734,74.266,3007,ST南化,0.7562,0.7539,52.0812,-583.9696,26.7553,73.2447,3092,ST南化,0.7354,0.7351,40.8723,-1171.884,26.2847,73.7153,3242,ST南化,0.7493,0.7404,56.9451,-232.1708,23.2026,76.7974,3273,ST南化,0.8404,0.5786,42.8201,6.037,23.9143,76.0857,3262,ST南化,0.8159,0.5317,38.3982,7336.2514,25.2345,74.7655,3170,ST南化,0.7745,0.4414,27.851,-73.1412,27.8944,72.1056,3114,ST南化,0.7825,0.7824,67.8143,-0.6415,28.6838,71.3162,3265,ST南化,0.7721,0.7508,65.7324,-250.7884,24.2618,75.7382,3274,ST南化,0.7599,0.7599,60.9585,29092.7603,23.9727,76.0273
300018,中元股份,电气设备,湖北,142.07,3.46,4.87,172756.41,98784.88,5425.33,63171.76,1.3,0.011,3.09,2.03,20091030,38260.93,0.79,18.45,-48.87,61.86,7.76,25710,229,中元股份,10.8673,9.8971,766.3698,-27.269,92.2698,7.7302,147,中元股份,11.2871,10.2505,782.3554,-76.0338,92.6043,7.3957,306,中元股份,11.802,10.7242,807.608,-232.6144,92.984,7.016,100,中元股份,7.3812,6.8434,418.4718,-502.996,90.5746,9.4254,448,中元股份,11.5309,10.654,641.2476,-318.0703,93.4652,6.5348,238,中元股份,10.3244,9.448,545.0538,-449.0721,92.8966,7.1034,450,中元股份,10.8162,9.8301,584.4758,--,93.0319,6.9681,72,中元股份,8.8628,8.0792,501.3589,-861.2617,92.1422,7.8578,268,中元股份,12.2636,11.128,694.2344,-433.7417,93.896,6.104,103,中元股份,8.2717,7.5097,475.5161,-440.8469,91.7456,8.2544,153,中元股份,6.8535,6.1928,388.9331,-553.2718,90.3356,9.6644,136,中元股份,5.8811,5.4139,357.4951,-799.8464,89.7983,10.2017,125,中元股份,6.6265,6.0238,382.5531,-107.0349,91.1858,8.8142
300057,万顺股份,广告包装,广东,54.27,2.94,4.4,553074.81,280519.31,202272.77,123146.82,2.8,0.039,5.46,1.54,20100226,67294.97,1.53,48.37,3.12,10.53,1.86,12516,1937,万顺股份,0.9852,0.6794,31.5586,328.1829,47.5785,52.4215,1805,万顺股份,1.2327,0.9259,54.9697,447.6394,52.8007,47.1993,1738,万顺股份,1.175,0.8566,39.8698,211.011,56.4276,43.5724,1715,万顺股份,1.2389,0.9298,48.1533,235.0132,58.8462,41.1538,1884,万顺股份,1.2212,0.9069,42.8659,528.6818,58.3341,41.6659,1864,万顺股份,1.107,0.7934,32.5706,388.1423,57.7412,42.2588,1958,万顺股份,1.094,0.7551,25.1209,413.0001,59.3279,40.6721,1733,万顺股份,1.1103,0.7557,22.9068,543.6624,60.0325,39.9675,1959,万顺股份,1.1235,0.765,23.113,298.5148,59.2976,40.7024,2026,万顺股份,1.0416,0.719,18.8278,341.0919,55.3846,44.6154,2299,万顺股份,1.0732,0.8118,26.6167,279.0329,49.9414,50.0586,2291,万顺股份,1.1157,0.8391,21.9232,256.1321,50.3002,49.6998,2281,万顺股份,1.1372,0.8593,19.2043,160.7872,51.0854,48.9146
300407,凯发电气,电气设备,天津,0,1.65,2.76,195056.81,165728.38,17436.47,16511.45,0.6,-0.151,3.39,3.09,20141203,47560.89,1.72,-5.1,-13.92,12.7,-17.52,19335,1080,凯发电气,2.5867,2.0646,112.2558,-434611.5348,68.5583,31.4417,804,凯发电气,3.2707,2.6596,103.4934,-5361.7817,75.0496,24.9504,1005,凯发电气,3.0528,2.4321,82.3008,-3490.0663,73.1547,26.8453,1083,凯发电气,2.7051,2.1407,63.509,-7298.4934,69.6269,30.3731,1321,凯发电气,2.7814,2.125,71.1372,-10261.8377,70.4808,29.5192,1079,凯发电气,2.9775,2.2413,53.8401,-26139.1512,72.6058,27.3942,2378,凯发电气,2.7024,2.0146,76.0127,1279.0946,50.2879,49.7121,2255,凯发电气,2.452,1.6237,86.9698,1411.8909,50.9682,49.0318,2603,凯发电气,2.1268,1.3908,73.4342,-564.9938,45.8767,54.1233,2512,凯发电气,2.6608,1.6936,89.5669,-68.3031,45.9369,54.0631,2329,凯发电气,2.8108,1.8171,87.8223,563.249,49.3704,50.6296,2357,凯发电气,2.6356,1.8283,87.3838,384.2159,48.9273,51.0727,2399,凯发电气,2.1367,1.3644,57.07,-902.7068,48.5446,51.4554
885,同力水泥,水泥,河南,13.18,4.96,4.96,794642.06,44673.7,573010.56,5521.35,0.11,0.259,4.02,3.4,19990319,106107.22,2.14,-60.43,4.95,60.95,30.6,52200,1540,同力水泥,0.4328,0.2213,5.4939,269.4339,57.5496,42.4504,1529,同力水泥,0.4157,0.2165,5.5587,714.6874,59.0495,40.9505,1649,同力水泥,0.3925,0.1945,4.5114,679.1972,58.2209,41.7791,2363,同力水泥,0.7973,0.5939,44.1237,446.9889,47.5538,52.4462,2317,同力水泥,0.5963,0.4179,23.9603,-178.1489,48.1801,51.8199,2302,同力水泥,0.5904,0.3981,22.873,285.2836,48.8173,51.1827,2512,同力水泥,0.5718,0.3871,20.4379,298.6904,47.0457,52.9543,2515,同力水泥,0.4335,0.2692,11.8272,442.0282,45.8808,54.1192,2548,同力水泥,0.5902,0.4435,25.104,261.3947,47.1019,52.8981,2297,同力水泥,0.5723,0.4322,17.3158,1104.153,50.4737,49.5263,3209,同力水泥,0.3202,0.314,24.8388,748.2995,25.4013,74.5987,3250,同力水泥,0.1923,0.186,15.8751,690.4227,24.8251,75.1749,3212,同力水泥,0.2002,0.1953,14.9948,468.7748,26.9384,73.0616
