,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
37,603223,恒通股份,0.08,,,2.26,,750.12,,,04-30
38,603979,金诚信,0.16,,,2.5,,4560.14,,,04-30
39,603566,普莱柯,0.39,,,6.61,,4674.54,,,04-30
40,603778,乾景园林,0.09,,,1.2,,545.03,,,04-30
41,603022,新通联,0.15,,,3.22,,892.2,,,04-30
42,002766,索菱股份,0.11,,,2.56,,1519.99,,,04-29
43,603789,星光农机,0.16,,,4.49,,2443.73,,,04-29
44,002771,真视通,0.2,,,4.37,,1203.89,,,04-29
45,002789,建艺集团,0.39,,,4.55,,2362.09,,,04-29
46,603989,艾华集团,0.24,,,6.03,,4805.26,,,04-29
47,603918,金桥信息,-0.13,,,-3.3,,-861.94,,,04-29
48,300474,景嘉微,-0.01,,,-0.46,,-138.58,,,04-29
49,603528,多伦科技,0.57,,,18.97,0.2,8891.51,,,04-29
50,002765,蓝黛传动,0.13,,,1.32,,1983.82,,,04-29
51,300512,中亚股份,0.29,,,,,2932.57,,,04-29
52,002792,通宇通讯,0.5,,,6.88,,6036.87,,,04-29
53,002780,三夫户外,0.03,,,0.73,,143.99,,,04-29
54,603023,威帝股份,0.24,,,8.48,,1419.74,,,04-29
55,603198,迎驾贡酒,0.29,,,7.77,,20653.25,,,04-29
56,603377,东方时尚,0.15,,,7.37,,5714.85,,,04-29
57,002753,永东股份,0.12,,,1.75,,904.18,,,04-28
58,001979,招商蛇口,0.1,,,3.1,,52895.39,,,04-28
59,603027,千禾味业,0.16,,,4.63,,1901.05,,,04-28
60,300507,苏奥传感,0.42,,,7.66,0.06,2101.66,,,04-28
61,603669,灵康药业,0.14,,,7.89,,2778.34,,,04-28
62,603520,司太立,0.38,,,7.85,,3440.21,,,04-28
63,603726,朗迪集团,0.16,,,2.84,,1101.48,,,04-28
64,603838,四通股份,0.16,,,4.53,,1584.21,,,04-28
65,601900,南方传媒,0.16,,,5.33,,10572.16,,,04-28
66,603398,邦宝益智,0.23,,,8.22,,1655.22,,,04-28
67,603598,引力传媒,0.11,,,3.55,,1147.87,,,04-28
68,601155,新城控股,0.03,,,0.47,,3264.62,,,04-28
69,002798,帝欧家居,,,,,,-492.51,,,04-28
70,603868,飞科电器,0.31,,,15.73,,12162.7,,,04-28
71,603589,口子窖,0.31,,,7.0,,17527.86,,,04-28
72,002761,多喜爱,0.09,,,1.86,,769.59,,,04-28
73,603936,博敏电子,0.06,,,1.49,,793.58,,,04-28
74,603066,音飞储存,0.08,,,1.48,,592.96,,,04-28
75,603701,德宏股份,0.24,,,5.52,,1421.55,,,04-28
76,002783,凯龙股份,0.17,,,1.55,,1080.62,,,04-27
77,300459,金科文化,0.03,,,1.73,,717.99,,,04-27
78,300447,全信股份,0.29,,,6.23,,1771.4,,,04-27
79,300485,赛升药业,0.51,,,6.86,,4594.21,,,04-27
80,002795,永和智控,0.2,,,7.15,0.55,1528.34,,,04-27
81,603999,读者传媒,0.08,,,1.5,,1481.78,,,04-27
82,300452,山河药辅,0.28,,,5.42,,987.99,,,04-27
83,300458,全志科技,0.32,,,3.72,,3790.26,,,04-27
84,300495,美尚生态,0.09,,,1.1,,465.82,,,04-27
85,300500,启迪设计,0.18,,,2.58,,829.21,,,04-27
86,300457,赢合科技,0.17,,,4.14,,1502.6,,,04-27
87,002762,金发拉比,0.18,,,4.14,,1606.15,,,04-27
88,002786,银宝山新,0.12,,,1.84,,1097.18,,,04-27
89,603996,中新科技,0.07,,,1.37,,1056.7,,,04-27
90,300503,昊志机电,0.12,20.0,,2.09,,868.05,19.14,,04-27
91,603822,嘉澳环保,0.05,,,,,299.94,,,04-27
92,300455,康拓红外,0.08,,,2.32,,792.09,,,04-27
93,603866,桃李面包,0.14,,,5.73,,5727.54,,,04-27
94,603798,康普顿,0.37,,,10.3,,2767.76,,,04-27
95,002790,瑞尔特,0.23,,,5.64,,2802.82,,,04-27
96,002760,凤形股份,0.15,,,2.54,,1015.69,,,04-27
97,300480,光力科技,0.02,,,0.39,,112.72,,,04-26
98,002782,可立克,0.08,,,2.26,,1007.37,,,04-26
99,603599,广信股份,0.35,,,3.53,,4995.41,,,04-26
100,300478,杭州高新,0.05,,,1.02,,249.93,,,04-26
101,300499,高澜股份,-0.09,,,-1.74,,-468.74,,,04-26
102,603085,天成自控,0.08,,,2.66,,589.68,,,04-26
103,603608,天创时尚,0.06,,,1.89,,1304.45,,,04-26
104,300456,耐威科技,0.06,,,1.35,,357.3,,,04-26
105,002773,康弘药业,0.17,,,4.22,,6816.32,,,04-26
106,300476,胜宏科技,0.25,,,4.57,,2741.8,,,04-26
107,603029,天鹅股份,0.04,,,0.58,0.46,269.1,,,04-26
108,300502,新易盛,0.43,,,5.59,,2477.89,,,04-26
109,603508,思维列控,0.35,,,5.27,,4168.05,,,04-26
110,002777,久远银海,0.08,,,2.14,,505.01,,,04-25
111,002788,鹭燕医药,0.22,,,3.23,,2093.39,,,04-25
112,300462,华铭智能,0.03,,,1.51,,378.97,,,04-25
113,002769,普路通,0.39,,,9.84,,4321.01,,,04-25
114,300488,恒锋工具,0.23,,,3.44,,1127.95,,,04-25
115,300493,润欣科技,0.09,,,3.05,,791.07,,,04-25
116,601020,华钰矿业,0.01,,,0.3,,287.22,,,04-25
117,300487,蓝晓科技,0.26,,,3.93,,1542.26,,,04-25
118,603703,盛洋科技,0.06,,,1.48,,404.9,,,04-25
119,603028,赛福天,0.05,,,2.15,,886.99,,,04-23
120,300468,四方精创,0.13,,,2.82,,941.32,,,04-23
121,300473,德尔股份,0.45,,,4.5,,3345.39,,,04-23
122,300506,名家汇,0.11,,,4.13,,948.88,,,04-23
123,603800,道森股份,0.14,,,4.29,,2167.21,,,04-23
124,002772,众兴菌业,0.2,,,8.98,,4662.8,,,04-23
125,300453,三鑫医疗,0.16,,,3.8,,968.46,,,04-23
126,002768,国恩股份,0.29,,,5.26,,1734.13,,,04-22
127,300509,新美星,0.19,,,4.2,-0.13,1127.01,,,04-22
128,603919,金徽酒,0.33,,,10.31,,6956.39,,,04-22
129,603885,吉祥航空,0.27,,,12.58,,26653.76,,,04-21
130,300501,海顺新材,0.33,,,5.58,,1323.64,,,04-21
131,300414,中光防雷,0.37,,,7.05,,2323.38,,,04-20
132,300505,川金诺,0.07,,,1.44,,460.02,,,04-20
133,002791,坚朗五金,-0.04,,,-0.6,,-690.76,,,04-20
134,002767,先锋电子,0.14,,,3.8,,1069.24,,,04-20
135,300484,蓝海华腾,0.25,,,4.95,,965.89,,,04-19
136,300508,维宏股份,0.11,,,3.43,-0.02,515.06,,,04-18
137,002775,文科园林,0.08,,,1.28,,695.68,,,04-15
138,002793,东音股份,0.24,,,6.12,,1809.42,,,04-14
139,603063,禾望电气,0.29,,3.05,9.91,-0.06,8643.1,,,11-13
140,300625,三雄极光,0.2,,9.55,2.21,1.29,1108.47,,,11-13
141,002893,华通热力,1.12,,3.68,36.09,-0.88,10111.77,,,11-13
142,300661,圣邦股份,0.22,,4.53,4.95,-0.03,982.48,,,11-13
143,300736,百华悦邦,0.18,,3.91,4.74,0.89,718.14,,,11-13
144,300622,博士眼镜,0.07,,3.61,1.86,-0.02,446.59,,,11-13
145,002886,沃特股份,0.14,,,5.09,0.12,679.17,,,11-13
146,603042,华脉科技,0.19,,3.41,5.63,-0.24,1902.82,,,11-13
147,300708,聚灿光电,0.01,,2.05,0.65,0.01,204.65,,,11-13
148,300621,维业股份,0.09,,3.55,2.87,-0.25,822.52,,,11-13
149,002879,长缆科技,0.15,,5.15,2.97,-0.24,1553.53,,,11-13
150,300633,开立医疗,0.02,,1.26,2.0,-0.15,899.02,,,11-13
151,300699,光威复材,0.05,,,1.34,0.64,1399.48,,,11-13
152,603978,深圳新星,0.28,,7.74,3.67,0.56,1672.03,,,11-13
153,300611,美力科技,0.19,,4.95,4.72,0.26,1117.97,,,11-13
154,603387,基蛋生物,0.22,,1.88,12.44,0.15,2149.75,,,11-13
155,002877,智能自控,0.04,,2.66,1.6,-0.05,401.54,,,11-13
156,300628,亿联网络,0.9,,4.37,18.29,1.14,5042.47,,,11-13
157,300695,兆丰股份,0.52,,6.65,5.49,0.93,2580.67,,,11-13
158,603970,中农立华,0.17,,2.62,6.87,-1.71,1741.69,,,11-13
159,300609,汇纳科技,-0.07,,2.2,-3.23,0.04,-541.01,,,11-13
160,002866,传艺科技,0.13,,2.31,6.31,0.42,1219.9,,,11-13
161,603196,日播时尚,0.06,,2.46,2.62,0.2,1143.89,,,11-13
162,300627,华测导航,-0.03,,1.88,-1.4,-0.51,-201.66,,,11-13
163,002900,哈三联,0.35,,4.19,8.61,0.21,5480.53,,,11-13
164,300737,科顺股份,0.13,,1.93,7.14,-0.52,2385.61,,,09-29
165,300654,世纪天鸿,0.0,,2.6,0.09,-0.86,16.53,,,08-24
166,300607,拓斯达,0.07,,4.63,1.52,0.08,379.57,,,07-03
167,300562,乐心医疗,0.25,,4.34,5.58,-0.57,1118.4,,,07-03
168,300497,富祥股份,0.36,50.0,,6.69,,1961.95,51.02,,07-02
169,300491,通合科技,0.07,,,2.16,,394.07,220.12,,06-26
170,603116,红蜻蜓,0.21,31.25,,,,7189.25,30.05,,06-26
171,300590,移为通信,0.2,,2.19,9.46,0.49,1186.18,,,06-26
172,300494,盛天网络,0.09,-47.06,,2.85,,809.57,-47.64,,06-26
173,002787,华源控股,0.15,25.0,,3.21,,1545.05,21.56,,06-26
174,300496,中科创达,0.49,9.57,,10.35,,3709.91,9.55,,06-25
175,601211,国泰君安,0.46,187.5,,6.4,3.56,283535.65,197.85,,06-25
176,300490,华自科技,0.12,1100.0,,2.78,,897.06,1008.49,,06-25
177,002781,奇信股份,0.27,,5.08,5.51,-0.42,4903.35,,,06-25
178,603696,安记食品,0.12,,4.03,3.11,0.07,1110.82,,,06-25
179,002779,中坚科技,0.16,23.08,,3.23,,1061.36,20.88,,06-25
180,300492,山鼎设计,0.12,500.0,,4.79,,762.61,597.35,,06-25
181,002785,万里石,0.02,100.0,,,,373.07,143.22,,06-25
182,002778,高科石化,0.09,-10.0,,,,630.28,-10.06,,06-25
183,300511,雪榕生物,0.19,,4.74,4.07,0.34,2173.71,,,06-17
184,601368,绿城水务,0.09,,2.66,3.54,0.17,5462.33,,,06-11
185,603117,万林股份,0.05,-16.67,,1.93,,1902.02,-13.05,,06-10
186,603616,韩建河山,0.1,-5.97,,,,1055.73,-6.02,,06-10
187,002770,科迪乳业,0.07,-12.5,,2.3,,1416.13,-11.08,,06-10
188,002776,柏堡龙,0.4,,,7.53,,3169.34,51.1,,06-10
189,300489,中飞股份,0.15,-24.02,,2.14,,520.0,-24.01,,06-10
190,300483,沃施股份,0.28,-9.68,,5.36,,1277.43,-9.6,,06-10
191,300482,万孚生物,0.31,,5.05,11.4,0.06,2017.37,,,06-10
192,300481,濮阳惠成,,,,,,1146.02,11.63,,06-10
193,300486,东杰智能,0.02,-125.0,,0.59,,223.24,-128.24,,06-10
194,300464,星徽精密,0.08,-11.11,4.26,0.02,-0.26,510.17,-6.55,,06-09
195,603229,奥翔药业,0.21,,2.74,10.0,0.14,995.12,,,06-05
196,603901,永创智能,0.19,18.75,5.34,3.5,-0.94,1428.99,17.87,,05-28
197,603300,华铁科技,0.14,-6.67,,,,2115.66,-5.43,,05-28
198,300465,高伟达,0.04,-200.0,3.59,1.05,-1.1,375.77,-188.68,,05-27
199,002758,华通医药,0.22,15.79,,,,911.36,13.36,,05-26
200,002757,南兴装备,0.16,4.15,,,,1318.07,4.2,,05-26
201,603108,润达医疗,0.18,80.0,6.87,2.7,-0.88,1298.35,82.26,,05-26
202,300471,厚普股份,0.47,-19.15,,,,2668.74,-19.17,,05-26
203,300475,聚隆科技,0.19,11.76,,4.92,,2891.7,10.78,,05-25
204,300469,信息发展,-0.41,,,-13.6,,-2029.73,,,05-25
205,300479,神思电子,0.22,450.0,,,,1327.58,495.8,,05-25
206,002763,汇洁股份,0.51,15.91,,10.97,,8340.17,14.9,,05-25
207,300472,新元科技,0.13,-285.71,,3.29,,642.19,-278.59,,05-25
208,300477,合纵科技,,,,,,-1275.8,,,05-25
209,300470,日机密封,0.41,-19.61,,4.75,,1649.07,-18.46,,05-25
210,603311,金海环境,0.09,12.5,1.89,4.89,0.05,1442.95,17.43,,05-15
211,603718,海利生物,0.14,-6.67,2.09,,0.18,2900.9,-8.32,,05-14
212,002756,永兴特钢,0.34,-8.11,11.37,3.01,0.79,5156.45,-6.28,,05-14
213,603227,雪峰科技,-0.03,-72.45,,,,-659.57,-72.79,,05-14
214,002755,东方新星,0.17,-5.56,4.56,3.81,-0.4,1296.61,-7.42,,05-14
215,603355,莱克电气,0.25,4.17,4.45,,0.32,9154.87,5.61,,05-12
216,002759,天际股份,0.22,,,5.77,,1617.56,,,05-11
217,300463,迈克生物,0.33,10.0,5.36,6.01,-0.37,4910.53,9.7,,05-11
218,603568,伟明环保,0.17,30.77,,6.93,,7021.22,34.56,,05-11
219,603026,石大胜华,0.16,,,2.35,,2359.15,-23.62,,05-11
220,300467,迅游科技,0.56,3.7,,,,1676.59,2.58,,05-11
221,300466,赛摩电气,0.07,,,1.53,,405.78,,,05-11
222,000972,*ST中基,-0.01,32.56,,-1.07,,-876.93,32.15,,05-04
223,601228,广州港,0.03,-37.5,,,,13806.03,-35.26,,05-04
224,600004,白云机场,0.27,23.96,,3.43,,30945.15,24.2,,04-30
225,000558,莱茵体育,0.0,-108.25,,0.17,,281.85,-110.14,,04-30
226,600380,健康元,0.12,48.2,2.97,4.01,0.12,17827.35,48.32,,04-30
227,600398,海澜之家,0.19,18.75,,11.61,,86791.81,34.56,,04-30
228,002022,科华生物,0.1,-26.22,,3.94,,5055.08,-26.25,,04-30
229,600068,葛洲坝,0.11,-23.45,,2.43,,50908.77,0.99,,04-30
230,000622,恒立实业,-0.02,50.0,,-3.23,,-637.41,44.11,,04-30
231,600452,涪陵电力,0.85,608.33,,22.77,,13530.59,610.37,,04-30
232,600084,中葡股份,-0.05,53.33,,-2.15,,-5186.76,114.72,,04-30
233,600477,杭萧钢构,0.02,185.71,,0.92,,1079.94,233.28,,04-30
234,002070,*ST众和,-0.03,-252.78,,-2.08,,-1746.0,-252.86,,04-30
235,600833,第一医药,0.05,16.67,,1.78,,1203.05,16.67,,04-30
236,603338,浙江鼎力,0.48,11.63,,6.16,,2316.48,11.41,,04-30
237,600496,精工钢构,0.07,-11.08,,1.36,,4627.5,4.04,,04-30
238,000691,亚太实业,0.0,-71.43,,0.04,,6.32,-72.68,,04-30
239,600869,智慧能源,0.08,180.33,,2.66,,8329.63,148.34,,04-30
240,002440,闰土股份,0.44,2.33,,5.7,,33487.18,1.03,,04-30
241,600159,大龙地产,-0.01,389.75,,-0.54,,-1150.03,390.24,,04-30
242,600177,雅戈尔,0.62,83.38,,7.91,,138826.94,82.79,,04-30
243,000760,斯太尔,-0.04,-47.02,,-1.53,,-2416.7,1.03,,04-30
244,600571,信雅达,0.07,21.43,,1.96,,1377.75,20.97,,04-30
245,600195,中牧股份,0.26,3.06,,3.78,,10994.64,3.09,,04-30
246,600588,用友网络,-0.11,17.02,,-3.32,,-13034.29,43.46,,04-30
247,000809,*ST新城,-0.01,-75.66,,-0.2,,-697.89,-76.23,,04-30
248,600605,汇通能源,0.02,31.25,,0.64,,311.61,29.79,,04-30
249,600231,凌钢股份,-0.19,-20.83,3.66,-5.03,-0.7,-15142.82,-21.32,,04-30
250,000046,泛海控股,0.06,243.03,,2.74,,25798.76,242.66,,04-30
251,601198,东兴证券,0.31,158.33,,7.35,,68126.51,190.49,,04-30
252,600269,赣粤高速,0.1,11.11,,1.81,,22714.53,9.57,,04-30
253,000887,中鼎股份,0.16,33.33,,5.94,,17861.58,32.93,,04-30
254,000166,申万宏源,0.19,137.5,2.77,6.23,2.27,256655.05,352.58,,04-30
255,600680,*ST上普,-0.02,-311.11,3.57,-0.52,-0.01,-710.31,-296.27,,04-30
256,000416,民生控股,0.02,-330.61,,1.37,,1203.27,-331.11,,04-30
257,000952,广济药业,-0.03,4.0,,-0.92,,-659.65,4.68,,04-30
258,600730,中国高科,0.09,-78.05,,1.99,,2702.62,-77.48,,04-30
259,000540,中天金融,0.16,-35.25,,8.83,,67398.73,116.32,,04-30
260,600746,江苏索普,-0.03,-266.26,,-1.92,,-829.75,-265.7,,04-30
261,601988,中国银行,0.16,0.0,3.83,4.23,1.36,4583800.0,1.05,,04-30
262,600006,东风汽车,0.07,280.0,,2.22,,13689.52,280.33,,04-30
263,600769,祥龙电业,0.0,275.0,,4.53,,167.93,272.14,,04-30
264,603017,中衡设计,0.2,-4.76,,1.5,,1223.32,28.88,,04-30
265,600030,中信证券,0.35,191.67,,3.76,,381704.59,191.3,,04-30
266,000590,启迪古汉,0.05,245.11,,5.41,,1025.77,244.48,,04-30
267,002028,思源电气,0.09,350.0,,1.48,,5309.32,512.29,,04-30
268,600787,中储股份,0.01,-85.78,3.29,0.36,0.08,2215.9,-71.52,,04-30
269,600057,厦门象屿,0.07,0.0,,1.93,,7367.58,21.41,,04-30
270,600432,*ST吉恩,-0.09,-4750.0,5.0,-1.83,,-14910.62,-10373.7,,04-30
271,600805,悦达投资,0.17,-40.77,,2.2,,14053.23,-42.49,,04-30
272,600461,洪城水业,0.16,90.63,,2.74,,5304.01,90.62,,04-30
273,600091,ST明科,-0.08,-20.0,,-9.83,,-2689.22,-18.09,,04-30
274,000659,珠海中富,-0.03,-160.0,,-3.8,,-4171.71,-162.21,,04-30
275,600483,福能股份,0.08,-1701.92,,1.79,,10477.53,-7035.19,,04-30
276,000679,大连友谊,0.35,525.0,,8.17,,12494.62,531.64,,04-30
277,600502,安徽水利,0.09,-18.18,,2.4,,4282.4,-25.42,,04-30
278,600520,文一科技,-0.07,-20.56,,-2.39,,-1119.75,11.89,,04-30
279,600875,东方电气,0.05,-76.19,,0.52,,10771.44,-74.22,,04-30
280,600146,商赢环球,-0.01,-40.0,,-1.66,,-243.76,-47.63,,04-30
281,600559,老白干酒,0.16,45.45,,3.21,,2176.86,39.59,,04-30
282,600183,生益科技,0.08,-6.32,,2.65,,11808.56,-2.82,,04-30
283,600219,南山铝业,0.05,0.0,,0.53,,10157.78,13.91,,04-30
284,600611,大众交通,0.08,70.83,,1.98,,12852.28,71.15,,04-30
285,601058,赛轮金宇,0.06,-72.73,,0.76,,3195.14,-66.88,,04-30
286,600629,华建集团,0.0,0.0,,0.07,,55.46,-29.97,,04-30
287,002204,大连重工,0.01,0.0,,0.14,,892.74,65.55,,04-30
288,000869,张裕A,0.77,14.93,,7.46,,53024.84,15.9,,04-30
289,600648,外高桥,0.21,600.0,,2.67,,24060.85,612.84,,04-30
290,000096,广聚能源,0.26,710.49,,7.17,,13863.19,709.18,,04-30
291,000913,钱江摩托,0.01,0.0,,0.3,,626.74,18.68,,04-30
292,000932,华菱钢铁,-0.06,31.47,,-1.68,,-17001.43,31.42,,04-30
293,002269,美邦服饰,0.04,-63.64,,1.06,,3880.64,-63.58,,04-30
294,600329,中新药业,0.16,14.29,,4.22,,11941.07,16.68,,04-30
295,000959,首钢股份,-0.06,-6755.56,,-1.35,,-31665.43,-6697.46,,04-30
296,600719,大连热电,0.37,76.3,,9.87,,7535.07,76.58,,04-30
297,601808,中海油服,0.2,-33.33,,2.03,,97004.76,-31.2,,04-30
298,600735,新华锦,0.04,-2.13,,1.61,,1043.62,1.86,,04-30
299,601918,新集能源,-0.19,133.33,2.41,-7.58,-0.17,-49058.99,132.74,,04-30
300,600355,精伦电子,0.01,-150.0,,0.36,,148.63,-131.93,,04-30
301,600739,辽宁成大,0.32,112.32,,3.36,,46327.17,122.44,,04-30
302,601933,永辉超市,0.11,-42.11,,5.5,,36383.6,19.03,,04-30
303,600000,浦发银行,0.6,4.53,13.7,4.47,-4.36,1119400.0,4.52,,04-30
304,600022,山东钢铁,-0.03,-48.78,,-1.65,,-18996.84,-48.73,,04-30
305,000581,威孚高科,0.43,2.38,,3.9,,43436.91,1.42,,04-30
306,600779,水井坊,0.1,-156.57,,3.91,,4812.69,-156.3,,04-30
307,000600,建投能源,0.3,-23.29,,5.87,,54368.11,11.35,,04-30
308,600421,ST仰帆,0.0,-60.0,,1.39,,7.7,-72.71,,04-30
309,600797,浙大网新,-0.03,50.0,,-1.73,,-2632.32,51.32,,04-30
310,000620,新华联,0.01,0.0,,0.39,,1387.8,-8.52,,04-30
311,600815,厦工股份,-0.1,-489.02,,-2.28,,-9176.2,-488.56,,04-30
312,600083,博信股份,0.01,-162.5,,3.21,,126.27,-168.06,,04-30
313,002069,獐子岛,-0.01,-125.0,,-0.84,,-942.16,-133.69,,04-30
314,600831,广电网络,0.08,3.9,,2.48,,4491.5,3.93,,04-30
315,600495,晋西车轴,0.0,8.11,,0.09,,268.24,72.36,,04-30
316,600851,海欣股份,0.01,-165.75,,0.27,,1433.35,-165.75,,04-30
317,600136,当代明诚,0.0,-112.0,,0.09,,15.46,-113.83,,04-30
318,603729,龙韵股份,-0.05,-50.0,,-1.81,,-329.52,-31.47,,04-30
319,600975,新五丰,-0.09,-0.0,,-4.3,,-2151.39,-3.25,,04-30
320,600586,金晶科技,-0.03,-250.0,,-1.21,,-4725.52,-255.03,,04-30
321,600995,文山电力,0.2,53.85,,6.75,,9741.16,57.59,,04-30
322,002486,嘉麟杰,-0.02,-244.23,,-1.84,,-1872.41,-243.91,,04-30
323,600603,广汇物流,-0.04,200.0,,-19.73,,-767.09,202.8,,04-30
324,601015,陕西黑猫,0.06,200.0,,1.33,,3796.41,225.25,,04-30
325,000826,启迪桑德,0.19,-4.5,,3.07,,16177.35,25.23,,04-30
326,600620,天宸股份,0.13,13.81,,6.63,,5737.31,13.88,,04-30
327,601111,中国国航,0.14,1300.0,,3.03,,167524.4,1707.01,,04-30
328,000043,中航地产,-0.1,-241.89,,-1.96,,-6821.13,-241.85,,04-30
329,600247,*ST成城,-0.02,-24.35,,-13.66,,-584.86,-25.73,,04-30
330,601186,中国铁建,0.18,12.5,,2.17,,217700.9,8.72,,04-30
331,601258,庞大集团,0.01,-66.67,,0.3,,3622.44,-54.7,,04-30
332,000158,常山北明,-0.06,90.0,,-1.66,,-4066.81,87.29,,04-30
333,600284,浦东建设,0.09,15.24,,1.25,,5973.26,15.16,,04-30
334,600678,四川金顶,-0.03,-913.89,,-55.05,,-1023.0,-925.63,,04-30
335,000413,东旭光电,0.08,-65.22,,3.23,,21115.96,1.69,,04-30
336,600321,*ST正源,-0.01,-21.08,1.8,-0.36,-0.04,-774.31,1.53,,04-30
337,600728,佳都科技,-0.03,-25.91,,-1.12,,-1331.1,-25.72,,04-30
338,601888,中国国旅,0.66,21.3,11.0,6.2,,64599.54,21.3,,04-30
339,000538,云南白药,0.54,-26.03,,4.85,,56146.15,11.41,,04-30
340,600028,中国石化,0.01,-87.93,,0.27,,168500.0,-87.5,,04-30
341,603056,德邦股份,,,,,,-1525.4,-909.58,,04-30
342,600072,中船科技,0.01,-113.73,2.38,0.3,,345.96,-114.16,,04-30
343,000627,天茂集团,-0.02,-110.42,,-1.42,,-2040.97,-110.49,,04-30
344,603288,海天味业,0.49,13.95,,9.26,,73359.57,15.66,,04-30
345,600500,中化国际,0.06,-33.33,,1.11,,12162.05,-34.34,,04-30
346,600162,香江控股,0.08,2.17,,3.34,,6141.38,2.19,,04-30
347,600960,渤海活塞,0.06,-33.33,,0.91,,1859.1,2.59,,04-30
348,600575,皖江物流,0.02,-33.33,,1.43,,4935.22,-30.04,,04-30
349,000792,盐湖股份,0.01,-94.79,,0.08,,1332.18,-94.8,,04-30
350,601001,大同煤业,-0.18,-129.03,,-2.46,,-29815.79,-128.7,,04-30
351,002491,通鼎互联,0.07,-20.78,,1.17,,2549.37,5.7,,04-30
352,000011,深物业A,0.0,-98.71,,0.02,,35.64,-98.71,,04-30
353,600234,ST山水,-0.05,150.0,,-18.26,,-1052.92,245.52,,04-30
354,600626,申达股份,0.04,-17.37,,1.1,,2499.75,-17.44,,04-30
355,000089,深圳机场,0.05,44.41,,1.15,,9181.62,44.39,,04-30
356,600664,哈药股份,0.08,-11.11,,1.93,,16205.91,-5.36,,04-30
357,600290,华仪电气,0.06,6.34,,1.49,,3002.27,6.34,,04-30
358,601669,中国电建,0.1,11.53,,2.67,,100313.83,11.53,,04-30
359,000505,京粮控股,0.16,-300.0,,,,6994.07,-296.8,,04-30
360,601369,陕鼓动力,0.06,20.0,,1.66,,10210.25,16.04,,04-30
361,600297,广汇汽车,0.01,,,0.38,,369.16,16.39,,04-30
362,000918,嘉凯城,-0.08,-11.11,,-3.45,,-14681.59,-6.68,,04-30
363,601601,中国太保,0.54,54.29,13.66,4.1,0.7,490300.0,52.69,,04-30
364,600315,上海家化,0.28,16.67,,4.87,,18981.84,16.01,,04-30
365,601699,潞安环能,0.03,-69.61,,0.38,,7141.23,-69.48,,04-30
366,000511,*ST烯碳,-0.0,-165.57,,-0.32,,-441.31,-162.43,,04-30
367,600354,敦煌种业,-0.11,-29.19,,-7.88,,-5116.1,-29.01,,04-30
368,002015,霞客环保,-0.06,-82.86,,,,-1475.4,-82.44,,04-30
369,600773,西藏城投,0.02,-34.78,,0.44,,1083.76,-18.55,,04-30
370,600791,京能置业,-0.04,-233.33,,-1.0,,-1619.64,-224.87,,04-30
